"encriptado"	"seg_gol"	"sex_enc"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"fecha_stock"
"408"	"7FH9wdB8aZaO"	"MV"	"Hombre"	"6"	"POR QUE HA SIDO BUENA, PERO EN MI OFICINA TENGO MALA SEÑAL, POR QUE TIENEN COBERTURA EN TODOS LADOS, NOS ATIENDEN BIEN, TENEMOS BUENOS PRECIOS, ME REGALARON UN TELÉFONO."	"2019_q1"
"409"	"43jhEbo7fNQK"	"MV"	"Hombre"	"5"	"PORQUE SOLICITAMOS EL CAMBIO DE UN ENLACE, SUPUESTAMENTE PARA DICIEMBRE DEBERÍA DE ESTAR LISTO Y TARDARON TRES MESES EN QUE ESTUVIERA LISTO, POR ESO ES LA NOTA, PERO DE RESTO TODO HA FUNCIONADO."	"2019_q1"
"410"	"uHLboU9n4vXT"	"AP"	"Hombre"	"6"	"PORQUE A VECES SE CAE EL INTERNET"	"2019_q1"
"411"	"fSnArC3LzCcH"	"MP"	"Hombre"	"7"	"POR QUE LAS VECES QUE HEMOS TENIDO ALGÚN INCONVENIENTE HAN VENIDO A REPARAR DE INMEDIATO NO MAS HABLO DE UN DÍA Y LAS RESPUESTA SON BUENAS Y EL SERVICIO TAN  BIEN"	"2019_q1"
"412"	"UxFJT7F6BET0"	"AP"	"Mujer"	"6"	"POR QUE SIEMPRE HAY ALGO QUE SE PUEDE MEJORAR. ME GUSTA LA COBERTURA."	"2019_q1"
"413"	"8sbmgLlNP4fo"	"AP"	"Hombre"	"6"	"EN GENERAL BUENA ATENCIÓN Y CUMPLEN CON LOS TIEMPOS Y PLAZOS DE LOS REQUERIMIENTOS."	"2019_q1"
"414"	"uRjZA6U7J5aK"	"MP"	"Mujer"	"5"	"POR LA DEMORA EN LA SOLUCIÓN DE REQUERIMIENTOS, (NO DA MÁS INFORMACIÓN)."	"2019_q1"
"415"	"kwp1NMOWjo7z"	"Mas"	"Hombre"	"5"	"PORQUE PODRÍA SER MEJOR EN CUANTO AL PRECIO (NO DA MAS INFORMACIÓN)"	"2019_q1"
"416"	"StKKoG0yXVKr"	"AV"	"Hombre"	"7"	"EL TIEMPO DE RESPUESTA A LAS SOLICITUDES ES MUY RÁPIDO, FACILITAN OTRAS OPCIONES, NO LIMITAN A DAR UNA RESPUESTA NEGATIVA SIEMPRE BRINDAN OTRAS OPCIONES"	"2019_q1"
"417"	"r0WIw0JmFUT5"	"Mas"	"Mujer"	"7"	"PORQUE LA CALIDAD DEL SERVICIO Y NO HAY DIFICULTADES HASTA EL MOMENTO, APARTE POR EL PRECIO Y LA ATENCIÓN O SERVICIO AL CLIENTE."	"2019_q1"
"418"	"AiZAUFljN6Ij"	"MV"	"Mujer"	"5"	"PORQUE NO OPERABA EL SISTEMA DE TODO LO QUE TOMAMOS CON ENTEL, APARTE EN LA IMPLEMENTACIÓN DE LOS CAMBIOS SE DEMORA MUCHO."	"2019_q1"
"419"	"rWpkYRg5PzpK"	"MV"	"Hombre"	"5"	"PORQUE PENSAMOS QUE ERA LA GRAN SOLUCIÓN, Y NO HAY MUCHA DIFERENCIA CON MOVISTAR. ES DECIR EN CUANTO A SERVICIO, ME REFIERO A QUE PESAMOS QUE IBA A SER MEJOR EL TEMA, PERO ACTUALMENTE NO HAY GRAN DIFERENCIA CON MOVISTAR."	"2019_q1"
"420"	"MifFKiVyQIbZ"	"MV"	"Hombre"	"6"	"PORQUE NO HAS IDO BIEN CON ELLOS Y SIEMPRE RESPONDEN POR INCOBVENINETE Y NO PONE 7 POR EL TIEMPIO DE RESPUESTA PORQUE A VCES LA ULTIMA VES SE TARDE UNOS DIAS EN DAR SOLUCION"	"2019_q1"
"421"	"tAsS7LilaAYj"	"MP"	"Hombre"	"6"	"PORQUE ES MUY BUENO, SOLO QUE A VECES SE CAE, NO TODOS LOS DÍAS, PERO HAY UNOS EN LOS QUE SE CAE. NO, ESTÁ BIEN, ES SOLO ESO."	"2019_q1"
"422"	"PIsvaUOU8oBd"	"MasPrem"	"Mujer"	"2"	"PORQUE QUIERO TRASLADAR LOS SERVICIOS Y HE TENIDO PERO NADA DE ASISTENCIA A OTRA SUCURSAL Y LA ATENCIÓN EN PUBLICO EN LAS SUCURSALES UNO VA ALLÁ A PLANTEARLE LOS PROBLEMAS DE QUE VA A ABRIR OTRA SUCURSAL SIN QUE TRASLADE LOS SERVICIOS, CAMBIAR LA CASA MATRIZ Y NO ME DAN ALTERNATIVAS."	"2019_q1"
"423"	"Hme3HbQYnzRN"	"AV"	"Hombre"	"6"	"PORQUE A VECES HAY PROBLEMAS CON EL INTERNET POR EJEMPLO HOY ESTUVIMOS TODO EL DÍA SIN INTERNET Y SIN EL TELÉFONO FIJO ENTONCES ESO ES UN PROBLEMA PARA NOSOTROS"	"2019_q1"
"424"	"bVwyH9wLiODP"	"Mas"	"Mujer"	"7"	"PORQUE NO HE TENIDO NINGÚN PROBLEMA HASTA AHORA Y LLEVO 6 MESES CON ELLOS, ANTES ESTABA CON OTRA QUE TUVE MUCHOS PROBLEMAS Y NO ME LO SOLUCIONABAN DE INMEDIATO."	"2019_q1"
"425"	"fnZ7EMNaIlKa"	"MV"	"Hombre"	"2"	"EL SERVICIO DE INSTALACIÓN ES PÉSIMO; ES MUY LENTO Y MUY ENGORROSO."	"2019_q1"
"426"	"XKOlY2ZPzpCq"	"Mas"	"Hombre"	"6"	"PORQUE FUNCIONA BIEN PERO EN CIERTAS  OCASIONES TIENE ALGUNAS FALLAS ES BIEN EN CUANTO A LA VELOCIDAD DEL INTERNET, EL SERVICIO ES CONSTANTE Y RÁPIDO."	"2019_q1"
"427"	"pKyCsPIG81ba"	"MV"	"Hombre"	"6"	"POR LA VELOCIDAD Y NO HEMOS TENIDO PROBLEMAS CON LA SOLUCIÓN, LO HACEN DE FORMA RÁPIDA."	"2019_q1"
"428"	"mfMySbUgCAz0"	"MP"	"Hombre"	"5"	"POR QUE CUANDO TENEMOS PROBLEMAS CON LAS TRANSMICION"	"2019_q1"
"429"	"NK2kHqcSKuNY"	"AV"	"Hombre"	"6"	"PORQUE EL SERVICIO ES BUENO EN CUANTO AL FUNCIONAMIENTO. NO TENEMOS PROBLEMAS. (NO DA MAS INFORMACIÓN)"	"2019_q1"
"430"	"I9lPo8XPgQUV"	"MP"	"Mujer"	"7"	"PORQUE NO HE TENIDO PROBLEMA DE CAÍDA DE SERVICIO LA ATENCIÓN A CLIENTE ES BUENA LAS ATENCIONES QUE HAGO TAMBIÉN SON RESPONDIDAS OPORTUNAMENTE."	"2019_q1"
"431"	"sat2jqVN27BE"	"MP"	"Mujer"	"7"	"POR QUE ESTOY SATISFECHA ,EN CUANTO A RAPIDEZ DEL INTENED, ES UNA EMPRESA CONFIABLE Y TIENE BUEN SERVICIO AL CLIENTE"	"2019_q1"
"432"	"kpfeuPgprvuy"	"MV"	"Hombre"	"2"	"PORQUE ES UN SERVICIO CARO, EL CONTRATO FUE POR UN MUY LARGO PLAZO, NO TENGO FLEXIBILIDAD PARA HACERLO CRECER O HACERLO DISMINUIR, EL SERVICIO DE POST VENTA ES LENTO Y LA CALIDAD DE INTERNET NO ES MUY BUENA, SE CAE, NO ES REGULAR, HAY DÍAS COMPLETOS QUE SE CORTO Y EN GENERAL ES LENTO Y CARO."	"2019_q1"
"433"	"hK8LIWWb6bco"	"MP"	"Mujer"	"4"	"PORQUE SON MUY LENTOS PARA REACCIONAR A UN PROBLEMA."	"2019_q1"
"434"	"8C9vJkOuwTQF"	"MV"	"Hombre"	"5"	"NO SON LO SUFICIENTE MENTE ÓPTIMOS ;EN CUANTO AL SERVICIO;NO,(NO DA MAS INFORMACIÓN )"	"2019_q1"
"435"	"IFZCAdHKH7X2"	"MP"	"Hombre"	"4"	"LA RED FALLA MUCHO EN ESTE MES.(NO DA MAS INFORMACIÓN)"	"2019_q1"
"436"	"XDawajXTtd0f"	"MV"	"Mujer"	"6"	"PORQUE EN ALGUNAS OPORTUNIDADES HE TENIDO PROBLEMAS. LOS EJECUTIVOS QUE ESTÁN A CARGO DE NOSOTROS NUNCA HE TENIDO NINGÚN PROBLEMA, PERO LO CAMBIAN MUY SEGUIDO Y ME DEJAN EJECUTIVO CERCA A SEIS MESES."	"2019_q1"
"437"	"ramqNLcw36Zy"	"MV"	"Hombre"	"5"	"PORQUE HAN VARIADO MUCHO LOS SERVICIOS ANTES TENIAN MEJOR CONTACTO Y MEJORES SERVICIOS NUESTRO PROVEEDOR ESTABA SIEMPRE COMUNICADO"	"2019_q1"
"438"	"nKAAWloz3I9y"	"MV"	"Hombre"	"3"	"NO NOS DAN RESPUESTA VÍA TELEFÓNICA NI SE COMUNICAN"	"2019_q1"
"439"	"AEmlhF6uv7Mb"	"AP"	"Hombre"	"6"	"PORQUE PUEDE MEJORAR, LA CONECTIVIDAD EN LA TRANSMISIÓN DE DATOS"	"2019_q1"
"440"	"taSSAnDI53ng"	"Mas"	"Hombre"	"5"	"POR LAS VELOCIDADES, LAS VELOCIDADES VARIAN DEMASIDO DENTRO DEL DIA HAY VECES QUE ESTA MUY LENTO NOS CULOAN A NOSOTROS QUE TENEMOS  MUCGA GENTE Y TENEMOS 10 PERSONAS TRABAJANDO CON ESO"	"2019_q1"
"441"	"hrvPDVHn8vpY"	"AP"	"Hombre"	"6"	"PORQUE NO SE MERECEN EL SIETE TODAVÍA, NO ANDAN AL CIEN POR CIENTO"	"2019_q1"
"442"	"dw1t7qWlOB3e"	"Mas"	"Hombre"	"6"	"ES QUE LO ENCUENTRO BUENO PERO AVECES SE VA LA SEÑAL, PERO IGUAL ES BUENO, POR QUE ME DA EL SOPORTE QUE TENGO AHORA EN EL NEGOCIO EN UNA TELEVISION SIMPLE PERO LO TENGO EN HD."	"2019_q1"
"443"	"hfRcyJAk72Uj"	"AV"	"Hombre"	"7"	"PORQUE NO HEMOS TENIDO NINGÚN INCONVENIENTE EN AMBOS SISTEMAS DE FIJO O INTERNET  LA ATENCIONES ES BIEN PERSONALIZADA TENEMOS EJECUTIVO Y ES BIEN RÁPIDO."	"2019_q1"
"444"	"MXnb3vgnrr55"	"MV"	"Mujer"	"7"	"NO FALLA EL SERVICIO;NO DA MAS INFORMACIÓN"	"2019_q1"
"445"	"SqkAoEOcPXHh"	"AV"	"Hombre"	"5"	"PORQUE DE UN TIEMPO HASTA AHORA ENTEL HA BAJADO MUCHO SU SERVICIO, HAN REDUCIDO PERSONAL, EL EJECUTIVO NO LLAMA NUNCA TE TOCA LLAMARLO TU, SE DEMORAN EN DAR RESPUESTA, LOS TIEMPOS DE 4 HORAS, NO SON DE 4 HORAS, SE ESTÁN DEMORANDO MÁS EN RESOLVERTE LOS PROBLEMAS YA NO ES LO MISMO QUE ANTES"	"2019_q1"
"446"	"Xhl1ri7hqMt7"	"Mas"	"Mujer"	"6"	"PORQUE SIEMPRE SE PUEDE MEJORAR EN TODO, ME GUSTA LA COBERTURA YA QUE EL SERVICIO SIEMPRE ESTA DISPONIBLE Y NO HE TENIDO NINGÚN PROBLEMA CON ELLOS"	"2019_q1"
"447"	"FUtfza1KYlgM"	"AV"	"Hombre"	"7"	"POR EL SERVICIO, LA EFECTIVIDAD, EL SOPORTE, EL SERVICIO EN CUANTO A INTERNET, A TELEFONÍA, A LOS DATOS QUE TENEMOS, ES UNA BUENA EMPRESA."	"2019_q1"
"448"	"NRmnkcp17slW"	"MP"	"Hombre"	"6"	"PORQUE EL SERVICIO POS VENTA PODRÍA SER UN POCO MEJOR EN CUANTO A ATENDER CON MAYOR VELOCIDAD LOS REQUERIMIENTOS"	"2019_q1"
"449"	"gbRXIsLNqhBX"	"MP"	"Hombre"	"6"	"PORQUE SON MUY CAROS EN LAS REDES FIJAS DOMICILIARIAS DE INTERNET, POSITIVO ES QUE LA RED ES ESTABLE Y CUMPLE CON LA PROPUESTA DE VALOR"	"2019_q1"
"450"	"BOluCMEaUVEb"	"Mas"	"Hombre"	"7"	"PORQUE ES UN BUEN SERVICIO, NO ME HA DADO NINGÚN PROBLEMA Y NO SE ME CAÍDO LA RED."	"2019_q1"
"451"	"TRDcAIYHzOEL"	"MV"	"Hombre"	"6"	"PORQUE FUNCIONA BIEN, NO PUEDE LLEGAR LA VELOCIDAD MÁS RÁPIDA PORQUE PASA CON LA CONECTIVIDAD, PERO MUESTRA MÁS VELOCIDAD."	"2019_q1"
"452"	"5PBmBdq076MX"	"AV"	"Hombre"	"5"	"PORQUE ÚLTIMAMENTE ESTÁN  TENIENDO PROBLEMAS ADMINISTRATIVOS EN CUANTO A BOLETAS"	"2019_q1"
"453"	"xnxGkS90Gmxe"	"Mas"	"Hombre"	"7"	"PORQUE NO HE TENIDO PROBLEMAS, PORQUE NO HE TENIDO PROBLEMAS COMO EN OTRAS COMPAÑÍAS, ESTA COMPAÑÍA PORQUE SUPONGAMOS, TENGO UN PROBLEMA, ME CORTAN ESTE MES, Y EN LA CUENTA ME SALE LO QUE EN VERDAD ME HABÍAN COBRADO, NO COMO EN MOVISTAR LLEGAN Y TE COBRAN, NUNCA TE LLEGA LA CUENTA, MUCHAS VECES PAGUE DE MÁS EN MOVISTAR."	"2019_q1"
"454"	"3BjZmCwFuYlR"	"MV"	"Hombre"	"7"	"PORQUE JAMAS HE TENIDO PROBLEMAS CON ELLOS"	"2019_q1"
"455"	"nckLRquzetrZ"	"MP"	"Hombre"	"7"	"PORQUE ESTA DENTRO DE LA EXPECTATIVA Y DENTRO DE LO QUE OFRECIERON, EL SERVICIO ESTA ARRIBA ES DECIR NO SE CAE"	"2019_q1"
"456"	"DOa8cFSm8M2k"	"MV"	"Hombre"	"4"	"PORQUE HE TENIDO PROBLEMAS CON UNOS PRODUCTOS EN CUANTO A TELEFONÍA DONDE ME COBRAN Y YO NI SE LOS COMPRE, ASÍ QUE ESTAMOS CON LA REVISIÓN HACE 3 O 4 MESES Y AUN NO ME SOLUCIONAN NADA."	"2019_q1"
"457"	"Y1wRERJ8Zyoa"	"MV"	"Mujer"	"4"	"POR QUE TENGO TODOS LOS SERVICIOS, PERO ES POR EL PRECIO EN REALIDAD."	"2019_q1"
"458"	"Ovcjdydpo4iL"	"MP"	"Mujer"	"6"	"PORQUE AUN FALTA INMEDIATEZ EN LA ATENCIÓN EN CUANTO A QUE SI SE CAE EL INTERNET QUE NOS HA PASADO DOS VECES DESDE QUE ESTAMOS CON ELLOS, ACUDEN DE INMEDIATO PERO NO ENTREGAN LA SOLUCIÓN SINO DESPUÉS DE 24 HORAS."	"2019_q1"
"459"	"Pg3epthJbey5"	"MP"	"Hombre"	"3"	"PORQUE LLEVAMOS UN AÑO TRABAJANDO CON ELLOS Y SE NOS HA CAÍDO LA SEÑAL EN 5 OCASIONES EN UN PAR DE DÍAS Y NO DIERON SOLUCIÓN RÁPIDO."	"2019_q1"
"460"	"BtPe9tyDf0Zx"	"MV"	"Hombre"	"6"	"EN GENERAL EL SERVICIO FUNCIONA, PERO EN NUESTRA SUCURSAL DE REPENTE TENEMOS CAÍDAS DE SERVICIO MUY LARGAS EN LA RED PRIVADA DE DATOS PRINCIPALMENTE, LA ATENCIÓN DE LOS EJECUTIVOS ES BASTANTE BUENA YA QUE GENERALMENTE ES FÁCIL UBICARLO Y TIENE RESPUESTA CUANDO UNO NECESITA PREGUNTARLE ALGO"	"2019_q1"
"461"	"QP0ODRjrWVeR"	"AV"	"Hombre"	"6"	"POR LA ESTABILIDAD DEL SERVICIO,LA CALIDAD DE ATENCIÓN, LA RESPUESTA EN CUANTO A SOLICITUDES Y REQUERIMIENTOS."	"2019_q1"
"462"	"IWHD8nmNTvhV"	"MasPrem"	"Hombre"	"7"	"PORQUE ESTOY TOTALMENTE SATISFECHO, SATISFECHO EN CUANTO AL SERVICIO QUE ME DAN."	"2019_q1"
"463"	"tBH2iOnCGWHd"	"MasPrem"	"Hombre"	"4"	"PORQUE NO RESPONDEN EN CUANTO A QUE LES PIDO UN TELÉFONO Y DICEN QUE NO HAY TELÉFONO, QUE LO VAYA A COMPRAR EN FALABELLA, SI UNO ES CLIENTE Y YA A LOS 3 DÍAS NO LE HACEN LA OFERTA, LAS OFERTAS SON SOLO PARA LOS CLIENTES NUEVOS."	"2019_q1"
"464"	"SofOQLK4se2A"	"MV"	"Hombre"	"5"	"PORQUE UNOS MESES ATRÁS TUVIMOS UN INCONVENIENTE, SE NOS FUE EL SERVICIO DE TELEFONÍA Y DE INTERNET POR MÁS DE 10 DÍAS Y EL PROBLEMA FUE LA MALA MANIPULACIÓN DE UNA FIBRA ÓPTICA POR PARTE DE ELLOS, NOS CORTÓ EL ENLACE Y LLEVARON MÁS DE 10 DÍAS EN RESOLVERLO; PRINCIPALMENTE ESO, LA PROBLEMÁTICA QUE TUVIMOS Y LA MALA RESPUESTA ANTE EL PROBLEMA, NO FUE UNA RESPUESTA EXPEDITA Y A PARTIR DE ESO TUVIMOS QUE CONTRATAR EL ENLACE DE ACÁ PORQUE NOS IMPLICO EL GASTO EXTRA A RAÍZ DE ESTO."	"2019_q1"
"465"	"GGcc52IEHHen"	"MasPrem"	"Hombre"	"6"	"PORQUE ME HA IDO BASTANTE BIEN A AMBAS COSAS, TANTO LA TELEFONÍA COMO A INTERNET."	"2019_q1"
"466"	"PxSD1sG89hM8"	"AP"	"Hombre"	"7"	"PORQUE FUNCIONA BIEN, TIENE UNA BUENA ESTABILIDAD Y RARA VEZ TIENE PROBLEMA, Y CUANDO TIENE PROBLEMAS GENERALMENTE LO REPARAN ANTES DE QUE UNO TENGA QUE ESTAR RECLAMANDO NI NADA."	"2019_q1"
"467"	"mNO6rw6eUcjm"	"MV"	"Mujer"	"7"	"PORQUE CUMPLE TODOS LOS REQUISITOS, EN CUANTO AL SERVICIO COMUNICACIÓN CONECTIVIDAD TODO"	"2019_q1"
"468"	"LyEM9770TG8X"	"AP"	"Hombre"	"6"	"POR QUE DIGAMOS QUE EVALÚO LO QUE ES EL PURO SERVICIO. ME GUSTA LA ESTABILIDAD, EL NO HABER TENIDO INCONVENIENTES."	"2019_q1"
"469"	"TXphVipIMxhz"	"AP"	"Hombre"	"3"	"PORQUE LOS SERVICIOS Y LA GESTIÓN COMERCIAL NO HA SIDO CON LA VELOCIDAD CON LA QUE HEMOS PEDIDO, BÁSICAMENTE LOS CONFLICTOS QUE TENEMOS ES CON EL ATRASO EN LAS RESPUESTAS A LOS REQUERIMIENTOS Y LA POCA FLEXIBILIDAD QUE TIENEN LOS PROCESOS PEDIDOS."	"2019_q1"
"470"	"XRsAskB1xBKi"	"MV"	"Hombre"	"6"	"PORQUE ES MUY MALA LA COMUNICACIÓN CON ELLOS, EN CUANTO A CUANDO UNO NECESITA A UN EJECUTIVO, CUANDO HAY UN PROBLEMA NO HAY CARAS VISIBLES, TODO TELÉFONO, TODO MAQUINAS."	"2019_q1"
"471"	"GwLTGKUICpWz"	"MV"	"Mujer"	"4"	"PORQUE ES MUY CARO EL INTERNET, LA TECNOLOGÍA A AVANZADO Y A MÍ NO ME HAN ABARATADO LOS COSTOS."	"2019_q1"
"472"	"pGmpRSnpxUMC"	"AV"	"Hombre"	"6"	"PORQUE EL SERVICIO FUNCIONA BIEN YA QUE TIENEN RELATIVAMENTE BUENA VELOCIDAD, BRINDA BUEN OS SERVICIOS EN CASO DE FALLAS TIENEN BUEN TIEMPO DE RESPUESTAS"	"2019_q1"
"473"	"kvwWpCAQ6Hfb"	"MV"	"Hombre"	"7"	"PORQUE NO HE TENIDO NUNCA NINGÚN PROBLEMA CON EL SERVICIO, EL SERVICIO EN CUANTO A LA TELEFONÍA MÓVIL Y EL INTERNET DE BANDA ANCHA."	"2019_q1"
"474"	"rJSo7H4K4xvZ"	"MV"	"Hombre"	"5"	"EN GENERAL SON MUY BUROCRÁTICOS EXISTE MUCHA BUROCRACIA PARA PRESTAR SERVICIOS, CUESTA MUCHÍSIMO COMUNICARSE CON ELLOS PARA SOLICITAR SERVICIOS"	"2019_q1"
"475"	"2jsymdDfre3I"	"MV"	"Hombre"	"6"	"PORQUE ME HA IDO BIEN DESDE QUE ESTOY CON ELLOS YA QUE NO ME HA FALLADO NUNCA Y TODO LO QUE NECESITO ME LO DAN."	"2019_q1"
"476"	"iJBctKNaTA7z"	"MV"	"Hombre"	"6"	"PORQUE EL SERVICIOS ES EXCELENTE EL SERVICIO QUE PRESTAN ES BUENO, PERO LA VELOCIDAD QUE LLEGA NO ES Y CUANDO SE AGENDAN INSTALACIONES SE DEMORAN DEMASIADO"	"2019_q1"
"477"	"jd29YCaRFz0n"	"MV"	"Hombre"	"1"	"PORQUE EL SERVICIO ES CARISIMO, UNA BANDA ANCHA DE 6 MEGAS Y ESTÁN COBRANDO 290 MIL PESOS.  CUANDO HICIERON SU INSTALACIÓN DE OTRA EMPRESA ANEXA A ENTEL ME PASARON A LLEVAR UN CALEFACTOR SOLAR, NO SE HICIERON RESPONSABLES Y NO LO HICIERON CUIDAR."	"2019_q1"
"478"	"FmFzm7Bb1fGY"	"MP"	"Hombre"	"6"	"SIEMPRE HAY ALGUNOS DETALLES, ES BUENOS PERO A VECES ALGUNOS DETALLES PERO LO NORMAL. (NO DA MAS INFORMACIÓN)"	"2019_q1"
"479"	"wE3Voc4sr6Y6"	"MV"	"Hombre"	"5"	"PORQUE ES BASTANTE INESTABLE LA RED DE DATOS QUE TIENEN TANTO EN LA TELEFONÍA, HAY CONSTANTES CAÍDAS, NO ES UNO DE LOS MEJORES SERVICIOS EN CUANTO A QUE LA SEÑAL NO ES ESTABLE, TAMBIÉN HEMOS TENIDO PERDIDA DE SEÑAL TANTO TELEFÓNICA COMO LA FIBRA ÓPTICA EN GENERAL, ENTONCES TAMBIÉN HEMOS TENIDO DÍAS EN LO CUAL NO NOS HEMOS SENTIDO SATISFECHOS."	"2019_q1"
"480"	"oUWKv7crpKMj"	"Mas"	"Mujer"	"7"	"POR QUE HASTA AHORA HA FUNCIONADO BIEN EL SERVICIO, EL PRECIO ESTA CONVENIENTE, TENGO DOS CONTRATOS Y TODO HA ESTADO MUY BIEN."	"2019_q1"
"481"	"InKZFIFosDM0"	"AV"	"Hombre"	"5"	"PORQUE EL SERVICIO NO FUNCIONA TAN BIEN COMO PARECE Y EL ACUERDO QUE SE HIZO TAMPOCO SE HA LOGRADO CERRAR, SE HA HECHO MUY LARGO EL PROCESO DE CIERRE DE LA CUENTA."	"2019_q1"
"482"	"jreYgqSwTl6o"	"MV"	"Hombre"	"7"	"PORQUE LA VERDAD NUNCA HEMOS TENIDO NINGÚN PROBLEMA CON EL INTERNET  NI CON LAS LLAMADAS EN EL HOTEL, Y LA VERDAD, NO TENEMOS NINGUNA QUEJA; Y LAS VECES QUE HE LLAMADO POR ALGÚN PROBLEMA ME HAN RESPONDIDO RÁPIDO Y HAN MANDADO PERSONAL A TERRENO SÚPER RÁPIDO."	"2019_q1"
"483"	"V0vrBCX2vNuv"	"AP"	"Hombre"	"6"	"POR QUE IGUAL TENEMOS CAÍDAS PERO DEBE SER TEMAS AQUÍ ESTÁN CONSTRUYENDO ;POR UN TEMA DE FACILIDADES TÉCNICAS TAMBIÉN"	"2019_q1"
"484"	"KrYk1H33DUsR"	"AP"	"Hombre"	"7"	"PORQUE ME HAN CUMPLIDO SEGÚN LO ESTIPULADO EN LOS CONTRATOS, LA ASISTENCIA ES RÁPIDA Y OPORTUNA"	"2019_q1"
"485"	"ReUOd7K5SB6p"	"AV"	"Hombre"	"7"	"PORQUE LAS VECES QUE HEMOS TENIDO PROBLEMAS, EN MENOS DE 24 HORAS SE HA SOLUCIONADO; CORTE LASER O FALLA DE ALGUNA INTERFASE."	"2019_q1"
"486"	"rSR0D2OuhIpj"	"MP"	"Hombre"	"5"	"PORQUE HAY POCA INFORMACIÓN CUANDO SE NECESITAN PLANES O ECONOMÍA PARA LA EMPRESA NUNCA NOS HA LLEGADO UNA OFERTA PARA MEJORAR LOS SERVICIOS Y BAJAR LOS COSTOS NUNCA NOS HA LLEGADO Y NOS TOCA PERSONALMENTE A NOSOTROS PEDIRLO Y NO NOS DAN INFORMACIÓN CLARA"	"2019_q1"
"487"	"BQVoFXQSWnUr"	"Mas"	"Mujer"	"7"	"POR QUE NO HEMOS TENIDO PROBLEMAS CON ELLOS."	"2019_q1"
"488"	"9O4qrJ0o4Gup"	"AV"	"Hombre"	"7"	"PORQUE TODO Y CADA UNA DE LAS COSAS QUE LE PEDÍA A ENTEL ELLOS CORREN POR HACERLO O A VECES HE TENIDO PROBLEMAS CON LA O EL EJECUTIVO QUE HE TENIDO EN SU MOMENTO. NO ME HA NEGADO EL SERVICIO, LA INFORMACIÓN QUE YO REQUIERO Y ME LO CAMBIAN AL TIRO, ME MANDAN A OTRO QUE SEA MAS CAPAZ, NUNCA HE TENIDO UN PROBLEMA ASÍ COMO QUE QUIERA ALGÚN PROYECTO Y ME DIGAN NO TENGO FACTIBILIDAD, ELLOS BUSCAN LA FACTIBILIDAD DE LA INSTALACIÓN."	"2019_q1"
"489"	"hscPh5H7G5WP"	"Mas"	"Hombre"	"6"	"PORQUE TIENE BUEN SERVICIO (NO DA MÁS INFORMACIÓN)"	"2019_q1"
"490"	"fDsPBtpG1peR"	"AV"	"Hombre"	"7"	"PORQUE TENGO UN CONTRATO ADECUADO QUE PERMITEN UNA EXTENDIDA POCAS HORAS MIENTRAS PROYECTO, UNAS BUENAS OFERTAS POR EL EJECUTIVO."	"2019_q1"
"491"	"8k5OuKmZMxAx"	"AP"	"Hombre"	"6"	"PORQUE ES UNA NOTA BUENA, ADEMÁS SON RESPONSABLES Y CUMPLEN."	"2019_q1"
"492"	"hqxCtVSmcSG1"	"MV"	"Hombre"	"6"	"PORQUE SE PUEDE MEJORAR, MAS VELOCIDAD, MANTENIENDO EL PRECIO, MEJORANDO LA VELOCIDAD. EL AP-TIME."	"2019_q1"
"493"	"AewawvDrHSdh"	"Mas"	"Hombre"	"6"	"PORQUE HAY MOMENTOS QUE HAY INTERMITENCIA. SIN EMBARGO ATIENDEN RÁPIDO, EN REALIDAD AHORA HAY MENOS INCIDENTES, EN EL PRINCIPIO HUBIERON ARTOS INCIDENTES AHORA CASI NO HAY INCIDENTES DE CAÍDA DE SEÑAL."	"2019_q1"
"494"	"N8qiLQ5LC3US"	"Mas"	"Hombre"	"6"	"HEMOS TENIDO ALGUNOS PEQUEÑOS INCONVENIENTES DE SERVICIO PERO NO FUNDAMENTALES, SON COSAS QUE SEAN PODIDO SOLUCIONAR PERO NO DEBERÍAN ESTAR, ES UN SERVICIO ESTÁNDAR COMÚN Y CORRIENTE."	"2019_q1"
"495"	"U6dGpYymz1w4"	"AV"	"Hombre"	"4"	"TIENEN MUCHAS FALLAS, POR LA PARTE COMERCIAL HE TENIDO ARTOS INCONVENIENTES PORQUE LOS EJECUTIVOS QUE TRABAJAN ME HAN ENGAÑADO MUCHAS VECES CUANDO HE CONTRATADO SERVICIOS."	"2019_q1"
"496"	"kuMjM4h6bN6h"	"MasPrem"	"Hombre"	"5"	"HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD Y LA SOLUCION ES LENTA"	"2019_q1"
"497"	"63XKKqvaNwd4"	"Mas"	"Mujer"	"7"	"PORQUE AHORA NO SE CAE EL INTERNET, AUNQUE ESTÉN TODAS LAS PERSONAS OCUPÁNDOLO, ELLOS TIENEN UN SISTEMA DE FIBRA ÓPTICA POR ESO ES QUE MÁS FÁCIL."	"2019_q1"
