"encriptado"	"seg_gol"	"seg_corfo"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"bench"	"fecha_bench"
"640"	"NxSIZGuk1Bky"	"AV"	"MEDIANA"	6	"HAY COSAS QUE DEBEN MEJORAR, COMO LA RESPUESTA INMEDIATA DE NUESTRA SOLICITUD, HAY UN RETRASO DE N PAR DE DÍAS, SOLAMENTE ÉSO"	"fijo"	"2019_q2"
"641"	"cQ01Kd9bh4PZ"	"Mas"	"PEQUEÑA"	4	"POR SU COBERTURA DE INTERNET SE PONE MUY LENTO LA VELOCIDAD DE NAVEGACIÓN ESTA MUY LENTA"	"fijo"	"2019_q2"
"642"	"eEGVIo7g8VAm"	"Mas"	"PEQUEÑA"	6	"PORQUE DE REPENTE LO TELEFONOS COMO QUE ESTAN APAGADOS NO TIENE SEÑAL"	"fijo"	"2019_q2"
"643"	"WESmcAO4I7uN"	"Mas"	"PEQUEÑA"	4	"PORQUE CUESTA COMUNICARSE CON ELLOS, EL SERVICIO SE CAE, EN EL FONDO TE VENDEN ALGO QUE AL FINAL NO SE CUMPLE, EL SERVICIO SE PASA CAYENDO ESTA LENTO Y LO ATRIBUYEN A OTRO FENOMENO NO ASOCIADO A LA RAZON.CUANDO UNO QUIERE COMUNICARSE CON ELLOS TE PASAN DE UN LADO A OTRO ES MUCHA PERDIDA DE TIEMPO TRATAR DE SOLUCIONAR ALGO CON LA COMPAÑIA."	"fijo"	"2019_q2"
"644"	"zJXYjjk3ADxQ"	"Mas"	"PEQUEÑA"	6	"PORQUE DE REPENTE SE PONE LENTO Y SE CAE EL INTERNET NO TIENE HORA FIJA ES VARIABLE. MI EMPRESA ES AGRÍCOLA EN PILTIL Y ALLI FALLA EL TELÉFONO CON ENTEL PERO TODOS SON CELULARES"	"fijo"	"2019_q2"
"645"	"JdRcjtko8vJt"	"Mas"	"PEQUEÑA"	5	"LO QUE PASA ES QUE NO HAY COBERTURA EN TODOS LADOS, SI TENGO COBERTURA, EN CUALQUIER PARTE YA DEJO DE TENER COBERTURA Y OTRAS COMPAÑÍAS  COMO CLARO Y MOVISTAR SI TIENEN, SOLO ESO ME COMPLICA PORQUE EN CUALQUIER PARTE QUEDO SIN COMUNICACIÓN Y LOS COLEGAS DE OTRAS COMPAÑÍAS SI TIENEN."	"fijo"	"2019_q2"
"646"	"OwGS4XwpyRRp"	"Mas"	"PEQUEÑA"	4	"POR QUE TENGO CONTRATADO CON DISTINTOS LUGARES Y EL SERVICIO ME SALE MAS CARO"	"fijo"	"2019_q2"
"647"	"9aVfhNQKjKEx"	"Mas"	"PEQUEÑA"	5	"PORQUE HABIA PRESENTADO MUCHOS CORTES EL INTERNET SOBRETODO EN LAS MAÑANAS, PRINCIPALMENTE ESO, CORTES MATUTINOS QUE ME HACIAN PERDER MUCHO TIEMPO EN EL TRABAJO."	"fijo"	"2019_q2"
"648"	"8geQAb1Wk4y6"	"MasPrem"	"PEQUEÑA"	7	"PORQUE NUNCA HAN TENIDO PROBLEMAS SIEMPRE LOS LLAMAN LOS EJECUTIVOS LLEVAN AÑOS CON ELLOS, TODO BIEN"	"fijo"	"2019_q2"
"649"	"xXQ6KECkLbw5"	"MV"	"GGEE"	7	"PORQUE ES CONFIABLE (LOS SERVICIOS CONTRATADOS SE CUMPLEN), PROBLEMAS DE COBERTURA"	"fijo"	"2019_q2"
"650"	"BBPGr7bm5yKM"	"AP"	"GGEE"	5	"Atencion SAC"	"fijo"	"2019_q2"
"651"	"ZryWpVUnrfOO"	"MasPrem"	"PEQUEÑA"	5	"PORQUE HAN HABIDO PROBLEMAS DE CONECTIVIDAD Y PORQUE HEMOS TENIDO PROBLEMAS DE REPENTE CON EL INTERNET EN LA CONEXIÓN"	"fijo"	"2019_q2"
"652"	"mlGLuvC4hzjO"	"MV"	"PEQUEÑA"	5	"PORQUE EL SERVICIO NO SIEMPRE ES ÓPTIMO, YA QUE SE CAE A VECES Y NO ES LO SUFICIENTEMENTE RÁPIDO COMO UNO ESPERARÍA"	"fijo"	"2019_q2"
"653"	"ITHnYz3yd81w"	"MV"	"MEDIANA"	6	"PORQUE NORMALMENTE NOS DA MUY BUENOS SERVICIOS, EN LA ATENCIÓN TELEFÓNICA, VÍA CORREO POR CUALQUIER DIFICULTAD, ATENCIÓN TÉCNICA LAS VECES QUE SE HA REQUERIDO, EN LAS RESPUESTAS OPORTUNAS, A QUE SOLUCIONAN LOS PROBLEMAS QUE SE PRESENTAN EN LA RED, NO HEMOS TENIDO NUNCA PROBLEMAS, LLEVAMOS AÑOS TRABAJANDO CON EL."	"fijo"	"2019_q2"
"654"	"CI1Tksfgmy1a"	"MV"	"MEDIANA"	7	"NO TENEMOS FALLA EN EL SERVICIO NO SALE TAN CARO PAGAMOS UN PRECIO MODICO POR LOS SERVICIO EN COMPARACION CON EL MERCADPO"	"fijo"	"2019_q2"
"655"	"NowESnBfvYBd"	"AV"	"MEDIANA"	5	"Redes"	"fijo"	"2019_q2"
"656"	"zNrvWajuoM0h"	"MP"	"PEQUEÑA"	6	"PORQUE A VECES CADA VEZ SE PONE MAS LENTO PORQUE CREO QUE ESTAN INCORPORANDO MAS PERSONAS EN EL EDIFICIO CUANDO PARTIO ERA MUY RAPIDO Y LA VELOCIDAD HA IDO BAJANDO"	"fijo"	"2019_q2"
"657"	"ngjrB4NtwuJN"	"Mas"	"MICRO"	6	"PORQUE ES UN BUEN SERVICIO EN TODO LO QUE YO TENGO ACÁ, NO TENGO PROBLEMAS, ES ECONÓMICO SI ESO ES IMPORTANTE, TIENE BUEN PRECIO EN LOS PLANES Y EN LA RED FIJA TAMBIÉN ES CONVENIENTE"	"fijo"	"2019_q2"
"658"	"J03oTaSEKs22"	"MV"	"PEQUEÑA"	7	"PORQUE REBAJARON TODOS LOS PLANES POR EL TEMA CONFLICTIVO ME OFRECIERON PLANES LO MISMO QUYE TENIA CASI CIEN MIL PESOS MAS BARATO POR LAS ONCE LINEAS MOVILES Y LAS DOS FIJAS"	"fijo"	"2019_q2"
"659"	"qAi5qLllMhod"	"MasPrem"	"PEQUEÑA"	2	"PORQUE EL SERVICIO ESTA MALO EN LA COBERTURA DE LA SEÑAL ESTA MALA, LA POS VENTA ES MALA, EL SOPORTE TÉCNICO ES MALO, DE HECHO NO TIENEN, MI PLANTA ESTA AL LADO DE UNA ANTENA DE ENTEL Y AUN ASI ES MUY MALA, TENGO O HE TENIDO QUE MANDAR NOTAS DE CRÉDITO PARA QUE ME CORROBOREN LA FACTURACIÓN, HAY MONTOS QUE NO CORRESPONDEN, COBRAN LO QUE QUIEREN NO MAS LOS PLANES SON MALOS A LOS QUE TENIA ANTES TAMBIÉN CON ENTEL PERO CAMBIAMOS LOS PLANES Y ESO HIZO QUE LA POS VENTA FUERA MUY MALA"	"fijo"	"2019_q2"
"660"	"djDyQdL1rcOi"	"Mas"	"PEQUEÑA"	7	"CUANDO AH TENIDO PROBLEMAS SE LO RESUELVEN RAPIDAMENTE"	"fijo"	"2019_q2"
"661"	"62J5d6fOGAeQ"	"Mas"	"MICRO"	7	"PORQUE LA CUENTA ES CLARA, EN LOS VALORES, LO QUE TE COBRAN NO HAY UNA COSA QUE UNO PUEDA PREGUNTARSE: \"\"¿DE DÓNDE SALIÓ ÉSTE VALOR?\"\" LO QUE SE ME DIJO QUE SE ME IBA A COBRAR, SE ME COBRA, Y TRAE DETALLADO COMO ESTÁ EFECTUADO EL COBRO, A ESO ME REFIERO YO CON CUENTA CLARA; NUNCA SE ME HA CAÍDO LA SEÑAL, SOLAMENTE ÉSO, CUENTA CLARA Y NUNCA SE ME HA CAÍDO LA SEÑAL, MANTIENE BUENA COBERTURA, Y BUEN FUNCIONAMIENTO."	"fijo"	"2019_q2"
"662"	"XopsUaPt7W1K"	"MP"	"MEDIANA"	6	"PORQUE NUNCA ES TAN BUENO Y PORQUE HA TENIDO PROBLEMAS DE SEÑAL AL PRINCIPIO Y CUANDO SE CAMBIARON DE OFICINA"	"fijo"	"2019_q2"
"663"	"VoR0nfyUVSEh"	"MV"	"MICRO"	7	"PORQUE TIENEN BUEN SERVICIO DE CLIENTE EMPRESA, TENEMOS EJECUTIVOS ASOCIADO A NUESTRA CUENTA, TIENEN BUEN SOPORTE TÉCNICO, PRINCIPALMENTE A QUE TIENEN BUEN DOMINIO TÉCNICO DE LAS PREGUNTAS QUE HEMOS TENIDO EN NUESTRA EXPERIENCIA."	"fijo"	"2019_q2"
"664"	"07PlzY3CY5d0"	"Mas"	"MICRO"	7	"PORQUE NO HEMOS TENIDO NINGUNO PROBLEMAS CON ELLOS ESTA BIEN"	"fijo"	"2019_q2"
"665"	"Neygb0zXft5a"	"Mas"	"MICRO"	6	"PORQUE EN REALIDAD NO HE TENIDO MAYORES INCONVENIENTES CON LA LINEA Y CON LA COMPAÑIA EN ESE SENTIDO HEMOS ANDADO BIEN. A VER BASICAMENTE ES UN POQUITO MAS DE CLARIDAD EN LAS CUENTAS LO QUE PASA ES QUE A VECES COBRAN HACEN UN SOBRECOBRO POR CONCEPTO DE DE EXCESO DE CONSUMO PERO NO TE LO DESCRIBEN NO TE LO DETALLAN"	"fijo"	"2019_q2"
"666"	"hNBfY47UhV9B"	"Mas"	"PEQUEÑA"	5	"TENEMOS QUE ESTAR CONSTANTEMENTE LLAMANDO PORQUE SE CAE MUCHO EL INTERNET SE CAE DIA POR MEDIO PERO CON INTERRUPCIONES BREVES HAY QUE LLAMAR PARA ARREGLAR EL PRECIO PORQUE DERREPENTE SUBEN AUMENTOS INDEBIDOS"	"fijo"	"2019_q2"
"667"	"0Ez4rU8V5D0H"	"Mas"	"PEQUEÑA"	7	"PORQUE SIEMPRE ME HA DADO UN BUEN SERVICIO,PRINCIPALMENTE EN LA ATENCIÓN AL CLIENTE"	"fijo"	"2019_q2"
"668"	"DIRgbWycFApv"	"Mas"	"MICRO"	6	"PORQUE ESTOY CASI SATIFECHO EL CIEN PORCIENTO EL TEMA TEMA DEL TERRITORIO DEL SEÑAL QUE NECESITO"	"fijo"	"2019_q2"
"669"	"lMIFMnfBNz1h"	"Mas"	"PEQUEÑA"	5	"PORQUE DE REPENTE ESTA BUENA LA CONEXION EN LINEA Y TODO"	"fijo"	"2019_q2"
"670"	"aXQUsTVmPcG2"	"AV"	"PEQUEÑA"	6	"NO ES PERFECTO NO ES MALO PERO NO ES PERFECTO  DE REPENTE NO ES LO QUE UNO NECESITA A VECES LO QU EES MOVIL LA COBERTURA ES MALA ES UN POCO LENTA LA INTERNET MAS EN EL MOVIL QUE EN EL FIJO"	"fijo"	"2019_q2"
"671"	"alsHdcBmmKcX"	"AV"	"GGEE"	7	"PORQUE ME DAN BUEN SERVICIO Y TENGO SIEMPRE BUENOS PRECISO PARA NEGOCIAR. BUEN SERVICIO CONTRATADO DE TELECOMUNICACIONES Y POSVENTA"	"fijo"	"2019_q2"
"672"	"nUtgcuostc0H"	"Mas"	"MEDIANA"	7	"PORQUE NO TENGO PROBLEMAS, TENGO EL MEJOR INTERNET, DE CUALQUIER LADO PUEDO LLAMAR, TENGO BUENA SEÑAL, A CUALQUIER PARTE QUE ME VOY TENGO ROMMING, Y SERVICIOS BUENOS;  TENGO CASI TRES AÑOS CON ENTEL, NO TENGO NADA QUE DECIR"	"fijo"	"2019_q2"
"673"	"iNnN214BlmbQ"	"Mas"	"PEQUEÑA"	6	"PORQUE HEMOS TENIDO UNOS PROBLEMAS CON LA CONEXION NO LE FUNCIONA EL INTERNET EN TODO UN DIA SE CAYO LA RED DEL TELEFONO"	"fijo"	"2019_q2"
"674"	"dDCe6XTvXQfI"	"MP"	"MEDIANA"	6	"EL SIETE ES PARA DIOS HASTA EL MOMENTO HA SIDO BUENO ESTMAOS SATISFECHO"	"fijo"	"2019_q2"
"675"	"AaHpzU942xam"	"Mas"	"PEQUEÑA"	5	"PORQUE EL SERVICIO TIENE INTERMITENCIA EN BANDA ANCHA"	"fijo"	"2019_q2"
"676"	"japz2YolOb1g"	"MP"	"PEQUEÑA"	7	"PORQUE TIENE BUENA COBERTURA EN TELEFONÍA, INTERNET. ADEMÁS, PORQUE ES UNA EMPRESA CHILENA Y NO ES EXTRANJERA."	"fijo"	"2019_q2"
"677"	"WkGOsxAa12oY"	"Mas"	"PEQUEÑA"	6	"PORQUE NO SON PERFECTOS TIENE VARIAS DEBILIDADES HAY QUE ESTAR CONTROLANDOLOS EN CUANTO A LA BANDA ANCHA PORQUE HUBO UN TIEMPO EN QUE NO TENIA LA BANDA ANCHA TENIA UN SERVICIO DE PLAN DE 20MG Y ESTABA UTILIZANDO 10MG"	"fijo"	"2019_q2"
"678"	"3y0ed5dGnQUQ"	"AP"	"GGEE"	5	"Atencion SAC"	"fijo"	"2019_q2"
"679"	"6pQVejWpHzz9"	"AP"	"GGEE"	6	"PODRÍA SER MEJOR POR LO QUE PAGAMOS ENTRE 500 Y 600 MIL PESOS Y NOS DAN 309 MEGAS DE SUBIDA Y BAJADA Y 20 CANALES DE VOZ"	"fijo"	"2019_q2"
"680"	"l7LHx4pdAmjX"	"Mas"	"MICRO"	7	"POR QUE ME HA DADO BUEN SERVICIO Y HE TENIDO BUENA EXPERIENCIA NO HAY PROBLEMA QUE SE CAE EL SISTEMA NI DE CONEXIÓN Y EL PRECIO"	"fijo"	"2019_q2"
"681"	"llBZDNpsJ6Q6"	"Mas"	"MICRO"	4	"PORQUE ES MALA LA SEÑAL NO LE LLEGAN LAS FACTURAS LE CORTAN EL SERVICIO QUIERE HACER CONSULTAS Y NO TIENE A DONDE DIRIGIRSE  PORQUE TIENE CERRADAS LAS OFICINAS"	"fijo"	"2019_q2"
"682"	"JBuaIApvtDcc"	"Mas"	"MICRO"	7	"PORQUE EN VERDAD ES TRANSPARANTE PARA MI EL SERVICIO NO TIENE FALLAS CASI NO TENGO CASI QUE COMUNCIARME CON ELLOS Y SI DEBO COMUNICARME EL SERVICIO ES ESTABLE Y SI FALLA QUE HA FALLADO POCO ME RESULEVEN RAPIDO"	"fijo"	"2019_q2"
"683"	"PvkTa3FkCocV"	"AP"	"MICRO"	7	"PORQUE NO HEMOS TENIDO INCONVENIENTES NO TENEMOS CORTE DE SERVICIOS O SIN COBERTURA HEMOS ANDADO BIEN"	"fijo"	"2019_q2"
"684"	"7UvFGygoN2Rt"	"MP"	"PEQUEÑA"	4	"A VECES SE CAE LA CONECTIVIDAD Y NO ES PAREJA  LA VELOCIDAD"	"fijo"	"2019_q2"
"685"	"41iuiUVqPfP2"	"Mas"	"PEQUEÑA"	7	"SIEMPRE ME HAN ATENIDO BIEN, A CAMBIOS DE PLANES, MEJORES ALTERNATIVAS; EL TEMA LA CONEXIÓN, DE LA CONECTIVIDAD, QUE TIENE BUENA RECEPCIÓN DE DATOS CUANDO UNO MANDA COSAS"	"fijo"	"2019_q2"
"686"	"xp1vF8DYY5nF"	"Mas"	"MICRO"	3	"PORQUE ES UN ROBO, PORQUE TIENE COPAC CON ESTADOS ÚNICOS, ES UN ROBO, NO ME GUSTA QUE ME ROBEN, ES LO MISMO VIEJO, AL FINAL DEL DÍA SON COSAS PARECIDAS EN ESO"	"fijo"	"2019_q2"
"687"	"JJQcAQSQCXx6"	"MP"	"PEQUEÑA"	6	"HAY ESPACIOS PARA MEJORAR, TUVO UN PROBLEMA CON LA PRIMERA FACTURACION POR COBRO INDEBIDO,"	"fijo"	"2019_q2"
"688"	"e1XMj7lkk3lP"	"MV"	"PEQUEÑA"	5	"PORQUE NO TIENEN UNA BUENA POST VENTA DESPUES DE QUE ME VENDEN LOS PRODUCTOS ES DIFICIL QUE ME ATIENDAN"	"fijo"	"2019_q2"
"689"	"TBtg96NraLhx"	"Mas"	"PEQUEÑA"	6	"CREO QUE PODRIA MEJORAR EL SERVICIO RESPECTO AL COSTO QUE ESTAMOS PAGANDO. POR EJEMPLO LA VELOCIDAD. A LA VELOCIDAD DE SUBIDA BAJADA LO QUE PAA QUE YO PAGO MAS DE  LUCAS POR DETERMINADA BANDA ANCHA Y YO CREO QUE PODRIA SER MEJOR"	"fijo"	"2019_q2"
"690"	"Qz4B60WXGCpW"	"MV"	"PEQUEÑA"	7	"PORQUE LA VERDAD LOS PRECIOS ESTÁN ACORDE AHORA AL MERCADO Y LA CALIDAD DEL SERVICIO, SIEMPRE CUANDO UNO LLAMA A LA LINEA CALL CENTER LO ATIENDEN Y SON COMO RÁPIDO EN RESOLVERNOS LOS SERVICIOS QUE UNO TENGA, UNO LLAMA A LA MES Y UNO SE COMUNICA CON LAS OTRAS EMPRESAS QUE NO VOY A NOMBRAR UNO DE REPENTE REPORTAMOS A OTRAS COMPAÑÍAS Y TENÍAMOS ESE PROBLEMA DE QUE CUANDO UNO ESPERABA ESE SERVICIO UNO LLAMABA A LA MESA QUE NOS IBAN A LLAMAR DE VUELTA Y TODO, EN CAMBIO CON ENTEL NO ES ASÍ"	"fijo"	"2019_q2"
"691"	"pD4KPkz41CTu"	"Mas"	"PEQUEÑA"	7	"NO HAY PROBLEMAS CON LA COMPAÑIA, FUNCIONA BIEN EL INTERNET. LO RECOMIENDA POR LA RED QUE ES BUENA"	"fijo"	"2019_q2"
"692"	"9q2xUEBwgEI9"	"Mas"	"MICRO"	6	"PORQUE EN LA EMPRESA NO HE TENIDO PROBLEMAS EN LA VELOCIDAD Y EN LA RAPIDEZ DE LA INSTALACIÓN EN GENERAL EN TODO EL SERVICIO"	"fijo"	"2019_q2"
"693"	"WC49oc8bP2WQ"	"MV"	"MEDIANA"	7	"PORQUE HACEN BIEN EL TRABAJO"	"fijo"	"2019_q2"
"694"	"u2gV1uyOFihr"	"Mas"	"PEQUEÑA"	6	"NO TENGO NINGUNA QUEJA CON ELLOS ME PRESTAN UN SERVICIO BUENO SERVICIO DE TELEFONÍA"	"fijo"	"2019_q2"
"695"	"vPDDKAaBLsX5"	"AP"	"GGEE"	7	"PORQUE SIEMPRE TENEMOS RESPUESTAS RAPÍDAS Y NOS SABN RAPIDAMENTE DE LOS,APUROS"	"fijo"	"2019_q2"
"696"	"A79SlWwDIFy6"	"Mas"	"MICRO"	5	"PORQUE HAY MAS O MENOS SERVICIOS EN ALGUNOS LADOS. PORQUE COMO LE DIGO NO ME HE CAMBIADO POR TIEMPO. ASÍ ES, EN LA TRANSMISIÓN DE DATOS POR LA COBERTURA, ES MÁS O MENOS."	"fijo"	"2019_q2"
"697"	"xLHwQnhWQxZn"	"AV"	"GGEE"	6	"PRECIOS, AHI PRECIOS EN EL MERCADO QUE ESTAN MAS BAJO DE ENTEL. TEMA DE CALIDAD DE LA SEÑAL TENEMOS MUCHAS CAIDAS"	"fijo"	"2019_q2"
"698"	"e9gvrajifOXm"	"AV"	"GGEE"	5	"Atencion SAC"	"fijo"	"2019_q2"
"699"	"3SilzxtgP9aX"	"MV"	"MEDIANA"	7	"PORQUE ES BUENO EL SERVICIO CUANDO UNO LLAMA LE SOLUCIONAN LOS PROBLEMAS"	"fijo"	"2019_q2"
"700"	"fAhzl5NcfsAu"	"Mas"	"MICRO"	6	"PORQUE CUESTA MUCHO COMUNICARSE CON LAS OPERADORAS POR CUANDO UNO QUIERE HACER UNA CONSULTA DEMORA MUCHO EN LA ATENCIÓN DE LA PERSONA"	"fijo"	"2019_q2"
"701"	"qmB97YrJSfOp"	"Mas"	"PEQUEÑA"	4	"EL SERVICIO SE CAE BASTANTE, LA RED DE TODO, LA SEÑAL TAMBIEN AH BAJADO MUCHO EN COMPARACION A AÑOS ANTERIORES, TODOS LOS QUE TENEMOS TELEFONO VIAJAMOS BASTANTE Y SE PIERDE LA SEÑAL, EH CAMBIADO DE TELEFONO PENSANDO QUE EL TELEFONO ES EL MALO Y PERSISTE EL PROBLEMA AUNQUE SEA UN TELEFONO NUEVO.EN MI CASA TENGO QUE HABLAR SOLAMENTE DESDE EL LIVING POR QUE EN MI PIEZA NO TENGO SEÑAL, TAMBIEN ME PASA QUE EN EL CENTRO EO EN EL MALL EL SERVICIO DICE SIN SERVICIO, CERO INTENSIDAD."	"fijo"	"2019_q2"
"702"	"ZYGYWcW7Er8Z"	"Mas"	"MICRO"	7	"PORQUE NO TENGO PROBLEMAS NI EN COBERTURA NI NADA NI SEÑAL"	"fijo"	"2019_q2"
"703"	"UFxgEoSXGQIF"	"Mas"	"GGEE"	7	"PORQUE NO TENEMOS CAIDAS SIN PROBLEMAS."	"fijo"	"2019_q2"
"704"	"4Zp27zr7YXWA"	"Mas"	"MICRO"	7	"PORQUE EL SERVICIO VS PRECIO ES MUY BUENO ATENCION OPORTUNA"	"fijo"	"2019_q2"
"705"	"wNGPKSgYMQYn"	"MasPrem"	"PEQUEÑA"	4	"PORQUE ME HAN IDO SUBIENDO LA TARIFA SIN HABERLO CONSULTADO NI CONVERSADO CONMIGO."	"fijo"	"2019_q2"
"706"	"DTsY8er1Euuk"	"MV"	"GGEE"	7	"PORQUE LA VERDAD ES QUE ES LA MEJOR Y NO HE TENIDO PROBLEMAS DE NINGUN TIPO."	"fijo"	"2019_q2"
"707"	"cXBaEKj5FoSh"	"MP"	"PEQUEÑA"	7	"FUNCIONA SIN PROBLEMAS"	"fijo"	"2019_q2"
"708"	"AhgYCBabWdrN"	"AP"	"PEQUEÑA"	6	"PORQUE TENGO POCA SEÑAL EN FAENA, ES EL ÚNICO QUE ME DA SEÑAL DONDE ESTAMOS PORQUE CLARO, MOVISTAR Y WONG, NO"	"fijo"	"2019_q2"
"709"	"4ywrG7R6UUCq"	"Mas"	"MICRO"	4	"PORQUE NO ESTOY SATISFECHO PROBLEMAS DE CONECTIVIDAD, VELOCIDAD, INTERMITENCIAS ES ESO"	"fijo"	"2019_q2"
"710"	"pwsQC2bY9xTD"	"MP"	"PEQUEÑA"	7	"NO HEMOS TENIDO NINGÚN PROBLEMA, LE PONGO ESA NOTA PORQUE NO HAN ESTADO PREOCUPADO, FUNCIONA EN LOS SERVICIOS, O SEA, PUEDO HABLAR POR TELÉFONO Y OCUPO INTERNET, ES RÁPIDO, ESTÁ BIEN, FUNCIONA BIEN."	"fijo"	"2019_q2"
"711"	"FUkdwRWXTihT"	"Mas"	"PEQUEÑA"	7	"PORQUE ENTIENDO QUE LA PLATAFORMA EMPRESA ODIA CON LLAMAR A UN CALL CENTER PERO EMPRESA FUNCIONA EXCELENTE TE LLAMAN Y TE DICEN QUE TE ENVIARAN UN TECNICO Y LUEGO LLAMAN PARA CONFIRMAN COMO ESTUVO LA VISITA"	"fijo"	"2019_q2"
"712"	"1IgnJgBlEDHl"	"AP"	"GGEE"	7	"PORQUE HE TENIDO BUENA COBERTURA    ME RESUELVEN LOS PROBLEMAS DE MANERA RAPIDA ESTUBE EN OTRA COMPAÑIA NO TENIA COBERTURA LA RESOLUCION DE PROBLEMAS EN CASO DE FALLAS   Y LO QUE ES EL SOPORTE DE LA ALTA Y BAJA DE O NUEVO"	"fijo"	"2019_q2"
"713"	"kEqvZjJ9fDaV"	"Mas"	"PEQUEÑA"	4	"PORQUE ESTA MUY CARO Y LO OTRO ES QUE LOS PLANES NO SON COMO ACOSTES CON EL PRECIO QUE COBRAN, NO TENEMOS LA VELOCIDAD QUE NOS PUEDA CORRESPONDER O Y LA RAPIDEZ QUE UNO PUEDA INGRESAR A GOOGLE ES MUY LENTO EL SERVIDOR ES MUY LENTO LA CONEXIÓN DE LA VELOCIDAD ES MUY LENTA"	"fijo"	"2019_q2"
"714"	"EP1x5myW1oFF"	"Mas"	"PEQUEÑA"	6	"PORQUE HAY COSAS QUE YO CREO QUE SE PUEDEN MEJORAR FIJATE, BASICAMENTE UN TEMA DE ATENCION POSTVENTA. LO QUE ES PLAN EN GENERAL ES BASTANTE CONVENIENTE POR LO TANTO POR ESE LADO NO VA, ES UN TEMA DE ATENCION."	"fijo"	"2019_q2"
"715"	"5CXD8mn60FAy"	"Mas"	"PEQUEÑA"	6	"PORQUE EN REALIDAD EL SERVICIO HUBIERON PEQUEÑAS INTERMITENCIAS A FUNCIONADO BIEN PORQUE TIENE BUENA COBERTURA"	"fijo"	"2019_q2"
"716"	"6fDbDau6YRNL"	"Mas"	"PEQUEÑA"	4	"PROBLEMAS DE SEÑAL, CONSTANTE CAIDA DEL SISTEMA, SERVICIO TECNICO RESPONDE BIEN PERO CSE CAE. NO HAY COBERTURA ALLI EN LA REGIONESTA CON SERVICIO BASICO"	"fijo"	"2019_q2"
"717"	"rm1mptcpnD0D"	"Mas"	"PEQUEÑA"	5	"A VECES LA CONECTIVIDAD UNA VEZ A LA SEMANA SE LE CAIA EL SEÑAL DESDE QUE ME SUSCRIBIERON"	"fijo"	"2019_q2"
"718"	"tdFPKe4wavlv"	"AV"	"PEQUEÑA"	6	"POR QUE ESPORADACAMENTE LOS SERVICIOS SON INTERMITENTE , BAJAN LOS NIVELES DE VELOCIDAD DE INTERNET Y LOS TELEFONOS SIN VOZ"	"fijo"	"2019_q2"
"719"	"N0LB2MLgDBSy"	"Mas"	"MICRO"	6	"por que el servicio no tiene fallas en general, tuvo una caida de sistema y se demoraron menos de 1 hora en reponerlo, eficiente. la atencion telefonica es cordial.-"	"fijo"	"2019_q2"
"720"	"4M0dTY1WuWk9"	"Mas"	"MICRO"	6	"FUNCIONA BIEN NO SE CAE Y LOS PRECIOS SE ACOMODAN A MI PRESUPUESTO"	"fijo"	"2019_q2"
"721"	"Ow5YRh8uEUHK"	"Mas"	"PEQUEÑA"	6	"PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS QUE SE HAN TARDADO EN SOLUCIONAR Y NO HEMOS TENIDO UNA RESPUESTA INMEDIATA, POR LO MENOS EL SERVICIO HA SIDO BUENO ÚLTIMAMENTE YA QUE NO HEMOS TENIDO INTERMITENCIA ALGUNA, HA SIDO CONSTANTE Y NO SE HA CAÍDO LA SEÑAL."	"fijo"	"2019_q2"
"722"	"ztB7K6TD53Bi"	"Mas"	"MICRO"	6	"PORQUE LA SEÑAL DE REPENTE SUBE Y BAJA DEL INTERNET FIJO"	"fijo"	"2019_q2"
"723"	"dNkXuHXbiSva"	"Mas"	"MICRO"	6	"PORQUE DE REPENTE ME CUESTA COMUNICARME PARA HACER CONSULTA ESPORADICO"	"fijo"	"2019_q2"
"724"	"YRQqg7xNPIZD"	"MV"	"MEDIANA"	5	"POR COBROS DE ROAMING EXCEDIDOS LOS COBROS QUE SE HICIERON POR LOS DATOS USADOS FUERA DEL PAIS MUY ALTOS"	"fijo"	"2019_q2"
"725"	"zFNa8peRklj4"	"AP"	"GGEE"	5	"Redes"	"fijo"	"2019_q2"
"726"	"vK6pAXl6ZjSQ"	"Mas"	"PEQUEÑA"	5	"LA RED ES PESIMA SE CAE DERREPENTE AGARRA HAY PROBLEMAS CON LA VELOCIDAD A VECES SE PEGA A VECES TOMA DOS VECES AL DIA TENEMOS PROBLEMAS"	"fijo"	"2019_q2"
"727"	"YoxRURaUxrub"	"MV"	"MICRO"	6	"PORQUE EN GENERAL EL SERVICIO ES BUENO. CUANDO HEMOS LLAMADO SE DEMORAN EN REVISAR EL PROBLEMA, SERVICIO TECNICO."	"fijo"	"2019_q2"
"728"	"0eh0zxzxeIxx"	"Mas"	"MICRO"	5	"PORQUE COBRAN EN UF Y ESO SUBE TODOS LOS DIAS ENTONCES HACE UN AÑO PARTI PAGANDO CASI 24000 Y AHORA CASI EN LOS 30000"	"fijo"	"2019_q2"
"729"	"3pL0CcKq4U7M"	"Mas"	"PEQUEÑA"	5	"PORQUE SIEMPRE HA TENIDO PROBLEMAS CON EL CALL CENTER LOS TIEMPOS SON LARGOS SE CORTA LAS LLAMADAS AVECES"	"fijo"	"2019_q2"
