"V1"	"encriptado"	"seg_gol"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"periodo"
"3464"	3464	"0rrss0Hlzxov"	"Mas"	"7"	"PORQUE ME  DA TODO LO QUE NECESITO, MINUTOS GIGAS CONECTIVIDAD"	"2020_q1"
"3465"	3465	"uTNi2p95gd5l"	"Mas"	"7"	"NO TENGO NINGUNA QUEJA TIENE TODO LO QUE NECESITO, NO REQUIERO NADA MAS, ME DA BUENOS SERVICIO, TIENE BUENA SEÑAL, EN GENERAL ME FUNCIONA TODO BIEN, BUEN PRECIO, TODO."	"2020_q1"
"3466"	3466	"5sSwaHvcvM1G"	"Mas"	"7"	"PORQUE ME FUNCIONA TODO PERFECTO ,NO TENGO PROBLEMAS ."	"2020_q1"
"3467"	3467	"ImWdxYoAjIrz"	"Mas"	"6"	"NO TENGO PROBLEMAS CON LA COBERTURA SOLO QUE EN MI CASA NO TENGO COBERTURA"	"2020_q1"
"3468"	3468	"sqQ5j1yuTWxs"	"Mas"	"5"	"PORQUE HACE UN TIEMPO ATRÁS TUVO PROBLEMAS CON MENSAJES DE TEXTO QUE ELLA SE SUSCRITO Y NO LO HIZO Y LE COBRAN POR ESTO HACE 2 AÑOS Y ESTE AÑO LE SALIO A OTRO TELÉFONO DE LA EMPRESA Y SE COMUNICO AL EJECUTIVO VIRTUAL Y NO HA RECIBO RESPUESTA"	"2020_q1"
"3469"	3469	"hnWUtX5cF5YI"	"Mas"	"7"	"porque cuando tenia un plan empresa con ellos a medidas de esta crisis ellos me ayudaron para pagar menos respuesta inmediata me ayudaron considere que si fue una ayuda y me resolvieron el problema en ele moemgte"	"2020_q1"
"3470"	3470	"hjlUYYzPwHzS"	"Mas"	"5"	"las coberturas no son buenas. sin señal."	"2020_q1"
"3471"	3471	"emC9zcqZ1LiR"	"Mas"	"7"	"PORQUE  LOS SERVICIOS OFRECIDOS CORRESPONDE LO QUE HE TENIDO A MANO , NO SE CAE LA SEÑAL BUENA RECEPCIÓN"	"2020_q1"
"3472"	3472	"pGnLLkWYYh1X"	"Mas"	"2"	"PORQUE CASI SIEMPRE NO TENGO SERVICIO HAY MOMENTOS QUE SIMPLEMENTE NO HAY SEÑAL,HE RECLAMADO MUCHAS VECES Y NO HAY RESPUESTAS."	"2020_q1"
"3473"	3473	"hpbB7e29wQNM"	"Mas"	"7"	"PORQUE NUNCA HA TENIDO NINGUN PROBLEMA, PORQUE LE ENTREGAN LOS SERVICIOS QUE NECESITA"	"2020_q1"
"3474"	3474	"NjD7vV7v5xk7"	"Mas"	"4"	"PORQUE CON LOS AÑOS QUE TENGO EN LA COMPAÑÍA  DEBERÍA TENER MEJORES SERVICIOS ,OPTAR A UN MEJOR PLAN , MEJORES BENEFICIOS"	"2020_q1"
"3475"	3475	"Zdq7b0CJNsY2"	"Mas"	"7"	"NO HE TENIDO INCONVENIENTES Y SE HAN PORTADO BIEN. LLEVO AÑOS"	"2020_q1"
"3476"	3476	"GlSNIIOquTNV"	"Mas"	"7"	"PORQUE ES UN BUEN SERVICIO LOS PROBLEMAS QUE HE TENIDO ME LO HAN SOLUCIONADO AL TIRO Y NO HE TENIDO PROBLEMAS DE SEÑAL NI NADA"	"2020_q1"
"3477"	3477	"yLo1Jdt9tbGo"	"Mas"	"6"	"POR QUE FUNCIONA BIEN"	"2020_q1"
"3478"	3478	"MPV2uuEPRkBU"	"Mas"	"6"	"PORQUE A TENIDO PROBLEMAS CON INTERNET , NO CARGA LAS PAGINAS, MUCHO EL TIEMPO DE ESPERA"	"2020_q1"
"3479"	3479	"SkFypbAkQHjO"	"Mas"	"2"	"SATISFECHO POR EL VALOR, PERO EN CUANTO A COBERTURA, RESOLUCIÓN DE PROBLEMAS, INTERNET, SERVICIOS GENERALES ES PÉSIMO."	"2020_q1"
"3480"	3480	"RvpQaE9vUxfc"	"Mas"	"7"	"PORQUE TENGO BUENA SEÑAL LA COBERTURA ES MUY BUENA Y EL TEMA DEL INTENET ES IGUAL NOSE ME CAE Y ES LO QUE MAS ES OCUPA,QUE TIENE BUEN COBERTURA"	"2020_q1"
"3481"	3481	"wAhaq7cJleod"	"Mas"	"7"	"PORQUE NO HE TENIDO  PROBLEMAS."	"2020_q1"
"3482"	3482	"VCTXThnJu3RT"	"Mas"	"7"	"PORQUE TENGO INTERNET ILIMITADO Y LLAMADA ILIMITADA CON SUMA MENSUAL DE 10990"	"2020_q1"
"3483"	3483	"MfGWICnWLHfT"	"Mas"	"4"	"PORQUE ME HA FUNCIONADO MAL INTERNET Y NO ME HAN DADO SOLUCIÓN A ESO"	"2020_q1"
"3484"	3484	"IfhaGsxWI7A0"	"Mas"	"7"	"PORQUE NO TIENE MAYOR PROBLEMAS CON EL SERVICIO EN GENERAL"	"2020_q1"
"3485"	3485	"I9Oe4M7fMBOX"	"Mas"	"4"	"PORQUE EL SERVICIO BUENO,BUEN LA SEÑAL , SIN CORTES,ES MAS CARO QUE OTRAS COMPAÑÍAS"	"2020_q1"
"3486"	3486	"Sf6iB1Z7NBZj"	"Mas"	"7"	"HA SIDO TODO BUENO PARA MI."	"2020_q1"
"3487"	3487	"xc2es5XKXQhG"	"Mas"	"7"	"PORQUE NO TENGO PROBLEMAS. ME COBRA LO QUE YO HE TRATADO"	"2020_q1"
"3488"	3488	"zLNB9vRtMLfu"	"Mas"	"6"	"EL SERVICIO ES BUENO PERO A VECES HE TENIDO FALLAS CON INTERNET EN ALGUNAS ZONAS DE CELULAR"	"2020_q1"
"3489"	3489	"l9i23uCIhVuv"	"MP"	"7"	"PORQUE SIEMPRE HE TENIDO BUEN TRATO BUENA COMUNICACION ,CON LO EJECUTIVOS CUANDO"	"2020_q1"
"3490"	3490	"kJd7hvDZoykj"	"Mas"	"6"	"PORQUE A VECE SE CAE INTERNET ES MALO ES LENTO"	"2020_q1"
"3491"	3491	"57L1CViGki2H"	"Mas"	"5"	"PORQUE TIENE ESTAN SUPER MALOS LOS TELEFONOS AHORA,NO FUNCIONAN BIEN, SE CRUZAN LAS LINEAS EL INTERNET ANDA LENTO, A Y EL PRECIO ES ALTO."	"2020_q1"
"3492"	3492	"ozps9rLIV785"	"Mas"	"5"	"PORQUE A IDO BAJANDO LA CALIDAD DE LA SEÑAL, ANTES ERA MEJOR ,TENIA MEJOR COBERTURA"	"2020_q1"
"3493"	3493	"A66kHKrQFCcV"	"Mas"	"6"	"PORQUE LA COMPRO DE INSUMOS ES SON MUY CAROS TELÉFONOS"	"2020_q1"
"3494"	3494	"Nb4AZCCe6iSg"	"Mas"	"6"	"EL PROBLEMA QUE TENEMOS CON ENTEL, ES QUE NOS HE DIFICIL DE COMUNICARSE CON ENTEL, CUANDO DESEAMOS CAMBIAR UN PLAN ES MUY DIFICIL COMUNICARSE CON ELLOS, TENIAMOS UN PLAN DE INTERNET TUVIMOS PROBLEMAS PARA CAMBIARLO, HASTA QUE MI HIJAS RECLAMO EN SERNAC Y ALLI FUE QUE NOS LO SOLUCIONO SERNAC Y SE COMUNICARON CON NOSOTROS 
ENTEL NUNCA SE COMUNICO CON CON NOSOTROS"	"2020_q1"
"3495"	3495	"YX8vBWfo6ZYv"	"MasPrem"	"5"	"PORQUE LOS MODEM ,NO SON TAN BUENOS, NO LE SIRVEN PARA LO CONTRATADO"	"2020_q1"
"3496"	3496	"1l2FvUZcBBSN"	"Mas"	"7"	"PORQUE A ESTADO EN OTRAS COMPAÑÍAS Y VUELVE SIEMPRE A ENTEL ,EL COSTO ES MUY ALTOS , TIENE MEJOR COBERTURA , ATENCIÓN BUENA"	"2020_q1"
"3497"	3497	"06vOKdMZUeQV"	"Mas"	"3"	"PORQUE ESTA MALA LA COBERTURA EN PARTES NO SE ESCUCHA Y SE ESCUCHA RUIDOS , EL SERVICIO NO ES EFICIENTE"	"2020_q1"
"3498"	3498	"Br8NfVsWjdpT"	"AV"	"5"	"PORQUE A PRESENTADO BASTANTES FALLAS, CAÍDA DE SEÑAL MAS QUE NADA."	"2020_q1"
"3499"	3499	"79BU0kH4UbNZ"	"MV"	"7"	"EN CHILE ES LA DE MEJOR COBERTURA Y SERVICIO ATENCIÓN BUENA DE EJECUTIVOS."	"2020_q1"
"3500"	3500	"YJZEX6ni9FpO"	"Mas"	"7"	"NO HE TENIDO PROBLEMA CON ENTEL NUNCA, CUALQUIER PROBLEMA QUE TENGO ME LO RESUELVEN, LA NAVEGACIÓN NO SON LOS MINUTOS QUE DIJERON, PERO EN GENERAL EL SERVICIO ES BUENO, A MI ME ENCANTA, HE TENIDO OTROS SERVICIO Y OTRAS COMPAÑÍAS Y LA SEÑAL ES MALA, CON ENTEL NO, NO HE TENIDO NINGÚN TIPO DE PROBLEMAS."	"2020_q1"
"3501"	3501	"pSoZ4MraTGn9"	"Mas"	"6"	"A VECES ES LA SEÑAL SE VA LA SEÑAL , COMO PARA CONVERSAR LA LINEA DE TELÉFONO NO SE ESCUCHA Y SE CORTA,LA SEÑAL DE TELÉFONO ES MEJOR HABLAR POR WHATASPP QUE POR TELÉFONO NO SIEMPRE EN ALGUNOS MOMENTOS"	"2020_q1"
"3502"	3502	"g1VgkqjUDIzt"	"AV"	"6"	"ES BUENA, NO TENGO OTRA OPINIÓN, NO HE TENIDO PROBLEMA, BUENA COBERTURA, BUENA NAVEGACIÓN, LOS PLANES SON BUENOS."	"2020_q1"
"3503"	3503	"SMJ6Y3EiRCVb"	"AV"	"6"	"PORQUE DAN BUEN SERVICIO TÉCNICO, PERO MALA ASISTENCIA DE LOS CASOS ,PROBLEMAS"	"2020_q1"
"3504"	3504	"fXwS656Qaqp7"	"Mas"	"7"	"Acceden a mis requerimientos, me atienden cuando yo necesito la atención, los móviles tienen buena cobertura, cuando necesito información, información de productos."	"2020_q1"
"3505"	3505	"MsYD1i6MHNv5"	"Mas"	"6"	"PORQUE ES UN BUEN SERVICIO,PERO A VECES SE CAE LA SEÑAL POR ACA DONDE ESTOY, POR ESO NO SE GANAN EL 7.
GENERALMENTE TENGO SEÑAL, Y COMO SOMOS CLIENTES PERMANENTES TENEMOS ARTOS MINUTOS Y GIGAS PARA NAVEGAR"	"2020_q1"
"3506"	3506	"zt4qQxtXvy6o"	"AP"	"6"	"PORQUE HABITUALMENTE TENGO PROBLEMAS, EN LA CIUDAD NO PERO EN MINERIA TENEMOS PROBLEMAS DE INTERNET SOBRE TODO  ,CUESTA CONECTARSE ,EL TRAFICO DE DATOS ES LENTO."	"2020_q1"
"3507"	3507	"Nt6FGpxjuZPB"	"MV"	"5"	"DESDE QUE EMPEZÓ LA CRISIS Y ANTES LA SEÑAL DE INTERNET A BAJADO MUCHO, HAY VECES QUE NI SIQUIERA PUEDE CARGAR UN VÍDEO O DESCARGAR UN ARCHIVO, LA VELOCIDAD DE DATOS BAJO A 200 MEGAS. EL TEMA DE LOS RECAMBIO DE EQUIPOS SON TODOS PAGADOS Y HEMOS TENIDO QUE INCURRIR EN GASTOS PERSONALES."	"2020_q1"
"3508"	3508	"YnrPgqbMRHbd"	"Mas"	"5"	"PORQUE SON LENTOS EN ALGUNAS RESPUESTAS DE SOLUCIONES"	"2020_q1"
"3509"	3509	"94gBqjriBuov"	"AV"	"6"	"PORQUE ME PRESTA UN BUEN SERVICIO EN TODO SENTIDO"	"2020_q1"
"3510"	3510	"sLR8M3Pi11Or"	"Mas"	"7"	"POR COBERTURA Y POR RESPUESTAS A REQUERIMIENTOS. RÁPIDAS"	"2020_q1"
"3511"	3511	"qqJApvHWrn3Y"	"Mas"	"6"	"SOLAMENTE PORQUE HACE POCO TUVE UN PROBLEMA QUE ME ESTABAN COBRANDO UN SERVICIO QUE NO CORRESPONDÍA PERO RESOLVIERON,ES UN SERVICIO DONDE NOSOTROS SUPUESTAMENTE DIARIAMENTE USABA CONSTANTEMENTE UNA BOLSA DIARIA DE DATOS Y LA BOLSA DIARIA DE INTERNET ENTONCES TODOS LOS DÍAS LLEGABA UN MENSAJE DE TEXTO FELICIDADES SE HA ACTIVADO UN PAQUETE DE TANTOS MEGA"	"2020_q1"
"3512"	3512	"aCErsrazHg7M"	"MV"	"6"	"TIENE COSAS MUY BUENAS PERO CUANDO A VECES UNO SE QUIERE COMUNICAR CON LA EJECUTIVA CUESTA A VECES UNO LLAMA POR ALGUN MOTIVO Y LA LINEA ESTA OCUPADA"	"2020_q1"
"3513"	3513	"85drUPdFq5K3"	"AV"	"7"	"PORQUE LA COBERTURA DE LA COMPAÑÍA Y LOS PLANES , SIN RECLAMOS DE SEÑAL, TIENE BUENOS ASOCIADOS A LA EMPRESA, ATENCIÓN BUEN DE LOS EJECUTIVOS EN GENERAL, TANTO EN SUCURSAL  COMO TELEFÓNICA"	"2020_q1"
"3514"	3514	"JOfU9RAUhw7Q"	"Mas"	"5"	"SE SATURA Y CORTAN LLAMSDAS POR MOMENTOS"	"2020_q1"
"3515"	3515	"gG53Fhr23kkz"	"Mas"	"5"	"PORQUE UNO ES CLIENTE HACE MUCHOS AÑOS Y NO TIENE NINGÚN BENEFICIOS, PARA LOS AÑOS QUE TIENE CON LA COMPAÑÍA 30 AÑOS"	"2020_q1"
"3516"	3516	"HRYYAEx1mRaQ"	"MasPrem"	"6"	"DERREPENTE CUESTA MUCHO ENTABLAR UNA CONVERSACION CON ELLOS."	"2020_q1"
"3517"	3517	"ZG6xGoMH3dJI"	"AP"	"6"	"PORQUE AÚN NO HE TENIDO RESPUESTA DE ALGUNAS NECESIDADES QUE TENEMOS,"	"2020_q1"
"3518"	3518	"PHCXJn3jNGx5"	"Mas"	"7"	"PORQUE DESDE EL MOMENTO QUE SE CAMBIO NO LE HA DADO NUNCA UN PROBLEMA, DE CONEXIÓN, PAGOS EN FECHA INDICADA , SOLUCIONAN LOS PROBLEMAS DE INMEDIATO"	"2020_q1"
"3519"	3519	"5u7EMmpruvRH"	"AV"	"7"	"PORQUE NO TIENE PROBLEMAS , BUEN ATENCIÓN DE LOS EJECUTIVO , ATENCIÓN RÁPIDA , SIN PROBLEMA DE FACTURACIÓN , Y SI TIENE ALGÚN PROBLEMA LE RESPONDEN CON NOTA DE CRÉDITO"	"2020_q1"
"3520"	3520	"L9H6D5T9Q6FX"	"Mas"	"6"	"IGUAL HE TENIDO PROBLEMAS NO HAN PODIDO ACTUALIZAR LA CONEXIÓN PARA PASAR A FIBRA ÓPTICA."	"2020_q1"
"3521"	3521	"iidMyK7lAF1g"	"Mas"	"7"	"EN ESTOS TIEMPOS JAMAS ME HAN CORTADO EL SERVICIO AUNQUE ME DEMORE EN PAGAR NO COMO CLARO QUE LLEGA LA FECHA DE VENCIMIENTO Y TE CORTA EL SERVICIO PUNTUAL"	"2020_q1"
"3522"	3522	"FWmE2u3XXpGL"	"Mas"	"5"	"PORQUE HAY PROBLEMAS CON LAS FACTURACIONES SEÑAL LA BUROCRACIA PARA EL CAMBIO DE LOS EQUIPOS AUMENTAN LOS COSTOS LOS PLANES FIJOS HAY PROBLEMAS EN CIERTOS SECTORES EL TRAMITE ES MUY COMPLEJO ES MUY BUROCRATICO"	"2020_q1"
"3523"	3523	"5gTz4D0tqRHl"	"Mas"	"7"	"PORQUE TUVO MEJORES RESULTADOS CON ESTA COMPAÑÍA, PLAN BUENO, BUEN PRECIOS , BUENA ATENCIÓN"	"2020_q1"
"3524"	3524	"EiSSqzVTaDJ5"	"Mas"	"5"	"ESTE  ULTIMO  TIEMPO  ENTEL HA  PERDIDO  MUCHO  TERRENO. YO TENIA  EJECUTIVO  DE EMPRESA  HOY ME ATIENDE  CUALQUIERA.  YO PAGO   200.000  TODOS LOS MESES TENGO  8  LINEAS. YO LLEVO  15 AÑOS   Y  NUNCA HE TENIDO   PROBLEMAS.  HOY  DÍA FUI  A COMPRAR  UN  TELÉFONO  Y ESTABA  MAS CARO QUE EN INTERNET. NO HAY  ATENCION  PREFERENCIAL  A  EMPRESA  COMO HABIAN   ANTES.  EL NUMERO  PARA ATENCION  ES EL MISMO QUE EL  PUBLICO  GENERAL.  BAJO   MUCHO EL NIVEL."	"2020_q1"
"3525"	3525	"2qiJ6MuMVrTC"	"AV"	"5"	"ESTÁ PERFECTO"	"2020_q1"
"3526"	3526	"iYFCUOLpEVPY"	"Mas"	"5"	"LA VELOCIDAD DEL INTERNET ES MUY MALA QUE NO CAE 
LAS PAGINAS SE CAEN MUY MALA"	"2020_q1"
"3527"	3527	"Lcln6nVILFop"	"MasPrem"	"6"	"POR QUE AVECES HAY PROBLEMAS DE SEÑAL O COBERTURA, DEPENDE DEL SECTOR DE LA COMUNA"	"2020_q1"
"3528"	3528	"54vMbyvIqs6I"	"Mas"	"5"	"PORQUE TENGO PERDIDA DE SEÑAL EN ALGUNAS OCASIONES ME CONECTO A WIFI TENGO A VECES PROBLEMAS"	"2020_q1"
"3529"	3529	"cK2zwyLgWwCN"	"AV"	"7"	"SERVICIO BUENO ES LO QUE SE ESPERA Y NECESITA."	"2020_q1"
"3530"	3530	"0xINQtdWgoqB"	"MV"	"4"	"POR LA COBERTURA,LA SEÑAL EN NUESTRA OFICINA SON IREGULARES NO FUNCIONAN 100%HABILITADAS SE CORTAN LA SEÑAL VAN Y VIENEN."	"2020_q1"
"3531"	3531	"L2JrQmWh56NG"	"Mas"	"5"	"PORQUE JUSTAMENTE ESTOY SOLUCIONANDO UN PROBLEMA LA COMPAÑÍA ES LA MEJOR QUE HAY"	"2020_q1"
"3532"	3532	"jJOq166HABSo"	"MP"	"5"	"PORQUE TIENE PROBLEMAS EN LA EMPRESA DE SEÑAL Y COBERTURA,SOLO PROBLEMAS DE SEÑAL EN SU EMPRESA"	"2020_q1"
"3533"	3533	"sv29RYMRSk0r"	"AV"	"7"	"NO HEMOS TENIDO NINGUN PROBLEMA, TENEMOS PERSONAS EN VARIAS REGIONES Y EN GENERAL NO HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD."	"2020_q1"
"3534"	3534	"0JlNjdi3yHru"	"Mas"	"6"	"PORQUE LLEVAMOS POCO TIEMPO CON ELLOS, 3 MESES, LOS PRIMERO MES SIEMPRE SON PERFECTOS"	"2020_q1"
"3535"	3535	"bsarghhSnI48"	"Mas"	"5"	"NO SON CLAROS PARA CUANDO HACEN UN COBRO Y LOS RECLAMOS SIEMPRE SALEN GANANDO, NO HAY COMO GANAR UNO, DAN EXCUSAS, EXPLICACIONES QUE NO SATISFACEN AL CLIENTE."	"2020_q1"
"3536"	3536	"e55RbYZceiH8"	"Mas"	"7"	"PORQUE NUNCA A TENIDO PROBLEMA FUNCIONA BUEN BANDA ANCHA, TODO LE FUNCIONA BIEN Y CUANDO TIENE  PROBLEMAS EN MENOS DE UNA HORA ESTA SOLUCIONADO"	"2020_q1"
"3537"	3537	"r2TpbUGvwGeh"	"AV"	"7"	"PORQUE LA ATENCIÓN COMERCIAL POSTA Y Y SERVICIO MOVIL ES MUY BUENA  , BUENA COBERTURA"	"2020_q1"
"3538"	3538	"epf5Slqcx4Dn"	"MP"	"6"	"EVENTUALMENTE ALGÚN PROBLEMA DE VELOCIDAD FUNCIONA BIEN."	"2020_q1"
"3539"	3539	"toXpg9n25bQu"	"MP"	"7"	"EXCELENTE SEÑAL NUNCA TENGO QUE LLAMAR PARA RECLAMAR."	"2020_q1"
"3540"	3540	"yDTS5uJpif5x"	"Mas"	"6"	"TENEMOS PLAN CON ELLOS CON CANTIDAD DE NUMEROS Y APARATOS. REPARTI A TRABAJADORES PERO HACE TPO QUE ALGUNOS APARATOS NO LOS USO. HAY CHIPS QUE SE HAN PERDIDO. PROVEDOR NO NOS LLAMA PARA NADA P VER SI ESTAMOS CONFORMES. NO ESTOY USANDO TODOS LOS NOS"	"2020_q1"
"3541"	3541	"ZtS7nI038Vu8"	"Mas"	"6"	"PORQUE FALTA DE INFORMACIÓN DE OFERTAS"	"2020_q1"
"3542"	3542	"AElFedsanGOk"	"MP"	"6"	"POR QUE LA ATENCIÓN DE CLIENTE ACTUALMENTE Y NO ES MUY PREFERENCIAL NO HEMOS PODIDO CONTACTARNOS CON LOS EJECUTIVOS DE MANERA CORRECTA ES ENTENDIBLE POR LA PANDEMIA DE IGUAL FORMA ES MUY COSTOSO COMUNICARME CON ELLOS EN CUANTO A SEÑAL A ANDADO SUPER BIEN"	"2020_q1"
"3543"	3543	"qfQCJTMuXq0X"	"Mas"	"7"	"PORQUE SIN PROBLEMAS DE LINEA, SOPORTE TÉCNICO BUENO, CUENTAS CLARAS"	"2020_q1"
"3544"	3544	"97Ovyo61Z7Ki"	"Mas"	"6"	"ES BUENA NOTA. ENTEL ES MUY BUENO POR LA CALIDAD DE LA ATENCIÓN."	"2020_q1"
"3545"	3545	"QuZYDgNP1I5w"	"AP"	"6"	"PORQUE IGUAL TIENEN BUEN SERVICIO, PERO TENEMOS PROBLEMAS CON EL EJECUTIVO. QUE DERREPENTE PARA RESOLVER PROBLEMAS LOS CAMBIAN, CUANDO HAY PROBLEMAS POR LOS TELÉFONOS O LOS EQUIPOS"	"2020_q1"
"3546"	3546	"qszc48nPqhSs"	"MP"	"6"	"PORQUE PODRIA SER MENOR EL COSTO EN ESTOS MOMENTOS ,TODOS LOS PLANES QUE HAY EN EL MERCADO ESTAN MAS BAJOS."	"2020_q1"
"3547"	3547	"VRwsNGQlVdCn"	"Sin Info"	"6"	"POR QUE TIENE MALA SEÑAL,EN LAS OFICINAS  LARGAS ESPERA PATA ATENCION Y RESPUESTAS."	"2020_q1"
"3548"	3548	"C0BvvkMeBx6g"	"Mas"	"6"	"PORQUE ME VA BIEN CON ENTEL, NO LE PONGO EL MAXIMO PORQUE EN GENERAL PODRIAMOS TENER ALGUNA DIFICULAD PERO EN GENERAL ME VA MNUY BIEN CON ENTEL EN LOS MOVIL."	"2020_q1"
"3549"	3549	"FJBnPnnLFhCm"	"MP"	"7"	"TIENE BUENA SEÑAL NO SE CAE LAS OTRAS COMPAÑÍA A VECES SE CAIAN SE CORTA 
NO TENGO PROBLEMAS CON ENTEL"	"2020_q1"
"3550"	3550	"1fPUm2L9oClH"	"MP"	"7"	"PORQUE PASE POR TODAS LAS COMPAÑÍAS Y VI LO QUE ERA MENOS MALO"	"2020_q1"
"3551"	3551	"moMTy880NDFi"	"Sin Info"	"7"	"PORQUE PRESTA BUEN SERVICI Y NOS DA LO QUENECESITAMOS"	"2020_q1"
"3552"	3552	"uSx6jLqQsw94"	"AP"	"5"	"PORQUE FALTA  OFERTAS DE EQUIPO, PLANES QUE OFREZCA ENTEL Y NO UNO SOLICITAR OFERTAS, MAS PRO-ACTIVIDAD DEPARTAMENTO DE POST VENTA"	"2020_q1"
"3553"	3553	"AcVPPC4VsSzM"	"Mas"	"6"	"POR LAS TARIFAS SON MAS CARAS QUE LAS COMPETENCIAS"	"2020_q1"
"3554"	3554	"UPHAVV1YqUQF"	"Mas"	"6"	"DEBIERAN MANTENER UN COSTO ACCESIBLE A LOS TELÉFONOS MÓVILES, ANTES UNO CAMBIABA UN TELÉFONO CADA DOS AÑOS, TENIA COSTO CERO, AHORA UNO SIGUE MANTENIENDO LOS PLANES Y  LOS TELÉFONOS TIENEN COSTO."	"2020_q1"
"3555"	3555	"GmdndbSG6xyX"	"Sin Info"	"7"	"PORQUE TIENE  COBERTURA EN TODOS  LADOS, SOBRE TODO EN  LAS MINERAS DONDE YO TRABAJO."	"2020_q1"
"3556"	3556	"bn2LyoBHyj4v"	"AP"	"6"	"SON MUY CARO Y SE DEMORA EN RESPONDER.
A LOS REQUERIMIENTO, CUANDO QUIERO COMPRAR OTRO TELEFONO, CHIP SE DEMORAN EN DAR RESPUESTA"	"2020_q1"
"3557"	3557	"ck8pAWDDidVn"	"MP"	"7"	"PORQUE NO HE TENIDO  PROBLEMAS CON  LOS TELEFONOS  CELULARES Y LA INTERNET QUE TIENE  HA  FUNCIONADO BIEN.  LOS  VALORES   QUE TIENE  TAMPOCO  SON CAROS"	"2020_q1"
"3558"	3558	"q9VrIU1Ch05j"	"Mas"	"7"	"PORQUE NO E TENIDO FALLA PORQUE PUEDO SALIR DEL PAÍS ES UNA LAS COMPAÑÍAS QUE TIENE BUENA RECEPCIÓN"	"2020_q1"
"3559"	3559	"pjva1QMwYIF9"	"Mas"	"5"	"POR PRINCIPALMENTE AHORA TENIDO PARA TOMAR CONEXIÓN DE VOZ, PROBLEMAS DE CONEXIÓN."	"2020_q1"
"3560"	3560	"XnV2l4muVO6c"	"Mas"	"3"	"PORQUE ES MALA LA COBERTURA,DE VOZ, CONSTANTEMENTE SE CORTAN LAS LLAMADAS,EL INTERNET ES MALA LA SEÑAL DE INTERNET ES LENTA SE PEGA CONSTANTEMENTE ES MALO EL SERVICIO."	"2020_q1"
"3561"	3561	"t7eH4du1TeAC"	"MP"	"7"	"PORQUE NO HE TENIDO PROBLEMAS FUNCIONA BIEN"	"2020_q1"
"3562"	3562	"5f2vHCcnEEhQ"	"MP"	"6"	"PORQUE SIEMPRE SE PUEDE MEJORAR , MEJORA CALIDAD DE LA SEÑAL EN VERANO"	"2020_q1"
"3563"	3563	"nxqmahy0gI4v"	"MV"	"6"	"POR EL SERVICIO Y LA COBERTURA"	"2020_q1"
"3564"	3564	"mUHbW7gfX9kS"	"Mas"	"4"	"HEMOS TENIDO PROBLEMAS DE CONECTIVIDAD Y LOS PRECIOS SON MAS CAROS QUE LA COMPETENCIAS
MALA SEÑAL, SE CORTA LA LLAMADA, SE CAE EL INTERNET NO ES LA MISMA CONECTIVIDAD QUE TENA ANTES"	"2020_q1"
"3565"	3565	"GUcpS66ZjrHH"	"MV"	"6"	"PORQUE NINGUNA COMPAÑIA ACA EN CHILE TIENE UN 7 EN SERVICIOS DE TELECOMUNICACIONES ,DE UNA OTRA MANERA SIEMPRE HAY PROBLEMAS DE LA COMUNICACION O INTERNET O EL EJECUTIVO."	"2020_q1"
"3566"	3566	"cblxtO7spTKk"	"Mas"	"6"	"ESTA BUENA LA EMPRESA, PERO HAY DETALLITOS QUE HAY MEJORAR, DETALLES COMO EL CAMBIO DE EQUIPO QUE NO SON LOS MAS ADECUADOS, LOS PRECIOS, EN LAS COMPAÑÍAS DE COMPETENCIA ESTÁN MAS ECONÓMICOS QUE EN LA PROPIA COMPAÑÍA DONDE ESTOY TRABAJANDO."	"2020_q1"
"3567"	3567	"K79w8iuhRQbV"	"Mas"	"7"	"PORQUE NO HE TENIDO NINGÚN PROBLEMA."	"2020_q1"
"3568"	3568	"6VkHIYlx0Y0I"	"Mas"	"6"	"PORQUE HAY ZONAS DONDE NO TENGO SEÑAL Y YO TRABAJO CON EL TELÉFONO, YO TRABAJO EN EL CAMPO TENGO SALIR AL AREA RURAL Y ALLI SUENE QUE NO HAY COBERTURA"	"2020_q1"
"3569"	3569	"QdUS7Iz0MHmN"	"Mas"	"7"	"PORQUE NUNCA HE TENIDO PROBLEMA DE COBERTURA, A VECES SE CAE LA SEÑAL, PERO AHORA ÚLTIMO DE REPENTE SE CAE LA SEÑAL, EL INTERNET HA ESTADO LENTO PERO EN GENERAL EL SERVICIO ES BUEN. TENGO GENTE EN EL SUR QUE EN LA CORDILLERA ES LA ÚNICA COMPAÑÍA QUE LLEGA."	"2020_q1"
"3570"	3570	"8R0QXzF4mwRV"	"MV"	"5"	"TIENE PROBLEMAS DE SEÑAL EN VARIAS PARTES, PROBLEMAS DE NAVEGACIÓN."	"2020_q1"
"3571"	3571	"MajBQGI7vokE"	"Mas"	"6"	"NO SIEMPRE HAY BUENA SEÑAL Y COBERTURA"	"2020_q1"
