"encriptado"	"seg_gol"	"seg_corfo"	"principal compañía"	"filtro1 - filtro 1: ¿es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"p7 - 7. y en lo que respecta a servicio a clientes, en escala de 1 a 7 ¿cuán satisfecho está ud . {#principal}{#princ_text}?"	"p9__1 - a) precio en relación al mercado (competitividad) :"	"p9__2 - b) competitividad de planes en cuanto a minutos :"	"p9__1 - contratación de nuevos servicios :"	"p10__6 - 'consultas de la factura, como fecha pago, montos, detalles de cobros' :"	"p16 - facturación: 16. en cuanto a la facturación de todos los servicios móviles que tiene con {#principal}, en una escala de 1 a 7 ¿cómo evalúa el proceso de facturación de {#principal} en general?"	"p17 - problemas 17. en los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#principal}?"	"p15 - 15. ¿qué problema ha tenido? sondear literal"	"p19 - 19. ¿comunicó este problema a {#principal}?"	"p20 - 20. ¿y fue solucionado su problema?"	"18. utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿qué tan dispuesto estaría usted a continuar con {#principal}{#princ_text}?"	"p24 - 24. en base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿qué tan dispuesto estaría usted a recomendar a {#principal}?"	"p_3a - 3) 3) para servicios fijos, ¿hace cuánto tiempo que tiene esta cuenta con {#principal}{#princ_text}? años"	"p_3b - meses"	"p_4 - 4) ¿ pensando en su relación con {#principal}{#princ_text} ¿tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	"bench"	"fecha_bench"
"616"	"6N1w4go1MgVU"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"DE REPENTE TIENE ALGUNAS CAÍDAS DE SISTEMA EN ALGUNOS MOMENTOS EN EL MEDIO DIA  Y DIFICULTA LA COMUNICACIÓN PERO EN GENERAL ES UN  BUEN SERVICIO"	"7"	"6"	"7"	"No"	"7"	"7"	"No"	NA	NA	NA	7	10	10	0	"9. NS/NR"	"fijo"	"2019_q2"
"617"	"iQscYpRiVTGJ"	"MasPrem"	"MICRO"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE NO TIENE UNA POLITICA PROACTIVA DE RETENCION DE CLIENTES POR EJEMPLO AL REQUERIR NUEVAS OFERTAS DE DISTINTOS PLANES UNO SE ENTERA POR TERCEROS NO LE NOTIFICAN NUEVOS PRECIOS NI PLANES"	"5"	"4"	"4"	"Si"	"6"	"6"	"No"	NA	NA	NA	6	8	5	0	"No"	"fijo"	"2019_q2"
"618"	"vUW4nZDQmtwu"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"POR QUE TIENE INTERMITENCIA EN LA SEÑAL DE INTERNET, SUCEDE FRECUENTEMENTE."	"3"	"5"	"5"	"No"	NA	"6"	"Sí"	"SEÑAL INTERMITENTE DE INTERNET, SOLICITO REPARAR LA SEÑAL DE TELEVISION Y AUN NO SE LO REPARAN"	"Sí"	"No"	4	1	0	4	"No"	"fijo"	"2019_q2"
"619"	"H8PwbPzi2tFA"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"NO TENGO PROBLEMAS EN QUE FUNCIONA BIEN EN QUE ESTOY BIEN CONECTADA, NO TENGO PROBLEMAS DE CORTES NI NADA Y SI LLEGARA A TENER ALGUNA SITUACIÓN, SOLICITO SERVICIO TÉCNICO O ALGO Y ME LO SOLUCIONAN DE INMEDIATO."	"7"	"5"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	6	12	99	"Sí"	"fijo"	"2019_q2"
"620"	"f9LgXUXQryiL"	"AV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"Redes"	"4"	"5"	"5"	"Si"	NA	"6"	"No"	NA	NA	NA	6	7	8	0	"Sí"	"fijo"	"2019_q2"
"621"	"E0FbafJuHgWF"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE DAN UN BUEN SERVICIO Y CUANDO HE NECESITADO ALGUNA SOLUCIÓN POR FALLA HA SIDO BASTANTE RÁPIDO, NO TENGO INTERRUPCIONES, LA ASISTENCIA TÉCNICA Y LA ATENCIÓN ES BUENA DEL SERVICIO TÉCNICO POR FALLA."	"7"	"6"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	8	5	99	"Sí"	"fijo"	"2019_q2"
"622"	"6nIL8FtC6Gsa"	"MV"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ESTOY MUY SATISFECHA LO ENCUENTRO BUENO EN GENERAL. DE SEÑAL, PERO LA SEÑAL COMO TAL A VECES ES MALA. LA SEÑAL DEL INTERNET HA SIDO INTERMITENTE."	"6"	"6"	"5"	"Si"	"6"	"6"	"Sí"	"MALA SEÑAL. SE CAE LA SEÑAL."	"Sí"	"Si"	6	7	6	0	"Sí"	"fijo"	"2019_q2"
"623"	"KyeoKsJhGN7m"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"BUENO A VECES HAY COMO TODO FALLAS PERO LO RESUELVEN TODO RAPIDO PERO DENTRO DE LO QUE CABE ES BUEN SERVICIO. LA SEÑAL ES BUENA PERO A VECES FALLA PERO POCO NO ES TAN SEGUIDO."	"7"	"7"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	7	0	"Sí"	"fijo"	"2019_q2"
"624"	"IM3Gvm5nF8pI"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PRESTA EL SERVICIO ESTABLE QUE NECESITADOS E INTERRUMPIDAMENTE EL SERVICIO EN INTERNET BANDA ANCHA"	"7"	"7"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	1	6	"No"	"fijo"	"2019_q2"
"625"	"qc5fEjWBi17I"	"AP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ENTEL NO TIENE BUENA SEÑAL HAY SECTORES QUE NO ENTREGA RECIBE SEÑAL GEOGRAFICAMENTE ENTRE TALCA Y TACLAMENTE ES QUE NO HAY BUENA SEÑAL Y YO ME MUEVO A TRAVES DE LA REGION 7 MA"	"7"	"6"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	9	6	0	"Sí"	"fijo"	"2019_q2"
"626"	"cjvxiOEHRdTT"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"POR QUE EL SERVICIO QUE TENGO DISPONIBILIDAD DE SERVICIO Y SIEMPRE TENGO SEÑAL EN TODOS LADOS"	"7"	"5"	"6"	"Si"	"6"	"6"	"Sí"	"TUVE PROBLEMA DE CONECTIVIDAD UN PAR DE DIA SIN SEÑAL EN LOS ÚLTIMOS 3 MESES ME HA PASADO 2 VECES INTERMITENTE DURANTE LA MAÑANA"	"No"	NA	6	8	2	0	"No"	"fijo"	"2019_q2"
"627"	"cmgMRnXUlHbY"	"MV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE HACE TRES MESES NO HE TENIDO INCONVENIENTES"	"7"	"5"	"5"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	1	0	"Sí"	"fijo"	"2019_q2"
"628"	"AjBuOLFlXJ47"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ESTA BIEN. (LE FALTAN) OFERTAS"	"6"	"5"	"5"	"No"	NA	"6"	"No"	NA	NA	NA	5	7	3	0	"Sí"	"fijo"	"2019_q2"
"629"	"CuVr9myKg7Nt"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"NO ES EXELENTE SIEMPRE HAY TEMAS QUE CUESTA SOLUCIONAR COBERTURA LOS APARATOS MOVIL Y FIJOS LOS PLANES . SIEMPRE HYA ALGO TERMINA EN UN PROBLEMA SIGFICA COSTO ADICIONAL"	"5"	"5"	"4"	"Si"	"5"	"6"	"No"	NA	NA	NA	5	6	2	0	"Sí"	"fijo"	"2019_q2"
"630"	"QSkDV5L9OdF2"	"MV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE EL SERVICIO ES BUENO, EN LA RAPIDEZ DE LA CONEXIÓN."	"6"	"7"	"6"	"Si"	NA	"7"	"No"	NA	NA	NA	6	6	3	8	"Sí"	"fijo"	"2019_q2"
"631"	"XzToI4rulIWe"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE A VECES LA BANDA ANCHA TENGO PROBLEMAS DE CONECTIVIDAD QUE BAJA LA VELOCIDAD Y EN OCASIONES SE VUELVE INTEMITENTE ESTO"	"7"	"5"	"5"	"Si"	NA	"6"	"Sí"	"EL PROBLEMA DE INTERNET FIJO LA INTERMITENCIA MMM OCURRIO DURANTE 3 SEMANAS NO NINGUNO"	"Sí"	"Si"	7	10	0	7	"Sí"	"fijo"	"2019_q2"
"632"	"pNv1JdDKDA8l"	"AV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE SIETE SERIA PERFECTO"	"6"	"5"	"5"	"No"	NA	"7"	"No"	NA	NA	NA	6	8	7	0	"No"	"fijo"	"2019_q2"
"633"	"EcOanqXt2lsU"	"MV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE DE TODAS MANERAS A PESAR DEL SERVICIOP QUE SE PAGA HAY PROBLEMAS CON EL INTERNET"	"3"	"5"	"5"	"No"	NA	"6"	"Sí"	"INTERNET,INTERMITENTE Y SEÑAL BAJA BAJA."	"Sí"	"Si"	5	5	5	0	"No"	"fijo"	"2019_q2"
"634"	"760JnaapsokH"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE ULTIMAMENTE LOS SERVICIOS HAN ESTADO MALO EL INTERNET"	"6"	"5"	"5"	"Si"	NA	"7"	"Sí"	"TUVIMOS UN PROBLEMA EN LA FIBRA OPTICA SE CAYO Y VINIERON ALTIRO Y LO ARREGLARON SE CAYO EL SISTEMA"	"Sí"	"Si"	6	10	7	0	"No"	"fijo"	"2019_q2"
"635"	"QnCdR9gzdYWB"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"HAY ALGUNAS PERSONAS NUNCA HE TENIDO PROBLEMAS CON ENTEL QUE NO TENIDO GRANDES PROBLEMAS COMPLICACIONES CUANDO HE NESECITADO ALGO ME HAN DADO UNA RESPUESTA RAPIDA"	"6"	"5"	"5"	"Si"	"6"	"5"	"No"	NA	NA	NA	6	5	7	0	"No"	"fijo"	"2019_q2"
"636"	"pisR4DeVg9fy"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ENCUENTRO TODO BUENO SALVO EL PRECIO. TIENE BUENA INTERNET"	"6"	"5"	"6"	"No"	"5"	"5"	"No"	NA	NA	NA	6	7	5	0	"No"	"fijo"	"2019_q2"
"637"	"FANe4q7gCcpi"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE HA SIDO ESTABLE EL SERVICIO Y VEZ QUE HE TENIDO UN PROBLEMA LO HAN SOLUCIONADO RAPIDAMENTE. A VECES NO PAGO EN LA FECHA Y ME AGRADA QUE NO ME ESTEN HINCHANDO CUANDO VOY A PAGAR LA CUENTA."	"7"	"6"	"7"	"No"	NA	"7"	"Sí"	"NO HE TENIDO SERVICIO, TELEFONIA E INTERNET, SE CAYO LA RED, SE DAÑO UN CABLE, SE REPUSO RAPIDAMENTE."	"Sí"	"Si"	7	10	1	0	"No"	"fijo"	"2019_q2"
"638"	"tM0ijwnz6yti"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE LE FALTA AGILIZAR MAS LOS TRAMITES EN MODIFICAR COSAS REPARAR COSAS SE DEMORAN MUCHO"	"5"	"5"	"5"	"No"	NA	"5"	"No"	NA	NA	NA	6	8	7	3	"No"	"fijo"	"2019_q2"
"639"	"wVLZl6PYdY5B"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE BUSCA EMPATIA CON LOS CLIENTE BUSCA A CLIENTE QUE ESTA AFUERA  PARA TRAERLOS  LA ATENCION ES BUENA Y NINGUNA HE TENIDO PROBLEMAS CON ELLOS"	"6"	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	8	7	0	"No"	"fijo"	"2019_q2"
"640"	"NxSIZGuk1Bky"	"AV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"HAY COSAS QUE DEBEN MEJORAR, COMO LA RESPUESTA INMEDIATA DE NUESTRA SOLICITUD, HAY UN RETRASO DE N PAR DE DÍAS, SOLAMENTE ÉSO"	"6"	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	7	99	"Sí"	"fijo"	"2019_q2"
"641"	"cQ01Kd9bh4PZ"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"POR SU COBERTURA DE INTERNET SE PONE MUY LENTO LA VELOCIDAD DE NAVEGACIÓN ESTA MUY LENTA"	"4"	"5"	"5"	"No"	NA	"5"	"No"	NA	NA	NA	4	4	3	0	"No"	"fijo"	"2019_q2"
"642"	"eEGVIo7g8VAm"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE DE REPENTE LO TELEFONOS COMO QUE ESTAN APAGADOS NO TIENE SEÑAL"	NA	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	1	0	"No"	"fijo"	"2019_q2"
"643"	"WESmcAO4I7uN"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"PORQUE CUESTA COMUNICARSE CON ELLOS, EL SERVICIO SE CAE, EN EL FONDO TE VENDEN ALGO QUE AL FINAL NO SE CUMPLE, EL SERVICIO SE PASA CAYENDO ESTA LENTO Y LO ATRIBUYEN A OTRO FENOMENO NO ASOCIADO A LA RAZON.CUANDO UNO QUIERE COMUNICARSE CON ELLOS TE PASAN DE UN LADO A OTRO ES MUCHA PERDIDA DE TIEMPO TRATAR DE SOLUCIONAR ALGO CON LA COMPAÑIA."	"2"	"5"	"5"	"No"	NA	"6"	"Sí"	"LA VELOCIDAD DE REPENTE ES LENTA, DE REPENTE SE CORTA LA BANDA ANCHA, ES INTERMITENTE."	"No"	NA	5	5	4	0	"No"	"fijo"	"2019_q2"
"644"	"zJXYjjk3ADxQ"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE DE REPENTE SE PONE LENTO Y SE CAE EL INTERNET NO TIENE HORA FIJA ES VARIABLE. MI EMPRESA ES AGRÍCOLA EN PILTIL Y ALLI FALLA EL TELÉFONO CON ENTEL PERO TODOS SON CELULARES"	"6"	"6"	"9. NS/NR"	"No"	"7"	"5"	"No"	NA	NA	NA	7	9	10	0	"Sí"	"fijo"	"2019_q2"
"645"	"JdRcjtko8vJt"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"LO QUE PASA ES QUE NO HAY COBERTURA EN TODOS LADOS, SI TENGO COBERTURA, EN CUALQUIER PARTE YA DEJO DE TENER COBERTURA Y OTRAS COMPAÑÍAS  COMO CLARO Y MOVISTAR SI TIENEN, SOLO ESO ME COMPLICA PORQUE EN CUALQUIER PARTE QUEDO SIN COMUNICACIÓN Y LOS COLEGAS DE OTRAS COMPAÑÍAS SI TIENEN."	"7"	"7"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	7	0	"No"	"fijo"	"2019_q2"
"646"	"OwGS4XwpyRRp"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	4	"POR QUE TENGO CONTRATADO CON DISTINTOS LUGARES Y EL SERVICIO ME SALE MAS CARO"	"6"	"4"	"4"	"Si"	"5"	"5"	"No"	NA	NA	NA	4	4	2	0	"No"	"fijo"	"2019_q2"
"647"	"9aVfhNQKjKEx"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE HABIA PRESENTADO MUCHOS CORTES EL INTERNET SOBRETODO EN LAS MAÑANAS, PRINCIPALMENTE ESO, CORTES MATUTINOS QUE ME HACIAN PERDER MUCHO TIEMPO EN EL TRABAJO."	"5"	"3"	"4"	"No"	NA	"6"	"Sí"	"EL INTERNET, EN LAS MAÑANAS, LOS CORTES."	"Sí"	"Si"	5	5	7	0	"9. NS/NR"	"fijo"	"2019_q2"
"648"	"8geQAb1Wk4y6"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NUNCA HAN TENIDO PROBLEMAS SIEMPRE LOS LLAMAN LOS EJECUTIVOS LLEVAN AÑOS CON ELLOS, TODO BIEN"	"7"	"7"	"9. NS/NR"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	20	0	"Sí"	"fijo"	"2019_q2"
"649"	"xXQ6KECkLbw5"	"MV"	"GGEE"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE ES CONFIABLE (LOS SERVICIOS CONTRATADOS SE CUMPLEN), PROBLEMAS DE COBERTURA"	"7"	"5"	"5"	"Si"	"7"	"7"	"No"	NA	NA	NA	6	8	5	0	"Sí"	"fijo"	"2019_q2"
"650"	"BBPGr7bm5yKM"	"AP"	"GGEE"	"Entel"	"SI -> CONTINUAR"	5	"Atencion SAC"	"5"	"5"	"4"	"Si"	NA	"6"	"No"	NA	NA	NA	6	10	2	0	"Sí"	"fijo"	"2019_q2"
"651"	"ZryWpVUnrfOO"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE HAN HABIDO PROBLEMAS DE CONECTIVIDAD Y PORQUE HEMOS TENIDO PROBLEMAS DE REPENTE CON EL INTERNET EN LA CONEXIÓN"	"4"	"4"	"4"	"Si"	NA	"6"	"No"	NA	NA	NA	6	8	2	99	"No"	"fijo"	"2019_q2"
"652"	"mlGLuvC4hzjO"	"MV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE EL SERVICIO NO SIEMPRE ES ÓPTIMO, YA QUE SE CAE A VECES Y NO ES LO SUFICIENTEMENTE RÁPIDO COMO UNO ESPERARÍA"	"5"	"5"	"5"	"No"	"5"	"4"	"No"	NA	NA	NA	5	6	3	0	"9. NS/NR"	"fijo"	"2019_q2"
"653"	"ITHnYz3yd81w"	"MV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE NORMALMENTE NOS DA MUY BUENOS SERVICIOS, EN LA ATENCIÓN TELEFÓNICA, VÍA CORREO POR CUALQUIER DIFICULTAD, ATENCIÓN TÉCNICA LAS VECES QUE SE HA REQUERIDO, EN LAS RESPUESTAS OPORTUNAS, A QUE SOLUCIONAN LOS PROBLEMAS QUE SE PRESENTAN EN LA RED, NO HEMOS TENIDO NUNCA PROBLEMAS, LLEVAMOS AÑOS TRABAJANDO CON EL."	"6"	"6"	"6"	"Si"	NA	"6"	"No"	NA	NA	NA	6	8	4	6	"Sí"	"fijo"	"2019_q2"
"654"	"CI1Tksfgmy1a"	"MV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	7	"NO TENEMOS FALLA EN EL SERVICIO NO SALE TAN CARO PAGAMOS UN PRECIO MODICO POR LOS SERVICIO EN COMPARACION CON EL MERCADPO"	"7"	"7"	"7"	"No"	"7"	"7"	"No"	NA	NA	NA	7	7	4	0	"9. NS/NR"	"fijo"	"2019_q2"
"655"	"NowESnBfvYBd"	"AV"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	5	"Redes"	"5"	"5"	"5"	"Si"	"6"	"6"	"Sí"	"EL TEMA DE CIERRA DE SUCURSAL CERCANA Y 3 SEMANAS SIN SUCURSAL"	"Sí"	"Si"	5	7	10	0	"Sí"	"fijo"	"2019_q2"
"656"	"zNrvWajuoM0h"	"MP"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE A VECES CADA VEZ SE PONE MAS LENTO PORQUE CREO QUE ESTAN INCORPORANDO MAS PERSONAS EN EL EDIFICIO CUANDO PARTIO ERA MUY RAPIDO Y LA VELOCIDAD HA IDO BAJANDO"	"6"	"7"	"7"	"No"	"4"	"6"	"Sí"	"HE TENIDO PROBLEMA CON FACTURACION NO ME LLEGA EL DETALLE DE LOS MINUTOS GASTADOS INTERNACIONALMENTE NO VIENE CON LA FACTURACION TENGO QUE ENTRAR A INTERNET A VERLO. HAY VECES QUE INSATALAMOS UN SERVICIO DE ENTEL DE ROAMING Y NO SABEMOS QUE VIENE. ES UN PROBLEMA CON EL SERVICIO MOVIL DE FACTURACION"	"Sí"	"Si"	6	8	2	0	"Sí"	"fijo"	"2019_q2"
"657"	"ngjrB4NtwuJN"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ES UN BUEN SERVICIO EN TODO LO QUE YO TENGO ACÁ, NO TENGO PROBLEMAS, ES ECONÓMICO SI ESO ES IMPORTANTE, TIENE BUEN PRECIO EN LOS PLANES Y EN LA RED FIJA TAMBIÉN ES CONVENIENTE"	"6"	"7"	"7"	"No"	NA	"6"	"No"	NA	NA	NA	7	10	2	6	"No"	"fijo"	"2019_q2"
"658"	"J03oTaSEKs22"	"MV"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE REBAJARON TODOS LOS PLANES POR EL TEMA CONFLICTIVO ME OFRECIERON PLANES LO MISMO QUYE TENIA CASI CIEN MIL PESOS MAS BARATO POR LAS ONCE LINEAS MOVILES Y LAS DOS FIJAS"	"6"	"7"	"6"	"No"	NA	"6"	"Sí"	"LA VELOCIDAD DE LA LINEA FIJA Y LA INTERNET FIJO"	"Sí"	"Si"	5	8	6	0	"Sí"	"fijo"	"2019_q2"
"659"	"qAi5qLllMhod"	"MasPrem"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	2	"PORQUE EL SERVICIO ESTA MALO EN LA COBERTURA DE LA SEÑAL ESTA MALA, LA POS VENTA ES MALA, EL SOPORTE TÉCNICO ES MALO, DE HECHO NO TIENEN, MI PLANTA ESTA AL LADO DE UNA ANTENA DE ENTEL Y AUN ASI ES MUY MALA, TENGO O HE TENIDO QUE MANDAR NOTAS DE CRÉDITO PARA QUE ME CORROBOREN LA FACTURACIÓN, HAY MONTOS QUE NO CORRESPONDEN, COBRAN LO QUE QUIEREN NO MAS LOS PLANES SON MALOS A LOS QUE TENIA ANTES TAMBIÉN CON ENTEL PERO CAMBIAMOS LOS PLANES Y ESO HIZO QUE LA POS VENTA FUERA MUY MALA"	"4"	"2"	"2"	"No"	NA	"3"	"No"	NA	NA	NA	1	0	2	0	"Sí"	"fijo"	"2019_q2"
"660"	"djDyQdL1rcOi"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"CUANDO AH TENIDO PROBLEMAS SE LO RESUELVEN RAPIDAMENTE"	"7"	"5"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	2	9	"No"	"fijo"	"2019_q2"
"661"	"62J5d6fOGAeQ"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE LA CUENTA ES CLARA, EN LOS VALORES, LO QUE TE COBRAN NO HAY UNA COSA QUE UNO PUEDA PREGUNTARSE: \"\"¿DE DÓNDE SALIÓ ÉSTE VALOR?\"\" LO QUE SE ME DIJO QUE SE ME IBA A COBRAR, SE ME COBRA, Y TRAE DETALLADO COMO ESTÁ EFECTUADO EL COBRO, A ESO ME REFIERO YO CON CUENTA CLARA; NUNCA SE ME HA CAÍDO LA SEÑAL, SOLAMENTE ÉSO, CUENTA CLARA Y NUNCA SE ME HA CAÍDO LA SEÑAL, MANTIENE BUENA COBERTURA, Y BUEN FUNCIONAMIENTO."	"7"	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	3	99	"No"	"fijo"	"2019_q2"
"662"	"XopsUaPt7W1K"	"MP"	"MEDIANA"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE NUNCA ES TAN BUENO Y PORQUE HA TENIDO PROBLEMAS DE SEÑAL AL PRINCIPIO Y CUANDO SE CAMBIARON DE OFICINA"	"7"	"5"	"6"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	6	0	"Sí"	"fijo"	"2019_q2"
"663"	"VoR0nfyUVSEh"	"MV"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE TIENEN BUEN SERVICIO DE CLIENTE EMPRESA, TENEMOS EJECUTIVOS ASOCIADO A NUESTRA CUENTA, TIENEN BUEN SOPORTE TÉCNICO, PRINCIPALMENTE A QUE TIENEN BUEN DOMINIO TÉCNICO DE LAS PREGUNTAS QUE HEMOS TENIDO EN NUESTRA EXPERIENCIA."	"6"	"6"	"7"	"Si"	NA	"7"	"No"	NA	NA	NA	7	10	0	10	"Sí"	"fijo"	"2019_q2"
"664"	"07PlzY3CY5d0"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE NO HEMOS TENIDO NINGUNO PROBLEMAS CON ELLOS ESTA BIEN"	"7"	"7"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	7	0	"No"	"fijo"	"2019_q2"
"665"	"Neygb0zXft5a"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE EN REALIDAD NO HE TENIDO MAYORES INCONVENIENTES CON LA LINEA Y CON LA COMPAÑIA EN ESE SENTIDO HEMOS ANDADO BIEN. A VER BASICAMENTE ES UN POQUITO MAS DE CLARIDAD EN LAS CUENTAS LO QUE PASA ES QUE A VECES COBRAN HACEN UN SOBRECOBRO POR CONCEPTO DE DE EXCESO DE CONSUMO PERO NO TE LO DESCRIBEN NO TE LO DETALLAN"	"6"	"6"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	0	10	"No"	"fijo"	"2019_q2"
"666"	"hNBfY47UhV9B"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"TENEMOS QUE ESTAR CONSTANTEMENTE LLAMANDO PORQUE SE CAE MUCHO EL INTERNET SE CAE DIA POR MEDIO PERO CON INTERRUPCIONES BREVES HAY QUE LLAMAR PARA ARREGLAR EL PRECIO PORQUE DERREPENTE SUBEN AUMENTOS INDEBIDOS"	"5"	"5"	"5"	"No"	"7"	"7"	"No"	NA	NA	NA	6	8	6	0	"9. NS/NR"	"fijo"	"2019_q2"
"667"	"0Ez4rU8V5D0H"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	7	"PORQUE SIEMPRE ME HA DADO UN BUEN SERVICIO,PRINCIPALMENTE EN LA ATENCIÓN AL CLIENTE"	"7"	"6"	"7"	"No"	NA	"7"	"No"	NA	NA	NA	7	10	1	99	"9. NS/NR"	"fijo"	"2019_q2"
"668"	"DIRgbWycFApv"	"Mas"	"MICRO"	"Entel"	"SI -> CONTINUAR"	6	"PORQUE ESTOY CASI SATIFECHO EL CIEN PORCIENTO EL TEMA TEMA DEL TERRITORIO DEL SEÑAL QUE NECESITO"	"7"	"5"	"9. NS/NR"	"No"	NA	"7"	"No"	NA	NA	NA	6	5	4	0	"No"	"fijo"	"2019_q2"
"669"	"lMIFMnfBNz1h"	"Mas"	"PEQUEÑA"	"Entel"	"SI -> CONTINUAR"	5	"PORQUE DE REPENTE ESTA BUENA LA CONEXION EN LINEA Y TODO"	"6"	"7"	"9. NS/NR"	"Si"	NA	"6"	"No"	NA	NA	NA	7	6	10	0	"No"	"fijo"	"2019_q2"
