encriptado	GOL (BASE STOCK SEP 2019)	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1 - 1. En su empresa, ¿con qué compañías tiene contratado los servicios móviles como teléfonos o banda ancha móvil? (respuesta múltiple)	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. ¿Y con qué nota de 1 a 7, evalúa a {#Principal} en cuanto a la Calidad y Cobertura de las llamadas?	"P7 - 7.	Ahora pensando en la navegación a través de su celular, es decir internet móvil empresa contratado con {#Principal}, ¿Con qué nota de 1 a 7, evalúa la navegación a través del celular?"	"P8 - 8.	Y en lo que respecta  a Servicio a Clientes, ¿cuán satisfecho está Ud. con {#Principal}"	"P9__1 - a)	Precio del Plan en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P9__3 - c)	Competitividad de planes en cuanto a Internet Móvil o internet en su celular :"	"P9__4 - d)	El precio de los equipos en relación al mercado :"	P10__1 - Contratación de nuevas líneas :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P10__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P10__5 - Solicitar cambio de plan :	P10__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P10__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P11__1 - Contratación de nuevas líneas :	"P11__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P11__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P11__5 - Solicitar cambio de plan :	P11__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P11__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P12__1 - Contratación de nuevas líneas :	"P12__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P12__3 - Consultas sobre el detalle de tráfico de minutos o datos de sus equipos móviles :	P12__5 - Solicitar cambio de plan :	P12__6 - Servicio Técnico por falla de equipo celular o Banda Ancha Móvil :	P12__7 - Solicitar cambio de equipo por pérdida o renovación (NO por Servicio Técnico) :	P13__1 - 1: Ejecutivo asignado para su empresa :	P13__2 - 2: Call center :	P13__3 - 3: Página Web {#Principal} Empresas :	P13__4 - 4: En tiendas/ sucursales :	P13__5 - 5: App Administradores Empresa :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P18 - 18.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	"P21 - LEALTAD 
         Ahora pensando en todos los servicios que recibe con {#Principal} en general y en la relación que tiene con esta compañía, me podría decir… 
     
         21. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7"	P22 - 22. Pensando como cliente empresa, y en su opinión ¿Cuál diría Ud. qué es la mejor compañía de servicios móviles? (Leer opciones, respuesta única)	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	P_2 - 2) ¿Cuál de estas categorías calza mejor con el giro de su empresa? (Leer opciones, respuesta única)	"P_3A - 3)	¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"
6P8K3QCXznc3	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE CUANDO HAY BAJAS DE PLANES NO AVISAN UNO DEBE DARSE CUENTA Y PEDIR QUE ACTUALICEN PLAN	6	6	6	5	6	5	6	6	No	No	No	Si	No	No	NA	NA	NA	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	Entel	8	"2.	Tecnología"	19	0	No
EGsjPC3Lid31	AP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE NO ME DA NINGUN PROBLEMA Y MANTIENE LOS PRECIOS POR LOS SERVICIOS OPTICOS BUENA SEÑAL	7	7	7	7	7	7	7	9. NS/NR	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	NA	7	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"4.	Instituciones"	2	0	Sí
6mfK2SRQExPD	AP	GGEE	Entel	SI -> CONTINUAR	Entel,Movistar	6	PORQUE ME HAN CAMBIADO DE EJECUTIVO  Y SE ENTERA CUANDO TENGO UN REQUERIMIENTO	5	6	6	6	5	5	5	4	No	Si	No	No	No	Si	NA	6	NA	NA	NA	3	NA	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	6	5	NA	6	Sí	CAMBIANDO UN TELÉFONO CUANDO FUIMOS CAMBIARLO RECIBIMOS UNA FACTURA EN SUCURSAL Y ESA FACTURA ME VUELVE A COBRAR EL IVA SE ESTA COBRANDO DOS VECES PORQUE LA FACTURA DE UN TERCERO	Sí	Está en trámite	5	Entel	4	"6.	Servicios"	8	0	Sí
a1FHRXTh9sEG	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE ALGUNAS VECES NO TENEMOS SEÑAL, LA SEÑAL ME DA LA IMPRESIÓN QUE NO LE HACEN MANTENIMIENTO A LAS ANTENAS Y SE CA LA SEÑAL Y HAY DIAS QUE NO TENEMOS SEÑAL NI DE INTERNET NI DE TELEFONIA	6	4	3	1	3	3	9. NS/NR	3	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	9. NS/NR	Sí	LA COBERTURA PORQUE HAY DÍAS QUE NO HAY COBERTURA NO MÁS Y EL INTERNET SUPER LENTO	No	NA	4	Otra (NO Leer)	4	"8.	Comercio (al por mayor y menor)"	9	0	No
vNVtgbVJKHrQ	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	EN GENERAL BUEN SERVICIO, COBERTURA BÁSICAMENTE ES POSITIVO, POR MI TRABAJO TIENE BUENA COBERTURA	6	6	6	6	3	4	4	4	No	No	No	No	Si	No	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	2.Call center	NA	NA	5	NA	NA	NA	6	No	NA	NA	NA	6	Entel	7	"6.	Servicios"	3	0	No
4jWIqVMjnvuq	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	PORQUE NO ES EFICIENTE AL 100% EN LA REDES SOCIALES EN INTERNET	6	7	6	3	5	5	5	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	6	No	NA	NA	NA	5	Entel	4	"6.	Servicios"	10	0	No
MDLTAwg2JhrF	AP	GGEE	Entel	SI -> CONTINUAR	Entel	7	POR QUE NUNCA HE TENIDO NIGUN PROBLEMA	7	7	7	7	5	6	6	7	No	Si	Si	No	No	No	NA	7	7	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	7	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"3.	Industria"	8	0	Sí
Y79df3kT6dWc	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE NO HE TENIDO PROBLEMAS MAYORES, NO LE PONGO UN 7 PORQUE MI MARIDO DICE QUE ES MUY CARO	7	6	6	7	5	6	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	Entel	8	"6.	Servicios"	8	0	9. NS/NR
aPgHgarQH7xa	NA	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	7	ES QUE NUNCA SE ME HA CAIDO EL SERVICIO AL MENOS DE ENTEL, NUNCA HEMOS TENIDO FALLAS.	7	7	9. NS/NR	7	4	4	4	9. NS/NR	No	No	Si	Si	No	No	NA	NA	7	7	NA	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	6	0	Sí
4REQEnefwJS7	NA	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE EN GENERAL BUENOS SERVICIOS TENDRIAMOS QUE BAJAR EL VALOR DEL CARGO POR EL MOMENTO BUEN SERVICIO PERO HAY SECTORES QUE NO TIENEN NADA DE COBERTURA O MUY MALA COBERTURA	7	5	5	7	4	7	6	5	No	Si	Si	No	No	No	NA	7	7	NA	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	NA	NA	6	NA	NA	7	Sí	COBERTURA EN EL SECTOR DE PEÑAFLOR Y ES MUY DIFICULTOSO EL TRAFICO CUESTA QUE LLEGA INTERNET Y LAS LLAMADAS	Sí	Está en trámite	6	Entel	7	"6.	Servicios"	8	0	No
Z1R8lm0i5MKk	NA	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	6	PORQUE A VECES NO ENTRAN LAS LLAMADAS PERO ESTAMOS DEBAJO DE UN PUENTE Y POR ESO NO LLEGAN EN QUINTA NORMAL	7	7	7	7	7	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"3.	Industria"	5	0	No
7ePm47Xrt1jR	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	PORQUE ES LA NOTA QUE PIENSO PORQUE ES BUENO A COMO SERVICIO EN SÍ ES BUENO EL SERVICIO DE INTERNET DE SEÑAL PARA SOLUCIONAR LOS PROBLEMAS	7	7	7	7	6	6	7	6	Si	No	No	No	Si	Si	7	NA	NA	NA	5	5	1.Ejecutivo asignado para su empresa	NA	NA	NA	1.Ejecutivo asignado para su empresa	4.En tiendas/ sucursales	7	7	NA	7	NA	7	No	NA	NA	NA	7	Entel	10	"7.	Transporte"	8	0	No
c8va28I6Coxn	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE LA COBERTURA ES EXTRAORDINARIA	7	7	6	7	6	6	6	9. NS/NR	Si	Si	Si	Si	No	No	7	7	7	7	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	3.Página Web <b>{#\.Principal}</b> Empresas	4.En tiendas/ sucursales	NA	NA	NA	NA	7	7	NA	7	Sí	NAVEGACIÓN	No	NA	6	Entel	10	"6.	Servicios"	15	0	No
QOusKu3i8EBv	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	POR QUE EL INTERNET ES PESIMO EN ALGUNOS SECTORES, SE CORTA LA SEÑAL, AH BAJADO BASTANTE LA CALIDAD ULTIMAMENTE.	6	5	4	5	6	6	6	4	No	No	Si	No	No	Si	NA	NA	5	NA	NA	4	NA	NA	2.Call center	NA	NA	2.Call center	NA	5	NA	NA	NA	7	Sí	INTERNET Y PARA LLAMAR, EN ESTOS TRES MESES LLEVO 6 DIAS SIN INTERNET Y COMO 4 SIN PARA LLAMAR	No	NA	1	Movistar	3	"3.	Industria"	2	0	No
DZNGRMeqfgKK	AV	MEDIANA	Entel	SI -> CONTINUAR	Entel	7	PORQUE FUNCIONA BIEN Y LOS PRECIOS SON RACIONABLES	7	6	6	7	7	7	7	4	Si	Si	Si	Si	Si	Si	7	7	7	7	7	7	4.En tiendas/ sucursales	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	1.Ejecutivo asignado para su empresa	4.En tiendas/ sucursales	4.En tiendas/ sucursales	7	NA	6	7	NA	6	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	3	0	Sí
VTxM5AIz5Sgz	NA	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE TENEMOS PROBLEMAS A VECES NO ES MUY BUENA LA COBERTURA CAUNDO PASAN A LLEVAR LÑOS POSTES QUEDAN INCOMUNICADOS	6	6	6	6	5	5	6	4	No	Si	No	No	Si	No	NA	6	NA	NA	5	NA	NA	2.Call center	NA	NA	2.Call center	NA	NA	6	NA	NA	NA	5	Sí	CONEXION PRINCIPALMENTE Y COBRO INDEBIDO CONTATAMOS UN SERVICIO Y NO RESPETARON EL MES DESPUES HICIERON NMOTRA DE CREDITO YLO REGULARIZARON	Sí	Si	5	Entel	6	"3.	Industria"	0	6	No
BNcofEdakWwT	NA	MICRO	Entel	SI -> CONTINUAR	Entel	6	PORQUE LLEVA AÑOS TRABAJANDO CON ELLOS Y NO A TENIDO PROBLEMAS	7	7	7	7	6	7	7	7	No	No	No	No	No	Si	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	7	NA	7	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	24	0	No
WY1w3OfKENeB	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	6	POR QUE SIEMPRE PUEDE SER EJOR EL SERVICIO, SEÑAL , RED EN ALGUNOS SECTORES	6	6	5	6	4	5	4	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	7	Entel	8	"2.	Tecnología"	6	0	No
WSoFKbzEhbgx	MasPrem	MICRO	Entel	SI -> CONTINUAR	Entel	6	POR LA MALA COBERTURA QUE TENEMOS EN ALGUNAS PARTES, HAY ZONAS EN LA REGION QUE NO TIENEN SEÑAL	7	4	7	7	5	6	7	5	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	2.Call center	NA	NA	7	NA	NA	NA	5	No	NA	NA	NA	7	Entel	10	"5.	Salud"	7	0	No
kpqy6zlnAon8	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	NO TIENE PROBLEMAS CON EL SERVICIO	7	6	6	7	9. NS/NR	9. NS/NR	9. NS/NR	6	Si	Si	No	Si	No	Si	7	7	NA	7	NA	7	4.En tiendas/ sucursales	3.Página Web <b>{#\.Principal}</b> Empresas	NA	2.Call center	NA	4.En tiendas/ sucursales	NA	6	7	7	NA	7	No	NA	NA	NA	7	Entel	10	"3.	Industria"	6	0	No
9ALL7WczyRbw	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	HE TENIDO MOVILES EMPRESA SERVICIO A PERSONA DEMASIADO IMPERSONAL CUESTA COMUNICARSE NO ES TAN FLUIDA LA ACCION MUY DIRECTA CUANDO TIENE ALGUN PROBLEMA  ME CORTARON ELLOS LA COMUNICACION POR FACTURA ATRASADA HAY OTRAS QUE INTERACTUAN MAS, ES MUY COMERCIAL FALTA UN  SERVICIO DE COMUNICACION MAS DIRECTA	1	5	5	1	4	4	5	1	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	No	NA	NA	NA	3	Movistar	3	"6.	Servicios"	27	0	No
2gxhI3ziLrkT	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE NO HE TENIDO PROBLEMAS DENTRO DE LO GENERAL	7	7	7	6	5	5	5	9. NS/NR	Si	No	No	Si	No	No	7	NA	NA	6	NA	NA	2.Call center	NA	NA	2.Call center	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	9	0	No
CbE13XyzhEor	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	POR QUE EL SERVICIO ESBUENO TIENE BUENA COBERTURA TARIFA RAZONOBLE EL UNICO PROBLEMAS ES LO QUE CUESTA COMUNICARSE CON ELLOS Y LOS SERVICIOS NO SIEMPRE SON SATISFACORIOS MUCHAS COSAS NO SE PUEDE HACEER EN SUCURSALES SOLO POR TELEFONO	7	7	7	7	6	6	5	7	No	Si	No	No	No	Si	NA	7	NA	NA	NA	7	NA	2.Call center	NA	NA	NA	4.En tiendas/ sucursales	NA	7	NA	7	NA	7	No	NA	NA	NA	7	Entel	10	"5.	Salud"	10	0	Sí
kbI4Amdx6iYA	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE LOS TIEMPOS DE RESPUESTA SON OPTIMOS Y SIEMPREN DAN LA INFORMACION A TIEMPO Y SON CLAROS EN RESOLVER LOS ´PROBLEMAS	6	5	5	7	7	7	5	4	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	6	NA	NA	NA	7	No	NA	NA	NA	7	Entel	7	"6.	Servicios"	1	6	9. NS/NR
dXiJ4fjlJuBO	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	6	PORQUE HEMOS TENIDO UNAS PROBLEMAS CON LA CONEXIÓN DEL INTERNET, HABIA INTERMITENCIA Y COSTO MUCHO SOLUCIONAR EL PROBLEMA	7	7	9. NS/NR	7	6	6	6	7	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	NA	NA	NA	6	NA	NA	7	No	NA	NA	NA	7	Entel	10	"8.	Comercio (al por mayor y menor)"	5	0	Sí
yHbYc6tODBuT	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	PORQUE TIENE BUENA SEÑAL BUEN INTERNET SE PUEDE CONSULTAR TODO A TRAVES DE LA PLATAFORMA, YA CIERTO TIEMPO TENGO LA POSIBILIDAD DE RENOVAR EQUIPOS	7	7	7	6	6	6	7	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	7	"6.	Servicios"	8	0	9. NS/NR
eWtDRgTifjCJ	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	DE REPENTE TENEMOS PERIDA DE SEÑAL ME IMAGINO QUE TEMA DE LEJANIA NOSOTROS OPERAMOS COMO A 60 KM DE LA CIUDAD EN ZONA RURAL	7	6	6	7	5	5	5	4	Si	Si	No	Si	Si	Si	7	7	NA	6	5	5	1.Ejecutivo asignado para su empresa	2.Call center	NA	2.Call center	4.En tiendas/ sucursales	1.Ejecutivo asignado para su empresa	7	7	NA	6	NA	7	Sí	COBERTURA INTERMITENCIA O NOS QUEDAMOS SIN INTERNET	Sí	Si	6	Entel	9	"6.	Servicios"	8	0	Sí
a6iyvRvKcVtU	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	5	PORQUE ESTA MUY CARO LE HAN OFRECIDO DE OTRAS COMPAÑÍAS MUCHO MAS BARATO LOS MISMO PLANES MUCHO MEJORES Y CASI AL 50% MENOS	6	6	6	5	5	5	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4	Sí	PAGO EN UN ACUENTA TIEMPO ATRÁS Y LE METIERON EN DICOM Y NO DEBERÍA HABER SIDO	Sí	Si	5	Entel	5	"8.	Comercio (al por mayor y menor)"	15	0	9. NS/NR
aCkPIKGBgib4	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	POR QUE TENGO PROBLEMAS DE SEÑALES Y EL INTERNET ES MUY LENTO	6	5	5	6	4	4	3	5	No	No	Si	No	No	No	NA	NA	6	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	7	NA	NA	NA	7	Sí	COBERTURA PROBLEMAS DE SEÑAL BAJA SEÑAL	No	NA	6	Entel	6	"3.	Industria"	20	0	No
DwRblNhPep4w	NA	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	5	POR QUE EL INTERNET QUE LE OFRECIERON ERA MUCHO MEJOR QUE LO QUE LE INSTALARON.		7	4	5	6	6	5	6	No	No	Si	Si	No	No	NA	NA	6	6	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	NA	6	NA	NA	NA	6	Sí	PROBLEMAS CON EL INTERNET, CON EL ALCANCE DEL WIFI.	Sí	No	4	Otra (NO Leer)	7	"6.	Servicios"	0	2	No
0NoXu8NZkAIS	AV	GGEE	Entel	SI -> CONTINUAR	Entel	7	PRECIO CALIDAD BUEN PRECIO Y BUENA CALIDAD	7	7	7	7	7	7	7	1	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	99. NS/NR	NA	NA	99. NS/NR	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	Entel	10	"3.	Industria"	10	0	Sí
ndsR1Rd79raP	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Claro	7	POR QUE SIEMPRE ME RESPONDE CUANDO LO REQUIERO CUANDO TENGO PROBLEMA CON LA LINE AL TIRO LO CONECTA Y ELLOS TE DAR RESPUESTA	7	5	6	5	6	5	6	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	Sí	QUE YO QUIERO COMO ESTA MALA LA SITUACIÓN DEVOLVER LOS TELEFONOS Y POR UN ARTICULO QUE ESTA EN EL CONTRATO ME ESTÁN OBLIGANDO A DURAR HASTA LOS 18 MESES PAGANDO LA CUOTA DE LOS EQUIPOS Y NO TENGO CAJA	Sí	No	4	Claro	4	"3.	Industria"	1	6	Sí
YAjk8y0Z6GFT	Mas	MICRO	Entel	SI -> CONTINUAR	Entel	5	PORQUE VEO QUE HAY  OTRAS COMPAÑÍAS QUE OFRECEN PLANES MEJORES Y CON MEJOR TRATO AL CLIENTE SIENTO QUE A PESAR DE QUE TIENE CALIDAD Y MUCHAS COSAS POSITIVAS SIENTO QUE HAY ABUSOS PORQUE HAY PLANES BARATOS PERO SIEMPRE REACCIONA A LOS VAINVENES DEL MERCADOS SIEMPRE HAY LETRAS CHICAS Y COSAS ESCONDIDAS Y UNO NO ALNCAZA A DARSE CUENTA CON EL FRAGOR DE LA VIDA DIARIA QUE EN EL COMPROMISO UNO QUEDA AMARRADO POR UN AÑO O DOS AÑOS Y SIEMPRE HAY COSAS COMO ESA QUE UNO SIENTE QUE ME ESTAN PERJUDICANDO Y QUE TRATAN DE PASAR COSAS POR ABAJO	5	6	6	4	4	4	4	4	Si	No	No	Si	No	No	6	NA	NA	6	NA	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	6	NA	6	Sí	PERDIDAD DE SEÑAL ACA EN EL SUR EN VILLARRICA HAY DIAS ESPECIALMENTE EN INVIERNO HAY DIAS QUE NO TENGO SEÑAL YO ESTOY EN EL CAMPO Y A VECES UNO SE QUEDA SIN SEÑAL Y ESO LO HE TENIDO POR AÑOS HE RECLAMADO Y NO HE TENIDO RESPUESTA NUNCA HE TENIDO UNA DEVOLUCIONDE PLATA POR NO TENER SEÑAL	Sí	No	4	WOM	4	"6.	Servicios"	2	0	No
K7JxlkqTB9Es	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	6	PORQUE DE REPENTE CUESTA ACCEDER A EJECUTIVOS SE DEMORAN UN MONTON EN ATENDER EN LA OFICINA PERO EL SERVICIO ESTA BIEN FUNCIONA PARA HACER UN TRAMITE SE DEMORA UN MONTON	6	6	6	5	5	6	6	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	6	Entel	8	"6.	Servicios"	3	0	No
GsUQArNUbbL5	AP	GGEE	Entel	SI -> CONTINUAR	Entel,Claro	6	PORQUE AUN NO CUBRE ALGUNAS NECESIDADES. DE ROAMING. LOS COSTOS SON MUY ELEVADOS.	7	7	6	7	6	6	7	6	Si	Si	Si	Si	No	Si	7	7	7	7	NA	7	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	1.Ejecutivo asignado para su empresa	7	NA	NA	NA	NA	7	No	NA	NA	NA	6	Entel	7	"2.	Tecnología"	4	0	Sí
aVf3whmRxyl7	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel	7	POR LOS COSTOS Y CONECTIVIDAD EN LUGAR DE TRABAJO	6	7	7	7	7	7	7	6	No	Si	Si	Si	Si	No	NA	7	7	7	7	NA	NA	3.Página Web <b>{#\.Principal}</b> Empresas	3.Página Web <b>{#\.Principal}</b> Empresas	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	7	7	NA	7	No	NA	NA	NA	7	Entel	10	"6.	Servicios"	8	0	No
WWE1UC92edoK	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	5	POR QUE LAS RESPUESTAS NO SON INMEDIATAS Y LAS ATENCIONES POR MAS QUE ATIENDA CON AMABILIDAD LAS RESPUESTAS NO SON LO QUE UNO ESPERA Y NO TIENEN LA POSIBILIDAD DE HACER CAMBIOS, POR MAS QUE TE HABLEN AMABLE NO TE SOLUCIONAN TU PROBLEMA.	3	4	4	5	5	5	5	5	Si	Si	Si	No	No	No	5	5	5	NA	NA	NA	1.Ejecutivo asignado para su empresa	2.Call center	3.Página Web <b>{#\.Principal}</b> Empresas	NA	NA	NA	6	5	2	NA	NA	5	Sí	COBERTURA EN MUCHOS LUGARES NO EN ESPECIFICO EN GENERAL ME HA PASADO CON DISTINTOS EQUIPOS	Sí	No		Entel	1	"6.	Servicios"	8	0	9. NS/NR
onEinjR9qBfF	NA	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	5	PORQUE EN ALGUNAS PARTES IGUAL SE CORTA, EN ALGUNOS LUGARES NO HAY COBERTURA.	5	6	5	4	5	4	4	4	No	Si	No	No	No	No	NA	4	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	4	NA	NA	NA	3	No	NA	NA	NA	6	Entel	7	"7.	Transporte"	0	5	No
D3KdGK5pEZLa	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Entel,Movistar	7	POR QUE  NO HE TENIDO MAYORES PROBLEMAS Y SI HE TENIDO ALGÚN PROBLEMA SE A SOLUCIONADO A LA BREVEDAD	6	6	6	6	5	5	5	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	5	No	NA	NA	NA	6	Entel	7	"3.	Industria"	8	0	No
4mUG6ghNT86S	MasPrem	GGEE	Entel	SI -> CONTINUAR	Entel	6	PORQUE NO TENEMOS PROBLEMAS CON EL SERVICIOS NUNCA SE CORTA Y FUNCIONA BIEN	7	7	6	6	5	5	5	5	Si	No	No	Si	No	No	6	NA	NA	5	NA	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	5	NA	6	No	NA	NA	NA	6	Entel	5	"3.	Industria"	5	0	Sí
