Column1	encriptado	...2	SEGMENTO GOL	SEGMENTO CORFO	Principal compañía	Filtro1 - Filtro 1: ¿Es usted la persona que administra la (s) cuenta (s) que su empresa tiene con el (los) operadores de productos o servicios móviles?	P1__1 - A: Internet Banda Ancha :	P1__2 - B: Telefonía Fija :	P1__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P1__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P1__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	P2__1 - A: Internet Banda Ancha :	P2__2 - B: Telefonía Fija :	P2__3 - C: Red privada de datos/Transmisión de datos (MPLS) :	P2__4 - 'D: Servicios de Data Center y almacenamiento Cloud (servicios de alojamiento, arriendo, monitoreo y administración de servidores físicos o virtuales)' :	P2__5 - 'E: Servicios de correo electrónico, videoconferencias, creación y edición de documentos en línea y de manera colaborativa' :	EMPTY LABEL - No Information Provided...17	EMPTY LABEL - No Information Provided...18	3. Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 =  Muy insatisfecho y 7 =  Muy satisfecho, ¿Cuán satisfecho está Ud. con {#Principal}?	"P4 - 4.	¿Por qué evalúa con esa nota? LITERAL"	P5__1 - a) {#Principal} es una empresa con buena imagen en general :	P6 - 6. Pensando en el funcionamiento del servicio {#P6txt},¿con qué nota de 1 a 7 evalúa el Funcionamiento de este servicio en general?	"P7 - 7.	Y en lo que respecta  a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está Ud…. {#Principal}{#Princ_text}?"	"P9__1 - a)	Precio en relación al mercado (Competitividad) :"	"P9__2 - b)	Competitividad de planes en cuanto a minutos :"	"P8__3 - c)	Competitividad de planes en cuanto a Internet banda ancha fija :"	P9__1 - Contratación de nuevos servicios :	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P9__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P9__5 - Consultas sobre seguimiento o estado de solicitudes :	"P10__2 - 'Consultas de la factura; como fechas de pago, montos, detalles de cobros.' :"	P9__7 - Reclamos por fallas  técnicas de los servicios fijos :	P10__1 - Contratación de nuevos servicios :	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P10__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P10__5 - Consultas sobre seguimiento o estado de solicitudes :	P10__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P10__7 - Reclamos por fallas  técnicas de los servicios fijos :	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) :	P11__4 - Consultas del contrato/ alcances del contrato/ condiciones del contrato :	P11__5 - Consultas sobre seguimiento o estado de solicitudes :	P11__6 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' :	P11__7 - Reclamos por fallas  técnicas de los servicios fijos :	P12__1 - 1: Ejecutivo asignado para su empresa :	P12__2 - '2: A través del Call center, empresa' :	P12__3 - 3: P: A través de la web con clave :	P12__4 - 4: En tiendas/ sucursales :	"P16 - FACTURACIÓN: 
       16. En cuanto a la Facturación de todos los servicios móviles que tiene con {#Principal}, en una escala de 1 a 7 ¿Cómo evalúa el proceso de facturación de {#Principal} en general?"	"P17 - PROBLEMAS 
         17. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por {#Principal}?"	"P15 - 15.	¿Qué problema ha tenido? Sondear LITERAL"	"P19 - 19.	¿Comunicó este problema a {#Principal}?"	"P20 - 20.	¿Y fue solucionado su problema?"	18. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con {#Principal}{#Princ_text}?	"P24 - 24.	En base a una escala de 0 a 10, donde 0 significa que definitivamente no recomendaría, y 10 que definitivamente si recomendaría, ¿Qué tan dispuesto estaría usted a recomendar a {#Principal}?"	"P_3A - 3) 3)	Para servicios fijos, ¿Hace cuánto tiempo que tiene esta cuenta con {#Principal}{#Princ_text}? 
            AÑOS"	P_3B - MESES	"P_4 - 4)	¿ Pensando en su relación con {#Principal}{#Princ_text} ¿Tiene asignado un ejecutivo para sus necesidades comerciales y/o de post venta?"	Bench
375	zazGWs8eAEYR	43617	MV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE ANTES NOS DABAN UN EJECUTIVO Y NOS QUITARON UN EJECUTIVO ANTES PODÍA HACER YO LOS CAMBIOS DE TELÉFONO TODO ME SALÍA MUCHO MAS RÁPIDO AHORA HAY QUE COMUNICARSE A LA LÍNEA 600 POR ESO LO CALIFICO CON UN 6	7	7	4	7	7	7	No	Si	No	No	No	No	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	9. NS/NR	2	NA	NA	7	Sí	DEL AÑO PASADO QUE TENGO UN TELÉFONO QUE ESTÁ BLOQUEADO YO LO REVISO EN LA PLATAFORMA Y NO APARECE BLOQUEADO ELLOS ME LO REVISAN DE LA PLATAFORMA DE ALLÁ Y TAMPOCO ESTÁ BLOQUEADO SIN EMBARGO YO EN ESE TELÉFONO NO PUEDO HACER LLAMADAS A CELULAR, NO PUEDO LLAMAR A LOS TELÉFONOS FIJOS SIGUE APARECIENDO COMO LIMITADO Y HE LLAMADO MUCHAS VECES Y ME DICEN QUE CÁMBIELO DE LA PLATAFORMA Y HE BUSCADO CON LA ASESORÍA DIRECTA DEL CALL CENTER A ESTO Y ESTO Y YO LO HAGO Y TAMPOCO SE DESBLOQUEA	Sí	No	6	9	10	0	No	fijo
376	XFH6ZXcGKetu	43617	AP	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Claro/ Telmex	Claro/ Telmex	Entel	NA	Otra ¿Cúal?	NA	NA	5	POR QUE ES MUY LENTO EL SERVICIO UNO COTIZA UN PRODUCTO NUEVO Y SE DEMORAN MUCHO PARA RESPONDER LENTO EN COTIZACIONES DE CREDITO	6	6	5	5	9. NS/NR	3	Si	No	No	No	No	No	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	6	No	NA	NA	NA	6	8	4	0	Sí	fijo
377	rmChkqcvmvo2	43617	AP	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Telefónica/ Movistar	Telefónica/ Movistar	Entel	NA	Entel	NA	NA	7	POR QUE ESTA BIEN CONFORMES CON LOS SERVICIOS EN TODO LO QUE RECIBIMOS A TRAVÉS DEL CORREO TODO EL TEMA	7	7	7	7	9. NS/NR	9. NS/NR	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	4	0	Sí	fijo
378	yRV1wzP8QqmL	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	7	PORQUE, EL SERVICIO LA ATENCIÓN POST VENTA, CUANDO HA HABIDO UN PROBLEMA LO RESUELVEN RÁPIDAMENTE, NUNCA SE HA CAÍDO EL SISTEMA.	7	7	7	7	9. NS/NR	7	No	No	No	Si	No	Si	NA	NA	NA	7	NA	6	NA	NA	2. A través del Call center, empresa	NA	4. En tiendas/ sucursales	NA	7	NA	7	7	No	NA	NA	NA	7	8	10	11	No	fijo
379	5ycZNbYuDxEk	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Entel	Otra ¿Cúal?	NA	NA	3	PORQUE LA SEÑAL ESTA PESIMA	7	7	6	4	4	6	No	No	No	No	No	Si	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	2. A través del Call center, empresa	7	5	NA	NA	5	No	NA	NA	NA	5	0	5	99	Sí	fijo
380	hMFNIkSaAvwd	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Entel	Otra ¿Cúal?	NA	NA	6	"PORQUE TIENE ALGUNAS COSAS, NO TODO ES PERFECTO; UNA RÁPIDA RESPUESTA."	6	6	6	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9. NS/NR	No	NA	NA	NA	7	10	99	0	Sí	fijo
381	XcxHDLcPxdxw	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	5	PORQUE HAY VECES QUE HEMOS TENIDO PROBLEMAS, DE CONECTIVIDAD. LO CARO QUE ES EL SERVICIO, ES CARO, COSTOSO, ALTO EL VALOR A PAGAR.	7	6	6	4	5	5	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	6	0	9. NS/NR	fijo
382	ce6ZEPznZK3s	43617	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	7	NUNCA HE TENIDO PROBLEMAS, EN TODO CASO CUANDO HE TENIDO ALGÚN PROBLEMA EL SERVICIO LA RESPUESTA ES RÁPIDA, EL SOPORTE.	6	6	7	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	7	10	5	6	9. NS/NR	fijo
383	63slwez95ODN	43617	MP	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	7	ES BIEN EN TODO LO QUE NECESITO DE ENTEL ESTA BIEN.	7	6	6	6	5	5	No	No	Si	No	Si	No	NA	NA	6	NA	6	NA	NA	4. En tiendas/ sucursales	NA	4. En tiendas/ sucursales	NA	NA	NA	NA	6	6	No	NA	NA	NA	6	7	5	0	Sí	fijo
384	hD2GqDzEqK9R	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	Entel	Entel	Entel	Entel	Entel	NA	NA	7	PORQUE PRESTA BUEN SERVICIO PORQUE EL INTERNET FUNCIONA BIEN, ESTÁN DISPUESTOS LAS 24 HORAS.	6	7	7	7	7	7	No	No	No	No	Si	Si	NA	NA	NA	NA	7	7	NA	NA	NA	1. Ejecutivo asignado	2. A través del Call center, empresa	4	7	NA	NA	7	Sí	FALLAS DE CONEXIÓN A INTERNET	Sí	Si	7	10	3	0	Sí	fijo
385	D1vk4SAIbHDS	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Entel	NA	NA	NA	NA	6	PORQUE HAN TRABAJADO BIEN, EN LAS REDES SE MANTIENEN BIEN ESTABLE MUY POCA VECES TENGO PROBLEMAS	7	7	7	6	6	6	No	Si	No	Si	No	No	NA	7	NA	7	NA	NA	1. Ejecutivo asignado	NA	1. Ejecutivo asignado	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	10	5	0	Sí	fijo
386	LjUTs4xBJ3Ix	43617	MasPrem	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	5	A VECES EL SISTEMA DE INTERNET, TIENE PROBLEMAS, A QUE SE CORTA (NO DA MAS INFORMACIÓN)		6	5	4	5	9. NS/NR	No	No	No	No	No	Si	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	NA	6	NA	NA	7	No	NA	NA	NA	7	7	9	0	9. NS/NR	fijo
387	wXvcquDcJIpq	43617	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Entel	Entel	NA	NA	6	PORQUE FUNCIONA TODO BIEN CON ENTEL, TODOS LOS SERVICIOS	6	7	6	9. NS/NR	9. NS/NR	9. NS/NR	No	Si	No	Si	Si	Si	NA	6	NA	6	6	6	2. A través del Call center, empresa	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	6	NA	NA	7	Sí	UN PAR DE TELÉFONOS CON INTERRUPCIÓN DE LLAMADAS	Sí	Si	7	8	5	0	Sí	fijo
388	dIOoCRRXz3OL	43617	AV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	PORQUE FALTAN ALGUNOS REQUERIMIENTOS, POR EJEMPLO, UNO LLAMA DIRECTAMENTE AL EJECUTIVO Y ENCUENTRA UN BUZÓN DE VOZ, UNA GRABADORA, ENTONCES PIERDE MUCHO TIEMPO EN ESO, UNA DE LAS PRINCIPALES COSAS QUE SIEMPRE HE RECLAMADO, QUE SE PODRÍAN IR MEJORANDO CON EL TIEMPO.	7	6	7	6	6	6	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	6	NA	NA	NA	7	No	NA	NA	NA	6	9	10	99	Sí	fijo
389	IkFhZWWLvV11	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	No	Entel	Entel	NA	Entel	NA	NA	NA	7	PORQUE ME RESUELVES TODOS LOS PROBLEMAS QUE TENGO CUANDO REQUIERO TELEFONÍA, CUANDO NECESITO MÁS LÍNEA TELEFÓNICA, ME DA COBERTURA EN TODO CHILE QUE NO LO HACEN OTRAS COMPAÑÍAS, ENTRE OTRAS COSAS.	7	7	7	7	7	7	Si	No	Si	No	No	No	7	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	10	10	99	Sí	fijo
390	joR3lzSNMeSd	43617	MV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	7	POR LA CALIDAD EN EL SERVICIO EN CUANTO A SU REGULARIDAD	7	7	7	7	6	6	No	No	Si	No	No	No	NA	NA	7	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	NA	NA	7	NA	NA	7	No	NA	NA	NA	6	9	5	0	Sí	fijo
391	x7SYseS34hKs	43617	NA	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Telefónica/ Movistar	Entel	NA	NA	6	PORQUE A VECES SE DEMORAN UN POCO, EN RESPONDER CIERTAS SOLICITUDES.	7	7	7	6	6	6	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	6	NA	NA	NA	7	No	NA	NA	NA	7	10	14	0	Sí	fijo
392	WldVD1v2iqg9	43617	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	7	PORQUE NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO, INTERNET Y RED FIJA.	7	7	7	7	7	7	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	NA	NA	5	NA	7	No	NA	NA	NA	7	10	6	99	No	fijo
393	zX4qrIWo3EzA	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	PORQUE PODRÍA SER MEJOR, SIEMPRE LOS SERVICIOS PUEDEN MEJORAR. ESTAMOS TENIENDO PROBLEMAS CON LOS CORREOS ELECTRÓNICOS	7	7	7	6	6	6	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	6	NA	NA	NA	6	No	NA	NA	NA	7	8	5	0	Sí	fijo
394	aN9kFqoUziQl	43617	AV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Entel	NA	NA	7	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA EN NADA.	7	7	7	7	7	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	7	10	99	Sí	fijo
395	ANUL0OSlfKb2	43617	AP	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Otra ¿Cúal?	NA	NA	NA	NA	6	POR SUS SERVICIOS YA QUE SON OPORTUNOS ES DECIR CUANDO SE LLAMA HAY RESPUESTA RÁPIDA.	6	6	6	5	6	5	No	No	No	No	Si	No	NA	NA	NA	NA	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	6	NA	NA	NA	6	No	NA	NA	NA	7	6	8	0	Sí	fijo
396	M4pvbxgELG76	43617	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	6	"LA EMPRESA ES BASTANTE BUENA, HAY ALGUNAS COSAS QUE TIENE PEQUEÑAS FALENCIAS, DE REPENTE LA SEÑAL, PERO ES COMPRENSIBLE, PORQUE NO PUEDE TENER TANTA COBERTURA, DESDE EL PUNTO DE VISTA ES LA MEJOR, EN EL PUNTO DE VISTA LOS PAGOS, EN EL  PUNTO DE VISTA LA  COBERTURA DE PAGO QUE TIENE, LA SERIEDAD DEL EJECUTIVO, POR ESO EVALUÓ CON UN 6 A LA EMPRESA, POR LA COBERTURA; EN GENERAL ESTOY MUY CONTENTO CON LA EMPRESA, NO CAMBIARÍA DE EMPRESA NI MOVISTAR NI NINGUNA EMPRESA SE ACERCA A LO QUE ES ENTEL, PARA MÍ HA SIDO ENTEL HA SIDO Y  SEGUIRÁ SIENTO ENTEL."	6	6	6	6	6	6	No	Si	No	No	No	No	NA	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	7	NA	NA	NA	6	No	NA	NA	NA	7	7	5	0	Sí	fijo
397	VlQfMionAVcc	43617	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	POR QUE TENIA UN EJECUTIVO ME LO CAMBIARON LA EJECUTIVA ANTERIOR NO ERA MUY BUENA ESTE NIÑO LO HE LLAMADO SOLO UNA VEZ ENTONCES NO TENGO NO HE TENIDO TANTOS EVENTOS COMO PARA EVALUARLO SE VE QUE TIENE BUENA DISPOSICION LO LLAME POR QUE TENIA UNA DUDA EN CUANTO AL COBRO DE MIS BOLETAS Y EL NO ME PODIA AYUDAR Y TENIA QUE LLAMAR A ESTE DE LA PLATAFORMA DE SERVICIO PERO IGUAL ME AYUDARON  FUE TODO BIEN TODO ESTA ACLARADO	7	5	5	5	5	5	No	Si	Si	Si	Si	No	NA	6	7	7	7	NA	1. Ejecutivo asignado	2. A través del Call center, empresa	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	6	6	NA	NA	5	Sí	QUE NO ME HA FUNCIONADO EL INTERNET HE TENIDO QUE RECLAMAR PREGUNTAR O SE CAE EN REALIDAD NO SE QUE LE PASABA A LA CUESTION OFICIAL	Sí	No	6	10	10	99	Sí	fijo
398	rr7jJ4jkXwvz	43617	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Entel	NA	NA	6	PORQUE ME HA IDO BIEN EN EL SERVICIO EXCEPTO ALGUNOS PEQUEÑOS PROBLEMAS QUE ME HAN REPARADO	7	7	7	5	9. NS/NR	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	No	NA	NA	NA	7	10	3	99	Sí	fijo
399	KMVhCQvaFBuS	43617	AP	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	Sí	Sí	GTD/ Manquehue	GTD/ Manquehue	Entel	Otra ¿Cúal?	GTD/ Manquehue	NA	NA	5	PORQUE CUANDO UNO HACE RECLAMOS O COSAS ASÍ SE DEMORAN EN LAS RESPUESTAS EN ALGUNOS CASOS, EL SERVICIO ES BUENO PERO NO LA ATENCIÓN	7	6	6	6	6	6	Si	No	No	No	Si	No	6	NA	NA	NA	7	NA	NA	NA	NA	3. A través de la web con clave <b>{#\.Principal}{#\.Princ_text}</b> Empresas	NA	6	NA	6	NA	6	No	NA	NA	NA	6	8	10	0	Sí	fijo
400	kTatmOql8nUP	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	Sí	Sí	Entel	Entel	NA	Otra ¿Cúal?	Otra ¿Cúal?	NA	NA	6	PORQUE SIEMPRE SE PUEDE MEJORAR, LO QUE PASA ES QUE SIEMPRE HAY FALENCIAS EN TODOS HE ESTADO, CON TODOS LOS PROVEEDORES Y TODOS TIENE SUS FALENCIAS DENTRO DE TODO SI ME QUEDO CON ENTEL PORQUE TIENE DENTRO DE TODO UN SERVICIO POST VENTA MEJOR	6	5	4	9. NS/NR	9. NS/NR	9. NS/NR	Si	No	Si	Si	No	No	7	NA	7	7	NA	NA	NA	2. A través del Call center, empresa	2. A través del Call center, empresa	NA	NA	5	6	NA	NA	9. NS/NR	No	NA	NA	NA	6	8	99	0	Sí	fijo
401	TC0lossdR9FZ	43617	MV	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Entel	NA	NA	NA	NA	NA	6	EN GENERAL BUEN SERVICIO Y RÁPIDA RESPUESTA A REQUERIMIENTO NO TODO LO QUE YO QUISIERA PERO EN GENERAL TENGO UNA SOLUCIONA MAS QUE PROBLEMA	5	6	6	6	6	6	No	No	Si	Si	Si	No	NA	NA	7	6	6	NA	NA	1. Ejecutivo asignado	1. Ejecutivo asignado	1. Ejecutivo asignado	NA	6	NA	NA	NA	7	No	NA	NA	NA	6	8	12	99	Sí	fijo
402	jFebkGXhbpum	43617	MV	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Telefónica del Sur	Telefónica del Sur	NA	NA	NA	NA	3	PORQUE LAMENTABLEMENTE ENTEL EL DÍA DE HOY ES DEMASIADO CARO, DIRECTAMENTE CARO EN COMPARACIÓN CON OTRAS EMPRESAS, CALIDAD DE SERVICIO NO ES BUENA.	2	3	5	1	3	1	Si	Si	No	No	No	Si	1	2	NA	NA	NA	5	1. Ejecutivo asignado	NA	NA	NA	2. A través del Call center, empresa	4	5	5	NA	6	Sí	CORTES DE SERVICIO PERMANENTE EN LA RED DE DATOS.	Sí	No	3	3	5	0	Sí	fijo
403	N2HN9GIks9TG	43617	AP	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Telefónica/ Movistar	NA	NA	Otra ¿Cúal?	NA	NA	7	NUNCA HEMOS TENIDO PROBLEMAS CON EL SERVICIO DE TELEFONIA E INTERNET	7	7	7	5	9. NS/NR	5	No	No	No	No	Si	No	NA	NA	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	7	NA	NA	NA	6	Sí	CON EL INTERNET SE CAYO EL INTERNET Y TUVIERON QUE IR A SOLUCIONARLO CON UN TECNICO	Sí	Si	5	10	4	99	Sí	fijo
404	y4x9n4UcbyqZ	43617	AV	MEDIANA	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	Entel	Entel	NA	Otra ¿Cúal?	NA	NA	6	PORQUE ME PARECE BIEN, EN TODO, DEMORA UN POCO PERO POR LO DEMÁS ESTÁ TODO BIEN.	7	6	6	6	6	6	Si	Si	No	No	No	No	6	6	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	6	NA	NA	NA	7	No	NA	NA	NA	6	6	10	99	Sí	fijo
405	36s142EiVWnq	43617	MasPrem	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	No	Entel	Entel	Entel	NA	NA	NA	NA	6	PORQUE ME ATIENDEN BIEN, EL SERVICIO ESTA DISPONIBLE SIEMPRE ESTA ARRIBA Y ADEMAS ANTES PROBLEMAS RESPONDEN MUY RÁPIDO EN ADMINISTRACIÓN TIENE TODO EL SISTEMA DISPONIBLE.	7	7	7	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	Sí	SIMPLEMENTE QUE CON LA FACTURACIÓN NO ESTOY MUY CONTENTO	Sí	No	7	8	6	99	No	fijo
406	dSO9efIJx5AY	43617	Mas	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	No	Entel	Telefónica/ Movistar	NA	NA	NA	NA	NA	6	PORQUE SIEMPRE HE TENIDO BUEN SERVICIO EN LA FIBRA OPTICA QUE TENEMOS.	6	7	7	5	5	6	No	No	No	No	Si	No	NA	NA	NA	NA	6	NA	NA	NA	NA	2. A través del Call center, empresa	NA	NA	5	NA	NA	6	No	NA	NA	NA	6	6	3	0	9. NS/NR	fijo
407	aObYmQrB8NW9	43617	AV	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	Sí	No	Sí	Entel	GTD/ Manquehue	Entel	NA	Otra ¿Cúal?	NA	NA	6	PORQUE ES UN BUEN SERVICIO EN LA COBERTURA.	7	7	7	6	6	6	Si	No	No	Si	No	No	7	NA	NA	7	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	7	NA	NA	NA	7	No	NA	NA	NA	7	10	7	0	Sí	fijo
408	K0RpqAMvsQed	43617	MP	GGEE	Entel	SI -> CONTINUAR	Sí	No	No	No	No	Entel	NA	NA	NA	NA	NA	NA	7	PORQUE DESDE QUE CONTRATAMOS EL SERVICIO DE TELEFONÍA NO HEMOS TENIDO NINGÚN PROBLEMA.	7	5	7	6	9. NS/NR	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	Sí	LA EMPRESA NO SE ENCUENTRA EN LA CIUDAD, SE ENCUENTRA COMO A 20 KILÓMETROS, HAY VECES QUE SE CAE LA ANTENA Y QUEDAMOS SIN INTERNET.	No	NA	7	6	5	99	Sí	fijo
409	cspBmwsR7tNR	43617	Mas	MICRO	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Otra ¿Cúal?	NA	NA	6	PORQUE EN GENERAL ES BUEN SERVICIO, NO SE CAE, BÁSICAMENTE ESO.	7	6	7	6	6	6	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	No	NA	NA	NA	6	9	15	99	Sí	fijo
410	j7b1PatIVQd0	43617	MV	PEQUEÑA	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	Entel	NA	NA	Entel	NA	NA	6	PORQUE TENGO BUEN SERVICIO, CONTINÚO, SIN FALLAS.	5	6	6	4	6	7	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	No	NA	NA	NA	7	8	16	99	Sí	fijo
411	ih2MlXGizwdC	43617	AP	GGEE	Entel	SI -> CONTINUAR	Sí	Sí	No	No	Sí	Entel	GTD/ Manquehue	NA	NA	Entel	NA	NA	5	PORQUE LO QUE ES TELEFONÍA FIJA, LA ATENCIÓN NO SE PREOCUPAN MUCHO EN QUE NO LLAMAN, HE TENIDO PROBLEMAS CON EL INTERNET Y NO ME HAN DADO UNA SOLUCIÓN EN LA PLANTA.	6	5	5	6	6	5	No	Si	No	No	No	No	NA	5	NA	NA	NA	NA	1. Ejecutivo asignado	NA	NA	NA	NA	5	NA	NA	NA	6	Sí	CON EL INTERNET QUE NO TENGO BUENA SEÑAL EN LA PLANTA.	Sí	No	5	5	10	0	Sí	fijo
