encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P18A[{_1}].Rp	P18A[{_2}].Rp	P18A[{_3}].Rp	P18A[{_4}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18B[{_4}].Rp	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33	Fecha_Enc
kuqN7Hd9qhLg	PYME	MP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	5	EL SERVICIO EN BUENO TIENE BUENA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	6	NA	NA	NA	NA	6	5	4	5	4	4	5	7	No	No	No	No	Si	No	No	No	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	6	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	7	99	INGENIERIA	3 AÑOS	LS CONDES	GERENTE GENERAL	V1. PRE CRISIS
8VQ2w1uo7ptn	MICRO	MasPrem	Santiago	Hombre	Sí	Sí	Entel	NA	NA	5	PRECIOS ALTOS EN LA CUENTA	Precios altos / es caro / alzas de precio	5	NA	NA	NA	NA	5	5	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	SANTIAGO	NA	V2. POST CRISIS
dXOuY35ggaKe	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel,Claro	NA	Entel	6	HASTA  AHORA NO HE TENIDO PROBLEMAS FUNCIONA EL INTERNET A VECES SE HA CAIDO PERO SON LOS MENORES. A VECES EL CELULAR SE MARCA SOLO SIN QUE YO MARQUE	Funciona bien /sin problemas,Buen funcionamiento de Internet / velocidad / estabilidad	6	NA	NA	NA	NA	6	6	5	5	4	5	6	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	7	2	ARRIENDO DE  EQUIPO ILUMINACION CINE Y TV	10AÑOS	SAN RAMON	DUEÑO GERENTE	V1. PRE CRISIS
Xl7DlRpDRDnE	MICRO	Mas	Santiago	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE EN GENERAL CUALQUIER COSA NO TENGO EJECUTIVO ASIGNADO QUE ME ATIENDA ENTONCES TODO DEBO HACERLO EN TIENDAS EN LOCAL	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	NA	NA	6	7	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LAS CONDES	NA	V2. POST CRISIS
fx2Un7cKWjpr	GGEE	AV	Santiago	Hombre	Sí	Sí	Entel,Movistar	NA	Movistar	5	FALTA DE EQUIPOS	Demora en entrega de equipos	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	No	5	NA	7	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	LA REINA	NA	V2. POST CRISIS
E3n9TZrrrR8y	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel,Otros	PACIFICO	Entel	5	PORQUE IGUAL HAY COSAS QUE NO HA FUNCIONADO BIEN LA CONECTIVIDAD Y EL SERVICIO DE INTERNET A ESTADO BASTANTE  CAÍDO DENTRO DE LA REGION DEL BIOBIO MUCHO ENTONCES HAY ZONA NO FUNCIONA Y OTRAS COMPAÑIAS Y EL TEMA DE INTERNET NO A ESTADO BIEN	Mala conectividad,Internet lento / inestable	6	NA	NA	NA	NA	5	5	5	5	4	5	Ns/Nr	5	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	5	18	ASESORIA Y CAPACITACIONES	1	CORONEL	REPRESENTANTE LEGAL	V1. PRE CRISIS
is3TG1GJ76z1	PYME	MP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE EN EL SERVICIO FIJO QUE ES UNA ANDA ANCHA DEDICADA Y SE CAE Y HE TENIDO INTERFERENCIAS NO TENGO SERVICIO.	Internet lento / inestable,Poca continuidad del servicio  / se corta el servicio	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	3	6	6	Ns/Nr	5	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	NA	Sabe que tiene un ejecutivo pero desconoce su función (NO LEER)	NA	NA	NA	No	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	SI	EL INTERNET SE CAE EL INTERNET FIJO	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	SI	NO	NA	6	Está Igual	5	40	TELECOMUNICACIONES	2 AÑOS	SANTIAGO	GERENTE GENERAL	V1. PRE CRISIS
oKPRhx6N4IoQ	PYME	Mas	Santiago	Hombre	No	Sí	Entel,Otros	VTR	Entel	5	PORQUE DE REPENDE LA LINEA SE CAE Y NO HAY COBERTURA (CADA 1 Y MEDIO O DOS MESES) Y EL INTERNET A VECES NO ANDA TAN FLUIDO	Internet lento / inestable,Mala / poco cobertura	5	NA	NA	NA	NA	5	6	4	6	3	6	4	5	No	Si	Si	Si	No	No	No	Si	NA	5	5	5	NA	NA	NA	6	NA	2.Call center	2.Call center	4.En tiendas/ sucursales	NA	NA	NA	2.Call center	NA	5	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	COBROS INDEBIDOS	Cobros indebidos	SI	SI	5	5	Está Igual	4	5	EQUIPOS MEDICOS	3 AÑOS	SANTIAGO	GERENTE	V1. PRE CRISIS
Xyfai9pD9yW0	PYME	MV	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	POR QUE NOSOTROS TRABJAMOS EN MINERIA Y ENTEL ES LA EMJOR EN SEÑAL PAR ALA MINERIA	Buena señal / no hay caídas de la señal / señal nítida	6	NA	NA	NA	NA	7	7	6	6	7	6	7	7	No	No	No	No	Si	No	No	No	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	NA	NA	6	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Ha mejorado	9	20	FAB DE PROC ÁR ALA MIN	10 AÑSO	SANTIAGO LAS CONDES	ADMIN DE GESTION Y CONTROL	V1. PRE CRISIS
zsurzEp6eigv	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel,Movistar,WOM (no mencionar)	NA	Entel	6	ESTA BIEN PERO TAMPOCO EXCELENTE Y PIERDE LA SEÑAL	Buenos servicios/ productos,Faltan cosas por mejorar / no es perfecta,Mala señal / pérdida de señal / interferencias	7. En absoluto acuerdo	NA	NA	NA	NA	7	5	5	6	5	5	7	7	Si	Si	Si	Si	No	Si	No	No	7	7	6	7	NA	6	NA	NA	5.App Administradores Empresa	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	NA	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales,5.App Administradores Empresa	NA	NA	NA	6	6	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	15	TRASPORTE	4 AÑOS	ARICA	ENCARGADO DE MANTENIMIENTO	V1. PRE CRISIS
JlU5PKtqAMtm	PYME	Mas	Santiago	Hombre	No	Sí	Entel	NA	NA	6	PORQUE EN GENERAL FUNCIONA SIN CONTRATIEMPOS NI DIFICULTADES GENERALMENTE	Buen servicio / conforme / satisfecho con el servicio	5	NA	NA	NA	NA	6	5	5	5	6	5	6	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	6	4	ASESORIAS	3 AÑOS	SANTIAGO	GERENTE	V1. PRE CRISIS
hmUHlIxpYJYK	GGEE	Mas	Regiones	Mujer	No	Sí	Entel	NA	NA	6	POR QUE PROBLEMAS CON EL ROAMING	Mal funcionamiento del Roaming	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	VALPARAISO	NA	V2. POST CRISIS
Pl2kcIbwNlU7	PYME	MP	Regiones	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	2	PORQUE LOS SERVICIOS SON MUY MALOS, PERDEMOS SEÑAL INTERNET SE CORTA, SAN VICENTE LAS CAGUAS	Mal servicio / desconforme con el servicio,Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio	6	NA	NA	NA	NA	4	2	5	4	1	5	7	6	No	No	No	No	No	Si	Si	Si	NA	NA	NA	NA	NA	6	7	4	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	6	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	SI	PERDIDA DE CONEXCION	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	SI	NO	NA	4	Está Igual	1	70	AGRICOLA	20AÑOS	LAS CABRAS	REPRESENTANTE LEGAL	V1. PRE CRISIS
bdeDwwJuvsBo	PYME	MV	Regiones	Hombre	Sí	Sí	Entel,WOM (no mencionar)	NA	Entel	6	POR NO PONERLE UN SIETE ME GUSTARIA QUE FUER AMAS BARATO LA CUENTA 15 % MENOS	Precios altos / es caro / alzas de precio	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	No	7	NA	7	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	PTO VARAS	NA	V2. POST CRISIS
RfDUz5vUFjWr	PYME	MP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE PODRIA TENER MEJOR COBERTURA EN LA SERENA Y COQUIMBO TIENE POCA SEÑAL AHI	Mala / poco cobertura,Mala señal / pérdida de señal / interferencias	5	NA	NA	NA	NA	5	6	5	5	6	5	5	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	No	NA	No	NA	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	6	12	SERVICIO DE TELECOMUNICACIONES	5 MESES APROXIMADO	COQUIMBO	ADMINISTRADOR	V1. PRE CRISIS
BN6OuYcOVq97	MICRO	Mas	Regiones	Mujer	Sí	Sí	Entel,Movistar	NA	Entel	6	PORQUE NO TE PERMITEN CAMBIARTE DE PLAN A UN PLAN MAS BAJO	Malos planes  / planes poco flexibles	6	NA	NA	NA	NA	5	6	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	SAN ANTONIO	NA	V2. POST CRISIS
Rtko52t1xS5a	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	TENEMOS PROPBERLMAS CON INTERNET MOBIL	Internet lento / inestable	6	NA	NA	NA	NA	6	5	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	SI	CONECTIVIDAD	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	5	NA	NA	NA	NA	NA	ARAUCO, OCTAVA REGION	NA	V2. POST CRISIS
mR39CbT3FT0e	PYME	MV	Santiago	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE ENCUENTRO QUE LOS PLANES SON MAS CAROS QUE EN OTRAS EMPRESAS DE TELEFONÍA	Precios altos / es caro / alzas de precio	6	NA	NA	NA	NA	6	6	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	No	NA	NA	6	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	COLINA	NA	V2. POST CRISIS
mBhi8Qq87u6T	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE FALTA ACTUALIZAR NUEVAS OFERTAS, PAGAMOS ARTO POR UN TIEMPO QUE PODIAMOS TENER ALGO MEJOR3	Pocas / malas ofertas,Precios altos / es caro / alzas de precio	6	NA	NA	NA	NA	6	6	5	6	5	5	6	5	No	No	No	Si	Si	No	Si	No	NA	NA	NA	6	6	NA	5	NA	NA	NA	NA	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	5	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Ha mejorado	8	5	COMERCIALIZA MADERA	4 AÑOS	CONCEPCION	ENCARGADO DE OPERACION	V1. PRE CRISIS
XwAPKoeIILf0	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE CADA VEZ QUE VOY A VER MI CUENTA A ENTEL CADA CIERTO TIEMPO ME ENCUENTRO QUE LA MISMA CUENTA PUEDE BAJAR EL VALOR DE MI TELEFONO Y TENER MAS BENEFICIOS ESO A UNO SE LO DEBERIAN INFORMAR ANTES	Precios altos / es caro / alzas de precio,Pocas / malas ofertas,No mantiene bien informado / poca claridad en la información	7. En absoluto acuerdo	NA	NA	NA	NA	6	6	4	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
LMkHloAeNtBS	PYME	Mas	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	BUENA EMPRESA	Buena empresa / es la mejor empresa / es mejor que otras	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	5	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	No	NA	NA	7	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LO BARNECHEA	NA	V2. POST CRISIS
9gQ6e6utw2yv	GGEE	AP	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE LE PASA COMO A TODAS LAS COMPAÑÍAS TIENE SECTORES QUE NO TIENE BUENA COBERTURA QUE FALLA LA COBERTURA EN DONDE TENEMOS LA OFICINA ESPECÍFICAMENTE FALLA MUY SEGUIDO EN EL CAMINO DE CONSTITUCIÓN A PUTO AQUÍ ESTA NUESTRA OFICINA NO ESO NO MAS FALLAS EN DONDE TENEMOS LA OFICINA LO QUE LE DIJE	Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio,Mala / poco cobertura	6	NA	NA	NA	NA	5	6	5	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	SI	HA TENIDO PERDIDA DE LA SEÑAL NO SE SI ES POR LO QUE ESTA PASANDO EN EL ULTIMO MES NO POR EL MOMENTO NO	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación,Caída de señal /señal / interferencias / corte de llamadas	SI	SI	NA	5	NA	NA	NA	NA	NA	CONSTITUCIÓN SÉPTIMA REGIÓN	NA	V2. POST CRISIS
AtjI1Rx76r8O	GGEE	AP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE TUVIMOS CON LA EXPERIENCIA CON MOVISTAR Y FUE MUY DESAGRADABLE FUE MUY BUENO EL CAMBIO EN ATENCION POSVENTA COBERTURA EN TODO QUE LA RELACION COSTO BENEFICIO FUE BASTANTE BUENA NO ESO SOLAMENTE	Buen servicio de post venta,Buena cobertura,Buenos precios / económicos / barato	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	Sí	7	7	7	7	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
UMGjx80ycWR1	PYME	Mas	Regiones	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE LA UNICA EMPRESA QUE HAY COBERTURA DE ENTEL LA COBERTURA ES A MEDIAS A VECES HAY BUENA SEÑAL A VECES HAY MALA SEÑAL PERO ES LA UNICA EMPRESA CLARO NI MOVISTAR NI HAY SEÑAL	Mala / poco cobertura,Mala señal / pérdida de señal / interferencias	7. En absoluto acuerdo	NA	NA	NA	NA	5	4	6	4	5	6	6	7	Si	No	No	No	Si	No	Si	No	6	NA	NA	NA	6	NA	5	NA	2.Call center,4.En tiendas/ sucursales	NA	NA	NA	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	5	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Ha empeorado	7	10	TRANSPORTE	6 AÑOS 7 AÑOS	COMUNA DE LINARES YERBAS BUENAS	DUEÑO	V1. PRE CRISIS
zO0IQ1j72ugp	PYME	MP	Santiago	Hombre	Sí	Sí	Entel,Otros	GTD MANQUEHUE	{#P1._5}	6	PORQUE DE REPENTE NO ES LO SUFICIENTEMENTE ESTABLE EL INTERNET NO NO TANTO	Internet lento / inestable	7. En absoluto acuerdo	NA	NA	NA	NA	7	6	6	NA	NA	NA	Ns/Nr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	VITACURA	NA	V2. POST CRISIS
mWrqj4bWv0w2	MICRO	Mas	Santiago	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	7	PORQUE NUNCA HE TENIDO NINGUN PROBLEMA CON ENTEL NI COBERTURA NI MALOS COBROS	Funciona bien /sin problemas,Buena cobertura,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	6	NA	NA	NA	NA	7	7	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	NA	6	NA	6	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LA CISTERNA	NA	V2. POST CRISIS
muxkUzwd7EST	PYME	AP	Regiones	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE PARA TODO LO QUE E S EVENTOS  DE CRIS HA TENIDO PROBLEMA TERREMOTO Y CONTINGENCIA NACIONAL LLAMADA Y CONEXION A INTERNET CUANDO SE CONECTA NO TIENE S CONEXION CUANDO VAS AL NORTE ALGUNA MINERA	Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable	6	NA	NA	NA	NA	6	5	5	5	6	5	7	6	No	Si	Si	Si	No	No	No	Si	NA	6	6	7	NA	NA	NA	7	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa,5.App Administradores Empresa	1.Ejecutivo asignado para su empresa	NA	NA	NA	1.Ejecutivo asignado para su empresa	6	NA	NA	NA	6	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	6	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	NA	NA	SI	DESCONEXION DE INTERNET PROBL TECNICO SE VA A CERO E SCOMO SI NO TUVIERA RD PARA DATOS	Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	6	Está Igual	9	100	ING Y MONTAJES	6 AÑOS	CONCEPCION	ADMINISTRATIVA	V1. PRE CRISIS
sylmoI9WNMLH	PYME	Mas	Regiones	Mujer	No	Sí	Entel	NA	NA	6	TENGO BUENA SEÑAL Y BUEN PLAN PERO PUEDE MEJORAR LA COBERTURA EN ZONAS RURALES NINGUN SECTOR ESPECIFICO	Buena señal / no hay caídas de la señal / señal nítida,Buen plan / plan conveniente,Mala / poco cobertura	7. En absoluto acuerdo	NA	NA	NA	NA	7	7	7	7	7	7	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	10	6	CONSTRUCCION	3 A 4 MESES	VIÑA DEL MAR	ADMINISTRADORA	V1. PRE CRISIS
bgPctrR60hg6	GGEE	AP	Santiago	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE IGUAL PERDIDAS DE SEÑAL CONTANTE ES UNA BUENA COMPAÑIA PERO TIENE PERDIDAS DE SEÑAL EN ESTOY TRABAJANDO Y TENGO QUE SALIR AFUERA ESTOY EN LA CASA Y TENGO QUE SALIR AL PATIO DENTRO DE LAS OFICINAS Y EN MOVIMIENTO CUANDO VOY EN AUTO NO	Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio,Buena empresa / es la mejor empresa / es mejor que otras	7. En absoluto acuerdo	NA	NA	NA	NA	5	6	4	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	Sí	No	6	NA	4	NA	NO	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	LA PINTANA	NA	V2. POST CRISIS
