encriptado	SEG_CORFO_FINAL	CL_SEGMENTO_GOL_original	P36	sex_enc	P27	F1	P1	P1._5	P2	P3	P4	P4_COD	P5[{_1}].resP5	P5[{_2}].resP5	P5[{_3}].resP5	P5[{_4}].resP5	P5[{_5}].resP5	P6	P7	P8[{_1}].resP8	P8[{_2}].resP8	P8[{_3}].resP8	P8[{_4}].resP8	P9	P10	P11[{_1}].rp11	P11[{_2}].rp11	P11[{_3}].rp11	P11[{_4}].rp11	P11[{_5}].rp11	P11[{_6}].rp11	P11[{_7}].rp11	P11[{_8}].rp11	P12[{_1}].rp12	P12[{_2}].rp12	P12[{_3}].rp12	P12[{_4}].rp12	P12[{_5}].rp12	P12[{_6}].rp12	P12[{_7}].rp12	P12[{_8}].rp12	P13[{_1}].rp13	P13[{_2}].rp13	P13[{_3}].rp13	P13[{_4}].rp13	P13[{_5}].rp13	P13[{_6}].rp13	P13[{_7}].rp13	P13[{_8}].rp13	P14[{_1}].rp	P14[{_2}].rp	P14[{_3}].rp	P14[{_4}].rp	P14[{_5}].rp	P15	P16[{_1}].rp16	P16[{_2}].rp16	P16[{_3}].rp16	P16[{_4}].rp16	P17[{_1}].rp17	P17[{_2}].rp17	P17[{_3}].rp17	P17[{_4}].rp17	P18	P19	P20	P20_COD	P21	P22	P23	P24	P25	P26	P28	P29	P30	P31	P33
Wm9fGkmYa6ws	PEQUEÑA	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	6	PORQUE TIENEN BUENA ATENCION Y LA RED ES BUENA NO TENGO MUCHOS PROBLEMAS	Buena atención / amabilidad,Buena señal / no hay caídas de la señal / señal nítida	7	7	6	5	5	6	6	6	6	6	5	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	6	15	INGENIERIA	HACE 3 AÑOS	SANTIAGO	ADMINISTRATIVA
0oJ68eSPTuSP	PEQUEÑA	MasPrem	SANTIAGO	Hombre	Sí	Sí	Entel,Movistar	NA	Entel	6	POR QUE HASTA EL MOMENTO ME HAN DADO TODO LO QUE HA NECESITADO BUENOS PLANES CAMBIOS DE EQUIPOS RAZONABLES ME HAN SUBIDO LOS PLANES DE INTERNET A COSTO CERO  Y LE HAN MEJORADO EL INTERNET SIN NINGUN  COSTO	Responden / resuelven requerimientos,Buen plan / plan conveniente,Buenas ofertas	7	7	7	7	Ns/Nr	7	7	Ns/Nr	Ns/Nr	Ns/Nr	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	6	20	DISTRIBUIDORA DE GAS LICUADO	5 AÑOS	LA GRANJA	GERENTE GENERAL
xL7jpLhpnWtk	PEQUEÑA	AP	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	ME SIENTO CONFORME	Buen servicio / conforme / satisfecho con el servicio	6	5	5	5	5	6	6	6	6	5	4	5	6	No	No	No	Si	Si	No	Si	No	NA	NA	NA	5	5	NA	2	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	5	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	8	10	CONSTRUCCION	8 AÑOS	SANTIAGO	GERENTE
Ib6bk75kZrRe	GGEE	Mas	REGIONES	NA	No	Sí	Entel	NA	NA	5	PORQUE A IDO BAJANDO SU NIVEL DE COBERTURA ACÁ EN LA ZONA PRINCIPALMENTE POR ESO	Mala / poco cobertura	6	5	5	2	Ns/Nr	5	6	5	5	5	5	5	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	5	Está Igual	6	9	FORESTAL MADERERO	9 AÑOS	CONSTITUCION	GERENTE COMERCIAL
ITKS8wB7g02W	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	5	POR EL COSTO Y FACILIDAD DE CAMBIO Y COBERTURA EN ALGUNOS LUGARES LOS PLANES AL PARECER SON MAS CONVENIENTE EN OTRAS EMPRESAS HAY FALTA DE COBERTURA QUE NO ENTRA LA LLAMADA EN ALGUNOS LUGARES EN EL SECTOR DE PAXDRE HURTADO REGION METROPOLITANA Y LA FACTIBILIDAD DE CAMBIO NO ES DIFICIL PERO SON CONTRATO UNO A UNO NO HAY CONTRATO EMPRESA	Precios altos / es caro / alzas de precio,Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	6	5	5	4	3	5	5	5	Ns/Nr	5	4	6	6	Si	Si	Si	No	No	Si	Si	No	6	6	6	NA	NA	5	6	NA	1.Ejecutivo asignado para su empresa	3.Página Web Entel Empresas	3.Página Web Entel Empresas	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	NA	6	NA	5	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	No	NA	NA	NA	NA	NA	NA	2: No cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	4	Está Igual	4	100	COMPRA VENTA DE ARTICULOS VENTA ELECTRICA Y DE JARDIN	3 AÑOS	SANTIAGO	GERENTE OPERACIONES
sDxqGjnu1BNs	MEDIANA	MP	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE ME HAN PRESTADO SERVICIOS BUENOS COMO BUENA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	6	6	6	6	5	7	6	5	5	5	4	6	6	Si	Si	Si	Si	Si	Si	No	No	6	6	6	6	6	6	NA	NA	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa,3.Página Web Entel Empresas	1.Ejecutivo asignado para su empresa	1.Ejecutivo asignado para su empresa,3.Página Web Entel Empresas	4.En tiendas/ sucursales	NA	NA	6	NA	6	6	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	Ns/Nr	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Ha mejorado	7	22	CONTRUCTORA DE TIENDAS SALAS CUNAS, EDIFICACION.	HACE COMO 20 AÑOS O MAS	EN TALCA	DUEÑO
dNcBn63l4hOB	GGEE	MP	SANTIAGO	Hombre	Sí	Sí	Entel,Claro	NA	Entel	6	NO TENGO MUCHO PROBLEMA BUEN SERVICIO PRECIO RELATIVAMENTE JUSTO.	Buen servicio / conforme / satisfecho con el servicio,Buenos precios / económicos / barato	6	6	6	5	5	6	6	6	6	6	Ns/Nr	6	6	No	No	No	Si	No	No	No	No	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	NA	NA	NA	NA	6	NA	NA	NA	Sabe que tiene un ejecutivo pero desconoce su función (NO LEER)	NA	NA	NA	No	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	8	46	CARNES	2 AÑOS	PUENTE ALTO	GERENTE
UXQHIXW62bN9	PEQUEÑA	Mas	SANTIAGO	NA	No	Sí	Entel	NA	NA	5	PORQUE QUE ME PREGUNTO, ESTOY BIEN CON EL SERVICIO	Buen servicio / conforme / satisfecho con el servicio	6	6	5	5	5	6	5	5	5	5	5	5	7	No	Si	No	Si	No	No	No	No	NA	7	NA	7	NA	NA	NA	NA	NA	3.Página Web Entel Empresas	NA	3.Página Web Entel Empresas	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	COBERTURA	Cobertura	NO	NA	NA	5	Está Igual	7	8	METAL MECANICA	4 AÑOS	LA CISTERNA	GERENTE
P412fvsCY5Dr	PEQUEÑA	Mas	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE ES LA QUE TIENE MAYOR COBERTURA PERO NO PUEDE COMUNICARSE CON NADIE EN ESA ZONA	Mala / poco cobertura	7	6	6	4	6	7	4	2	2	2	2	1	1	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	5	21	CAPACITACION	20 AÑOS APROXIMANDAMENTE	CHILLAN	DUEÑO
FhevI8v3sh62	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	5	POR EL LA DISPONIBILIDAD DE LOS EQUIPOS PARA ELEGIR TELEFONO QUE TIENE COMO BAS NO TIENE LA CAPACIDAD D ELA EMPRESA DE MEMORIA ES BASICO PARA OPERAR PRODUCTOS  UTILES DE EMPRESA PLANILLAS ELETRONICAS A CUALQUIER APLICACION CONTABLE MUCHOS PROGRAMAS D EMANEJO DE EMPRESA MANEJA STOCK INVENTARIO COMPORAS NO TIENE LA CAPACIDAD SUFICIENTE PARA ESO DEE TENER LA CAPACIDAD DE USO DE UNIVERSITARIO DEBE TENER OTRO RENDIMIENTO Y OTRA CAPACIDAD DE ALMACENAMIENTO EL PRECIO DE PLANES MERCADO SE MUEVE RAPIDO Y SON LOS PLANES PARA PERSONAS ESTAN VARIANDO SU OFERTA EN CAMBIO EMPRESAS NO TIENE LA AGILIDAD PARA SEGUIR COMPETENCIA EN MERCADO MAS LENTA RESPUESTA FRENTE AL MERCADO	Equipos de mala calidad / básicos,Precios altos / es caro / alzas de precio,Malos planes  / planes poco flexibles,Pocas / malas ofertas	5	5	4	4	Ns/Nr	7	6	4	3	4	3	6	4	No	Si	Si	Si	Si	No	No	Si	NA	4	3	5	5	NA	NA	2	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	3.Página Web Entel Empresas,4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	FACTURACIONES ADICIONALES A LAS CONTRATADAS POR FALTA DE TRANSFERENCIA AL  MOMENTO DE SUSCRIBIR EL PLAN LO QUE MAS PEDI QUE SE ME ASIGNARA PRECIO FIJO NO MODIFICABLE POR SERVICIOS PERO A LOS 2 O 3 MESES CONTRATADOS SE SUBIO EL PRECIO DE SERVICIO LE DIJERON QUE LE ASIGNARON PROMOCIÓN REBAJA AL ESPERAR EL PRECIO DEL PLAN LLEGO AL PRECIO NATURAL ORIGINAL Y LES PEDI QUE ME DIERAN PRECIO FIJO Y NO SUJETO A PROMOCIONES PARA SABER COMO EMPRESA QUE TIENE UN COSTO POR ALGO SE LLAMA COSTO FIJO QUE ASI SE VA A QUEDAR	Problemas con la facturación / cobros desfasados / cobros poco claros,Cobros indebidos,No cumplen lo ofrecido / no respetan los contratos	SI	NO	NA	5	Está Igual	4	15	FUNDICIÓN Y MUEBLES PARA CIUDAD	1 AÑO	PROVIDENCIA	GERENTE GENERAL Y DUEÑO
LdtKG6R33nj7	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE HAY SECTORES EN TALCA EN DONDE LE FALTA COBERTURA RODEADO DE CERROS MEDIO COMPLICADO LA MEJOR ES ENTEL COMPARADO CON LO OTRO DESDE QUE TENGO LA LINEA	Mala / poco cobertura	7	7	5	7	Ns/Nr	7	6	2	7	7	2	7	4	No	Si	No	No	No	No	No	No	NA	7	NA	NA	NA	NA	NA	NA	NA	3.Página Web Entel Empresas,4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	NA	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	0	4	FORESTAL	10 AÑOS APROX	SAN BERNARDO	DUEÑO
sv29RYMRSk0r	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE NO HEMOS TENIDO NINGUN PROBLEMA CON LA COMPAÑIA ENTEL	Funciona bien /sin problemas	7	7	7	7	6	7	6	7	7	7	7	6	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	1.Ejecutivo asignado para su empresa	NA	7	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	No	No	NA	NA	NA	NA	NA	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Está Igual	10	35	COMERCIAL DE COMBUSTIBLE	3 AÑOS	MAIPU	ENCARGADO COBRO Y FINANZAS
DZsJBWfZyBod	PEQUEÑA	MasPrem	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PARA NO PONERLE UN SIETE POR QUE SIEMPRE TIENEN ALGÚN DETALLE NO LE VOY A PONER UN SIETE NUNCA EN REALIDAD NO ME HA FALLADO ESTUVE OCHO AÑOS CON CLARO PERO ENTEL NO ME HA FALLADO HASTA EL MOMENTO	Faltan cosas por mejorar / no es perfecta,Funciona bien /sin problemas	6	6	Ns/Nr	6	Ns/Nr	7	6	6	6	6	Ns/Nr	6	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	10	20	RESTAURANT	6 MESES	SANTIAGO	BIG BOX
hE7wDPJ3OEyF	GGEE	MasPrem	REGIONES	Hombre	Sí	Sí	Entel	NA	NA	5	PORQUE TIENE MALA COBERTURA DE LLAMADAS	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	5	Ns/Nr	4	3	Ns/Nr	2	4	4	4	Ns/Nr	Ns/Nr	3	5	No	No	No	Si	No	No	No	No	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	2.Call center,4.En tiendas/ sucursales	NA	NA	NA	NA	NA	2	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	3	Ha empeorado	1	15	COMERCIALIZACIUON DE PRODUCTOS QUIMICOS	5 AÑOS	CORONEL	DIRECTOR GERENTE-DUEÑO
ynGUYShKtDku	MICRO	Mas	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE POR LA SEÑAL POR LAS INTERFERENCIAS A VECES ME HA OCURRIDO BASTANTE MAS QUE NADA POR ESO	Mala señal / pérdida de señal / interferencias	6	4	3	1	1	4	4	1	2	5	2	1	5	No	No	Si	Si	Si	Si	Si	No	NA	NA	5	6	6	1	4	NA	NA	NA	5.App Administradores Empresa	5.App Administradores Empresa	2.Call center	2.Call center	4.En tiendas/ sucursales	NA	NA	6	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	NETAMENTE LA SEÑAL Y ME CAMBIE DE MOVISTAR A ENTEL POR LA SEÑAL Y TIENE POCA SEÑAL NO HE PODIDO SOLUCIONAR, NO LE LEVANTA EL 4G ESTOY SOLO CON LA BARRA LA H.	Caída de señal /señal / interferencias / corte de llamadas,No se activa el 4G	NO	NA	NA	5	Está Igual	4	3	SERVICIOS MAQUINARIAS	MAS DE 1 AÑO	CUIDAD RENGO	CARGO ADMINISTRATIVO
Cwgn9z8FgxvK	MEDIANA	MV	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE NUNCA HE TENIDO PROBLEMA TIENE BUENA SEÑAL EN TODO EL PAIS QUE TIENE BUENA COBERTURA	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida,Buena cobertura	6	6	6	6	Ns/Nr	7	6	5	5	6	6	6	6	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	6	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	8	20	MAESTRANZA	15 AÑOS	SANTIAGO	REPRESENTANTE LEGAL
pBrdGxFGgTHL	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	PORQUE TODO FUNCIONA BIEN, LOS SISTEMA, LA GENTE QUE NOS ATIENDEN Y NO SON CAROS LOS PLANES QUE TENGO CON LA EMPRESA	Buen servicio / conforme / satisfecho con el servicio,Continuidad del servicio,Buena atención / amabilidad,Buenos precios / económicos / barato	7	7	7	Ns/Nr	Ns/Nr	7	7	6	7	7	6	7	7	No	No	No	No	Si	Si	Si	No	NA	NA	NA	NA	7	7	7	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	7	Está Igual	9	4	TRANSPORTE	HACE 5 AÑOS, NO ME ACUERDO BIEN	PUENTE ALTO	DUEÑO
Z1JqlU02hQ9h	GGEE	MV	SANTIAGO	NA	No	Sí	Entel	NA	NA	5	POR QUE TIENE FALLAS O CAIDA DE SEÑAL EN INTERNET Y LLAMADAS	Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	5	5	5	4	Ns/Nr	4	4	Ns/Nr	Ns/Nr	4	1	7	5	Si	No	No	Si	No	No	No	No	6	NA	NA	6	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	NA	NA	7	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	Sí	NA	7	NA	6	NA	1: Cumple las necesidades que usted tiene como administrador	SI	SEÑAL SE CAE EN LLAMADAS E INTERNET	Caída de señal /señal / interferencias / corte de llamadas,Caída / Pérdida de señal de Internet / conectividad / sin servicio Internet / navegación	NO	NA	NA	5	Está Igual	5	30	CONSTRUCCION	1 AÑO APROXIMADAMENTE	SANTIAGO	GERENTE DE NEGOCIOS
5IdWkppcEdQo	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PUEDE MEJORAR, COMPETENCIA MUY ALTA.	Faltan cosas por mejorar / no es perfecta	7	6	7	6	Ns/Nr	7	7	5	5	5	6	5	7	No	No	Si	Si	No	No	No	No	NA	NA	6	7	NA	NA	NA	NA	NA	NA	2.Call center	2.Call center,5.App Administradores Empresa	NA	NA	NA	NA	NA	6	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	CON CONTACTARSE CON ALGUN OPERADOR DE LA PLATAFORMA Y DEMASIADA ESPERA	Problemas de atención / servicio al cliente,Ejecutivo no atiende / no realiza post venta / no atiende requerimientos	NO	NA	NA	5	Está Igual	8	10	IMPORTACIONES	HACE 10 AÑOS	STGO	ADMINISTRADOR
Jx3YaMhXOiJP	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	6	PORQUE FALTA MEJORAR SU SERVICIO DE REPENTE CAE SU SISTEMA EN UN MOMENTO O NO FUNCIONA BIEN EL INTERNET ES RELATIVO EN GENERAL EN LA CIUDAD CORDILLERA PASA HACE TIEMPO IGUAL PASA QUE SE CORTA DE REPENTE O EL SERVICIO DE INTERNET SE PONE LENTO	Mala conectividad,Internet lento / inestable,Poca continuidad del servicio  / se corta el servicio	6	6	5	5	5	5	4	4	4	4	4	6	6	No	No	No	Si	Si	No	No	No	NA	NA	NA	5	5	NA	NA	NA	NA	NA	NA	2.Call center	2.Call center	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	8	4	VENTA DE ROPA  RECICLADA AL POR MAYOR	15 AÑOS O MAS	ESTACION CENTRAL	DUEÑO
KSrR3k3ZYrdL	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	4	PORQUE LLEVO MAS DE DOS AÑOS Y NO ME HAN REPUESTOS LOS APARATOS UN IPHONE Y ESTAN MALOS	No realizan cambio de equipos/ problemas con cambio de equipos,Lentitud / ineficiencia en solución de problemas	6	5	1	3	3	6	6	5	Ns/Nr	5	Ns/Nr	3	7	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2.Call center	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	3	Está Igual	3	25	FABRICA DE MEZCLAS PARA ESTUFAS	3 AÑOS	ESTACION CENTRAL	GERENTE
65CZljzQepNK	GGEE	MV	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	LA VERDAD NO HEMOS TENIDO NINGÚN INCONVENIENTE CON ENTEL Y FUNCIONA BIEN EN EL SENTIDO DE COBERTURA DE ATENCIÓN AL CLIENTE RAPIDEZ DE VELOCIDAD DE CONEXIÓN EL PORTAL DE ATENCIÓN A TRAVÉS DE LA WEB TAMBIÉN ES EXCELENTE	Funciona bien /sin problemas,Buena cobertura,Buena atención / amabilidad,Buen funcionamiento de Internet / velocidad / estabilidad	7	7	7	7	5	7	7	5	5	5	6	7	7	No	Si	Si	Si	Si	No	No	No	NA	7	7	7	7	NA	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	2.Call center,3.Página Web Entel Empresas	2.Call center	NA	NA	NA	NA	7	6	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	Sí	NA	5	NA	7	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	10	40	COMERCIALIZACION DE MATERIAS PRIMAS	MAS DE 3 AÑOS	RENCA	ENCARGADO DE OPERACIONES
p505xSmbhGoc	PEQUEÑA	Mas	REGIONES	NA	No	Sí	Entel,Otros	VTR	Entel	5	PORQUE CREO QUE ES LA CORRECTA PORQUE NO DAN INFORMACIÓN DE TODO LO QUE NECESITA EN PLANES LOS PLANES SON CAROS	No mantiene bien informado / poca claridad en la información,Precios altos / es caro / alzas de precio	7	5	4	4	2	5	5	3	3	3	1	4	5	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	SIN COBERTURA POR TRES DÍAS	Cobertura,Demora en reactivar el servicio	SI	SI	1	2	Está Igual	2	8	COMERCIAL	20 AÑOS	RANCAGUA	DUEÑO
hEdEEu4IQzp4	GGEE	MP	SANTIAGO	Hombre	Sí	Sí	Entel	NA	NA	7	MUY BUEN SERVICIO EN GENERAL	Buen servicio / conforme / satisfecho con el servicio	7	7	7	7	7	7	7	6	6	6	5	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	Sí	NA	Sí	NA	7	NA	7	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	7	Ha mejorado	10	35	ESTACION DE SERVICIOS	15	LAS CONDES	DUEÑO
czgSDY16dkR7	MICRO	Mas	REGIONES	Mujer	Sí	Sí	Entel,Otros	VTR	Entel	5	PORQUE TIENE UN SISTEMA DE ROAMING MUY CARO, MUY MALA SEÑAL EN EDIFICIOS PUBLICOS.	Mal funcionamiento del Roaming,Precios altos / es caro / alzas de precio,Mala señal / pérdida de señal / interferencias	6	6	5	5	5	5	6	6	5	6	5	5	6	No	Si	Si	Si	Si	No	No	No	NA	6	6	6	6	NA	NA	NA	NA	3.Página Web Entel Empresas	3.Página Web Entel Empresas	4.En tiendas/ sucursales	4.En tiendas/ sucursales	NA	NA	NA	NA	NA	6	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NO	NA	NA	NA	NA	NA	6	Está Igual	6	3	AUTOMOTRIZ	12 AÑOS	LA SERENA	GERENTE
FgtcefE6kg8p	MEDIANA	MV	SANTIAGO	Mujer	Sí	Sí	Entel	NA	NA	5	PORQUE UNA VEZ NOS ESTAFARON, NOS COBRARON UNOS TELÉFONOS QUE NO HABÍAMOS SOLICITADO NI LAS LÍNEAS Y TUVIMOS QUE TERMINAR PAGANDO ESA CUENTA PORQUE ERA MÁS  RÁPIDO QUE TRAMITAR LA DEMANDA	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	6	5	6	6	1	5	5	6	6	6	5	6	5	No	No	Si	Si	Si	No	No	No	NA	NA	6	5	6	NA	NA	NA	NA	NA	2.Call center,3.Página Web Entel Empresas,4.En tiendas/ sucursales	2.Call center,3.Página Web Entel Empresas	2.Call center,3.Página Web Entel Empresas	NA	NA	NA	NA	6	5	5	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y 6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	Sí	NA	NA	NA	5	NA	1: Cumple las necesidades que usted tiene como administrador	NO	NA	NA	NA	NA	NA	6	Está Igual	7	18	RIEGO TECNIFICADO	5 AÑOS O MÁS	SANTIAGO	JEFE DE ADMINISTRACIÓN Y FINANZAS
mBO1k3syFRv9	MICRO	MV	REGIONES	Mujer	Sí	Sí	Entel	NA	NA	6	PORQUE HAY VECES QUE SE CORTA LA SEÑAL  EN EL CAMINO EN LAS CARRETERAS  LLEGA MUY LEVE AL LAGO VICHUQUEN	Mala señal / pérdida de señal / interferencias	6	6	6	6	Ns/Nr	5	6	Ns/Nr	Ns/Nr	Ns/Nr	Ns/Nr	6	6	No	No	No	No	No	No	Si	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	4.En tiendas/ sucursales	NA	NA	NA	NA	7	NA	No tiene Ejecutivo (no leer)	NA	NA	NA	NA	NA	NA	NA	NA	NA	SI	SE CORTA MUCHA VECES LA CARRETERA  EN MOLINA Y EN EL LAGO VICHUQUEN TAMBIEN LA SEÑAL DEBILES SAN RAFAEL HACIAN RANCAGUE MUY DEBIL LA SEÑAL	Intermitencia del servicio,Caída de señal /señal / interferencias / corte de llamadas	SI	NO	NA	7	Está Igual	10	100	AGRICOLA	OCHO AÑOS	MOLINA CURICO	DUEÑA
