encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Rubro	Ciudad_comuna	Cargo
AMYLwAWkZxtO	PEQUEÑA	Mas	SANTIAGO	Mujer	7	PLAN INTERNET ILIMITADO Y TENEMOS LA POSIBILIDAD GRATUIDAD ENTRE LOS EUIPOS DE LOS  NUMEROS DE LA EMPRESA NO HEMOS PROBLEMAS	Buen plan / plan conveniente,Funciona bien /sin problemas	COMERCIALIZADORA  DE PRODUCTOS  NUTRICIONALES	PROVIDENCIA	NUTRICIONISTA  REPRESENTANTE  LEGAL
6NalMWHROO0e	MICRO	Mas	REGIONES	Mujer	7	PORQUE TIENE BUEN SERVICIO. ( BUENA SEÑAL BUENOS PLANES , SE PAGA LO JUSTO NO HAY SORPRESAS , A VECES QUE TIENEN UNOS GASTOS EXTRAS CON ELLOS NO PASA .	Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida,Buen plan / plan conveniente,Buenos precios / económicos / barato,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	TURISMO	PICHILEMU	ADMINISTRADORA
gRcNcpiOvDvM	MEDIANA	MP	REGIONES	Mujer	6	CUALQUIER TIPO DE TRAMITE DE CAMBIAR INCORPORAR UN PLAN 2 SEMANAS EN  LO QUE SE PUEDE HACER EN EL MOMENTO 48 HORAS	Lentitud / ineficiencia en solución de problemas	DISTRIBUIDORA DE PRODUCTOS DE LIMPIEZA	PTA ARENAS	ADMINISTRADORA
HX7fTFup3C1p	MEDIANA	Mas	REGIONES	Hombre	6	ME HA RESULTADO BIEN EL  SERVICIO SEGURIDAD EN EL CONTACTO PERO  EN LA OFICINA LA ESPERA SON LARGAS	Buen servicio / conforme / satisfecho con el servicio,Poca eficiencia	CONSOLIDADOR DE CARGA INTERNACIONAL	IQUIQUE	ADMINISTRADOR GENERAL
TXIHWdKnUuv8	PEQUEÑA	Mas	REGIONES	Mujer	7	POR ESTOY SASTIFECHA PORQUE DENTRO DE LAS TRES COMPAÑIA ES LA MEJOR	Buen servicio / conforme / satisfecho con el servicio,Buena empresa / es la mejor empresa / es mejor que otras	AUTO MOTRIZ	CHILLAN	ADMINISTRATIVO
P144JlPFL2El	PEQUEÑA	MP	REGIONES	Hombre	6	PORQUE DE REPENTE SE CAE EL SISTEMA NO HAY LINEA NO	Problemas con la comunicación,Poca continuidad del servicio  / se corta el servicio	COMERCIO ARTICULOS DE ASEO	COPIAPÓ	GERENTE
m4d1Et4YoRwm	MEDIANA	MP	REGIONES	Mujer	7	PORQUE NO HEMOS TENIDOS PROBLEMAS DE CONECCION Y CON EL TENEMOS EL SERVICIO DE BANDA ANCHA	Buena conectividad,Buen servicio / conforme / satisfecho con el servicio	CONSTRUCTORA	PUNTA ARENAS	AMINISTRATIVA
52MggBxDDv8G	GGEE	AV	REGIONES	Mujer	7	POR QUE NUNCA HEMOS TENIDO PROBLEMA DE SEÑAL Y DE COBERTURA , OSEA CUANDO SE SOLICITA ALGO SIEMPRE ESTA AL DÍA SIGUIENTE, SUPER EFICIENTE EL SERVICIO.	Buena señal / no hay caídas de la señal / señal nítida,Buena cobertura,Eficiencia,Rapidez / eficiencia en solución de problemas	ALIMENTACION COLECTIVA	CURICO	JEFA DE ADMINISTRACION Y FINANZAS
68hCCE37VKkv	PEQUEÑA	MP	REGIONES	Hombre	7	PORQUE ESTA BIEN NO TENGO NINGUN PROBLEMA CON MI INTERNET NO SE ME CAE LAS COMUNICACIONES ESTAN CORRETAS TODO FUNCIONA BIEN CUANDO HE IDO A LA COMPAÑIA ME HAN ATENDIDO DE MUY BUENA MANERA LA NIÑA DE ATENCION A CLIENTES EMPRESA SIEMPRE VOY A LA SUCURSA QUE ESTA EN INDEPENDENCIA MUY BUENA ATENCION	Funciona bien /sin problemas,Buen funcionamiento de Internet / velocidad / estabilidad,Continuidad del servicio,Buen servicio de telefonía,Buena atención / amabilidad	AGRICOLA	RANCAGUA	DUEÑO
jnQiwMvmLNuK	GGEE	AV	SANTIAGO	Mujer	5	SIEMPRE HAY COSA LAS RESPUESTA NO TAN PRONTA CUANDO NESECITA POR ALGUN PROBLEMA	Lentitud / ineficiencia en solución de problemas	COMERCILIZADORA DE FRUTAS	PEDRO AGUIRRE CERDA	GERENTE DE ADMINISTRACION Y FINANZAS
LmW39tjpgL2Q	PEQUEÑA	Mas	REGIONES	Hombre	5	TENGO PROBLEMAS DE COBERTURA EN ALGUNAS OCASIONES EN CARRETERA	Mala / poco cobertura	RECICLAJE DE PLASTICOS	TEMUCO	DUEÑO
4Hpkuk9vnzcr	MICRO	Mas	REGIONES	Hombre	3	PORQUE HAY PROBLEMAS DE COBERTURA EN LA ZONA DE PUYEHUE	Mala / poco cobertura	TURISMO	ANTICURA	GERENTE DE ADMINISTRACIÓN  FINANZAS
dEnkwj6RZvBC	GGEE	MP	SANTIAGO	Hombre	6	PORQUE EN CUANTO A SERVICIO ESBUENO Y EN CUANTO A LOA COBERTURA SE CAE	Buen servicio / conforme / satisfecho con el servicio,Mala / poco cobertura	ASESORIAS TRIBUTARIAS	EN SANTIAGO LAS CONDES	ASISTENTE TRIBUTARIO
0QZfVc4vAfJR	GGEE	AP	SANTIAGO	Hombre	7	PORQUE ES BUENO EL SERVICIO DE ATENCION A CLIENTE Y TELEFONIA EN TODO ÁMBITO	Buena atención / amabilidad,Buen servicio de telefonía	CONSTRUCCION	MACUL	ADMINISTRADOR GENERAL
FsJwEcb1l3u9	MEDIANA	MP	SANTIAGO	NA	5	TIENE PROBLEMA EN LA SEÑAL	Mala señal / pérdida de señal / interferencias	COMERCIALIZACION	LAMPA	SUB GERENTE DE ADMINISTRACION
QtTByIua2PFV	PEQUEÑA	Mas	REGIONES	Hombre	4	TENGO MUY MALA SEÑAL AQUI EN ROMERAL	Mala señal / pérdida de señal / interferencias	METALMECANICO	ROMERAL CURICO	DUEÑO
7mOis6q6UoIr	PEQUEÑA	Mas	SANTIAGO	Mujer	7	POR QUE NO TENGO PROBLEMAS DE CONEXION CUANDO TENGO PROBLEMAS SE SOLUCIONA RAPIDO Y CUENTAS CLARAS	Buena conectividad,Rapidez / eficiencia en solución de problemas,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	PUBLICIDAD ENFOCADA EN EL AREA DE SEGURIDAD	PUENTE ALTO	REPRESENTANTE LEGAL
f3abqO7SQxB8	PEQUEÑA	MasPrem	SANTIAGO	Hombre	5	PORQUE LE BAJARON EL COSTO DE LOS SERVICIOS Y LE DIERON 3 LINEAS MAS	Buenos precios / económicos / barato,Buenas ofertas	SERVICIOS COMPUTACIONALES	PROVIDENCIA	GERENTE GENERAL
OXjtOo9FOWE5	PEQUEÑA	Mas	REGIONES	Hombre	7	PORQUE NO HE TENIDO NINGUN PROBLEMA Y CUANDO TENGO ALGUN INCONVENIENTE ME ATIENDEN DE INMEDIATO CUANDO LLAMO POR TELÉFONO O VOY A OFICINA NO HE TENIDO NINGUN PROBLEMA	Funciona bien /sin problemas,Rapidez / eficiencia en solución de problemas	SERVICIOS	LOS ANGELES	SOCIO
h9uNHZxZk36u	MICRO	Mas	REGIONES	Mujer	7	BUEN PLAN, BUENA COBERTURA Y ECONOMICO	Buen plan / plan conveniente,Buena cobertura,Buenos precios / económicos / barato	CONSTRUCCION	COQUIMBO	DUEÑA
ubnMXFWwoqZj	MEDIANA	AP	REGIONES	Mujer	7	NO HEMOS TENIDO NINGUN TIPO DE PROBLEMA LOS EQUIPOS SUPER CERO PROBLEMAS	Funciona bien /sin problemas,Buena calidad de equipos / buenos aparatos	ACUICOLAS	PORTT MONT	ADMINISTRATIVO
TdlW7MFkRIdd	MEDIANA	MasPrem	REGIONES	Mujer	7	PROQUE LLEVO MAS DE 10 AÑOS CON ELLOS Y NOP HE TENIDO NINGUN PROBLEMAS Y CUANDO LOS HE NECESITADO ELLOS ME HAN AYUDADO Y NUNCA HAN COBRADO ALGO QUE NO CORRESPONDE HAN SIDO LO QUE ME HAN OFRECIDO Y ES LO QUE HE LLEGADO SIEMPRE HAN SALIDO PROMOCIONES	Es cliente antiguo/ lleva años,Funciona bien /sin problemas,Apoyan / ayudan,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Cumplen con lo que ofrecen,Buenas ofertas	TRANSPORTE	CALAMA	GERENTE
Pk1CQpFFz7S6	PEQUEÑA	Mas	REGIONES	Mujer	7	NO HE TENIDO PROBLEMA EN REALIDAD LO QUE ME OFRECEN ES LO QUE HAY NO TIENE NINGUN PROBLEMA	Funciona bien /sin problemas,Cumplen con lo que ofrecen	REPARACIÓN DE EQUIPOS	RANCAGUA	ADMINISTRATIVA
yo7cETz3QCxS	PEQUEÑA	MP	REGIONES	Mujer	6	POPRQUE PODIA SER MAS ECONOMICO	Precios altos / es caro / alzas de precio	SALUD	CHILLAN	DIRECTORA
f80UJdamVuaH	GGEE	MasPrem	SANTIAGO	Hombre	6	TIENE BUENA SEÑAL BUENA COBERTURA Y UN SERVICIO RELATIVAMENTE BUENA ATENCION	Buena señal / no hay caídas de la señal / señal nítida,Buena cobertura,Buena atención / amabilidad	VENDO AUTOS	STGO	GERENTE
89aQklKOBENw	MICRO	Mas	SANTIAGO	Hombre	5	EN GENERAL NO TIENE PROBLEMAS SOLO MAS VELOCIDAD DE NAVEGACION Y COBERTURA	Internet lento / inestable,Mala / poco cobertura	SALUD	LSAS CONDES	DUEÑO
RikPNWEeD7nU	PEQUEÑA	Mas	SANTIAGO	Hombre	7	BUENA COMUNICACION BUENA PRECIO BUENA COBERTURA CUENTAS CLARAS FÁCIL DE PAGAR BUEN PRECIO SON ECONÓMICOS	Continuidad del servicio,Buenos precios / económicos / barato,Buena cobertura,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	SERVICIO AGRICOLA	COLINA	GERENTE GENERAL
LXVOZKKZJkYj	GGEE	AP	SANTIAGO	Hombre	7	POR EL SERVICIO QUE ME HA PRESTADO CUALQUIER PROBLEMA ME LO RESUELVEN DE INMEDIATO Y LA ATENCION ES MUY PERSONALIZADA TENGO UNA EJCUTIVA	Rapidez / eficiencia en solución de problemas,Preocupación por el cliente,Buen ejecutivo / buena atención del ejecutivo	VENTAS DE PRODUCTOS PARA LA CONSTRUCCION	PUDAHUEL SANTIAGO	GERENTE GENERAL
IJy8xWVg1rDP	MICRO	Mas	SANTIAGO	NA	5	PORQUE NO SON 100 % SE CAE LA SEÑAL NO SON MUY BUENOS EN CUALQUIER LUGAR EN EL RETIRO EN EL SUR	Mala señal / pérdida de señal / interferencias	INSTALACIONES ELECTRICAS	BUIN	GERENTE
hMIKSswRufUk	MEDIANA	Mas	SANTIAGO	Hombre	6	O TENEMOS NINGUN PROBLEMA CON ELLOS HASTA AHORA DE CONBRANZAS DE SERVICIO TIPO DE PLAN TODO FUNCIONANDO BIENH	Funciona bien /sin problemas,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Buen servicio / conforme / satisfecho con el servicio,Buen plan / plan conveniente	INFORMATICA	PROVIDENCIA	SOCIO
KbRGbhHxvySk	MICRO	Mas	SANTIAGO	Hombre	6	EL SERVICIO EN GENERAL ES BUENO	Buen servicio / conforme / satisfecho con el servicio	INGENIERIA	ESTACION CENTRAL	REPRESENTANTE
znR1iouN11vw	MEDIANA	Mas	SANTIAGO	Hombre	6	PORQUE ESTA BIEN PERO NO ESTA COMPLETAMENTE BIEN FALTA ALGO FALTA QUE RESPONDAN LAS LLAMADAS QUE TENGAS UNA RESPUESTA CUANDO LLAMA SIEMPRE CONTESTA UN OPERADOR QUE NO SABE QUE PASO UNO LE HACE UNA PREGUNTA Y EL NO SABE	Buen servicio / conforme / satisfecho con el servicio,Mal servicio Call center/ Cuesta contactarlos / Call center no atiende,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales,No responde / no resuelven requerimientos	CONSTRUCCION	SANTIAGO	ADMINISTRADOR
LpMhqeTzGfZ2	GGEE	AV	REGIONES	Hombre	7	POR QUE RESPONDE TODOS NUESTROS REQUERIMIENTOS. Y TIENE BUENA CALIDAD DE SERVICIO.	Responden / resuelven requerimientos,Buena atención / amabilidad	procesamiento y ventas de maquinarias para los paking	chillan	JEFE DE ADMINISTRACION Y LOGISTICA
vLUVWMs6lGBg	MEDIANA	MV	SANTIAGO	Hombre	7	TODO BIEN	Funciona bien /sin problemas	CONSTRUCTORA	PROVIDENCIA	GERENTE COMERCIAL
ciZpTsUk5Vs2	PEQUEÑA	Mas	SANTIAGO	Hombre	7	ME HAS RESPONDIDO BIENA TODOS LOS PROBLEMAS Y NO HE TENIDO PROBLEMAS DE CORTE	Responden / resuelven requerimientos,Continuidad del servicio	AGRICOLA	SANTIAGO	ADMINISTRADOR GENERAL
R5Y3nFUpLw7P	GGEE	Mas	SANTIAGO	NA	4	POR QUE EL INTERNET FALLA DEMASIADO PASA A DIARIO SE PONE EN CIERTOS MOMENTOS DEL DÍA.	Internet lento / inestable	VENTAS DE PRODUCTOS COSMETICOS	LAS CONDES	GERENTE DE OPERACIONES
pRWEgbiYhV9z	MICRO	Mas	SANTIAGO	Mujer	7	PORQUE NUNCA HE TENIDO PROBLEMAS, ME LLEGAN LAS CUENTAS CUANDO CORREPONDE, CUANDO HE PEDIDO ALGUN SERVICIO ME LKO DAN EN EL DIA	Funciona bien /sin problemas,Envío oportuno de cuentas / facturas,Rapidez / eficiencia en solución de problemas	ASPIRACION CENTRALIZADA	PEÑALOLEN, RM	DUEÑA
NL92Flv43IxU	MICRO	Mas	REGIONES	Hombre	6	NO ES PERFECTO	Faltan cosas por mejorar / no es perfecta	ASESORIAS ING.	MACUL	DUEÑO
TP7ngD7qZEqg	MICRO	Mas	SANTIAGO	NA	6	PORQUE LA SEÑAL ES BUENA NO SE LE CAEN LAS LLAMADAS EN DISTINTOS LUGARES COMO SANTIAGO Y VIÑA Y LA CARRETERA	Buena señal / no hay caídas de la señal / señal nítida,Buen servicio de telefonía,Continuidad del servicio	CAPACITACIONES Y COMUNICACIONES	ÑUÑOA	SOCIO Y FUNDADOR
ZEkeEgTbP0kG	PEQUEÑA	Mas	REGIONES	Mujer	4	SE CAE EL SISTEMA  RENGO STGO VIAJO HARTO NORTE SUR NP HAY SEÑAL Y HAY QUE E STAR PAGANDO YU REINICIANDO EL CELULAR ME DICEN CLIENTES QUE LLAMAN NO TENGO NISIQUIERA MENSAJES APARECE MI CELULAR COMO APAGADO Y HE PERDIDO CLIENTES QUIERES LLAMA AR A UN APERSON AQUE E STA AL LADO NO APARECE NADA NO SUENA NO SE GNERA LA COMUNICACION	Poca continuidad del servicio  / se corta el servicio,Mal servicio de telefonía/ se cortan las llamadas,Mala señal / pérdida de señal / interferencias,Problemas con la comunicación	AGRICOLA	RENGO	DUEÑA
fW07ye6WDCYl	PEQUEÑA	Mas	REGIONES	Hombre	5	POR DETALLES DE LA COMUNICACION COBERTURA NO HAY SEÑAL	Mala / poco cobertura,Mala señal / pérdida de señal / interferencias	FARMACIA	SAN PEDRO DE LA PAZ Y CORONEL	DUEÑO
s5Neoqnsg6TS	MICRO	Mas	REGIONES	Mujer	6	PORQUE ANDA MUY BIEN EN TERMINOS DE COSTO PERO HAY LUGARES DONDE NO HAY COBERTURA	Buenos precios / económicos / barato,Mala / poco cobertura	SERVICIOS MEDICOS	SERENA	DIRECTORA
S7zy1Fh0efHY	MEDIANA	MP	SANTIAGO	NA	6	ES BUEN SERVICIO, QUE FUNCIONA BIEN Y TIENE BUENA COBERTURA	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura	TELECOMUNICACION Y TELEVISION.	ÑUÑOA	GERENTE DE PRODUCCION
r74srXkY9Z2z	PEQUEÑA	Mas	SANTIAGO	Mujer	7	PORQUE ES EFICIENTE Y CUANDO HEMOS TENIDO PROBLEMA HAN SIDO RAPIDOS EN SOLUCIONARLOS	Eficiencia,Rapidez / eficiencia en solución de problemas	MEDICO	LAS CONDES	ADMINISTRADORA
g1j2bzXz3vtC	MEDIANA	MasPrem	SANTIAGO	Hombre	6	EL UNICO ES CUANDO VIAJO AL EXTERIOR ROAMING PODRIA SER MEJOR VEO OFERTA EN EL MERCADO MAS ECONOMICOS AUTOMATICOS Y EL RESTO ME FUNCIONA PERFECTO	Mal funcionamiento del Roaming,Precios altos / es caro / alzas de precio	CONSTRUCCCION	LAS CONDES	GERENTE GENERAL
8ZjBhVGvFRLy	MICRO	Mas	REGIONES	Mujer	5	PORQUE HEMOS TENIDO VARIOS PROBLEMAS DE COMUNICACION EN ESTOS ULTIMOS TIEMPOS EN LA OCTAVA REGION EHHHHH DEBERIAN SER LLAMAR PARA OFRECER COSAS ESPECIALES Y ESTAR MAS DE ACUERDO CON LA COMPETENCIA EN ESPECIAL VALORES	Problemas con la comunicación,No mantiene bien informado / poca claridad en la información	CORRETAJE DE BIENES	OCTAVA REGION CONCEPCION	DUEÑA
rRMlKmz3mYOE	GGEE	MP	REGIONES	Mujer	6	ES QUE HA VECES ES UN  POCO LENTO EL INTENET QUIERE NAVEGAR POR INTERNET SE PONE LENTA LA PAGINA	Internet lento / inestable	VENTAS DE RESPUESTO VEHICULOS	IQUIQUE	ASISTENTE CONTABLE
hCH7LqYLiTRU	MICRO	Mas	SANTIAGO	Mujer	7	PORQUE SIEMPRE LA ATIENDEN Y SOLUCIONAN	Buena atención / amabilidad,Responden / resuelven requerimientos	OBRAS MENORES	SAN MIGUEL	ASISTENTE
JyNpUmamutDr	MEDIANA	MV	SANTIAGO	Hombre	4	PORQUE LOS SERVICIOS MÓVILES NO FUNCIONAN EN TODOS LADOS HA PROBLEMAS DE COBERTURA INCLUSO CUANDO VOY A LAS CONDES TENGO PROBLEMAS DE SEÑAL Y CUANDO VOY A PROVINCIAS	Mala / poco cobertura,Mala señal / pérdida de señal / interferencias	FABRICANTES Y COMERCIANTES	PEÑA FLOR Y LAS CONDES	GERENTE
zjvgXCL6ojx1	PEQUEÑA	Mas	SANTIAGO	Hombre	5	PORQUE HAY PROBLEMA CON COMUNICACIÓN SE CORTA LA LLAMADA ACA EN SANTIAGO CON UNA SUCURSAL EN EL SUR INTERNET MALO ME CAMBIO A ENTEL PORQUE ERA BUENO EN SU EPOCA QUE A VECES ME TENGO QUE IR A SANTIAGO A TRABAJAR YA QUE ALLA NO HAY INTERNET NADA	Problemas con la comunicación,Mal servicio de telefonía/ se cortan las llamadas,Internet lento / inestable	VENTA DE PRODUCTOS QUIMICOS	MAIPU SANTIAGO	DUEÑO DIRECTOR
L7lEs14vI7A4	MEDIANA	MV	REGIONES	Mujer	7	PORQUE EH LOS SERVICIOS CONTRATADOS EFECTIVAMENTE HAN SIDO ENTREGADOS Y CUANDO HAN TENIDO ALGUN PROBLEMA LA SOLUCION HA SIDO RAPIDA LA ZONA DONDE ESTA LA EMPRESA LA UNICA COMPAÑIA MOVIL QUE LA SEÑAL ES BUENA ES ENTEL ALLI UN POCO ESTAMOS ARRADOS A ELLOS PERO A PESAR DE ESO ES SERVICIO ES SUPER BUENO	Cumplen con lo que ofrecen,Rapidez / eficiencia en solución de problemas,Buena señal / no hay caídas de la señal / señal nítida	AGRICOLA EXPORTADOR DE BERRYS	LINARES REGION DEL MAULE	TESORERA
COm99b7Nsxkg	MICRO	Mas	SANTIAGO	Hombre	5	PORQUE HAY SECTORES CON MALA COBERTURA Y EN MOMENTOS SE CORTA LA LLAMADA	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	ASESORIAS COMERCIALES	SANTIAGO LAS CONDES	GERENTE GENERAL
eRsKWw4Cipae	PEQUEÑA	MV	REGIONES	Hombre	5	PROBLEMA DE CALIDAD DE SEÑAL NO SIEMPRE TENGO LA CALIDAD DE SEÑAL EN VOZ NO SE ESCUCHA	Mala señal / pérdida de señal / interferencias,Mal servicio de telefonía/ se cortan las llamadas	SERVICIO INFORMATICO CONTABLES	CURICO	SOCIO
UOvrHQSOvZSQ	MEDIANA	AP	REGIONES	Hombre	5	PORQUE CUESTA UN MUNDO COMUNICARSE CON LA PLATAFORMA LA COBERTURA	Problemas con la comunicación,Mala / poco cobertura	METAL MECANICO Y SERVICIOS DE INGENIERIA	EN LAJA OVA REGION	DUEÑO
ythab8Aa54OS	MEDIANA	Mas	REGIONES	Hombre	4	ES MUY CARO Y A VECES FALLA	Precios altos / es caro / alzas de precio,Funciona mal /ha tenido problemas	CONSTRUCCION	LA SERENA	ADMINISTRADOR DE CONTRATOS
2S6R9CpnEZLZ	MEDIANA	MV	REGIONES	Hombre	7	PORQUE TIENE BUENA COBERTURA LA SEÑAL ES ESTABLE Y EL INTERNET TAMBIÉN ES ESTABLE	Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida,Buen funcionamiento de Internet / velocidad / estabilidad	TRANSPORTE DE CARGAS	TUMACO	REPRESENTEANTE LEGAL
t3eQSs3OZskv	PEQUEÑA	MP	REGIONES	Hombre	7	EL SERVICIO HASTA EL MOMENTO ES BUENO TIENE BUENA COBERTURA Y LLEGO UN AUMENTO DE GIGAS POR INTERNET MOVIL	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buenas ofertas	INGENIERIA	VIÑA DEL MAR	ADMINISTRADOR DE RECURSO HUMANOS
oCj94vuSNmUI	PEQUEÑA	MasPrem	REGIONES	Mujer	5	PORQUE HAY INTERMITENTE EN LOS SERVICIOS INTERNET Y TELEFONIA LA ATENCION DE PUBLICO QUE TIENEN LAS EJECUTIVAS NO ES MUY CORDIAL ESO NADA MAS	Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar	TRANSPORTE	LOS ANGELES	ADMINISTRADORA
7vdD5rgET1K7	PEQUEÑA	Mas	REGIONES	Hombre	6	POR QUE AVECES SE CAE Y NO HAY CONECCION	Mala conectividad,Poca continuidad del servicio  / se corta el servicio	TRANSPORTE	TALCA	DUEÑO
hSlHO84FuW1v	MEDIANA	MV	SANTIAGO	Mujer	4	NUNCA OFRECEN EQUIPOS PARA CAMBIAR, DESCUENTOS	Pocas / malas ofertas,Pocos beneficios	CALIDAD	SANTIAGO	GERENTE DE PLANIFICACION
PkDZEoSPSo8p	PEQUEÑA	MasPrem	SANTIAGO	Mujer	6	PORQUE A VECES NO TIENE BUENA COBERTURA DE LLAMADAS	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	ELABORADORA	RENCA	ADMINISTRADORA
JQ5qLfhkKsLO	MEDIANA	MV	REGIONES	Mujer	7	PORQUE TIENEN BUENA COBERTURA, PLAN BUENA ATENCION	Buena cobertura,Buen plan / plan conveniente,Buena atención / amabilidad	COBRAS CIVILES	COPIAPO	GERENTE DE ADMINISTRACION Y FINANZAS
nbeLpBghjbdg	MEDIANA	MasPrem	SANTIAGO	Mujer	7	TIENEN BUENA COBERTURA, BUENA CLARIDAD EN LAS CUENTAS Y ES FACIL CONTACTARSE CON LA CENTRAL U OPERADORAS, PARA UNA ATENCION LLAMA A UNA NIÑA DE LA COMPAÑIA Y TIENEN BUENA ATENCION.	Buena cobertura,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Facilidad para contactarlos,Buena atención / amabilidad	VENTILACION	MACUL	COORDINADORA Y ADMINISTRATIVA
u7nwmKjbyehG	MEDIANA	AV	REGIONES	Hombre	5	por que a veces hay temas de cobertura que la cobertura no es muy buena en algunos sectores.	Mala / poco cobertura	Mantenimiento y efectividad sanitaria.	Iquique.	gerente de operacion y administracion
STLS19xt6QjK	PEQUEÑA	Mas	SANTIAGO	Hombre	6	POR QUE NO EH TENIDO GRANDE PROBLEMAS	Funciona bien /sin problemas	CAPACITACION	EN SANTIAGO	DIRECTOR GENERAL
XEd4va9ODlMV	PEQUEÑA	Mas	SANTIAGO	NA	6	POR LA ESTABILIDAD DE LA RED PRINCIPALMENTE QUE NO ES MALA NI MUY BUENA SE MANTIENE IGUAL VELOCIDAD DE DESCARGA DE DATOS NO ES RÁPIDA COMO QUISIERA	Poca continuidad del servicio  / se corta el servicio,Internet lento / inestable	IMPORTACIÓN DE PLANCHAS PLÁSTICAS	SANTIAGO  CENTRO	JEFE DE SERVICIOS INFORMÁTICO
kd7WauwT8qeH	GGEE	AV	SANTIAGO	Hombre	7	PORQUE ESTOY SATISFECHO CON LA RAPIDEZ Y ATENCION	Rapidez / eficiencia en solución de problemas,Buena atención / amabilidad	TELECOMUNICACIONES	SANTIAGO	ADMINISTRADOR DE CELULARES
aXSDpV2wAH2W	PEQUEÑA	Mas	REGIONES	Hombre	3	NO A TENIDO ASESORAMIENTO DEL PERSONAL DE LA EMPRESA, NO HA APOYO COMERCIAL.	No apoyan / no ayudan al cliente	AGRICOLA	CHILLAN	DUEÑO
qTlKufACqjje	PEQUEÑA	Mas	SANTIAGO	Hombre	7	NO HA TENIDO NINGUN PROBLEMA TODO FUNCIONA IMPECABLE, TODO FUNCIONA BIEN.	Funciona bien /sin problemas,Buen servicio / conforme / satisfecho con el servicio	SERVICIOS	LA REINA	DUEÑO
TT8cYOn1EgOo	GGEE	AP	REGIONES	Hombre	7	PORQUE FUNCIONA LO OCUPAS Y FUNCIONA NECESITAS LLAMAR LLAMAS NECESITAS RESPONDER UNA LLAMADA Y RESPONDES ESO ES QUE FUNCIONA	Funciona bien /sin problemas	TECNOLOGIA DE INFORMACION	VALPARAISO	GERENTE GENERAL
2ZnTWYznontz	MICRO	Mas	REGIONES	Hombre	6	POR COBERTURA	Buena cobertura	TRANSPORTE	IQUIQUE	DUEÑO
IZtG1eWhHMzq	MEDIANA	Mas	SANTIAGO	Hombre	6	PORQUE HA TENIDO TENIDO PROBLEMAS CON COBERTURA DE TELEFONIA LA ZONA SUR DE CHILE EN CONCEPCION	Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas	CONSTRUCCION	SANTIAGO	ADMINISTRADOR
pKBy81q3rrIu	GGEE	AP	REGIONES	Hombre	6	PORQUE ESTOY CONFORME CON EL SERVICIO COBERTURA COSTOS Y ATENCION	Buen servicio / conforme / satisfecho con el servicio,Buena cobertura,Buenos precios / económicos / barato,Buena atención / amabilidad	TRANSPORTE DE CARGA	LOS ANGELES	ADMINISTRACIÓN
ZjY0P27S3a7n	PEQUEÑA	Mas	SANTIAGO	Hombre	7	PORQUE YA ALGUNAS VECES SI TIENEN ALGUN PROBLEMA EN MEDIA HORA ESTÁN ACA Y RESUELVEN	Rapidez / eficiencia en solución de problemas	ESTUDIOS JURIDICOS ABOGADOS	SANTIAGO	DUEÑO
VFWTrTQKaMiq	PEQUEÑA	MasPrem	SANTIAGO	Mujer	7	NO HEMOS TENIDO PROBLEMAS DE COBERTURA SIEMPRE TENEMOS BUENA SEÑAL EN CUALQUIER PARTE DE CHILE DONDE SE PUEDE HABLAR POR TELEFONO DONDE YO ANDO PUEDO HABLAR POR TELEWFONO	Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida,Buen servicio de telefonía	CONSTRUCCION	LA PINTANA	EL TEMA DE LOS PAGOS ADMINISTRADORA
Pi2eU4C96tLt	PEQUEÑA	Mas	REGIONES	Hombre	7	PORQUE SON BUENOS	Buen servicio / conforme / satisfecho con el servicio	MINERIA	ANTOFAGASTA	GERENTE
