encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	Rubro	Ciudad_comuna
5eWwCITgnrO8	Micro	MasPrem	Regiones	Hombre	4	HE TENIDO CUESTA UN MUNDO COMUNICARSE CON ELLOS ESO QUE SOY ENTEL PREFERENTE PAGO COMO 200 MIL I FHONE SE DESACTIVO Y TODAVIA NO ME SOLUCIONA EL PROBLEMA QUEDARON DE LLAMARME  AYER ANTEAYER TODAVIA EL TELEFONO ESTA A MEDIO TERMINAR SU FORMATEO	COMERCIALIZADORA DE MADERA	CONCEPCION
2ZQ9Dh1WA38b	Micro	MasPrem	Santiago	Hombre	6	PORQUE EL SERVICO ES BUENO ME DA LA SEAÑL MO TENGO CAIDA DE CELULAR Y AL COBERTURA ES BUENA FUCNONA EN TODO ELPAIS	CONTRATISTA	SANTIAGO CERRILLOS
7GtADgix2emg	GGEE	AP	ns/nr	Hombre	6	PORQUE SI ENCUENTRO TODO BASTANTE BIEN NO LLEGA A SIETE	ARRIENDO INMOBILIARIO	PEDRO AGUIRRE CERDA
OAfnR2l627bh	Pequeña	MP	Regiones	Mujer	2	POR QUE HE TENIDO PESIMO SERVICIO Y COBERTURA EN ESTE ULTIMO TIEMPO DE LOS CELULARES DE LLAMDAS  E INTERNET	INSTALACIONES EN TERRENO	RANCAGUA
ge2RxX4lcSs5	Pequeña	AP	Regiones	Hombre	3	PORQUE CAMBIE UNOS EQUIPOS QUE ERAN PESIMO Y SE IBAN LA SEÑAL Y SOLAMENTE HASTA EL MOMENTO ME  HAN CAMBIANDO UNO DE TRES MALA ATENCION DE LA OFICINA RESPONSABLE DE ESTE TEMA	CONTRUCCION	VIÑA DE  MAR
FYtRc3au0Yt1	Micro	MasPrem	Santiago	Hombre	7	PORQUE NO HA TENIDO INCONVENIENTE, CON LA COMUNICACION, TIENE BUENA COBERTURA, TIENE BUENA ATENCION.	TRASPORTE DE CARGA	SANTIAGO
tZww1HrpZKuy	Pequeña	Mas	Santiago	Hombre	6	PORQUE NO ME HA FALLADO EL EQUIPO, TENGO BUENA CONEXION, Y NO ME CORTAN CUANDO SE ME OLVIDA PAGAR A LA FECHA,	MAESTRANZA	LA CISTERNA
7HX4QAGGl2rn	Mediana	AP	Regiones	NA	6	PORQUE NO ES 100 POR CIENTO OPTIMO, TODOS TIENEN SUS FALLAS, DE CONECTEVIDAD E INTERNET.	NA	NA
L70vHXHdYpTS	Pequeña	Mas	ns/nr	Hombre	6	LOS VALORES NO ESTAN DE ACUERDO AL MERCADO HAY EMPRESAS QUE TIENEN VALORES MAS BAJOS	SERVICIOS INDUSTRIALES	CURICO
yZOoEQUTzCQn	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE EN LOS SECTORES EXTERNOS EN LA REGION DE LA ARAUCANIA LA SEÑAL FALLA.	INGENIERIA Y MONTAJE INDUSTRIAL	TEMUCO
2ZnTWYznontz	Micro	MasPrem	Santiago	Hombre	5	PORQUE YO TRABAJO MUCHO EN EXTERIOR Y EN ZONAS HAY POCA COBERTURA, HAY PERO CON MUCHOS PROBLEMOS	TRANSPORTE	ALTO AUPICIO
yi9mQrKU79iZ	Pequeña	MP	ns/nr	Hombre	5	ES UN POCO MAS ESTABLE EL SERVICIO DE LAS OTRAS COMPAÑIAS SE CORTA LA SEÑAL ESTABA CON OTRA COMPAÑIA Y NOS PORTAMOS A ENTEL	IMPRENTA	QUINTA NORMAL
XIPBprYNpkCY	Pequeña	MasPrem	Regiones	Hombre	5	PORQUE MAS QUE NADA   POR LA ATENCION CUANDO VA A LA SUCURSAL HAY QUE ESPERAR HORAS CUANDO LLAMA POR TELEFONO LE PONEN LA MUSICA Y NO ANTIENDO NUNCA Y LA SEMANA PASADA ESPERE DOS HORAS EN LA SUCURSAL NECESITA UNA INFORMACION URGENTE Y NO SE PUEDE REQUERIR NOMAS	INGENIERIA	QUILPUE
IZtG1eWhHMzq	Mediana	MasPrem	Santiago	NA	6	PORQUE HA FUNCIONADO BIEN DE MANERA REGULAR PERO HE TENIDO PROBLEMAS DE SEÑAL GENERALMENTE LOS CHICOS SE VAN DE VIAJE Y EN REGIONES Y CIUDADES NO TIENEN SEÑAL	NA	NA
aUJYtbpQAGPk	Micro	Mas	Santiago	Hombre	5	ENTEL TENIA UN CENTRO DE ATENCION DE EMPRESAS QUE YA NO EXISTE, Y ENTEL NO TIENE LLAMADAS POR WIFI PARA LLAMAR EN EL EXTRANJERO.	FABRICAN ARTICULOS RELIGIOSOS	PROVENCIA
foEDcHwo3BdW	GGEE	MasPrem	ns/nr	Hombre	3	CUANDO UNO TIENEN QUE HACER UN RECLAMO ESTAN CIEGOS ESTABAMOS COMPARNDO UNOS GPS Y LOS DEJAMOS EN HUERFANOS Y ME LOS COBRARON Y NO SE LOS DEVOLVIERON LOS GPS	SEGURIDAD INDUSTRIAL	MAIPU Y COLINA
pKBy81q3rrIu	GGEE	AP	Regiones	Hombre	6	POR QUE  ESTOY CONFORME CON LA EMPRESA	TRANSPORTE	LOS ANGELES
jfzJ2KDgmHO0	Micro	Mas	Santiago	Mujer	6	POR LOS MONTOS, NADA MAS	ENVASADOS	PUENTE ALTO
h0wUrAj5q1ni	Pequeña	MasPrem	Santiago	Hombre	5	DERREPENTE FALLAN LAS COSAS Y NO HAY RESPUES INMEDIATA, AVECES HAY DESCONEXIONES Y NO CONTESTA NO HAY RESPUESTA	CONSULTORA EN INGENIERIA	LAS CONDES
c1Lw4lrqUOGz	Micro	Mas	Regiones	Hombre	6	EN GENERAL SIEMPRE FUNCIONA TODO AHORA TUVIMOS UN PROBLEMA NO PUDIMOS PASAR UN NUMERO A  EMPRESA TENIA DEUDA NO SE PODIA NOS DIJERON QUE SE PODIA DESPUES QUE NO LO TUVIMOS QUE PASAR A PREPAGO ETC.	ALIMENTACION Y ALOJAMIENTO	ANTOFAGASTA
2ne2bH9F79z0	Pequeña	MasPrem	Santiago	Mujer	7	PORQUE SIEMPRE HA PRESTADO BUEN SERVICO, NO TIENE PROBLEMAS.	INGENIERIA	ÑUÑOA
M0s0yPuPRKhM	Micro	MasPrem	ns/nr	Mujer	3	PORQUE NO DAN INFORMACION SOBRE LAS PROMOCIONES Y NO ME HA INFORMADO ALGUIEN DE ENTEL NO ME INFORMADO LOS TELEFONOS CELULARES HAN BAJADO	ASESORIA JURIDICA	ANTOFAGASTA
ER8H5IzskW7Z	GGEE	MV	Santiago	Mujer	1	PORQUE NOS QUEDAMOS SIN EJECUTIVOS, NO NOS SOLUCIONAN LOS PROBLEMAS A LA BREVEDAD NOS MANDAN UNA OFERTA Y NO CUMPLEN CUANDO LA CONTRATAN COBERTURA HORRIBLE SE CAE LA SEÑAL LA COBERTURA MUY MALA YO ESTOY EN COMUNA DE SAN BERNARDO Y SI ME VOY A OTRO LUGAR ME QUEDO SIN COBERTURA	IMPORTACIÓN	SANTIAGO
I7YBzjVFLHmC	Micro	Mas	Santiago	Hombre	5	PORQUE EL COSTO ES ELEVADO EN COMPARACIÓN A LOS DEMAS PLANES	SERVICIO DE INGENIERO	PUENTE ALTO
EmjEDKiEKs3r	Mediana	MV	Santiago	Mujer	7	PORQUE RECIEN HICIMOS UNA UNIFICACION DE PLAN CON LA EJECUTIVA DE ENTEL ELLA NOS INFORMO QUE PODEMOS MEJORAR EL PLAN Y AHI BAJAMOS EL COSTO DE LA EMPRESA LA ATENCION EN SUCURSAL ES BUENA LA ATENCION DE LA EJECUTIVA LA RAPIDEZ PARA LA ATENCION TIENEN UN MODULO PARA ATENCION PARA EMPRESAS ENTONCES ES MAS RAPIDO PARA LA ATENCION	COMERCIALIZADORA DISTRIBUIDORA DE PRENDAS DE VESTIR	SANTIAGO
6mfK2SRQExPD	GGEE	AP	Santiago	Hombre	5	ESO MAS QUE NADA PROBLEMAS CON LAS TELECOMUNICACIONES, PROBLEMAS COBERTURA	FINANCIERO	LAS CONDES
B5PXEB1Vj0kp	Pequeña	MP	Santiago	Mujer	6	POR LA CONECTIVIDAD, ESTA TODO BIEN	ASEO INDUSTRIAL	SANTIAGO LAS CONDES
OV1vSznVa0c3	Pequeña	MP	Santiago	Mujer	6	PORQUE LA CALIDAD DE SERVICIO QUE OFRECEN ES BASTANTE BUENA	CONSULTORIA	SANTIAGO, PROVIDENCIA
LedNCZPTab3Q	Mediana	AP	Santiago	Hombre	7	POR QUE DAN UN EXCELENTE SERVICIO EXCELENTE CONECTIVIDAD, NO A TENIDO PROBLEMA.	CONSTRUCCION	SAN MIGUEL
QTe605qemYEA	Pequeña	MasPrem	Santiago	Hombre	6	PORQUE LA VERDA HAN HABIDO OCASIONES QUE NO TENGO SEÑAL LA FALTA DE ANTENA ,NO TIENE SEÑAL PARA HACER LLAMADAS	IMPORTACION DE REPUESTOS	SANTIAGO - LAS CONDES
J2V9tzSWhReg	GGEE	AP	Santiago	Hombre	6	CASI TODOS EN ESTADO BIEN EL SERVICIO ES BUENO	AGRICOLA	SAN BERNARDO
JX0rHfps4yRr	Mediana	MasPrem	Regiones	Hombre	6	EL SERVICIO ES BUENO POR QUE TIENE MEJOR SEÑAL QUE OTRAS EN LAS LLAMADAS	FRUTICOLA	CHILLAN
Wk95OveOGbNV	GGEE	AV	Regiones	Hombre	6	REGLARMENTE ME PRESTA EL SERV BIEN EN MOMENTOS SE CAE O SE PONE LENTO EL SERVICOS	ALIMENTOS PARA MASCOTAS	CHILLAN
m3b99bYhKZea	Pequeña	MV	Santiago	Hombre	5	PORQUE LE FALTA INTERES Y PREOCUPACION POR EL CLIENTE AVISAR CUANDO HAY ACTUALIZACON EDE EQUIPOS	TRANSPORTE	SAN BERNARDO
3NT7bBP5YW5L	Mediana	AP	Regiones	NA	6	PORQUE EN GENERAL TODO BIEN PERO NO TAN EXCEPCIONAL	NA	NA
8zkLofLeYCfX	Pequeña	MP	Santiago	Hombre	7	NUNCA HE TENIDO PROBLEMAS CON LA SEÑAL CON LA CUENTA LA TRASPARENCIA	INFORMATICA	SANTIAGO
QdD4sq0r1t6W	Pequeña	MasPrem	Santiago	Mujer	7	NO TENGO PROBLEMAS CON EL SERVICIO	MANTENCION DE ELECTRICIDAD	EL BOSQUE
nuEZwkCvRfSB	Mediana	MP	Santiago	Hombre	3	PORQUE NOSOTROS AL MOMENTO DE REALIZAR CAMBIO SDE EQUIPOS NOS CAMBIARON LAS CONDICIONES QUE ANTIGUAMENTE TENIAMOS Y NOD DIJERON QUE YA NO TENIASMOS LA POSIBLIFAD EQUIPOS COSTO CERO Y QUE DE AHORA EN ADELANTE NOS COBRARIAN POR EQUIPO POR ESE MOTIVO LOS LIBERAMOS A CLARO PORQUE NOS OGFRECIA COSTO CERO POR CADA EQUIPO ERA 350 MIL PESOS FUI A LA SUCURSAL HABLE VIA TELEFONICA Y NADI ME DIO SOLUCION NOS OFRECIAS UN EQUIPO DE MALA CALIDAD ALCATEL	FARMACEUTICP	LA CISTERNA
fGpq41deWVXt	Mediana	AP	Regiones	Hombre	1	TENGO PESIMA COBERTURA CADA  VEZ QUE LLAMO HAY QUE SER MAGO ES IMPOSIBLE TE ATIENDEN Y ME MANDAN A UNO Y OTRO LADO TENGO PESIMA SEÑAL DEL INTERNET COMO SOY EMPRESA CHICA NO TE PESCAN	AGRICOLA	REQUINOA
5ig72KCvKHJW	Pequeña	AP	Regiones	Hombre	6	PORQUE EL SERVICIO ES BUENO PERO NO EXELENTE TIENE BUENA COBERTURA  Y EL INTERNET ES RAPIDO PERO CUANDO HAY QUE HACER ALGUN REQUERIMIENTO SON MAS LENTOS	CONSULTORIA DE EMPRESAS	CURICO
FvaKijlw30lJ	Micro	Mas	ns/nr	NA	6	PORQUE EN REALIDAD ESTA BUENO EL SERVICIO HAY FALENCIAS SE CAE EL INTERNET SE PONE MAS LENTO ESO	NA	NA
qhAcxpaMiUR2	Mediana	MP	ns/nr	Mujer	6	MAS QUE NADA POR EL SERVICIO DE COBERTURA DE ENTEL Y LA CLARIDAD DE LOS COBROS TIENE COBERTURA A NIVEL NACIONAL NO TIENE MAYOR COBERTURA EN DONDE ESTAMOS Y NO HA TENIDO PROBLEMAS CON COBROS INDEBIDOS	IMPORTADORA DE SERVITECA	OSORNO
IE1bHJF7JEZp	Mediana	MV	Santiago	NA	5	PORQUE NO SIEMPRE ESTAN DISPUESTOS A AYUDAR CUANDO UNOS LOS NECESITA	NA	NA
UlP7xsNGj2iG	Pequeña	MasPrem	Regiones	Mujer	7	CON ENTEL TENGO LA PAGINA Y ADMINISTRO DESDE AHI Y ES BUEN	TRANSPORTE	CURICO
MYNvcnny7hrq	Micro	Mas	ns/nr	Hombre	6	SIEMPRE HAY DETALLES NO HAY COBERTURA AL 100 % PORQUE YO ME MOVOLIZO EN ARAES RURALES DE LA REGION DE LOS LAGOS Y HAY SECTORES SE CAE LA COBERTURA	SERVICIOS FORESTALES	OSORNO
fVqTyq2WX2ZB	GGEE	AP	Santiago	NA	4	MUCHAS VECES HE TENIDO REQUERIMIENTOS Y DESGRACIADAMENTE O NO ME HAN TOMADDO EN CUENTA O SE DEMORAN MUCHO	NA	NA
8vYOPTlvnS7M	Micro	MasPrem	ns/nr	Hombre	7	PORQUE ES UN BUEN SERVICIO TIENE BUENA COBERTURA SIN PROBLEMAS CUANDO UNO LLAMA 106 LE ATIENDEN BUENA SEÑAL NO SE LE PIERDE LA SEÑAL EN LA CIUDAD	TRANSPORTE DE CARGA	PUNTA ARENAS
mYIHnKKvX0ml	GGEE	Mas	Regiones	Mujer	5	PORQUE NO TENGO SEÑAL DONDE TRABAJO	PROTECCION DE FRUTAS	SAN VICENTE
rDT267uvcNdm	GGEE	AV	Regiones	NA	6	PORQUE EN REALIDAD NO HE TENIDO MAYOR PROBLEMA ME GUSTARÍA QUE FUERA MAS BARATO LOS COSTOS	NA	NA
CuVr9myKg7Nt	Pequeña	MasPrem	ns/nr	Hombre	5	NO ESTOY CONFORME CON EL SERVICIO MUY CAROS LOS PLANES APARATOS MUY CAROS EL VALOR DE LOS PLANES CON LA COMPETENCIA Y LOS PLANES NUEVOS DE LA MISMA COMPAÑIA	TRANSPORTE	SAN ANTONIO
XNfTGGBfzHNl	Micro	MasPrem	Santiago	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS NUNCA DE COMUNICACION, PAGOS Y SERVICIOS, TODO LO QUE ES POST VENTA Y SERVICIOS TECNICOS HA SIDO BUENA, TODA LA ATENCION	IMPORTACION DE TECNOLOGIA	PROVIDENCIA
mBFCt26sFXNV	Mediana	MP	Santiago	Hombre	6	PORQUE ES LA CONECTIVIDAD Y QUE EL SERVICIO ESTE FUNCIONANDO EN EL MOMENTO QUE LO REQUIERA,CUANDO REQUIERO INTERNET LO TIENE DISPONIBLE,LA COBERTURA CUANDO SALE FUERA DE SANTIAGO CUANDO VOY AL NORTE NO HAY PROBLEMAS DE SEÑAL	ASESORIAS FINANCIERAS EN EL RUBRO FINANCIERO-BANCARIO	SANTIAGO CENTRO
jEnUiWMM1I2V	Pequeña	MP	Regiones	Mujer	6	CON LA EJECUTIVA NO HA TENIDO PROBLEMA, EN LAS OFICINAS NO HA SIDO LA MISMA ATENCION, HA SIDO REGULAR.	OBRAS MENORES	RANCUAGUA
FUT1qr7q1Ub2	GGEE	AP	Santiago	Hombre	6	PORQUE NO LLEGA AL 7 POR EL AJUSTE DE PLANES, NO ME DAN MAYOR INFORMACIÓN AL RESPECTO DE LOS PLANES EN CUANTO A PAGAR BUENO	CONSTRUCCION	LO BARNECHEA
TxeupWpb2RUz	Mediana	AP	Regiones	Mujer	6	PORQUE ELLOS AVECES RECLAMAN DE ALGUNAS EN GENERAL LO EVALUAN BIEN	AIRE ACONDICIONADO	TALCAHUANO
2UFwOGeMFySN	Pequeña	MasPrem	Santiago	Hombre	5	PORQUE NO ES MUY BUENO EL SERVICIO ES MUY CARO EL INTERNET	TRANSPORTE	PIRQUE
hzLV4esZfw5T	Mediana	AP	Santiago	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS DE  CONECTIVIDAD EN LO EJECUTIVO NINGUN PROBLEMA	INMOBILIARIA	SANTIAGO
9AJZ6cl4pw9v	Pequeña	MasPrem	Santiago	Mujer	6	PORQUE TENEMOS BUENA SEÑAL EN GENERAL  NOS DA FACILIDAD DE EQUIPOS MAS NUEVOS HAY QUE PROBLEMAS ES EN GENERAL	PUBLICIDAD	PROVIDENCIA
WVvWjZL4Tq9t	Mediana	MP	Santiago	Hombre	5	PORQUE TIENEN PROBLEMAS DE CONECTIVIDAD PROBLEMAS DE SERVICIO POSTVENTA DE TELEFONIA TODO SE HACE POR TELEFONO DERREPENTE UNO NECESITA UNA PERSONA DE CONTACTO  DERREPENTE SON EXTRANJEROS TAMBIEN DERREPENTE SI ESTAMOS BIEN NO TENGO NINGUN TEMA DE DIFERENCIA CON ELLOS PERO EL TEMA ESTA DE QUE DERREPENTE NO CAPTAN CIERTAS NECESIDADES QUE DERREPENTE UNO ANDA BUSCANDO POR EJEMPLO UN BENEFICIO EN RELACION AL PLAN VERSUS CIERTAS ECONOMIAS DE LA EMPRESA	METAL MECANICA Y VENTA DE MUEBLES DE OFICINA	EL BOSQUE SANTIAGO
0w7z7mjCN4KU	Mediana	MP	Santiago	Hombre	6	PORQUE ES BUEN SERVICIO PERO ES UN POCO ELEVADO EL PRECIO ATENCIÓN AL CLIENTE Y COBERTURA DE LOS EQUIPOS	IMPRENTA	SANTIAGO
QcsnKSHRyOMc	Pequeña	AP	Santiago	Hombre	6	PORQUE PRESTAN UN BUEN SERVICIO EN GENERAL POST VENTA Y CUANDO UNO TIENE PROBLEMA LLAMA AL EJECUTIVO Y LE SOLUCIONAN EL PROBLEMA ES UNA COMPAÑIA DENTRO DE LAS QUE HAY QUE FALLAN TANTO TIENEN BUENA COBERTURA CELULARES	LEGAL	LAS CONDES
ysba1kFUvqHZ	Pequeña	MP	ns/nr	Hombre	6	PORQUE NADA ES PERFECTO IGUAL EN UNOS CASOS FALLA TUVE UN PROBLEMA CON LA APLICACION DE ENTEL SE QUEDO PEGADO NO PUDE PAGAR	INSTALACIONES ELECTRICAS	SAN MIGUEL
9pWfT1GWSEsn	Micro	Mas	Santiago	Mujer	7	PORQUE TAMBIEN ESTUVO CON LAS OTRAS COMPAÑIAS, LA UNICA QUE LE CUMPLIO AL 100 POR CIENTO FUE ENTEL , PRESTAN EL MEJOR SERVICIO.	VENTA DE ACCESORIOS Y HERRAMIENTAS	LA FLORIDA
gjLW3txhLkdv	Mediana	MasPrem	Santiago	Hombre	6	PORQUE HAY LUGARES EN CHILE EN DONDE NO TENGO COBERTURA	TRASPORTE	PUDAHUEL
RV0JwETXBBPK	Mediana	AP	Regiones	Hombre	5	DESDE HACE UNOS 6 MESES LA CALIDAD DE LA SEÑAL ES MUY DEFICIENTE	CONSTRUCCION	SAN JAVIER
eSR1CrK8WcK2	Pequeña	MP	ns/nr	Hombre	6	PORQUE LA SEÑAL EN DONDE VIVO SE PIERDE SE PIERDE EN PUERTO MONTT	CONSTRUCCION	COMUNA DE PUERTO MONTT
wcFfH5rTyInk	Pequeña	Mas	Regiones	NA	6	PORQUE LA SEÑAL NO ES TAN BUENA EN EL SECTOR DONDE YO ESTOY	NA	NA
jbPqytl8GCKf	Mediana	AV	Santiago	Mujer	7	LA VERDAD ME GUSTA TODO LA PLATAFORMA QUE UTILIZA LA COMUNICACION QUE TENGO CON EL PROVEEDOR CON ELLOS TENGO COMUNICACION TELEFONICA Y POR CORREO ELECTRONICO  DE SERVICIOS NO HAY NINGUN PROBLEMA CON ELLOS	TELECOMUNICACIONES	PROVIDENCIA
KggKGVFtyDdy	Pequeña	AP	Santiago	Mujer	4	LA EJECUTIVA INEFICIENTE NO CONTESTA LOS LLAMADOS HAY COBROS EN LA FACTURA MAL HECHOS NO GESTIONA EN LA FECHA CORRESPONDIENTE ENVIADO MAIL O JUSTIFICADO HAY QUE HABLAR CON EL JEFE	PRESTACION DE SERVICIOS	STGO CENTRO
QP9Y4xSxXQVO	Pequeña	MasPrem	Regiones	Hombre	7	PORQUE NO TENGO NINGUN INCONVENIENTE EN COBERTURA NI EN LA CUENTA NI EN NADA	INGENIERIA	CONCEPCION
SV5OP11aPtsp	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE EL SERVICIO ES BUENO PERO NO ES TAN PEREFECTO LO QUE UNO QUISISRA A VECES UNO PIDE MAS, PERO UN 6 ES BUEN, LO QUE SI ES CARO, ES BUEN SERVICIO PERO ES CARO EN COMPARACION EN LAS COMPETENCIAS	LOGISTICA EN TRANSPORTES EN PERSONAS	VIÑA DEL MAR
c4eOIVpL1eAi	Pequeña	Mas	Santiago	NA	7	NO HE TENIDO PROBLEMAS FUNCIONA PERFECTO	NA	NA
rycN8OgeKIx3	Micro	MP	Regiones	NA	7	PORQUE LA SEÑAL ES BUENA EL COBRO ES ADECUADO	NA	NA
L9SQbEFQLxBT	GGEE	AV	Santiago	Mujer	6	PORQUE EL SERVICIO EN GENERAL ES BUENO	RETAIL	HUECHURABA
xL53GQ0bBnCS	Pequeña	MV	Santiago	NA	7	PORQUE TENGO COSTOS PREFERENCIALES  SON POR TODOS LOS SERVICIOS }EL SERVICIO ES BUENO	NA	NA
8hV4PjaO43oK	Pequeña	MV	Santiago	Hombre	6	PORQUE ME DA LOS SERVICIOS QUE NECESITO CUANDO LOS REQUIERO PERO EN CUANTO A LA COBERTURA EN SECTORES NO ES MUY BUENA	SEGUROS Y SERVICIOS	SANTIAGO, LAS CONDES
xIFJ5aQZRatH	Micro	MasPrem	Santiago	Hombre	6	ME PARECE QUE NO TIENE UNA COBERTURA TAN BUENA COMO LA ESPERADA OTRAS CIAS LA TIENE SEÑAL DE TELEFONIA	TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS	QUILICURA
jFhYx98gaMXP	Mediana	MP	Regiones	Hombre	7	PORQUE EL SERTVICIO ES DE MUY BUENA CALIDAD DE ECHO YO ME HAVIA SALIDO DE ENTEL Y REGRESE PORQUE TENIAMOS MUCHOS PROBLEMAS Y CON ENTEL TENEMOS MUY BUENA COBERTURA	SERVICIOS ACUICOLAS	PUERTO MONTT
UbDSCd3eatEo	Pequeña	MasPrem	Regiones	Mujer	3	PORQUE LA CONEXION ES MALA, HIZO RECLAMO Y NUNCA HAY RESPUESTA, LOS EQUIPOS ENTREGAN NO SON LO MEJOR, EL SERVICION TECNICO SE DEMORAN 15 DIAS Y NO SOLUCIONAN.	FABRICA DE PUERTA Y MOLDURAS	RANCAGUA
TC3umhWDXPxO	GGEE	AV	Regiones	Hombre	6	PORQUE CUESTA COMUNICARSE CON LOS EJECUTIVOS DE ATENCION AL CLIENTE	PROCESADORA DE FRUTAS AGRICOLA	CALERA DE TANGO
J5WsaebCb4uw	GGEE	AV	ns/nr	Hombre	6	REALIDAD CALIDAD DE SERVICIO Y PRECIO LA CALIDAD ES BUENA EL PRECIO ES COMPETITIVO NO ES EL MEJOR PERO COMPETITIVO	ETIQUETAS AUTOADESIVAS	SAN BERNARDO
hCqmy6yYuAs5	Pequeña	MasPrem	Regiones	NA	6	DERREPENTE ME CORTA LA SEÑAL NO TENGO EL INTERNET QUE ME GUSTARIA  TENER LO QUE TENGO CONTRATADO	NA	NA
TeMjDRgYEb7F	Pequeña	MasPrem	Santiago	Mujer	5	PORQUE EL SERVICIO SE CORTA SIN NINGUN AVISO, HAY PARTES DONDE NO TIENE SEÑAL, SE LE CORTAN LAS PALABRAS EN ALGUNAS PARTES.	TRANSPORTE	QUINTA NORMAL
gjgMoHAHv27U	Mediana	AP	Regiones	Mujer	5	POR TEMA EXCLUSIVAMENTE DE SEÑAL EN EL SECTOR TENEMOS MUY MALA SEÑAL UN TIEMPO TUVIMOS 4 G PERO SE ECHO A PERDER HE PUESTO RECLAMOS Y NO HAN SABIDO DARME UNA RESPUESTA	FRIGORIFICO	LINARES
6TrGGU36O2Le	Micro	MV	Santiago	Hombre	7	PORQUE ENTREGA UN BUEN SERVICIO	INVERSION	LAS CONDES
tJh28vLPoxE7	Pequeña	MP	Regiones	Mujer	7	PORQUE CUANDO HA LLAMADO HA SIDO BUENA LA ATENCION, SIEMPRE LE HAN SOLUCIONADO LOS PROBLEMAS.	CONSTRUCCION	IQUIQUE
uouo2fxWer5J	Pequeña	MasPrem	Regiones	Hombre	6	PORQUE NO HE TENIDO NINGÚN PROBLEMA EN TÉRMINOS DE COBERTURA	TRANSPORTE	CHILLAN
VJIllGE40s49	Pequeña	MasPrem	Santiago	Hombre	5	HAY SECTORES QUE NO TIENE COBERTURA O SE CORTA LA SEÑAL, EN PIRQUE EN COLINA, CHICUREO.	CONTRUCCIÓN	SANTIAGO
Z9NdjLebaqQK	Pequeña	MP	Regiones	Mujer	5	PORQUE SE PIERDE LA SEÑAL.	SERVICIOS INTEGRALES	ANTOFAGASTA
Pdly0Zw9AbI7	Pequeña	MasPrem	Santiago	Hombre	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON LA COMPAÑIA NI EL SERVICIO	CONTRUCCION	SANTIAGO
SxIg7ZQ5ggX6	GGEE	MP	Santiago	Hombre	3	PORQUE NO SIEMPRE NO CUMPLE MIS EXPECTATIVAS, CALIDAD DEL SERVICIO	INGENIERIA	PROVIDENCIA
GQL3kAAdTQKF	Pequeña	MP	ns/nr	Hombre	6	ESTOY SATISFECHO SERVICIO NORMAL NO SE CORTA LE LLEGA LA CUENTA CUANDO CORRESPONDE	SERVICIOS DE PUBLICIDAD	OSORNO
0pcNC4RP3ard	Pequeña	MP	Regiones	Mujer	7	DA BUEN SERVICIO TODO LO QUE NOS DA LA COMUNICACION NO SE CORTA LA LLAMADA TIENE BUENA ATENCION CON EJECUTIVOS  Y NO TIENE PROBLEMAS	SERVICIO DE RECURSOS HUMANOS	IQUIQUE
fhFUk1LBLPgx	Mediana	MV	Regiones	Mujer	7	PORQUE CADA VEZ QUE TENEMOS DIFICULTADES O REQUERIMIENTOS POR EJEMPLO PROBLEMAS DE FUNCIONAMIENTO DE LA RED O LOS TRABAJADORES QUE RECLAMAN POR FUNCIONAMIENTO INTERNET SE SOLUCIONA DE FORMA INMEDIATA ESTAN PREOCUPADOS EL EJECUTIVO PREGUNTA COMO ESTA NUESTRO PROCESO	INMOBILIARIA	SANTO DOMINGO
HxqMU6i4bQZm	Pequeña	MasPrem	Santiago	Hombre	6	DE REPENTE SE CAE EL SERVICIO	TRANSPORTE Y CONSTRUCCION	SANTIAGO
UXHJIPbRF0u5	Micro	MasPrem	Santiago	Hombre	7	PORQUE NO TENGO INCONVENIENTES A NIVEL DE COBERTURA Y DE SEÑAL FUNCIONA DE FOPRMA CORRECTA	INFORMATICA	SANTIAGO
ZfaQWWYXKqD4	Pequeña	AP	Regiones	Mujer	6	SOLAMENTE PORQUE TODAVIA NO ME SOLUCIONA EL PROBLEMA NO PUEDO PAGAR POR INTERNET TENGO QUE IR  A LA OFICINA	TELECOMUNICACIONES	ANTOFAGASTA
2epbXeJHAaUM	Mediana	AP	Regiones	Mujer	7	PORQUE ME ENTREGAN LO QUE YO NECESITO Y NUNCA HE TENIDO PROBLEMA	CONSTRUCCIÓN	CONCEPCIÓN
1YYAgSFvnCzV	Mediana	MV	Regiones	Mujer	6	PORQUE NO NOS DA INTERNET TENEMOS QUE CONTRATARLO CON OTRA COMPAÑIA FALTA EL SERVICIO DE INTERNET BANDA ANCHA Y LA FIBRA OPTICA QUE NOS OFRECE ES MAS CARA	MAESTRANZA	ANTOFAGASTA
