encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32
qARFS5bRoKu5	MEDIANA	AP	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS)"	Entel,GTD/ Manquehue	Telefónica/ Movistar	NA	NA	NA	NA	6	"EL SERVICIO ES BUENO NO SE HA CAÍDO PERO A VECES LOS PRODUCTOS SON RÍGIDOS O SEA Y HAY ALGUNAS COSAS EN QUE NO CUMPLE CABALMENTE LO QUE NOSOTROS NECESITAMOS; LA COBERTURA ES BUENA EL SOPORTE ES RÁPIDO PERO HEMOS NECESITADO QUE HAY ALGUNAS CARACTERÍSTICAS QUE EL EJEMPLO ES QUE SE TIENEN CONTRATADO LOS PLANES DE DATO Y CUANDO SE ACABA EL PLAN DE DATOS NO ES POSIBLE DENTRO DEL MISMO PEDIDO CARGAR MAS DATOS ENTONCES AL TIRO PERDEMOS VELOCIDAD ENTONCES NO PODEMOS HACER COMO MANTENER TODA LA VELOCIDAD AL MES UNA VEZ QUE SE HAN ACABADO TODOS LOS DATOS O SEA ESO ES UN PROBLEMA, SOLO ESO."	Buenos servicios,Servicio estable/ no se cae,Buena cobertura,Mal servicio internet/ se cae/ lento/ falla	6	6	6	5	NS/NR	INTERNET BANDA ANCHA	6	6	6	6	6	7	Sí	Sí	No	No	No	Sí	No	No	7	4	NA	NA	NA	7	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	Ejecutivo asignado	NA	NA	7	NA	NA	NA	Sabe que tiene un ejecutivo pero desconoce su función <b>(NO LEER)</b>	NA	NA	NA	Sí	NA	NA	NA	7	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	9	30	TECNOLOGÍA	8 MESES	LAS CONDES	GERENTE DE ADMINISTRACIÓN Y FINANZAS
4bCfFNPyuNdz	MEDIANA	MasPrem	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7	PORQUE EN GENERAL NUNCA HE TENIDO PROBLEMAS CON LA CUENTA, NUNCA HE TENIDO PROBLEMAS CON LAS REDES, HAN SIDO POCAS LAS VECES QUE SE HAN CAÍDO, PERO POR PROBLEMAS QUE NO COMPETEN A LA TELEFONÍA, EL SERVICIO ES BUENO, RÁPIDO Y NO HE TENIDO PROBLEMA CON ELLOS.	Cuentas claras,Buen servicio de internet/ rápido/ estable,Servicio estable/ no se cae,Buen servicio/ eficiente,No ha tenido problemas/ conforme/ todo bien	7	7	7	7	6	INTERNET BANDA ANCHA	7	7	NS/NR	NS/NR	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	100	INSTALACIONES ELÉCTRICAS	10 AÑOS	PUERTO MON	ENCARGADA DE GESTION
Z3TAypCE9LiA	GGEE	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	5	PORQUE EL SERVICIO DE MOMENTO HA BAJADO UN POCO LA CALIDAD EN CUANTO A ATENCIÓN A PREOCUPACIONES.	No tiene contacto con los clientes/ difícil contactarse con la cia.	6	6	6	6	5	MPLS	6	5	5	6	5	6	Sí	Sí	No	Sí	Sí	Sí	No	Sí	6	6	NA	6	4	6	NA	5	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	5	NA	NA	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	Sí	NA	NA	NA	5	NA	NA	No cumple las necesidades que usted tiene como administrador	Sí	UN FALLO EN LA CONEXIÓN Y REQUERIMIENTOS EN LOS QUE NO NOS CONTESTAN DE FORMA OPORTUNA.	Conectividad/ conexión,Lento/ lentitud/ demoran	Sí	Está en trámite	NA	3	Está Igual	5	19	PERFORACIONES MINERAS	5 AÑOS	LA SERENA	CONTADOR
dSrjgApLjSBM	MICRO	Mas	REGIONES	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	POR EL TEMA ECONÓMICO, POR LOS VALORES DE LOS SERVICIOS.	Es caro/ planes caros	6	5	NS/NR	NS/NR	1	INTERNET BANDA ANCHA	5	5	5	5	6	5	No	Sí	No	Sí	Sí	Sí	Sí	Sí	NA	3	NA	3	3	3	3	3	NA	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	NA	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	A través del Call center, empresa línea 600, línea 800,En tienda/ sucursales	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	EL PROBLEMA DE LOS VALORES DE LOS PLANES DEL SERVICIOS TODO LO QUE DIJE EN LA PREGUNTA PRE ANTERIOR .	Cobros excesivos	Sí	Si fue solucionado	5	5	Está Igual	5	7	MEDIO DE COMUNICACIÓN- EDITORA Y PROMOTORA	7 AÑOS	CONSEPCION	GERENTE GENERAL
dep4Y0tNfjyt	PEQUEÑA	MasPrem	SANTIAGO	Mujer	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,VTR	NA	Entel	NA	NA	NA	5	"PORQUE NO ME DAN LOS TELÉFONOS AHORA, ANTES ME LOS DABAN; ES DECIR, NO ME LOS ENTREGAN EN COMO DATOS CON COSTOS CERO LOS APARATOS."	Problemas con los equipos,Es caro/ planes caros	5	5	5	5	5	INTERNET BANDA ANCHA	5	5	5	5	5	5	Sí	Sí	Sí	Sí	No	No	No	No	5	5	5	5	NA	NA	NA	NA	En tienda/ sucursales	En tienda/ sucursales	En tienda/ sucursales	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	NA	5	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	1	Ha empeorado	1	3	EVENTOS	HACE COMO 10 AÑOS	PROVIDENCIA	DIRECTORA
IEjPquY1Bt5D	MICRO	MV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	"PORQUE A VECES TENEMOS CAÍDAS Y ÉSO; POR QUE 7 ES MUCHO, ENTONCES DEBEN SUPERARSE SIEMPRE."	Se cae el servicio/ se corta/ intermitente,No es perfecto/ podría ser mejor	7	7	7	7	7	INTERNET BANDA ANCHA	6	6	7	7	7	7	No	Sí	No	Sí	Sí	No	Sí	No	NA	7	NA	7	7	NA	7	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	Ejecutivo asignado	NA	A través del Call center, empresa línea 600, línea 800	NA	7	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	4	BODEGAS	HACE COMO 6 AÑOS	LAMPA	CONTADOR
M0t2DSoe9QHj	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	EVENTUALMENTE HEMOS TENIDO ALGUNOS CORTES ESPORÁDICOS EN INTERNET, SE CORTA LA SEÑAL, HAY QUE LLAMAR, CORTES ESPORÁDICOS PUEDE SER DOS VECES AL AÑO Y EN SOLUCIONARLO ME DEMORO MÁS EN PROCESO TELEFÓNICO Y ESO VUELVE PERO ES UNA LATA PORQUE SE CORTA TODO LO QUE ESTABAS HACIENDO, SIEMPRE SE PUEDE MEJORAR.	Mal servicio internet/ se cae/ lento/ falla,Mala señal,Demora en soluciones,No es perfecto/ podría ser mejor	5	4	6	6	1	INTERNET BANDA ANCHA	6	5	5	5	5	4	No	No	No	No	No	Sí	Sí	Sí	NA	NA	NA	NA	NA	3	5	2	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800,A través de la web con clave Mi Entel Empresas	A través del Call center, empresa línea 600, línea 800,A través de la web con clave Mi Entel Empresas	A través del Call center, empresa línea 600, línea 800,A través de la web con clave Mi Entel Empresas	NA	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	CORTES, INTERRUPCIÓN DEL SERVICIO.	Caída del sistema/ servicio	Sí	Si fue solucionado	5	2	Ha empeorado	5	6	PROYECTOS DE ARQUITECTURA	3 AÑOS	SANTIAGO - PROVIDENCIA	DUEÑO
G0OJNDnWu4BB	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel,GTD/ Manquehue	NA	Entel,GTD/ Manquehue	NA	NA	NA	7	PORQUE RARAMENTE HE TENIDO PROBLEMAS Y CUANDO LOS HE TENDIDO SON MUY RÁPIDOS PARA RESOLVER LOS PROBLEMAS, POR EJEMPLO QUE SE HAYA CAÍDO EL INTERNET, SÚPER RÁPIDOS PARA RESPONDER EL SERVICIO.	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas	6	7	6	6	6	INTERNET BANDA ANCHA	7	7	6	7	7	7	No	No	No	No	Sí	Sí	Sí	No	NA	NA	NA	NA	7	7	7	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través de la web con clave Mi Entel Empresas	A través del Call center, empresa línea 600, línea 800	NA	NA	7	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7	Está Igual	10	10	SERVICIOS DIGITALES	8 AÑOS	SANTIAGO	PROPIETARIO
Ork3dz0MlCm1	MEDIANA	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	PORQUE ALGUNAS VECES NO ESTÁ DISPONIBLE AL 100% EL INTERNET BÁSICAMENTE, NO HAY INTERNET, SE CAE POR ALGUNA RAZÓN, MÁS QUE LA TELEFONÍA.	Mal servicio internet,Se cae el sistema/ tiene problemas con el sistema	6	5	5	5	5	INTERNET BANDA ANCHA	5	4	4	4	5	7	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	5	NA	5	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	FALTA DE SERVICIOS DE INTERNET.	Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	4	4	Está Igual	2	20	COMERCIALIZADORA	3 AÑOS	BUDAHUEL, REGIÓN METROPOLITANA(SANTIAGO)	DIRECTOR DE LA EMPRESA
MsihSbGnzQS6	GGEE	AV	SANTIAGO	Mujer	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE ESTOY SATISFECHA CON TODOS LOS SERVICIOS QUE ME NOS HAN PRESTADO HASTA LA FECHA, PORQUE SIEMPRE RESPONDEN LAS INQUIETUDES QUE TENEMOS A TIEMPO Y CUANDO SOLICITAMOS SERVICIO TÉCNICO, TAMBIÉN VIENEN A TIEMPO.	No ha tenido problemas/ conforme/ todo bien,Solucionan problemas,Soluciones rápidas	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	Sí	Sí	No	No	Sí	Sí	No	Sí	7	7	NA	NA	7	7	NA	7	Ejecutivo asignado	Ejecutivo asignado	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	Ejecutivo asignado	7	7	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	32	COMERCIALIZADORA DE PRODUCTOS FARMACEUTICOS	2 AÑOS	LAS CONDES	SECRETARIA
RRhNX4T3TNiJ	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7	POR EL SERVICIO EN EL SERVICIO WEB, SERVICIO BANDA ANCHA, SERVICIO TELEFÓNICO, POR EL TEMA DE APOYO EN QUE POR EJEMPLO CUANDO HAY ALGÚN PROBLEMA QUE SE NOS CAE ALGUNA COSA LO COMUNICAMOS Y NOS RESUELVEN EL PROBLEMA Y POR EL TEMA DE VELOCIDAD EN QUE LO QUE PASA ES QUE NOSOTROS ESTAMOS AQUÍ EN SAN BERNARDO DE REPENTE POR LA UBICACIÓN A VECES TENEMOS ALGÚN INCONVENIENTE NOS LO SOLUCIONAN HACIENDO EL RE CONTACTO Y PORQUE HEMOS TRABAJADO CON ELLOS Y NO HEMOS TENIDO PROBLEMAS	Buen servicio de internet/ rápido/ estable,Buena señal,Buena cobertura,Buen servicio de los ejecutivos/ apoyo/ atención,Soluciones rápidas,No ha tenido problemas/ conforme/ todo bien	7	7	7	7	7	MPLS	7	7	7	7	7	7	No	No	No	No	Sí	Sí	No	No	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	NA	A través de la web con clave Mi Entel Empresas	Ejecutivo asignado	NA	NA	7	NA	7	NA	Ejecutivo de Atención que atiende sus requerimientos Post-Venta	NA	No	NA	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	30	IMPORTADORA	6 MESES	SAN BERNARDO	KAM
6rlgd9yCu1Ng	PEQUEÑA	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	"PORQUE LA ZONA DONDE NOSOTROS ESTAMOS TIENE ALGUNOS PROBLEMAS DE VELOCIDAD DE INTERNET Y COSAS ASÍ; NOSOTROS QUERÍAMOS INSTALAR INTERNET POR FIBRA ÓPTICA Y NO PUDIERON, NO TENÍAN FACTIBILIDAD TÉCNICA PARA HACERLO, NO PODÍAN LLEGAR A LA OFICINA."	Mal servicio internet/ se cae/ lento/ falla,Problemas con fibra óptica	6	5	5	5	4	INTERNET BANDA ANCHA	6	6	6	5	5	5	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	5	Está Igual	5	99	INGENIERÍA	VARIOS AÑOS, NO RECUERDO	SANTIAGO CENTRO	GERENTE GENERAL
OCi9jUD6UWkq	MEDIANA	MV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	PORQUE DAN RESPUESTAS, CUANDO HAY PROBLEMAS DEL SISTEMA DE ELLOS, CUANDO UN AUTO CHOCA UN POSTE Y SE CAEN LAS REDES ELLOS ACTÚAN DE FORMA INMEDIATA, REPARAN LAS LÍNEAS. LA VELOCIDAD DE LA BANDA QUE TENEMOS ES BASTANTE BUENA.	Solucionan problemas,Soluciones rápidas,Buen servicio de internet/ rápido/ estable	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	No	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	NA	NA	No	NA	NA	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	PROBLEMAS DE CONECTIVIDAD DEL INTERNET, EN LA SEÑAL SE NOS CAE EL INTERNET, PROBLEMAS EXTERNOS A ELLOS INCLUSO.	Conectividad/ conexión,Problemas con internet/ caídas/ internet lento,Mala señal/ problemas de señal	Sí	Si fue solucionado	7	7	Ha mejorado	10	42	UNIDAD DE RESPALDO DE ENERGÍA CONTINUA	3AÑOS	ÑUÑOA (SANTIAGO)	GERENTE DE ADMINISTRACIÓN Y FINANZAS
PkKy6ngER6qN	MEDIANA	AP	NS/NR	Mujer	Sí	Sí	"a.	Internet Banda Ancha"	Entel	NA	NA	NA	NA	NA	7	PORQUE ESTOY SATISFECHA,  EL SERVICIO ES BUENO,  TIENE RAPIDEZ,  BUENA ATENCIÓN,  TENGO EJECUTIVAS.	No ha tenido problemas/ conforme/ todo bien,Buenos servicios,Buen servicio técnico/ rápido,Buena atención/ amables	7	7	7	7	7	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	80	FABRICA	1 AÑO	LA TINTANA	DEPARTANMENTO DE RECURSOS HUMANOS
6C0G91gTu88X	MICRO	Mas	SANTIAGO	Mujer	No	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	5	PORQUE EN GENERAL FUNCIONA BIEN SALVO INTERMITENCIAS EN EL SERVICIO QUE DEMORA MUCHO EN RESOLVERSE, EN TELEFONÍA TRASMISIÓN DE DATOS BANDA ANCHA EN GENERAL.	Se cae el servicio/ se corta/ intermitente,Demora en soluciones,Mal servicio de telefonía/ se cortan las llamadas,Mal servicio internet/ se cae/ lento/ falla	6	6	6	5	4	INTERNET BANDA ANCHA	5	5	4	5	6	6	Sí	No	No	No	No	Sí	Sí	No	6	NA	NA	NA	NA	6	6	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	NA	A través de la web con clave Mi Entel Empresas	A través del Call center, empresa línea 600, línea 800	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	SE CORTO EL SERVICIO DE BANCA ANCHA HACE COMO DOS SEMANAS ATRÁS.	Problemas con banda ancha	Sí	Si fue solucionado	5	5	Está Igual	5	4	PUBLICIDAD Y MARKETING	3 AÑOS	SANTIAGO LAS CONDES	REPRESENTANTE LEGAL
E2iHAWu78iwh	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7	"PORQUE HAN RESPONDIDO BIEN; EL SERVICIO A SIDO ESTABLE, HEMOS TENIDO UNA CAÍDA EN LOS AÑOS QUE LLEVAMOS CON ELLOS Y NO HA SIDO POR ELLOS, ASÍ QUE BIEN. ESTABLE EN EL SERVICIOS DE INTERNET. RESPONDEN TODO LO QUE TIENEN QUE RESPONDER"	Buena atención/ amables,Servicio estable/ no se cae,Buen servicio de internet/ rápido/ estable,Solucionan problemas	7	7	7	6	6	INTERNET BANDA ANCHA	7	7	7	7	7	7	No	No	Sí	No	No	No	No	No	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Ha mejorado	10	100	VENDA DE ENERGIA RENOVABLE	3 AÑOS	SANTIAGO REGION METROPOLITANA LAS CONDAS	ENCARGADO IT
W3xax99aNUPB	PEQUEÑA	Mas	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE  A VECES PRESENTA FALLA EN LA VELOCIDAD CONTRATADA.	Mal servicio internet/ se cae/ lento/ falla	7	6	6	7	6	INTERNET BANDA ANCHA	6	6	6	6	6	7	Sí	No	No	No	Sí	Sí	No	No	7	NA	NA	NA	6	7	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	LA CONECTIVIDAD DEL INTERNET HEMOS PERDIDO LA SEÑAL.	Conectividad/ conexión,Problemas con internet/ caídas/ internet lento,Caída del sistema/ servicio	No	NA	NA	7	Está Igual	9	16	SERVICIOS PERSONALES DE EDUCACION	3 AÑOS	PROVIDENCIA SANTIAGO	ADMINISTRADORA
kOMGyDgQghon	PEQUEÑA	Mas	SANTIAGO	Mujer	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE A VECES TENGO CORTES DEL SERVICIO DEL SERVICIO DE BANDA ANCHA, ES DECIR HAY MOMENTOS EN QUE NO SE CONECTA INTERNET, SON MUY ESCASOS LOS MOMENTOS, PERO HA PASADO.	Mal servicio internet/ se cae/ lento/ falla	6	7	5	6	4	INTERNET BANDA ANCHA	5	7	7	6	6	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	CORTES DE SERVICIO DE BANDA ANCHA.	Problemas con banda ancha	Sí	Si fue solucionado	6	7	Ha mejorado	8	2	IMPORTACIÓN Y EXPORTACIÓN DE PRODUCTOS	6 AÑOS	PROVIDENCIA	GERENTE GENERAL
Lgyspasp09tg	PEQUEÑA	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	5	INTERMITENCIA EN LLAMADA TELEFÓNICA, INTERMITENCIA EN SERVICIO DE DATOS Y TAMBIÉN INTERMITENCIA EN BANDA ANCHA ES EL ÚNICO PERO O LO ÚNICO QUE AFECTA LA CALIDAD QUE TIENE ENTEL EN TODO SU SERVICIO.	Se cae el servicio/ se corta/ intermitente,Mal servicio de telefonía/ se cortan las llamadas,Mal servicio internet/ se cae/ lento/ falla,Mal servicio	6	6	5	5	4	INTERNET BANDA ANCHA	5	4	4	6	5	7	No	No	No	No	Sí	No	Sí	No	NA	NA	NA	NA	5	NA	5	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	INTERMITENCIA	Mala señal/ problemas de señal	Sí	No fue solucionado	NA	5	Está Igual	7	11	ATENCIÓN ELÉCTRICA EN OBRAS CIVILES	5 AÑOS	PROVIDENCIA EN CALLE DIS CALLE OJEDA	GERENTE DE MONTO Y FINANZAS
ccBcGeLvHeks	MEDIANA	AV	REGIONES	Mujer	No	Sí	"b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	NA	Entel	Entel	NA	NA	NA	7	PORQUE NUNCA TENGO PROBLEMAS EN TÉCNICOS, DE NADA, DE NINGÚN TIPO ESPECÍFICAMENTE EN QUE SIEMPRE TENGO EL SERVICIO DISPONIBLE, NO TENGO PROBLEMAS DE NINGÚN TIPO.	No ha tenido problemas/ conforme/ todo bien,Servicio estable/ no se cae	7	7	7	7	5	MPLS	7	7	7	7	7	7	No	No	No	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	No	NA	NA	NA	NA	NA	7	Está Igual	10	35	TRANSPORTE DE CARGA	5 AÑOS MAS O MENOS	COPIAPO	JEFA DE ADMINISTRACIÓN
B3xOBBgxmxe2	GGEE	AV	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	GTD/ Manquehue	NA	NA	NA	7	PORQUE NUNCA HEMOS TENIDO PROBLEMAS BÁSICAMENTE DE INTERNET.	No ha tenido problemas/ conforme/ todo bien,Buen servicio de internet/ rápido/ estable	7	7	7	7	6	INTERNET BANDA ANCHA	6	5	6	7	7	7	Sí	Sí	No	Sí	No	No	Sí	Sí	6	7	NA	7	NA	NA	6	6	Ejecutivo asignado	Ejecutivo asignado	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	Ejecutivo asignado	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	7	7	NA	NA	Cumple las necesidades que usted tiene como administrador	Sí	UN PROBLEMA DE CORTE DE INTERNET.	Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	6	7	Está Igual	10	45	VENTAS	6 AÑOS	CUDAWEL	JEFE DE SISTEMAS
