encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	SEG_GOL	Ciudad_comuna	sex_enc	Regionx	Rubro
A2vXfzJIIX2t	6	porque no tengo  mayores  problemas con el servicio . no se me cae el servicio  .	MICRO	Mas	ñuñoa	Mujer	SANTIAGO	asesoría comunicacionales
l0otIitug4AM	6	POR UNOS PROBLEMAS ADMINISTRATIVOS CON ENTEL EN FACTURACIÓN.	PEQUEÑA	Mas	SANTIAGO CENTRO	Mujer	SANTIAGO	TURISMO
HKC1VMHVhXQh	7. Muy satisfecho	ESTABILIDAD DE LA SEÑAL, BUEN ANCHO DE BANDA ADECUADO.	PEQUEÑA	MV	PROVIDENCIA	Hombre	SANTIAGO	COMUNICACIONES INTERNAS
djDyQdL1rcOi	7. Muy satisfecho	por que nunca a tenido problemas con el servicio	PEQUEÑA	Mas	providencia	Mujer	SANTIAGO	servicios de ingenieria
CD35OnZr8rkt	7. Muy satisfecho	PORQUE CUMPLE TODAS LAS EXPECTIVAS EN CALIDAD DE LA CONEXIÓN DE ANCHO DE BANDA, DE POST VENTA Y HASTA EL TEMA DEL PAGO EN LA FACTURA ES FÁCIL Y NUNCA HE TENIDO NI UN PROBLEMA DE NINGÚN TIPO.	PEQUEÑA	MV	PROVIDENCIA	Hombre	SANTIAGO	PUBLICIDAD
bapCWJ6i1zM4	7. Muy satisfecho	impecable, todo super bien. hace un tiempo tuve un problema de velocidad y vinieron rápido a arreglarlo, tengo carios equipos conectados durante todo el día y anda bien, esta bien el servicio a diferencia de Movistar que es un cacho.	PEQUEÑA	Mas	Temuco	Hombre	REGIONES	Comercialización de alimentos.
sS7i5TJhTUDR	6	PORQUE SI APARECE OTRO ME VOY A CAMBIAR PORQUE SOLAMENTE RAZONES DE COSTO Y EN MI SECTOR LA BANDA ANCHA SE SATURA APARTIR DE LAS CUATRO DE LA TARDE Y TENGO QUE REINICIAR EL COMPUTADOR Y BUSCAR DE NUEVO EL INTERNET LA OLT QUE TIENE ACA EL SECTOR ES INSUFICIENTE PARA LAS CUENTAS DE CONSUMO QUE EXISTEN	PEQUEÑA	Mas	LOS ANGELES OCTAVA REGION	Hombre	REGIONES	FERRETERIA
9hx0zCuTQDIU	7. Muy satisfecho	PORQUE TIENEN UNA RAPIDA,CUANDO UNO LLAMA POR ALGUN REQUERIMIENTO HAN SIDO RAPIDOS,AMABLES,ESTAN PREOCUPADOS DE QUE EL PROBLEMA SE HAYA SOLUCIONADO,LA AMABILIDAD QUE TIENEN TAMBIEN.	PEQUEÑA	Mas	TEMUCO	Mujer	REGIONES	CORRETAJE DE PROPIEDADES
rhVrqgNSYgWK	6	PORQUE NADA PUEDE SER PERFECTO. IGUAL, HAN TENIDO SUS FALENCIAS EN TEMA DE SERVICIO DE INTERNET EN QUE DE REPENTE ES BASTANTE INESTABLE.	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	PROGRAMAS DE INTERCAMBIOS
DJkypyYaPfP3	7. Muy satisfecho	PORQUE SIEMPRE HAN DADO SOLUCIONES A SU REQUERIMIENTO, EJEMPLO PARA SABER ESTADOS DE CUENTA, PLANES, NO HA TENIDO PROBLEMAS. OFICINA DE CHILLAN BUEN SERVICIO	PEQUEÑA	MV	SANTIAGO	Hombre	SANTIAGO	SEGURIDAD O RECURSOS HUMANOS
YauFcQBPYBLf	6	PORQUE ESTOY SATISFECHA CON EL SERVICIO PRESTADO, ATIENDEN MUY RÁPIDO Y DAN SOLUCIÓN RÁPIDA CUANDO TENGO ALGUN PROBLEMA DE CONEXIÓN ELLOS ME AYUDAN.	MEDIANA	MP	SANTIAGO CENTRO	Mujer	SANTIAGO	ARTÍCULOS DE JARDINERÍA
lC3cdEpJ9pVF	4	PORQUE CUANDO TUBIMOS CRISIS NOSOTROS LE DIJIMOS A ELLOS QUE NO IBAMOS A OCUPAR LA LINEA TELEFONICA POR QUE NO SE OCUPO Y ELLOS COBRARON IGUAL LA CUENTA SIN USAR EL SERVICIO LOS LLAMAMOS PARA QUE NOS HICIERAN UNA ATENCION POR EL TEMA DE QUE EL TELEFONO NO SE OCUPO EN EL MES DE JULIO, AGOSTO Y SEPTIEMBRE, EN SEMPTIEMBRE SE REACTIVO UN POCO, PERO EN JUNIO, JULIO Y AGOSTO Y NO HUBO CASO NOS COBRARON IGUAL, VEAN Y NO HAY LLAMADAS TELEFONICA.	PEQUEÑA	Mas	SANTIAGO CENTRO	Hombre	SANTIAGO	SERVICIOS DE GASTROMIA DE MANTENCION
7dO6DIrGZ6LY	7. Muy satisfecho	no tengo ningun problema satisfecho total con ellos.	MEDIANA	MV	Providencia	Mujer	SANTIAGO	Construccion
f59o8kpunF1Y	6	NO HEMOS TENIDO INCONVENIENTE CON EL SERVICIO,SIEMPRE NOS HAN ATENDIDO CUANDO HEMOS TENIDO ALGUN PROBLEMA.AHORA ESTAMOS BUSCANDO BAJAR LOS COSTOS. Y LA ATENCION DEL EJECUTIVO TODO BIEN.	GGEE	AV	IQUIQUE.	Mujer	REGIONES	VENTA DE REPUESTO DE VAHICULOS.
8EJLQCqjXuC6	5	PORQUE  A NINGUNA LE PONDRIA EL 7  HAY SECTORES DONDE NO HAY COMUNICACION	PEQUEÑA	Mas	NO RESPONDE	Hombre	NS/NR	JOYERIA
4KiRYJL9viQp	6	PORQUE PARA MI ESE ES EL SERVICIO QUE TENGO EN CUENTO AL SERVICIO QUE ME DA ENTEL EL QUE DE TELEFONIA	PEQUEÑA	MP	LOS ANDES	Hombre	REGIONES	RESTAURANTE
M0iX8zdPgazf	6	costo, costeo benificio, el beneficio no estan grande para el costo que pago.	MICRO	Mas	Santiago Centro	Hombre	REGIONES	Telecomunicaciones
0aHfm3JNbbmv	6	PORQUE ME HAN DADO SOLUCION A TODOS LOS PORBLEMAS QUE HE TENIDO, SOLUCIONAN RAPIDO.	MEDIANA	AP	TEMUCO	Hombre	REGIONES	CONSTRUCCION
0Ez4rU8V5D0H	7. Muy satisfecho	"PORQUE TENGO UN BEUN SERVICIO, NO ME DA PROBLEMAS, SI TU NO LO NOTAS ES BUEN SERVICIO; EL PORTAL ES AMIGABLE EL PORTAL DE ENTEL, AMIGABLE EN PAGAR, SABER TODO, EL PORTAL ES FÁCIL."	PEQUEÑA	Mas	VITACURA	Hombre	REGIONES	DISTRIBUCIÓN Y VENTA
UReZEdHa9Shk	5	ES LENTO PARA CONTESTAR Y PARA SOLUCIONAR PROBLEMAS SON MUY LENTOS EN PROBLEMAS TÉCNICOS.	PEQUEÑA	Mas	IQUIQUE	Hombre	REGIONES	VENTA DE NEUMÁTICOS
alsHdcBmmKcX	7. Muy satisfecho	ME PERMITE ANUALMENTE HACER NEGOCIACIONES DE PRECIO Y MANTENER LOS CONTRATOS DE ACUERDO AL MERCADO. MANEJAR MI PRESUPUESTO PARA ESTE ITEM	GGEE	AV	VITACURA	Mujer	SANTIAGO	RETAIL
XI8AcYI7hbXI	7. Muy satisfecho	"PORQUE DA UN BUEN SERVICIO EN QUE CUMPLE CON LO QUE PROMETE EN CUANTO A LO QUE SON SUS PROYECTOS, SUS PLAZOS Y LA CALIDAD DE SERVICIO QUE PROMETE. ADEMÁS, SUS EJECUTIVOS SON BASTANTE CERCARNOS CON EL CLIENTE; SIEMPRE ESTÁN PREOCUPADOS DE HACERNOS LLEGAR ALGÚN TIPO DE OFERTAS O ALGÚN TIPO DE LOS SERVICIOS Y UN TRATO CERCANO CON ELLOS."	GGEE	AV	GRANEROS	Hombre	REGIONES	RETAIL
2riBByI07gCv	5	HEMOS TENIDO INCIDENTES CON LA FIBRA OPTICA SE HA CORTADO LA FIBRA	PEQUEÑA	Mas	CONCEPCION	Hombre	REGIONES	AIRE ACONDICIONADO
dDCe6XTvXQfI	6	PORQUE EL 7 ES MUCHO. ES BUENO. CON EL SERVICIO NO HA TENIDO PROBLEMA.	PEQUEÑA	Mas	SANTIAGO PROVIDENCIA	Hombre	SANTIAGO	TRANSPORTE
PF1xKSlbkujX	3	PORQUE SIEMPRE SE CAE EL INTERNET.	MEDIANA	MP	SANTIAGO PROVIDENCIA	Mujer	SANTIAGO	CLINICA
eWiHzJ3WZMXm	7. Muy satisfecho	"PORQUE EL SERVICIO ES ESTABLE, SEGURO, RÁPIDO; NO SE CORTA, NO SUFRE INTERRUPCIONES, ES DE BUENA CALIDAD Y PERMITE QUE TENGAMOS TODOS LOS EQUIPOS CONECTADOS SIN PROBLEMA."	PEQUEÑA	Mas	VIÑA DEL MAR	Hombre	REGIONES	SERVICIOS JURIDICOS
vE5p4jAHzFQC	5	PORQUE ES INESTABLE LA SEÑAL, DE PRONTO SE CORTA ESTA MUY RAPIDA Y DESPUES MUY LETA ES MUY POCO FIABLE	PEQUEÑA	Mas	LOPRADO	Hombre	SANTIAGO	ARQUITECTURA E INGENIERIA
1VNmiNzy8YC7	6	PORQUE CREO QUE PUEDE MEJORAR LA CALIDAD DEL SERVICIO EN INTERNET EN QUE LA CONECTIVIDAD SEA CONSTANTE EN TÉRMINOS DE VELOCIDAD.	MICRO	Mas	SANTIAGO	Hombre	SANTIAGO	ASESORÍA
9B74b5x3TcgP	5	"PORQUE EL SERVICIO NO HA SIDO AL 100%. 
HEMOS TENIDO PROBLEMAS CON EL INTERNET. CAÍDA, INTERMITENCIA."	PEQUEÑA	AP	CONCEPCIÓN	Hombre	REGIONES	CLINICA DENTAL
yqFD4uJEiVBo	4	Cobertura del area, inconvenientes en la oficina,soluciones temporales error persiste en la comuna	MEDIANA	AP	Santiago comuna quilicura	Mujer	SANTIAGO	retail
u0QTTSochREu	5	PORQUE NO HAN QUERIDO MEJORAR EL INTERNET	MEDIANA	MP	INDEPENDENCIA	Hombre	SANTIAGO	LOGISTICA
7Lp7nXpSoPC2	5	PORQUE NO SON MUY FLEXIBLES EN TERMINOS COMERCIALES Y CONTRACTUALES. AYUDAN POCO.	MEDIANA	MV	PROVIDENCIA	Hombre	SANTIAGO	INFORMATICA
l7LHx4pdAmjX	7. Muy satisfecho	PORQUE SIEMPRE HE TENIDO UN REQUERIMIENTO O  PROBLEMA HE TENIDO LA SOLUCION INMEMDIATA, ADEMAS CUANDO HE QUERIDO BAJAR MI SERVICIO HE TENIDO RESPUESTA Y POR LA CALIDAD NO HE TENIDO PROBELMA	PEQUEÑA	Mas	LA FLORIDA	Mujer	SANTIAGO	FERRETERIA
7UvFGygoN2Rt	4	PORQUE EN ALGUNOS CASOS LA FIBRA OPTICA NO ES LA VELOCIDAD QUE CONTRATE, SOLO ESO.	PEQUEÑA	MP	SANTIAGO PROVIDENCIA	Hombre	SANTIAGO	SERVICIO
pqufe5rvFGfR	5	POR QUE EL INTERNET HA FUNCIONADO HORRIBLE DESDE CUANDO EMPEZO LA PANDEMIA, PARA CONSEGUIR QUE ALGUIEN VENGA A VER ALGO NADIE APARECE ES TERRIBLE, ES LENTO, NO SE PUEDE CONECTAR Y SE DEMORAN EN VENIR MUCHO MUY MALO	MEDIANA	MP	PUNTA ARENAS	Mujer	REGIONES	TURISMO
JJQcAQSQCXx6	6	POR LA CONTINUIDAD DEL SERVICIO Y POR LA CALIDAD, NO SE CORTA EL INTERNET, COMO OTRAS EXPERIENCIAS QUE TUVE CON OTRAS EMPRESAS, ES ESTABLE, TENGO FIBRA OPTICA, PERO LA VELOCIDAD PODRIA SER MEJOR.	PEQUEÑA	MP	TEMUCO	Hombre	REGIONES	SERVICIOS JURIDICOS
8fVkzjI9icb1	6	PORQUE ME HAN SOLUCIONADO TODO LO QUE HE NECESITADO, CUANDO NO ESTABA LABORANDO ME BAJARON EL PLAN, DE ECHO ME LO SUSPENDIERON POR LOS MESES QUE NO ESTABAMOS CON LA OFICINA ABIERTA.	PEQUEÑA	Mas	LA REINA	Mujer	SANTIAGO	CONSTRUCION
HIi6dr2syXhU	7. Muy satisfecho	BUEN SERVICIO EN QUE EL SERVICIO ES ESTABLE, NO SE CAE, NO TENGO QUE ESTAR LLAMANDO PARA RECLAMAR QUE NO TENGO CONEXIÓN, NUNCA HE TENIDO PROBLEMAS, BUENA CONECTIVIDAD.	PEQUEÑA	MV	RANCAGUA	Hombre	REGIONES	SERVICIOS DE INFORMACIÓN
B5xI3hUJHsBk	6	PORQUE CREO QUE ES BUEN SERVICIO SOLO ALGUNOS PROBLEMAS DE COBERTURA A VECES SE CAE LA SEÑAL	MEDIANA	AP	BUIN	Hombre	SANTIAGO	AGRO INDUSTRIAL
u2gV1uyOFihr	7. Muy satisfecho	No tengo problemas y considero que la tarifa es razonable	MICRO	Mas	Providencia	Hombre	SANTIAGO	Asesorías comerciales
UVFtVbd42kAQ	7. Muy satisfecho	"PORQUE LA CONECTIVIDAD ES BUENA, EL SOPORTO ES BUENO, ESTABLE EN INTERNET; LA ATENCIÓN DEL SERVICIO AL CLIENTE EN CONEXIÓN, LA RESPUESTA, LA COMUNICACIÓN CON ELLOS, NO TENGO QUE ESTAR ESPERANDO UNA HORA EN QUE ME CONTESTEN, EL TIEMPO DE RESPUESTA EN SÍ."	PEQUEÑA	MP	LAS CONDES	Hombre	REGIONES	ASESORÍAS FINANCIERAS
KsCQIiwxANMs	6	los valores que cobran, porque podrian ser mas economicos.	MEDIANA	Mas	Providencia	Mujer	SANTIAGO	Comercializacion
1ho6pNRnNSnP	7. Muy satisfecho	PORQUE LA VERDAD NO HE TENIDO NUNCA INCONVENINTES SIEMRPE ESTAN DISPONIBLES A SOLUCIONAR MIS PROBELMAS O CONSULTAS MAS QUE PROBELMAS CONSULTAS, PROBLEMAS NO HE TENIDO	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	INGENIERIA
U5uFg2phePrk	5	de repente se corta la señal, la telefonia ip.	PEQUEÑA	Mas	conchali	Hombre	SANTIAGO	comercializadora
dvyyFd1e8Jrg	5	el servicio no funciona siempre como corresponde se cae el servicio la intensidad.	MEDIANA	MV	LAS CONDES	Mujer	SANTIAGO	ASESORIAS
sQarnj0ZFcNg	7. Muy satisfecho	porque cada vez que necesito algo son super rapidos me dan respuestas a lo que requiero, ellos son muy atentos.	MEDIANA	AV	Puerto Montt	Mujer	REGIONES	Transporte Maritimo
ULE9a7peEimr	4	PORQUE DONDE ESTAMOS UBICADOS NO HAY MUCHA CONEXIÓN. NO SE ESCUCHA BIEN, TIENE PROBLEMAS DE CONECTIVIDAD. EN EL SECTOR CORONEL NO HAY MUCHAS ALTERNATIVAS.	PEQUEÑA	Mas	CORONEL	Mujer	REGIONES	RECICLAJE
CoVqFIOml3ub	5	PORQUE LOS PLANES DE MANUTENCIÓN O CAMBIOS DE SERVICIO SON MUY COPURAMICHOS.	MEDIANA	MP	PUERTO MONTE	Hombre	REGIONES	COMERCIALIZADORA
KV0Ns7fxxK5G	5	PORQUE TIENE RESTRICCIONES NO ESTOY SATISFECHO NO SON CAPACES DE ENTREGARME UN IT  FIJO	PEQUEÑA	Mas	LA REINA	Hombre	SANTIAGO	INGERIA ELECTRICA
zvriz0uHAupK	3	PORQUE MAL SERVICIO DE CONECTIVIDAD. NO ENTREGA LA  VELOCIDAD QUE CORRESPONDE, SE CAE EL SERVICIO, NO ES CONSTANTE.	MICRO	AV	CHILE CHICO	Hombre	REGIONES	TELECOMUNICACIONES
HUey8yj75FCY	7. Muy satisfecho	PORQUE NUNCA HE TENIDO PROBLEMAS CON ENTEL, LA VERDAD ESTOY SATISFECHA NO HE TENIDO MAYORES PROBLEMAS CON ELLOS NI CON LA PAGINA, SOLO ESO.	PEQUEÑA	Mas	PROVIDENCIA	Mujer	SANTIAGO	LOCALES COMERCIALES
679YHWeybt1s	6	PORQUE ES CASI PERFECTO FALLA UN POCO	MEDIANA	Mas	VITACURA	Hombre	SANTIAGO	DISTRIBUIDORA
gk708P0opkAz	5	POR SU POST VENTA, NO TIENEN BUENAS RESPUESTA SON MUY BUROCRATICOS, TENGO UN PROBLEMA QUE QUIERO CANCELAR UN SERVICIO Y NO HE PODIDO POR CULPA DE ELLOS, POR ERROR INTERNO DE ELLOS, EL INTERNET ES SUPER BUENO.	MEDIANA	MV	PROVIDENCIA	Hombre	SANTIAGO	RRHH
7wbuK458zFt6	7. Muy satisfecho	Nunca he tenido problemas, siempre me atienen los requerimientos.	PEQUEÑA	AV	9 region. Renaico.	Hombre	REGIONES	Telecomunicaciones
4m4WELjRDFPp	6	POR QUE UN 7 SOLO LO TIENE PARA DIOS, SOLO POR ESO.	PEQUEÑA	Mas	PEÑALOLEN	Hombre	SANTIAGO	CONSTRUCTORA
gUwUoqwpwMwU	5	PORQUE TIENE PROBLEMA POST VENTA LA TELEFONIA FIJA, PROBLEMA DE CONECTIVIDAD NUMEROS BLOQUEADOS, DE RESOLVER ESO, SOLO ESO.	PEQUEÑA	Mas	CONCEPCION	Hombre	REGIONES	INSUMOS MEDICOS
XzSG5qqroBB1	6	"PORQUE CUMPLE CON LO QUE NOSOTROS ESTÁBAMOS CONTRATANDO GENERALMENTE; EN VELOCIDAD, EN FUNCIONALIDAD, EN SEÑAL, EN ESO."	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	TURISMO
Jerdpp0MhIUz	7. Muy satisfecho	CONTINUIDAD EN EL SERVICIO A LA ESTABILIDAD EN QUE NOS DA SEGURIDAD DE MANTENER SIEMPRE EL SERVICIO CON ESTA COMPAÑÍA PORQUE ES UN SERVICIO ESTABLE QUE NO TIENE INTERMITENCIA Y QUE TIENE UN BUEN SOPORTE. BUENA ATENCIÓN DEL PUNTO DE VISTA COMERCIAL Y TÉCNICO.	MEDIANA	AP	OSORNO	Hombre	REGIONES	SERVICIOS DE PERSONAL
sRhuHw5PtKq2	2	por el internet es pesimo se cae a cada rato es muy mala  llamo a telefonica y otra empresas pero no llegan a donde esta usted	PEQUEÑA	Mas	peñalolen	Hombre	SANTIAGO	delivery de alimentos  banqueteria
j6Ei3xIxxCaV	5	CREO QUE EL SERVICIO DE POST VENTA DE ENTEL ES MALO.LOS TIEMPOS DE RESPUESTA ES LENTO.	GGEE	AV	CURICO.	Mujer	REGIONES	AGROQUIMICA.
CoPiYa23GfVT	5	COMUNICACION Y EL INTERNET FALLA, COMUNICACION CON LOS OPERADORES DE ENTEL ES NEFASTO, Y EL SERVICIO DE INTERNET ES PESIMO.	PEQUEÑA	Mas	VITACURA	Hombre	SANTIAGO	ASESORIAS FINANCIERAS
1IgnJgBlEDHl	6	LO EVALÚO PORQUE TODAVÍA LE FALTA PARA TENER EL 7 CON ALGUNOS REQUERIMIENTOS QUE SE PIDEN, SOBRETODO CUANDO TENEMOS FALLAS CON LOS SERVICIO, LA RESPUESTA DEBERÍA SER UN POCO MÁS RAPIDA, LA CONEXIÓN CON EL EJECUTIVO CON LAS PERSONAS DIGAMOS QUE ESTAN.	GGEE	AV	COLINA	Hombre	SANTIAGO	LOGISTICA
XL1RKaTD8X11	7. Muy satisfecho	PORQUE EL SERVICIO ES EXCELENTE, NO TENEMOS CAIDAS DE SISTEMA, SIEMPRE ESTA CON COBERTURA DESDE DONDE NOS ENCONTREMOS, PODEMOS CAMBIAR NUESTROS EQUIPOS, LA ATENCION TECNICA RESUELVE LOS PROBLEMAS QUE POCOS HAY, Y SON RAPIDOS EN SUS RESPUESTAS, SOLO ESO.	MEDIANA	AV	SANTIAGO PROVIDENCIA	Mujer	SANTIAGO	INFORMATICA
XCrh9BPBdxPN	6	"PORQUE EL 7 NO EXISTE PARA MI. PORQUE PARA MI EL 7 ES EXCELENTE, O SEA MUY BUENO, YO CREO QUE ES BUENO ENTEL EL SERVICIO QUE HE TENIDO; HASTA EL MUCHO ES MUY PREOCUPADO EL QUE ME ESTA ATENDIENDO, ME MANDA CORREOS, ME INFORMA DE TARIFAS NUEVAS, DE DESCUENTOS Y NUEVOS PLANES Y NUEVAS MODALIDADES DE LO MISMO DE INTERNET Y TELEFONÍA."	GGEE	AP	IQUIQUE	Hombre	REGIONES	MINERIA
gjvnm0VvxCFP	6	NO EXISTE LA PERFECCION SOLO POR ESO.	PEQUEÑA	Mas	HUECHURABA	Mujer	SANTIAGO	IMPORTADORA Y COMERCIALIZADORA DE MAQUINARIAS PARA LA INDUSTRIA DEL PLASTICO
BoQ4ACtMgLlh	7. Muy satisfecho	PORQUE NUNCA HE TENIDO PROBLEMAS CON ELLOS,SERVCIO A SIDO NORMAL PAREJO BUENO	PEQUEÑA	MV	SANTA CRUZ	Hombre	REGIONES	AGRICOLA
UCUuSUVLNpal	6	PORQUE  IGUAL SE CAE NO HAY INTERNET O QUE MUERE EL TELEFONO UNA VEZ AL MES EL SISTEMA  HAY QUE REINICIARLO Y LLAMAR PARA SOLUCIONAR EL PROBLEMA	PEQUEÑA	Mas	ÑUÑOA	Mujer	SANTIAGO	RESTAURANTE
T8dMCL7zhiqN	7. Muy satisfecho	PORQUE ES LA MEJOR CONPAÑIA QUE LLEGA A MI SECTOR TODO LO QUE  NECESITAMOS POR SU CONECTIVIDAS Y SERVICIO NO SON BUROCARTICOS.	GGEE	AV	talca regioon del maule	Hombre	REGIONES	Planta Faenadora
wa2LAnGm92uu	6	MUY BUENA, PERO TAMBIÉN TIENE SUS PROBLEMAS, QUE AHORA ESTOY PIDIENDO UN TRASLADO Y SE HAN DEMORADO MUCHO EN HACER EL TRASLADO ENTONCES POR ESO ESTOY UN POCO MOLESTO.	GGEE	AV	LA CIUDAD DE SANTIAGO COMUNA SANTIAGO CENTRO	Hombre	SANTIAGO	CAPACITACIÓN
Ow5YRh8uEUHK	7. Muy satisfecho	NO HA TENIDO PROBLEMAS DE CONECTIVIDAD.	PEQUEÑA	Mas	PROVIDENCIA	Mujer	SANTIAGO	ASESORIAS
IzGTORYJPABm	6	A VECES HAY UNA LENTA RESPUESTA  EN REPOSICION DEL SERVICIO	PEQUEÑA	MP	PROVIDENCIA	Hombre	SANTIAGO	ASEO Y MANTENCION DE ESPACIOS
fSnArC3LzCcH	5	PORQUE TENGO UN PROBLEMA CON LA FIBRA ÓPTICA. CADA 3 O 4 MESES DE ME DESCONECTA LA FIBRA. NO SE SI TIENE QUE VER DONDE LA CONECTAN ES DECIR EL LUGAR DONDE LO CONECTAN PORQUE CADA CIERTO TIEMPO TENGO PROBLEMAS CON ESO Y LLAMO Y YA SE LA RESPUESTA QUE ME VAN A DAR.	PEQUEÑA	Mas	HUECHURABA	Hombre	REGIONES	ESTACION DE SERVICIO
8sbmgLlNP4fo	7. Muy satisfecho	POR SU CALIDAD DE ATENCION,POR SU COMPROMISO EN ENTREGAR UN BUEN SERVICIO	MEDIANA	AV	LOS CONDES	Hombre	SANTIAGO	MOBILIARIO
OVoXQGsPfBlP	5	el soporte tecnico no a sido muy buena LO QUE PASA ES QUE ME CREE UN SERVICIO DE OTRA CAMPAÑIA QUE YO YA TENIA A ENTEL UTILIZANDO EQUIPOS QUE YO YA TENIA Y ENTEL ME DEJO EL PROBLEMA DE LOS EQUIPOS A MI EN LUGAR DE HACERSE CARGO.	PEQUEÑA	Mas	Providencia	Hombre	SANTIAGO	Corretaje de Propiedades
STLNKzzWaiBs	5	con el servicio no tendgo problema, lo unico es que  no puede montar un ancho banda en la empresa.	PEQUEÑA	Mas	Providencia	Hombre	SANTIAGO	Corretage de Seguro
qKZoPMNEIzz0	6	IGUAL TIENE PROBLEMAS, SE CAE EL INTENET, NO INFORMAN BIEN LOS PLANES, CAMBIAN DE VALOR DE PLANES Y NUNCA LO INFORMAN Y COBRAN EL VALOR DEL PLAN QUE UNO CONTRATO, EL MAS CARO.	PEQUEÑA	MP	IQUIQUE	Hombre	REGIONES	GASTRONOMIA
L9bIINbZ3Bn0	5	EL 7 DE DIOS, EL 6 ES MIO, EL 5 ES DE ENTEL, SERVICIO NO ES PERFECTO	MICRO	Mas	SANTIAGO	Hombre	SANTIAGO	ESTUDIO JURIDICO
v8GpzktezIVK	5	MUCHOS PROBLEMAS CON SERVICIO DE INTERNET. APLICABAN MI N DE USUARIO QUE SE DUPLICABA Y SE BLOQUEABA INTERNET.	PEQUEÑA	Mas	VALPARAISO	Hombre	REGIONES	SERV JURIDICOS
WP3tTSTA07XE	4	porque cuando uno incia el sistema maravilloso cuando uno lo llama si tengo problema de conexion se tardan en responder	MEDIANA	MV	Providencia	Hombre	SANTIAGO	Dental
rWpkYRg5PzpK	4	ENCUENTRA QUE ES CARO Y POCA COMUNICACION CON ELLOS, NO HACEN PROMOCIONES SI NO LOS LLAMAN NO SE COMUNICAN CON USTED	GGEE	AP	SAN BERNARDO	Hombre	SANTIAGO	ARREINDO DE MAQUINARIA
ijmzaMK3LJ4y	6	PORQUE EN GENERAL FUNCIONA MUY BIEN EL EDIFICIO QUE TENEMOS ES CABLEADO PERO IGUAL ES POCO FRECUENTE LAS FALLAS FUNCIONA BIEN EN GENERAL	MICRO	Mas	LAS CONDES	Hombre	SANTIAGO	SERVICIOS LEGALES
n5IRWHrOdBWI	5	ESTAMOS PIDIENDO UNA FACTIBILIDAD PARA AUMENTAR EL TRAFICO LA CUOTA ASIGNADA DE BANDA ANCHA Y NO ME HAN DADO RESPUESTA DE LA SOLICITUD	GGEE	AV	HIJUELAS	Hombre	REGIONES	AGRICOLA
DTljwLy9ZKJ3	1. Muy insatisfecho	Porque cuando un necesita el servico nunca hay con quien comunicarse, en tiempo de pandenmia sirgieron cobra igual la oficina estuvo cerrada, pero siguieron cobrando, se cae el inernet, se cae al telefono, el servicio no esta fucionando.	PEQUEÑA	MP	Vitacura	Mujer	SANTIAGO	Fabricacion de muebles
qxsQR28j0mCy	4	porque he tienido problemas en las celuare las lineas caidas solo banda ancha.	PEQUEÑA	Mas	Lo Barnechea	Hombre	SANTIAGO	servcioa finaciero asesori
Gta0ctMJGom1	6	es un buen servicio, no hay problemas en la comunicación. Hay una falla en la realización de los pagos, y la actualización de los pagos, y problemas comerciales, en cuanto al internet no hay problema.	PEQUEÑA	AV	A lo largo de todo Chile. Concepción, Ovalle,	Mujer	REGIONES	Electricidad
PiaK6fqjaXPf	5	ES BUENO EL INTERNET PERO A VECES NO ES TAN RAPIDO.	PEQUEÑA	Mas	IQUIQUE	Hombre	REGIONES	VEHICULOS
fe3YROxW3Hit	5	HAN TENIDO FALLAS, SIN INTERNET EN OFICINA Y EN CUANTO A TELEFONIA SIN PROBLEMAS	MEDIANA	AP	ANTOFAGASTA	Hombre	REGIONES	MANTENCION EN MINERIA
AVALGT1uoWKk	7. Muy satisfecho	PORQUE EL SERVICIO PARA UNO SOLICITAR ALGO TE RESPONDEN RAPIDAMENTE SIEMPRE ESTAN EN FRECUENTE CONTACTO EN GENERAL NO HEMOS TENIDO PROBLEMAS CON ENTEL EL SOPORTE ES MUY BUENO	GGEE	AV	LAS CONDES	Hombre	SANTIAGO	VENTAS DE ARTICULOS DE CUIDADO PERSONAL
at1ePFNVlxiI	6	POR EL TEMA DE PRECIO , NO HE TENIDO NINGUN PROBLEMA CON ELLOS	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	FARMACEUTICO
WEmovs7JyKmz	7. Muy satisfecho	PORQUE SIEMPRE HE TENIDO BUENA RELACIÓN NO HE TENIDO NUNCA UN PROBLEMA CON ENTEL JAMÁS, HA SIDO LO MEJOR COMPARANDO POR EJEMPLO CON CLARO QUE ES UNA MUGRE	PEQUEÑA	Mas	RANTAGUA	Hombre	REGIONES	VENTA DE ARTICULOS DEPORTIVOS
