...1	ola - Ola Medicion	F1 - FiltroF1.  ¿Es usted la persona que administra la cuenta que su empresa tiene con el/los operadores de productos o servicios fijos?	"P2__1 - a.	Internet Banda Ancha :"	"P2__2 - b.	Red privada de datos/Transmisión de datos (MPLS) :"	"P2__3 - c.	Telefonía Fija :"	"P3 - Ahora hablaremos de su relación con Entel 
    3.	Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?"	"P4 - 4.	¿Por qué evalúa con esa nota? Sondear y profundizar"	"P5__A - a)	Entel es una empresa con buena imagen en general :"	"P6 - 6.	Pensando en el funcionamiento del servicio… {#P6_aux}, ¿con qué nota de 1 a 7,evalúa el Funcionamiento de este servicio en general?"	"P7__1 - a)	Precio de los servicios en relación al mercado (Competitividad) :"	P7__2 - b) Competitividad de planes en cuanto a Internet banda ancha :	"P8 - 8.	Y en lo que respecta a Servicio a Clientes, en escala de 1 a 7 ¿cuán satisfecho está usted con ENTEL?"	P9__1 - Contratación de nuevos servicios : RU cada una	P9__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RU cada una	P9__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RU cada una	P9__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RU cada una	P9__5 - Reclamos por fallas técnicas de los servicios fijos : RU cada una	P10__1 - Contratación de nuevos servicios : RU cada una	P10__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RU cada una	P10__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RU cada una	P10__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RU cada una	P10__5 - Reclamos por fallas técnicas de los servicios fijos : RU cada una	P11__1 - Contratación de nuevos servicios : RM cada una	P11__2 - Solicitar aumentos o disminuciones  de velocidad (cambios de plan) : RM cada una	P11__3 - Consultas del contrato/ alcances del contrato/ condiciones del contrato : RM cada una	P11__4 - 'Consultas de la factura, como fecha pago, montos, detalles de cobros' : RM cada una	P11__5 - Reclamos por fallas técnicas de los servicios fijos : RM cada una	"P11_1__1 - a)	La facilidad para reportar el reclamo a Entel : RU cada una"	"P11_1__2 - b)	la Rapidez de respuesta a su reclamo por parte de Entel : RU cada una"	P12__1 - Ejecutivo asignado :	P12__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P12__3 - Call Center Empresa :	P12__4 - Página Web Empresa :	P12__5 - Tiendas/ Sucursales :	P13__1 - Ejecutivo asignado :	P13__2 - Equipo de ejecutivos llamado Círculo de Atención Preferente - CAP :	P13__3 - Call Center Empresa :	P13__4 - Página Web Empresa :	P13__5 - Tiendas/ Sucursales :	"P14 - FACTURACIÓN 
       14.	En cuanto a la Facturación de todos los servicios fijos que tiene con ENTEL, en una escala de 1 a 7 ¿Cómo evalúa …? 
        
       El Proceso de Facturación en general"	"P15 - MODULO INCIDENCIAS 
         15. En los últimos 3 meses, ¿ha tenido su empresa algún problema con el servicio entregado por ENTEL?"	P16 - 16. ¿Qué problema ha tenido? Sondear	"P17 - LEALTAD 
         17. Utilizando una escala de 1 a 7, donde 1 significa nada dispuesto y 7 significa muy dispuesto, ¿Qué tan dispuesto estaría usted a continuar con Entel?"	P18 - 18. Pensando en este periodo de crisis Covid-19 ¿Cuan satisfecho está con ENTEL como proveedor de servicios de telecomunicaciones? Escala de 1 a 7, 99= No sabe/no responde	P19 - 19. ¿Aceptaría que Entel conozca sus respuestas y lo contactara para entender en profundidad sus requerimientos/necesidades?	SEG_CORFO	"P22 - 22.	¿Cuál es el rubro de su empresa?"	"P24 - 24.	¿Ciudad o Comuna de Ubicación de su Empresa?"	"P27 - 27.	Sexo  (No preguntar):"	"P28 - 28.	REGION (no preguntar):"	EMPTY LABEL - No Information Provided...52	EMPTY LABEL - No Information Provided...53	EMPTY LABEL - No Information Provided...54	EMPTY LABEL - No Information Provided...55
68Cj3u9ohAMK	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	POR ESTABILIDAD, RESPUESTA AL SERVICIO. NO FALLA.	7. En absoluto acuerdo	7. Muy satisfecho	6	6	7	No	No	Sí	No	No	NA	NA	7	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	NA	Sí	Sí	No	NA	NA	7	7	NA	7	No	NA	7	7	Sí	PEQUEÑA	SERVICIO DE ASESORIA	PROVIDENCIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
G9tnN9mqyQK2	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	GTD/ Manquehue	7. Muy satisfecho	PORQUE FUNCIONA.LO QUE NOS OFRECIERON FUNACIONA Y TIENEN BUEN SERVICIO,LA VEZ QUE FALLO,LLAME Y ME LO SOLUCIONARON AL TIRO.	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	Sí	NA	NA	NA	NA	7	NA	NA	NA	NA	A través del Call Center empresa	6	7	NA	NA	No	Sí	No	NA	NA	NA	6	NA	6	No	NA	7	7	Sí	PEQUEÑA	ESTUDIO JURIDICO	PROVIDENCIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
dep4Y0tNfjyt	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	Porque de repente se cae la señal, cae la señal no da en todos los sectores.	7. En absoluto acuerdo	5	3	6	5	Sí	No	Sí	Sí	Sí	7	NA	7	7	5	A través del Call Center empresa	NA	A través del Call Center empresa	A través de la web con clave	A través del Call Center empresa	7	7	NA	NA	Sí	Sí	No	NA	NA	6	6	NA	7	Sí	Se cae la señal de repente.	7	5	Sí	PEQUEÑA	Capacitacion	Providencia	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
M0t2DSoe9QHj	MEDICION SEPTIEMBRE 2020	Sí	Entel,VTR	Entel	Entel	6	a veces hay temas de transmisión de datos que tiene fallas, se corta y a veces no funciona pero son pequeños errores y solo sucede a veces	6	6	7	6	7	No	Sí	Sí	No	Sí	NA	7	7	NA	6	NA	A través del Call Center empresa	A través del Call Center empresa	NA	A través del Call Center empresa	6	5	NA	NA	Sí	No	No	NA	NA	6	NA	NA	4	No	NA	6	6	Sí	PEQUEÑA	proyectos de arquitectura	providencua	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
S70fR9wemxIp	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	PORQUE PODRIA SER MEJOR, MAS BARATO Y MAS CLARA LA FACTURACION, SOLO ESO.	6	7. Muy satisfecho	5	NS/NR	6	No	No	No	Sí	No	NA	NA	NA	4	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	Sí	No	No	NA	NA	5	NA	NA	5	Sí	NO ME LLEGABA LAS NOTAS DE CREDITO, O ESTAN DEFASADAS, NO LO HE COMUNICADO, SOLO ESO.	6	7	Sí	MICRO	TRANSPORTE INTERNACIONAL	PROVIDENCIA	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
zsFOQPqzdURC	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	ALGUNOS ERRORES EN EL SERVICIO, DEMORA EN TIEMPOS DE RESPUESTA, CORTES EN EL CABLEADO.	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	Sí	NA	NA	NA	NA	7	NA	NA	NA	NA	A través del Call Center empresa	7	6	No	No	Sí	No	No	NA	NA	7	NA	NA	7	Sí	CORTE EN UNA LINEA TELEFONICA	7	7	Sí	GGEE	DISTRIBUIDORA DE CARNE	SAN BERNARDO	Mujer	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
4uyTs2bxhYLB	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	No siempre esta el ancho de banda que tengo contratado, los 300 megas no siempre estan cuando realizo la medición y cuesta mucho contactarse con los canales de comunicacion, cuesta contactarse con algun ejecutivo para resolver un problema	6	5	6	6	5	Sí	No	No	Sí	Sí	6	NA	NA	7	7	A través de la web con clave	NA	NA	A través de la web con clave	A través de la web con clave	4	7	NA	NA	Sí	Sí	No	NA	NA	6	7	NA	6	No	NA	6	6	Sí	PEQUEÑA	Servicios de Salud	Santiago	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
J3BAZZbx9zlP	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	6	POR QUE TODOS TIENEN EL MISMO PROBLEMA COLAPSO DE LAS REDES, POR QUE DE MOMENTO SI UNO NECESITA MAS LA TRANSFERENCIA DE DATOS TODO ESTA COLAPSO SE HAN CAIDO  REITERADAS VECES TODAS LAS COMPAÑIAS.	7. En absoluto acuerdo	6	4	4	5	No	Sí	No	No	Sí	NA	7	NA	NA	6	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	6	7	Sí	Sí	No	Sí	No	7	7	NA	6	NA	7	Sí	VELOCIDA, LO PACTADO NO LO ESTAN CUMPLIENDO.	5	5	Sí	PEQUEÑA	SERVICIOS RECOGIA DE RECIDUOS NO PELIGROSOS	VALPARAISO	Hombre	REGIONES	MV	Mediana	MEDIANAS	Stock Fijo
ixNUylIkWuxm	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE TIENEN UN BUEN SERVICIO, CONSTANTE ESTABLE.	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	No	No	NA	NA	NA	NA	NA	7	No	NA	7	7	Sí	MEDIANA	CONSULTORIA	ÑUÑOA	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
ivyOKFRLtHgo	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	3	PORQUE AHORA EL LA PANDEMIA SE HA DESORDENADO LOS PLANES. ME COBRAN COSAS QUE NO TIENEN NADA QUE VER. PARA RESOLVER UN PROBLEMA NO TIENEN OPCIONES. SOLO TIENE OPCIONES PARA CONTRATAR PERO PARA RESOLVER NO ME PESCA. LOS MONTOS SUBIERON POR LA PANDEMIA.	4	5	5	5	2	Sí	Sí	Sí	Sí	Sí	7	3	5	3	3	A través del Call Center empresa	A través de la web con clave	A través de la web con clave	A través de la web con clave	A través del Call Center empresa	3	2	NA	NA	Sí	Sí	No	NA	NA	3	3	NA	5	Sí	SE CORTA. EL INTERNET A VECES EL TELEFONOS. TAMBIEN EL TELEVISOR SE CORTA.	5	3	Sí	PEQUEÑA	GASTRONOMIA	PROVIDENCIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
6C0G91gTu88X	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	4	PORQUE HA BAJADO LA CAPACIDAD DE LA BANDA ANCHA, ANTES ERA MAS RAPIDA Y EN PANDEMIA MAS LENTA	6	4	5	5	3	No	No	No	No	Sí	NA	NA	NA	NA	3	NA	NA	NA	NA	A través del Call Center empresa	2	3	NA	NA	No	No	No	NA	NA	NA	NA	NA	7	Sí	DISMINUCION EN LA RAPIDEZ DE LA BANDA ANCHA	5	4	Sí	MICRO	PUBLICIDAD Y MARKETING	LAS CONDES	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
1g6d0ETVDhwH	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE NO TENGO LA ATENCION QUE UNO NECESITA LA VELOCIDAD DE RESPUESTA DE LOS DISTINTOS INSTRUMENTOS NO TENGO VELOCIDAD DE RESPUESTA ANTE REQUERIMIENTOS	7. En absoluto acuerdo	6	5	7	6	No	Sí	No	No	Sí	NA	6	NA	NA	6	NA	Ejecutivo asignado,A través de la web con clave	NA	NA	Ejecutivo asignado,A través de la web con clave	6	6	Sí	No	No	Sí	No	7	NA	NA	6	NA	7	No	NA	6	6	Sí	MEDIANA	AUTOMOTRIZ	PROVIDENCIA	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
gEKhzQNQ2ln1	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	100% conforme. esta bien las cosas con entel.	6	7. Muy satisfecho	6	6	7	No	Sí	Sí	No	No	NA	7	7	NA	NA	NA	A través del Call Center empresa	A través del Call Center empresa	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	7	7	Sí	PEQUEÑA	restaurante	san miguel	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
750uzLCzGt1I	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE HA ENTENDIDO LA SITUACION, NO HEMOS TENIDO PROBLEMAS CON ELLOS, NO HE TENIDO DRAMAS DE NINGUN TIPO, SOLO ESO.	7. En absoluto acuerdo	7. Muy satisfecho	6	7	7	No	Sí	Sí	No	No	NA	7	7	NA	NA	NA	Ejecutivo asignado,A través del Call Center empresa	A través de la web con clave	NA	NA	NA	NA	Sí	Sí	Sí	Sí	No	7	7	6	7	NA	7	No	NA	7	7	Sí	PEQUEÑA	ASESORIA TRIBUTARIA	PROVIDENCIA	Mujer	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
cduzkOjm5iIy	MEDICION SEPTIEMBRE 2020	Sí	Entel,GTD/ Manquehue	NA	Entel,GTD/ Manquehue	6	FUNCIONA DENTRO DE TODO BIEN, LA VELOCIDAD ES LA ACORDADA NO SE CAE MUCHO.	6	7. Muy satisfecho	6	6	5	Sí	No	No	Sí	No	4	NA	NA	6	NA	NS/NR <b>(NO LEER)</b>	NA	NA	A través de la web con clave	NA	NA	NA	No	No	No	No	No	NA	NA	NA	NA	NA	6	No	NA	7	7	Sí	GGEE	VENTA AL POR MENOR	SANTIAGO	Hombre	SANTIAGO	MP	Mediana	MEDIANAS	Stock Fijo
kgogvm7UGSeI	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	"PORQUE NO HEMOS TENIDO MAYOR INCONVENIENTE Y HA FUNCIONADO BIEN EN TODO ÁMBITO; TENEMOS BUENA INTERNET, BUENA SEÑAL TELEFÓNICA Y NO SE NOS CAE LA INTERNET CON FRECUENCIA."	7. En absoluto acuerdo	6	6	6	6	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	7	7	Sí	PEQUEÑA	MANTENCIÓN Y VENTA DE EQUIPOS Y MAQUINARIA	PUERTO MONTT	Hombre	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
4Q714u1GUAmm	MEDICION SEPTIEMBRE 2020	Sí	Claro/ Telmex,Entel,Novis	Entel	Claro/ Telmex,Entel,Novis	7. Muy satisfecho	EN REALIDAD LA CONECTIVIDAD MEJOR ES ENTEL, NOS SUPENDIERON EL SERVICIO SIN PROBLEMA, LA CONECTIVIDAD BIEN, NO NOS COBRARON DURANTE EL TIEMPO QUE ESTUVIMOS CERRADO LOS LOCALES EN CUARENTENA, BUEVA CONECTIVIDAD QUE TIENE	7. En absoluto acuerdo	7. Muy satisfecho	6	6	7	Sí	Sí	Sí	Sí	No	6	6	7	7	NA	A través del Call Center empresa	A través del Call Center empresa	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	Sí	NA	Sí	Sí	No	7	NA	7	7	NA	7	No	NA	7	7	Sí	GGEE	VENTA DE CALZADO Y ACCESORIOS	ANTOFAGASTA PUERTO MONT	Mujer	REGIONES	AP	GGEE	EMPRESAS	Stock Fijo
cmgMRnXUlHbY	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE ANTES DE QUE EL LOCAL CERRARA ME FUNCIONO BIEN, SOLO ESO.	7. En absoluto acuerdo	7. Muy satisfecho	5	6	7	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	NA	NA	7	NA	NA	7	No	NA	7	7	Sí	PEQUEÑA	VENTA DE ACCESORIOS PARA CELULARES	PUENTE ALTO	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
YHk4eBJtmKU9	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE EN GENERAL FUNCIONA BIEN PERO LE FALTAL MAS SERVICIO. ESTOY BUSCANCO UN SERVICIO DE TELEFONO IP QUE TENGA PARA CALL CENTER Y ENTEL NO LO TIENE.	7. En absoluto acuerdo	6	4	6	7	No	Sí	No	No	Sí	NA	6	NA	NA	6	NA	A través del Call Center empresa	NA	NA	A través del Call Center empresa	7	5	NA	NA	No	Sí	No	NA	NA	NA	7	NA	7	Sí	"PROBLEMAS CON EL CAMBIO DE PLAN. PROBLEMAS TECNICOS; BASICAMENTE CON EL CAMBIO QUEDO UN DIA SIN SERVICIO Y LOS DATOS NO DABAN A LA VELOCIDAD CONTRATADA"	5	7	Sí	PEQUEÑA	TECNOLOGIA	PROVIDENCIA	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
4VoQ8b7XWybK	MEDICION SEPTIEMBRE 2020	Sí	Entel	Entel	Entel	6	POR HA TENIDO ALGUNAS CAIDAS DE COMUNICACION SON LEVES AL TEMA DE INTERNET	6	6	6	6	6	No	No	No	No	Sí	NA	NA	NA	NA	7	NA	NA	NA	NA	A través del Call Center empresa	6	6	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	6	6	Sí	PEQUEÑA	SERVICIOS DE ASESORIA	SANTIAGO	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
uCd5cZDzDxJL	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	1. Muy insatisfecho	EL SERVICIO ES PESIMO , EL SERVICIO POST VENTA Y LA ATENCION POST VENTA ES PEOR , POR EJEMPLO CUANDO TENGO UN PROBLEMA DE SENAL Y TENGO QUE LLAMAR PARA QUE ME AYUDEN NO LO HACEN , ME DERIVAN ETERNAMENTE ENTRE UNO Y OTRO ,  NO RESUELVEN LOS PROBLEMAS / NO DA MAS INFORMACION	2	1. Muy insatisfecho	1	1	1	Sí	No	No	Sí	Sí	5	NA	NA	1	1	A través del Call Center empresa	NA	NA	A través del Call Center empresa	A través del Call Center empresa,A través de la web con clave	1	1	No	No	Sí	Sí	No	NA	NA	1	3	NA	3	Sí	DE SEÑAL INTERMITENCIA EN LA SEÑAL, EN EL CASO DEL INTERNET NO HAY CONEXION, Y EN EL CASO DE LOS TELEFONOS SE ESCICHA TODO CORTADO	1	1	Sí	MEDIANA	PRODUCCION DE LIQUIDOS DE ASEO	SANTIAGO LAMPA	Hombre	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
XGTsj73KP0ze	MEDICION SEPTIEMBRE 2020	Sí	Entel,Telefónica/ Movistar	NA	Telefónica/ Movistar	5	principalmente porque a menudo se cae la red y va muy lento el internet. la velocidad es lenta.	7. En absoluto acuerdo	5	6	7	6	No	Sí	No	No	No	NA	4	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	NA	NA	5	NA	NA	7	Sí	velocidad con entel, trafico de datos, el moden que usan lo ocupan en diferentes puntos y no tienen muy buena señal, les cuesta enviar información.	3	3	Sí	MICRO	Importadora de industriales medicinales	Concón, Santiago, Concepción puerto monte	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
DNbFbskcLJUK	MEDICION SEPTIEMBRE 2020	Sí	Entel,GTD/ Manquehue	Otra ¿Cuál?	Entel	7. Muy satisfecho	POR LA CALIDAD DEL SERVICIO NUNCA TENEMOS PROBLEMAS CON EL SERVICIO DE ENTEL	7. En absoluto acuerdo	7. Muy satisfecho	5	5	7	Sí	No	No	Sí	No	7	NA	NA	7	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	NA	NA	Sí	NA	No	No	No	7	NA	NA	NA	NA	7	No	NA	7	7	Sí	GGEE	MANUFACTURA	SAN BERNADO	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
k7XkDmwFqNyj	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	PORQUE ESTAMOS CASI SIEMPRE SIN INTERNET Y SIN TELEFONÍA, PORQUE NO SÉ COMO CONECTAN EL SERVICIO EN LOS PUERTOS QUE SUMINISTRAN AL RECINTO NUESTRO, EL SERVICIO ES INESTABLE, NO SE HA RESUELTO EN EL TIEMPO ESO.	6	5	4	4	5	No	No	No	Sí	Sí	NA	NA	NA	2	5	NA	NA	NA	A través de la web con clave	A través del Call Center empresa	6	6	NA	NA	Sí	Sí	No	NA	NA	6	3	NA	3	No	NA	4	4	Sí	PEQUEÑA	SERVICIOS DE INGENIERÍA	QUILICURA	Mujer	REGIONES	Mas	Masivo	MICRO Y SOHO	Stock Fijo
xwpH22odtAgQ	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	5	NORMAL, NO ES MAL SERVICIO PERO TAMPOCO EXCELENTE, FUNCIONA EL INTERNET, PLAN BASICO NO ES CARO, INTERNET LLEGA BIEN NO SE CAE PERO TAMPOCO ES TAN RAPIDO. MO ES FIBRA OPTICA, PROBLEMAS DE CONECTIVIDAD	6	5	5	5	5	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	No	NA	NA	NA	NA	NA	6	No	NA	6	6	Sí	MICRO	ESTUDIO JURIDICO	SANTIAGO	Mujer	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
Ublre8UBbPPy	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	"PORQUE LA VERDAD QUE CON ENTEL LAS VECES QUE HEMOS TENIDO PROBLEMA LO HAN SOLUCIONADO EL MISMO DIA; ES BASTANTE RAPIDO. EN CUESTION DE HORAS. EN EL TEMA TECNICO; EL TEMA AYUDA CON EL EJECUTIVO TAMBIEN ES RAPIDO."	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	Sí	No	No	Sí	Sí	7	NA	NA	7	7	Ejecutivo asignado	NA	NA	Ejecutivo asignado	A través del Call Center empresa	7	7	Sí	NA	Sí	Sí	No	7	NA	7	7	NA	7	No	NA	7	7	Sí	PEQUEÑA	SEVICIOS DE ASEO	ESTACION CENTRAL	Hombre	SANTIAGO	AP	GGEE	EMPRESAS	Stock Fijo
qD4q7IpKTE61	MEDICION SEPTIEMBRE 2020	Sí	Telefónica/ Movistar	Entel	Telefónica/ Movistar	5	PORQUE HAY FACTORES QUE TIENEN QUE MEJORAR, LA COBERTURA	7. En absoluto acuerdo	7. Muy satisfecho	5	5	5	No	Sí	Sí	No	No	NA	5	2	NA	NA	NA	Ejecutivo asignado	Ejecutivo asignado	NA	NA	NA	NA	Sí	NA	No	Sí	No	6	NA	NA	7	NA	7	No	NA	5	5	Sí	PEQUEÑA	mayorista en carne	iquique	Mujer	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
DODjqVKnRnrK	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE NO TENGO PROBELMAS  DE CONECTIVIDAD Y CUANOD TENGO ALGUN PROBELMA SOLUCIONAN DE FORMA TELEFONICA	6	7. Muy satisfecho	7	7	7	Sí	Sí	No	Sí	No	7	7	NA	7	NA	Ejecutivo asignado	Ejecutivo asignado	NA	A través del Call Center empresa	NA	NA	NA	No	Sí	Sí	Sí	No	NA	7	7	6	NA	7	No	NA	7	7	Sí	PEQUEÑA	SEGURIDAD	SANTIAGO	Mujer	SANTIAGO	MV	Mediana	MEDIANAS	Stock Fijo
MNQkaENhDAu3	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	7. Muy satisfecho	PORQUE FUNCIONA BIEN TODO, LA CALIDAD DEL SERVICIO, NO SE CAE LA LINEA TODO BIEN, SOLO ESO.	7. En absoluto acuerdo	7. Muy satisfecho	6	7	5	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	NA	NA	5	7	7	4	No	NA	7	7	Sí	MICRO	NEUMATICOS	SANTIAGO LAS CONDES	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
TKFoTRJKOZwI	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	no le doy el 7 porque necesito enlace de internet en una nueva oficina que estoy abriendo y no la tienen no han pescao y me dicen de que no tienen fibra y por eso pero por lo menos lo que estan dando funciona perfecto como e decia que tenecmos recien otra oficina que la estamos recien y entel no llega con fibra halla y no nos han dado nunguna alternativa no llegado para cablear con fibra el edificio completo auque priorisan saber cuantos clientes van a tener para tirar la fibra octica para halla, por otra parate estoy super contento con el servicio que ahora tengo pero me a desepcionado, de que no lleguen a un sector urbano.	6	6	7	7	6	Sí	No	No	No	No	1	NA	NA	NA	NA	A través del Call Center empresa	NA	NA	NA	NA	NA	NA	NA	NA	Sí	No	No	NA	NA	5	NA	NA	7	No	NA	7	7	Sí	PEQUEÑA	sofTware y telecomunicaciones	la condes	Hombre	SANTIAGO	Mas	Masivo	MICRO Y SOHO	Stock Fijo
SZ9wOuQuQbmk	MEDICION SEPTIEMBRE 2020	Sí	Entel,GTD/ Manquehue	NA	Telefónica/ Movistar	7. Muy satisfecho	"PORQUE NO HEMOS TENIDO PROBLEMAS; ESTA AHÍ ESTABLE LA CONEXIÓN, NO HEMOS TENIDO PROBLEMAS DE VELOCIDAD NI ESAS COSAS."	7. En absoluto acuerdo	7. Muy satisfecho	7	7	7	No	No	No	No	Sí	NA	NA	NA	NA	7	NA	NA	NA	NA	Ejecutivo asignado	7	7	No	NA	Sí	Sí	No	NA	NA	7	7	NA	7	No	NA	7	7	Sí	GGEE	CONSTRUCTORA INMOBILIARIA	PROVIDENCIA	Hombre	SANTIAGO	AV	GGEE	GRANDES CUENTAS	Stock Fijo
7wMNYJPZDPmN	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	NA	6	PORQUE LA CALIDAD ES BUENA, EL SERVICIO ES BUENO Y EL PRECIO NO ES BUENO. ES UN SERVICIO QUE ES CARO. EL INTERNET BAJA DE PRECIO PERO YO LO CONTRATE HACE 3 AÑOS. ESTOY DESACTUALIZADO. LOS PRECIO BAJAN Y COMO TENGO UN CONTRATO EL PRECIO SE MANTIENE Y HACE QUE UNO ESTE DESCONFORME QUE PUEDA CONSEGUIR UN SERVICIO POR MENOR VALOR.	6	7. Muy satisfecho	3	4	7	No	Sí	No	Sí	Sí	NA	5	NA	7	7	NA	Ejecutivo asignado	NA	Ejecutivo asignado	A través del Call Center empresa	7	7	No	NA	No	Sí	No	NA	NA	NA	4	NA	7	No	NA	6	7	Sí	MICRO	NO RESPONDE	CABILDO	Hombre	REGIONES	AV	GGEE	GRANDES CUENTAS	Stock Fijo
yHVi2fxWkWrY	MEDICION SEPTIEMBRE 2020	Sí	Entel	NA	Entel	6	PORQUE A VECES HEMOS TENIDO COMPLICACIONES CON EL TEMA DE LOS PAGOS Y SE JUNTAS VARIOS MESES, SOLO ESO.	6	6	5	6	6	No	Sí	No	Sí	No	NA	6	NA	6	NA	NA	Ejecutivo asignado,A través del Call Center empresa	NA	Ejecutivo asignado	NA	NA	NA	Sí	Sí	No	No	No	5	5	NA	NA	NA	6	No	NA	7	6	Sí	PEQUEÑA	JARDIN INFANTIL	TEMUCO	Mujer	REGIONES	MP	Mediana	MEDIANAS	Stock Fijo
