encriptado	SEG_CORFO_FINAL	CL_SEG_GOL_original	Regionx	sex_enc	ISO_FINAL_A	F1	P1	P2[{_1}].Rp	P2[{_2}].Rp	P2[{_3}].Rp	P2[{_1}].Rp._98	P2[{_2}].Rp._98	P2[{_3}].Rp._98	P3	P4	P4_COD	P5[{_a}].Rp	P5[{_b}].Rp	P5[{_c}].Rp	P5[{_d}].Rp	P5[{_e}].Rp	P6_aux	P6	P7[{_1}].Rp	P7[{_2}].Rp	P7[{_3}].Rp	P8	P9	P10[{_1}].Rp	P10[{_2}].Rp	P10[{_3}].Rp	P10[{_4}].Rp	P10[{_5}].Rp	P10[{_6}].Rp	P10[{_7}].Rp	P10[{_8}].Rp	P11[{_1}].Rp	P11[{_2}].Rp	P11[{_3}].Rp	P11[{_4}].Rp	P11[{_5}].Rp	P11[{_6}].Rp	P11[{_7}].Rp	P11[{_8}].Rp	P12[{_1}].Rp	P12[{_2}].Rp	P12[{_3}].Rp	P12[{_4}].Rp	P12[{_5}].Rp	P12[{_6}].Rp	P12[{_7}].Rp	P12[{_8}].Rp	P13[{_1}].Rp	P13[{_2}].Rp	P13[{_3}].Rp	P13[{_4}].Rp	P14	P15[{_1}].Rp	P15[{_2}].Rp	P15[{_3}].Rp	P15[{_4}].Rp	P16[{_1}].Rp	P16[{_2}].Rp	P16[{_3}].Rp	P16[{_4}].Rp	P17	P18Aa[{_1}].Rp	P18Aa[{_2}].Rp	P18Aa[{_3}].Rp	P18B[{_1}].Rp	P18B[{_2}].Rp	P18B[{_3}].Rp	P18	P19	P19_COD	P20	P21	P22	P23	P24	P25	P27	P28	P29	P30	P32	Fecha Enc
wPYb56RChcym	PYME	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha"	Entel	NA	NA	NA	NA	NA	7. Muy satisfecho	SIEMPRE HA SIDO EXPEDITO LA RESOLUCIÓN DE PROBLEMAS, LA SEÑAL DE INTERNET ES ESTABLE DE ACUERDO A LO QUE SE CONTRATO TODO, CUANDO HA HABIDO ALGUNA PROBLEMÁTICA UNO LLAMA A UN NÚMERO DE ASISTENCIA Y RESUELVEN MUY RÁPIDO LA PROBLEMÁTICA, SI DE REPENTE HA HABIDO ALGUNA INTERMITENCIA DEL SERVICIO SE SOLUCIONA MUY RÁPIDO YO CREO QUE ESO ES IMPORTANTE	Soluciones rápidas,Buena señal	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	7	7	7	7	7	No	No	NA	No	No	No	Sí	No	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	6	LOGÍSTICA Y DISTRIBUCIÓN	3 AÑOS	SAN FELIPE 5 REGIÓN	GERENTE GENERAL	V1. PRE CRISIS
acGZsxCbA4S1	PYME	MV	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	1. Muy insatisfecho	PORQUE FUNCIONAN PESIMO LOS CELULARES DEL AÑO PASADO COMO DE OCTUBRE EN ADELANTE LA SEÑAL SE CORTA SE ESCUCHA MAL Y NO SOLAMENTE YO HE PREGUNTADO CUANDO LLAMO A OTRO TELEFONO Y SON ENTEL IGUAL O SEA SON DE LA EMPRESA POR LO MISMO FUNCIONAN MAL NO NOS PODEMOS COMUNICAR LA LLAMADA NO ENTRA SON BUZON DE VOZ SE CORTA DE REPENTE UNO ESTA HABLANDO Y DE REPENDE SE ESCUCHA MAL DE UN RATO PARA OTRO.	Mal servicio,Mala señal,Se corta la comunicación	5	NA	NA	NA	NA	INTERNET BANDA ANCHA	4	5	5	5	3	5	No	Sí	NA	Sí	No	Sí	No	No	NA	5	NA	5	NA	5	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	A través de la web con clave Mi Entel Empresas	NA	NA	NA	5	5	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	5	Ha empeorado	5	18	MAESTRANZA	8 AÑOS	FRANCAGUA	JEFA RECURSOS HUMANOS	V1. PRE CRISIS
vk9aVvydPuog	PYME	MP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel,VTR	Entel	Entel,VTR	NA	NA	NA	7. Muy satisfecho	ESTA ANTE NECESIDADES Y BUEN SERVICIO, EN EL SERVICIO ENTREGADO, EN LA CALIDAD DEL SERVICIO, O SEA LAS PRESTACIONES, ME REFIERO AL TEMA DE LA FIBRA ÓPTICA, VELOCIDAD, TRANSMISIÓN DE DADOS Y QUE NUNCA SE HA CAÍDO EL SISTEMA, NUNCA HE TENIDO NINGÚN PROBLEMA, LA FACTURACIÓN ES CLARA Y TODO SEA MANEJADO BIEN.	Buen servicio/ eficiente,Servicio estable/ no se cae,Facturas llegan a tiempo	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	Sí	7	7	7	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
E52bwmNXdm0A	PYME	AP	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	5	PORQUE EL SERVICIO DERREPENTE ES INTERMITENTE EN LAS INSTALACIONES, QUE AVECES SE CAE EL SERVICIO.	Se cae el servicio/ se corta/ intermitente	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	6	6	6	5	7	Sí	No	NA	No	Sí	No	Sí	No	4	NA	NA	NA	4	NA	6	NA	Ejecutivo asignado	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	5	5	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	6	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	Sí	INSTALACIÓN DE NUEVAS LINEAS NO SE PUDO LLEVAR  ACABO SI VINIERON TÉCNICOS Y AL FINAL NO SE LLEVO ACABO LA INSTALACIÓN.	No solucionan problemas	Sí	No fue solucionado	NA	5	Está Igual	8	150	SERVICIOS DE INGENIERÍA Y FABRICACIÓN DE  ESTRUCTURA METÁLICA	10 AÑOS	COQUIMBO	GERENTE DE OPERACIONES	V1. PRE CRISIS
I1JAmgfrAv9F	PYME	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	PORQUE NUNCA ES PERFECTO, NO DEFINITIVAMENTE A VECES NO HAY UN CARGO POR COMUNICACIÓN DE LARGA DISTANCIA, LO ANULE, LUEGO ME LO VOLVIERON A CARGAR EL MES SIGUIENTE, BUENO DURE ASÍ COMO TRES MESES HASTA QUE ME LO SOLUCIONARON, MIRA EN GENERAL, TE VOY A DECIR QUE BIEN, EN CONEXIÓN DE INTERNET, EN LLAMADAS.	No es perfecto/ podría ser mejor,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	6	6	6	6	No	No	NA	No	Sí	Sí	No	No	NA	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	8	9	MECÁNICA	2 AÑOS APROXIMADAMENTE	BITACURA SANTIAGO	ADMINISTRADOR EN FINANZAS	V1. PRE CRISIS
Cyq03NPSskeN	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE  HASTA DICIEMBRE TUVE BTR Y BTR NO ERA MUY BUENO LO QUE ES EN INTERNET Y EN LOS COBROS, PORQUE ES MEJOR QUE LA COMPETENCIA EN VELOCIDAD, EN COBROS Y EL USO DIARIO.	Es caro/ planes caros	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	5	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	NA	NA	NA	No	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	VIÑA DEL MAR	NA	V2. POST CRISIS
L8LcweB4Sp80	PYME	MV	SANTIAGO	Hombre	No	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	ELLOS HAN CUMPLIDO Y EL SERVICIO HA ESTADO OPERATIVO CIEN POR CIENTO DESDE QUE LO TENGO CONTRATADO, QUE FUNCIONA CIEN POR CIENTO, SIN NINGÚN PROBLEMA.	Buen servicio/ eficiente,Funciona bien	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	7	7	6	7	Sí	No	NA	No	No	No	No	No	6	NA	NA	NA	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Equipo de ejecutivos llamado Círculo de Atención Preferente  que es el *106 desde móvil y <br/>6003600106 desde red fija que atiende sus requerimientos de post-venta	No	NA	Sí	NA	NA	NA	6	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	10	TECNOLOGÍA.	3 AÑOS.	PROVIDENCIA.	DUEÑO DE LA EMPRESA.	V1. PRE CRISIS
hIU2jAO1LMz6	PYME	MV	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	EN COMPARACIÓN LA VERDAD CON OTRAS COMPAÑÍAS QUE HEMOS TENIDO ESTÁ FUNCIONANDO BASTANTE BIEN, LA RESPUESTA BIEN, HAN SIDO BASTANTE EFICIENTES, EN LA SEÑAL QUE NO SE CAE, EN ESE SERVICIO EN PARTICULAR, O SEA DE INTERNET Y EL TELÉFONO TAMBIÉN, EN EL TELÉFONO NO HAY PROBLEMA. TODO ESTÁ FUNCIONANDO EN ORDEN.	Funciona bien,Buena señal,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	Sí	NA	7	7	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
KrbkryIWTQyu	PYME	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	6	ME PARECE BUENA SIN EMBARGO SE CORTA EN ALGUNOS MOMENTOS, TIENE BUENA RAPIDEZ, RAPIDEZ EN TEMAS DE NAVEGACIÓN Y TRASMISIÓN  DE DATOS, NO MAS.	Buen servicio de internet/ rápido/ estable	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	6	6	5	6	No	No	NA	No	Sí	No	Sí	Sí	NA	NA	NA	NA	6	NA	6	4	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	EL CORTE DE INTERMITENCIA DE LA BANDA DE INTERNET, NO MAS.	Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	4	5	Está Igual	4	10	INFORMÁTICA	4 AÑOS	VITACURA	GERENTE GENERAL	V1. PRE CRISIS
uMzzyuLSTJEn	PYME	MV	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Telefónica/ Movistar	NA	NA	NA	7. Muy satisfecho	PORQUE NOS PRESTAN UN BUEN SERVICIO EN QUE HAY UN SERVICIO QUE ESTA FUNCIONANDO AL 100 POR CIENTO POR LO TANTO NO TIENE CAÍDA QUE NOS NOS QUEDEMOS SIN ESE SERVICIO Y SI HA DADO A SUCEDER POR CAUSAS EXTERNAS A ENTEL Y ADEMAS RESPONDEN A NUESTROS REQUERIMIENTOS DE FORMA OPORTUNA, ES PERMANENTE, NO SE ESTA CAYENDO CONSTANTEMENTE LA CONEXIÓN Y RESPONDEN RÁPIDAMENTE A NUESTROS REQUERIMIENTOS	Buen servicio/ eficiente,Servicio estable/ no se cae,Soluciones rápidas	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	Sí	NA	NA	6	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	VALPARAISO	NA	V2. POST CRISIS
LEYw1FKbp7pJ	MICRO	MV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Claro/ Telmex	Entel	Claro/ Telmex	NA	NA	NA	7. Muy satisfecho	PORQUE NO HA HABIDO NUNCA PROBLEMAS ES QUE ES LO MEJORCITO QUE ESTA FUNCIONANDO AHORA	No ha tenido problemas/ conforme/ todo bien,Funciona bien	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	6	7	7	7	7	Sí	No	NA	Sí	No	No	No	No	7	NA	NA	7	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios	Sí	NA	NA	NA	7	NA	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	2	INFORMATICO	3 AÑOS	SAN FERNANDO	ADMINISTRADOR	V1. PRE CRISIS
qxRBekuc4s0K	PYME	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE ME DAN UN BUEN SERVICIO, VELOCIDAD BUENA VELOCIDAD PARA NAVEGAR PERO FIBRA ÓPTICA, BUENO EL SISTEMA NO SE CAE FUNCIONA BASTANTE BIEN, EL COSTO ECONÓMICO, TIEMPO DE RESPUESTA A RECLAMO SOLAMENTE ESO.	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable,Servicio estable/ no se cae,Buenos precios	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	7	7	7	7	7	No	Sí	NA	No	Sí	No	Sí	No	NA	7	NA	NA	7	NA	7	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	A través del Call center, empresa línea 600, línea 800	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	7. Muy dispuesto	Está Igual	10. Muy probable	5	TRANSPORTE LOGISTICA	5 AÑOS	VALPARAISO	GERENTE GENERAL	V1. PRE CRISIS
U5R2cmsHRBhe	PYME	Mas	REGIONES	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	ME CUESTA ENCONTRARLOS A VECES, QUE ME CONTESTE ALGUIEN PARA QUE ME DEN RESPUESTA.	No tiene contacto con los clientes/ difícil contactarse con la cia.	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	6	6	6	6	7	No	No	NA	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	6	Está Igual	5	4	INFORMACION/ CAPACITACION/ AUDITORIA	10 AÑOS	LOS ÁNGELES/ OCTAVA	DIRECTORA	V1. PRE CRISIS
qpxkITAJvhpI	PYME	AV	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS)"	Entel	Entel	NA	NA	NA	NA	7. Muy satisfecho	PORQUE ACTUALMENTE CUANDO TENGO UN INCONVENIENTE LO RESUELVEN RÁPIDO, ES DECIR EN CONECTIVIDAD, QUE ES LO QUE YO NECESITO, ESTAR CONECTADO SIEMPRE.	Soluciones rápidas,Buena señal	7. En absoluto acuerdo	NA	NA	NA	NA	MPLS	5	2	1	1	3	7	No	Sí	NA	Sí	No	No	Sí	No	NA	1	NA	1	NA	NA	6	NA	NA	Ejecutivo asignado	NA	Ejecutivo asignado	NA	NA	A través del Call center, empresa línea 600, línea 800	NA	1	6	NA	NA	No tiene Ejecutivo <b>(NO LEER)</b>	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	NA	NA	NA	NA	NA	1. Nada dispuesto	Está Igual	1	30	COMERCIO	4 AÑOS	NOVENA	PROPIETARIO	V1. PRE CRISIS
vbp4bgnW00s2	MICRO	Mas	REGIONES	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,b.	Red privada de datos/Transmisión de datos (MPLS),c.	Telefonía Fija"	Entel	Entel	Entel	NA	NA	NA	6	"PORQUE EN ALGUNOS MINUTOS SE DESCONECTA; NADA, SE DESCONECTA, QUEDAMOS SIN INTERNET, COMO QUE SE PEGA; NADA"	Se cae el servicio/ se corta/ intermitente	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	5	5	5	7	7	No	No	NA	No	No	No	No	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	"SE DESCONECTA; EL INTERNET SE CONGELA, SE MUERE, HAY QUE VOLVERLO A RECARGAR, HAY QUE RESETEARLO"	Problemas con internet/ caídas/ internet lento	No	NA	NA	5	Está Igual	5	1	ELECTRÓNICA	"3 O 4 AÑOS; 3 AÑOS"	LA SERENA	DUEÑO	V1. PRE CRISIS
MAZRQGr4Cnna	MICRO	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	6	HAY PERIODOS EN LAS ULTIMAS SEMANA O REGULARMENTE HAY DÍAS QUE EL SERVICIO DIRECTAMENTE SE CORTA, SE PIERDE ESO DURA NO SE PUEDE DURAR UNA HORA MEDIA HORA Y DESPUÉS VUELVE SIN PROBLEMA, PERO NO HAY LLAMADAS TELEFÓNICAS AVISANDO NO TENGO INFORMACIÓN DE LA EMPRESA DE PORQUE OCURRE, NI DESCUENTOS QUE SE HAGAN TAMPOCO POR EL MISMO SERVICIO, SE CORTA EN TODO, COMO NOSOTROS TENEMOS UN SISTEMA QUE ES ÚNICO, SI SE CORTA EL TELÉFONO SE CORTA EL INTERNET.	Se cae el servicio/ se corta/ intermitente,Falta información	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	No	NA	NA	NA	Sí	EL MISMO PROBLEMA DE SIEMPRE CORTES NO PROGRAMADOS CORTES NO AVISADOS DEL SERVICIO.	Problemas técnicos/ fallas	No	NA	NA	4	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
qXhettpeLFME	PYME	Mas	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica/ Movistar	NA	NA	NA	5	HAY OCASIONES A PESAR DE TENER FIBRA ÓPTICA, HAY OCASIONES LAS CUALES HAN HABIDO PROBLEMA DE CONEXIÓN Y HEMOS TENIDO QUE LLAMAR Y ESO NO ES CIEN POR CIENTO LOS SIETE DÍAS A LA SEMANA, EN LA BANDA ANCHA DONDE HE TENIDO PROBLEMA, QUE A VECES PROBLEMAS DE DES CONEXIÓN SE CAE DIGAMOS Y POR BREVES INSTANTES PERO SE CAE Y HEMOS TENIDO QUE LLAMAR Y HAN TENIDO QUE EN ALGUNOS CASOS HAN SIDO PROBLEMAS TÉCNICOS DE ELLOS FUNDAMENTALMENTE.	Problemas de conectividad/ conexión/ comunicación,Se cae el servicio/ se corta/ intermitente	6	NA	NA	NA	NA	INTERNET BANDA ANCHA	5	6	6	6	6	5	No	No	NA	Sí	Sí	Sí	No	No	NA	NA	NA	6	6	6	NA	NA	NA	NA	NA	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	A través del Call center, empresa línea 600, línea 800	NA	NA	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	QUE HA TENIDO UNA INTERRUPCIÓN TEMPORAL, UNA CAÍDA DIGAMOS SE HA CAÍDO EL INTERNET, EN EL SERVICIO DE BANDA ANCHA.	Problemas con internet/ caídas/ internet lento,Problemas con banda ancha	Sí	Si fue solucionado	6	6	Está Igual	6	8	SERVICIOS	5 AÑOS	SANTIAGO	ADMINISTRADOR	V1. PRE CRISIS
V0VziucefBZe	PYME	Mas	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	1. Muy insatisfecho	PORQUE ME ACABO DE ENTERAR AYER QUE TENÍAN PLANES MUCHO MEJORES DE LO QUE YO TENGO Y MUCHO MÁS BARATOS Y NO LO INFORMARON NUNCA, QUE HAY PLANES MUCHO MEJORES Y MÁS BARATOS.	Malos planes,Es caro/ planes caros	4	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	1	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sí	Sí	NA	7	4	No	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	PROVIDENCIA	NA	V2. POST CRISIS
9O4qrJ0o4Gup	GGEE	AP	SANTIAGO	Hombre	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Telefónica del Sur	NA	NA	NA	6	"PORQUE LE FALTA UN POCO MEJORAR LOS PRECIOS QUE HABÍA, PARA QUE TENGA EL 7 QUE TIENE MOVISTAR. PORQUE MOVISTAR SI TRABAJA SÚPER BIEN Y TODO, PERO NOS DAN UN BENEFICIO DE COMO SOMOS CLIENTES CON ELLOS NOS DAN UN PRECIO PREFERENCIAL, EN CAMBIO ENTEL SE MANTIENE CON EL MISMO PRECIO Y NO HAY COMO NEGOCIARLO. MEJORAR LOS PRECIOS EN INTERNET LA BANDA ANCHA, POR EJEMPLO UN SERVICIO DE FIBRA ÓPTICA EN MOVISTAR PAGO 120 LUCAS Y ENTEL CASI 300 LUCAS AL MES. SON SOLO PROBLEMAS DE LOS COSTOS, PORQUE EL RESTO SÚPER BIEN, TENGO BUENA COBERTURA; SI ESTOY EN PUNTA ARENA Y NECESITO FIBRA ÓPTICA E INTERNET BANDA ANCHA LLEGA SIN NINGÚN PROBLEMA, PERO OTRAS COMPAÑÍA NO LLEGAN."	Es caro/ planes caros,Buena cobertura,Buen servicio de internet/ rápido/ estable	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	6	2	2	3	6	7	Sí	No	NA	No	No	No	No	No	5	NA	NA	NA	NA	NA	NA	NA	Ejecutivo asignado	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	Ejecutivo Comercial que lo asesora en términos comerciales para nuevos negocios,Ejecutivo de Atención que atiende sus requerimientos Post-Venta	Sí	Sí	NA	NA	6	7	NA	NA	Cumple las necesidades que usted tiene como administrador	NA	NA	NA	NA	NA	NA	Sí	CORTE DE FIBRA, CUANDO PASA UN CAMIÓN Y SE CORTA LA FIBRA Y QUEDAMOS SIN INTERNET.	Con la fibra óptica,Problemas con internet/ caídas/ internet lento	Sí	Si fue solucionado	5	7. Muy dispuesto	Está Igual	0. Nada probable	10000	VENTAS DE ARTÍCULOS POR MENOR	10 AÑOS	SANTIAGO, CUDAGUELO	ADMINISTRADOR DE REDES	V1. PRE CRISIS
cdGXxNMDlGFy	MICRO	Mas	SANTIAGO	Mujer	Sí	Sí	"a.	Internet Banda Ancha ,c.	Telefonía Fija"	Entel	NA	Entel	NA	NA	NA	7. Muy satisfecho	PORQUE NO HE TENIDO NINGÚN PROBLEMA, NO ME FALLA Y CUANDO TENGO ALGÚN PROBLEMA QUE SE CAE UN CABLE O ALGO ME RESPONDEN DE INMEDIATO, MÁS QUE NADA ES POR LA BUENA RESPUESTA QUE SIEMPRE HE TENIDO.	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas,Buenas respuestas/claras	7. En absoluto acuerdo	NA	NA	NA	NA	INTERNET BANDA ANCHA	7. Muy satisfecho	7	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	No	Sí	NA	NA	7	No	NA	NA	NA	NA	NA	7. Muy dispuesto	NA	NA	NA	NA	NA	NAPUL	NA	V2. POST CRISIS
