encriptado	SEG_GOL	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?
cwSD7N9swDWU	Mas	Hombre	7	PORQUE ESTOY SATISFECHO CON EL SERVICIO EN CUANTO AL INTERNET, NO SE CAE, NO TENGO PROBLEMAS DE CONEXIÓN, NO TENGO RECLAMO ALGUNO.
7mdDML3OFEm7	MP	Mujer	7	PORQUE ME CAMBIE CON ELLOS ME BAJARON LOS COSTOS LA COMUNICACIÓN HA SIDO MUY BUENA NO SE CAE EL INTERNET, TENGO MUY BUENA RECEPCIÓN DE INTERNET Y LA CUENTA ES BASTANTE ECONÓMICA.
yOi84mnd5hoM	MV	Hombre	6	EN GENERAL NO TENGO NINGÚN PROBLEMA FUNCIONA BIEN, CADA  QUE HE REQUERIDO ALGO ME HAN ATENDIDO RÁPIDAMENTE Y HAN RESUELTO MIS PROBLEMAS
EuX9KMMRwJK4	AV	Hombre	7	PORQUE NO TENGO MAYOR PROBLEMA CON ELLOS EN REALIDAD CUANDO PIDO TELÉFONOS CELULARES CON ELLOS Y LAS RESPUESTAS SON MUY RÁPIDAS.
eTftJ4SnBLnR	AP	Hombre	5	PORQUE NOSOTROS NECESITAMOS MUCHA CALIDAD DE VOZ EN TELEFONÍA IPEN Y POR LO TANTO A VECES BAJA LA CALIDAD
BQsSutzgN1w7	MasPrem	Hombre	6	PORQUE ME PARECE QUE EL SERVICIO ES ACEPTABLE, CUMPLE RAZONABLEMENTE, NO AL 100% SI NO LE DARÍA UN 7.
ZgDBHl5SCAmP	AP	Hombre	6	PORQUE ES UNA BUENA EMPRESA,
qMV53OTh8GCb	MP	Hombre	5	FALTA MAS CONTACTO CON EJECUTIVO HACE POCO TRATE DE SUBIR LA BANDA ANCHA Y LOS COSTOS SON BASTANTES ALTOS Y ADEMAS LE DAN A UNO UN CONTRATO DE 36 MESE OBLIGADOS
p8zN82kPYUa9	MP	Hombre	6	PORQUE GENERALMENTE FUNCIONA, PERO RECIENTEMENTE TUVIMOS UN PROBLEMA, NO SÉ BIEN QUÉ PASO, CREO QUE UNA CAÍDA DE DATOS HACE POCO TIEMPO.
ge96bXfjQKru	MasPrem	Hombre	7	POR EL  BUEN SERVICIO EL DE POSTVENTA Y SOPORTE EN LA RAPIDEZ PARA LA ENTREGA DE SOLUCIONES EN CASO DE PROBLEMAS
XFqDaqSqqcZD	MP	Mujer	6	POR QUE NUNCA ES 7 ,TAMPOCO PODRÍA DECIR QUE SERA MENOS DE 6, EL 6 ESTA BIEN, POR QUE HASTA AHORA NO HE TENIDO NINGÚN PROBLEMA LO ÚNICO QUE NO ME GUSTA DE ELLOS ES QUE A LA HORA DE HACER UN LLAMADO PARA CUALQUIER ATENCIÓN ES MUY PROTOCOLARIO, ESO ES LO QUE NO ME GUSTA DE ELLOS, CREO QUE EL TIEMPO QUE UNA PERSONA OCUPA EN EL PROTOCOLO SE PIERDE MUCHO TIEMPO.
5XXpQX9MD8v1	AP	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA DE SERVICIO, NI FACTURACIÓN Y EN REALIDAD NUNCA HE TENIDO NINGÚN PROBLEMA CON ENTEL.
4BeqyvUT6G3Q	AV	Mujer	6	PORQUE  SIEMPRE HAY COSAS QUE MEJORAR,  EN EL SERVICIO (NO DA MÁS INFORMACIÓN)
QMxUR1iOAxeM	AP	Hombre	7	PORQUE LA VERDAD ME HAN ATENDIDO CUANDO CORRESPONDE, CUANDO HE TENIDO PROBLEMA ME LO HAN SOLUCIONADO, ME HAN DADO RESPUESTA, ME HAN DADO COBERTURA
hd1YUrA3ponl	MV	Hombre	6	PODRÍAN MEJOR PRECIOS Y SERVICIOS, POSITIVO TIENEN LA ESTABILIDAD Y BUEN SERVICIO PORQUE EN COMPARACIÓN DE OTRAS COMPAÑÍAS HAY MEJOR SERVICIO DE POST VENTA
CN32IttFExuO	MasPrem	Mujer	6	PORQUE EN REALIDAD HA ESTADO BIEN, PERO NO EXCELENTE. A QUE LA INTERNET NO SE CORTA, QUE FUNCIONA Y QUE ES RÁPIDA.
aFyPX6O1fIuu	AP	Hombre	3	PORQUE EL SERVICIO ES PESIMO LOS PLANES SON CAROS EN GENERAL EL SERVICIO NO ES DE BUENA CALIDAD EL SERVICIO TECNICO DEMORA UNA ENORMIDAD
Dp5GUtY1m6mF	AV	Hombre	6	POR QUE HAY COSAS QUE TODAVÍA ESTÁN EN VEREMOS, EN CUANTO AL SERVICIO. POR LA ZONA ES EL ALTERNATIVO QUE TENEMOS DE COMUNICACIÓN.
pgP2MN7rwKFY	MV	Hombre	7	PORQUE HEMOS TENIDO REPUESTA EN LOS PROBLEMAS RÁPIDO, SIEMPRE TENEMOS BUENA CONEXIÓN, NO SE CAE  LA LINEA, HA ESTADO TODO TRANQUILO
RoCREHe80HRN	MV	Hombre	6	PORQUE TENGO UNA DIFICULTAD CON LA TELEFONÍA FIJA Y NO ME LA HAN SOLUCIONADO. ES BASTANTE ESTABLE EN CUANTO QUE NO HAY INTERRUPCIONES, RUIDOS, INTERFERENCIAS, NO PRESENTA MAYOR PROBLEMAS.
ad1aOe6HIVvK	AP	Hombre	6	POR QUE EN GENERAL NO HEMOS TENIDO PROBLEMAS, BÁSICAMENTE POR ESO.
VhprFkGIGxSf	AP	Mujer	5	POR LA INTERRUPCIÓN DE LAS LÍNEAS TELEFÓNICAS, LA POCA AGILIDAD PARA EL CONTACTO CUANDO UNO ESTÁ FUERA DE LA CIUDAD.
XxCg41TDKLZf	MV	Hombre	5	POR QUE AL FINAL EL SERVICIO DE BANDA ANCHA SURGIÓ UN PROBLEMA HACE UN PAR DE SEMANAS QUE NO TENÍAMOS TELÉFONO Y ELLOS CREÍAN QUE EL PROBLEMA ERA NUESTRO CUANDO  NUNCA FUE EL PROBLEMA NUESTRO.
9wUX25Bz3RfP	MasPrem	Mujer	7	PORQUE LA LÍNEA DE INTERNET ES BASTANTE ESTABLE EN CUANTO A QUE ANTES TENÍAMOS OTRO QUE SE DESCONECTABA, SE CAÍA A CADA RATO, ESTA NO, ESTA NO SE CAE NUNCA Y SI EVENTUALMENTE TENEMOS UN PROBLEMA, LLAMAMOS Y SE SOLUCIONA RÁPIDO.
cD6YvavHn6ZN	AP	Mujer	6	"LA DEMORA EN SOLUCIÓN DE PROBLEMAS A NIVEL COMERCIAL; POR EJEMPLO DESCUENTOS QUE HAN OFRECIDO FACTURACIÓN, ETC, PERO EN GENERAL EL RESTO DEL FUNCIONAMIENTO ES OKAY, LA PARTE TECNOLOGICA"
wtR7RD9SgNDO	MasPrem	Mujer	5	EL TEMA ES QUE SE ESCUCHA MAL, HAY RUIDO EN LAS LLAMADA.
Fi5BxaBy01Fm	Mas	Hombre	4	HAN SOSTENIDO MEJORES PROMOCIONES CON RESPECTO A LOS CLIENTES.
2W4VoRNWGLt6	MP	Mujer	6	POR QUE SE DEMORARON DEMASIADO CON EL TEMA DE LA INSTALACIÓN SON  POCO RÁPIDOS.
LVmT1gTKZA1A	MV	Hombre	6	"POR QUE ES BASTANTE BUENO EL SERVICIO HAY EXCEPCIONES PERO SON MENORES PERO EN GENERAL EL SERVICIO ES BUENO;EN QUE NUNCA TENEMOS PROBLEMAS DE CAÍDA DEL SISTEMA LAS TARIFAS SON RAZONABLES LOS TIEMPO DE RESPUESTA EN CAZO DE DIFICULTAD SON BUENOS"
5bnRPcbFSk1b	MasPrem	Hombre	6	PORQUE ANDAN BIEN, LA RESPUESTA ES RÁPIDA  EN CASO DE INCONSISTENCIAS Y EL SERVICIO ES ESTABLE.
K5bHRJ8YrZvn	MV	Mujer	7	PORQUE HASTA AHORA TODO HA SIDO PERFECTO CON ELLOS. TODO, EL SERVICIO, EL INTERNET, EL TEMA DEL PAGO, DEL COBRO DE INTERNET.
kFchQscBd1BT	MasPrem	Mujer	5	PORQUE NO DAN SOLUCIONES A LAOS PROBLEMAS QUE TIENEN, UNA LENTITUD EN LA RESPUESTA A LOS PROBLEMA, POR EJEMPLO SI SE CAE EL INTERNET O SI HAY PROBLEMAS CON LA SEÑAL.
RSdsRatVBTzo	MasPrem	Hombre	5	POR PRECIOS PORQUE SE QUE LA COMPETENCIA ESTA MAS BARATA Y MAS ECONÓMICO, APARTE HA BAJADO EL NIVEL DE COBERTURA Y ASISTENCIA TÉCNICA.
Q12DFzJsBPyj	MP	Hombre	6	POR QUE A VECES NO SON MUY RÁPIDO EN SOLUCIONAR LOS PROBLEMAS
VwSpML5NLOgU	AP	Hombre	6	PORQUE NO ESTA COMO SIEMPRE ESTABLE LA CONEXIÓN Y SIEMPRE HAY COMO DETALLES PORQUE EL SERVICIO NO ES AL 100 POR CIENTO, POSITIVO EL TEMA DE LA SEÑAL Y EL SOPORTE, LOS EJECUTIVOS SON ATENTOS PARA LAS DUDAS Y PROBLEMAS QUE UNO PUEDA TENER, LA SOLUCIÓN DE LOS PROBLEMAS ES BASTANTE RÁPIDA POR PARTE DE ELLOS
BLcMZGZZ8GXp	MV	Mujer	7	PORQUE NUNCA HE TENIDO NINGÚN PROBLEMA CON ELLOS, NI COMO EMPRESA NI COMO PERSONA, EN CUANTO A QUE SON PEQUEÑAS Y SIEMPRE DAN SOLUCIÓN.
S5G3SdaG8a1R	MV	Hombre	7	PORQUE ES UN BUEN SERVICIO QUE HEMOS TENIDO HASTA AHORA EN CUANTO A RESPUESTA, CUANDO SE LLAMA A LA ASISTENCIA Y EN CUANTO A PRECIO.
Hy2lwjdKFJEJ	MV	Hombre	5	POR LOS COSTOS DE LOS SERVICIOS.
inB8jUtrqK1F	AV	Mujer	7	PORQUE ES UN BUEN SERVICIO EN CUANTO A LA CONEXIÓN, ES RÁPIDA MAS QUE NADA, YA QUE  NECESITAMOS RAPIDEZ EN LO QUE HACEMOS Y HASTA EL MOMENTO NO HE TENIDO PROBLEMA.
Tgn8vy3aCqL9	AV	Mujer	6	"NOS HAN TRATADO BIEN; PORQUE CUANDO HEMOS NECESITADO DE ELLOS, NOS AYUDAN COMO CORRESPONDE CON LA RAPIDEZ QUE EL CASO AMERITA; CUANDO DE REPENTE SE NOS HA CAÍDO EL SISTEMA."
NT7vX08xwzew	Mas	Hombre	5	POR QUE NO ES PAREJO EN EL SERVICIO SI NO QUE SE SUSPENDE EN CADA CIERTO TIEMPO.
9t0vA27XsHi3	MV	Mujer	6	POR LA POCA FLEXIBILIDAD PARA CAMBIOS DE CONTRATO, LO BUENO HA SIDO LA CONECTIVIDAD, EN CUANTO A QUE ES RÁPIDA, NO SE CAE NUNCA, ES ESTABLE.
BDEdWRZsQIRE	MasPrem	Mujer	6	PORQUE FUNCIONA SÚPER BIEN EN CUANTO AL INTERNET, PERO DE REPENTE SE CAE EL INTERNET  PERO NO ES MUY SEGUIDO, UNA DE LAS MIL.
D4nQJlDgszsr	MasPrem	Mujer	7	POR QUE NO TENGO NUNCA PROBLEMAS, TODO FUNCIONA BIEN,HABER QUE ME FUNCIONA EN EL TELÉFONO, POR QUE CON ENTEL EN LA EMPRESA TENGO TELÉFONOS FIJOS Y MÓVILES, NUNCA HE TENIDO PROBLEMA, TODO FUNCIONA PERFECTO NO TENGO PROBLEMA CON ESO.
q5jau4HvKzKB	AV	Hombre	5	POR FALTA DE SERVICIO EN CUANTO A LA ATENCIÓN.
Gj660evsNsdj	MasPrem	Hombre	5	PORQUE TENEMOS MUCHAS FALLAS,EN CUANTO A QUE DE REPENTE ES LENTO,NO VIENEN A ARREGLAR Y TODOS ESOS SON LO MOTIVOS YA QUE HAY PROBLEMAS REALMENTE.
PBR6lV2M0w7h	AV	Hombre	7	PORQUE NUNCA HEMOS TENIDO PROBLEMAS CON ELLOS
FjCig8RMHBvT	AV	Hombre	7	POR LA EFECTIVIDAD EN EL SERVICIO EN CUANTO A LA RESPONSABILIDAD, ATENCIÓN DE CONSULTA, EN GENERAL LA OPERACIÓN DE SERVICIO O LO OPTIMO DEL SERVICIO
uCpKO3eB2XPC	AV	Mujer	6	PORQUE EL SERVICIO EN GENERAL FUNCIONA BIEN PERO TIENE CAMBIOS DE EJECUTIVOS MUY SEGUIDO DO Y UNO PIERDE EL SEGUIMIENTO
hW1hA2Fd53o0	AV	Hombre	6	PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS EN CUANTO A LA CLAUSULA QUE DEBERÍA CONTEMPLAR LO QUE ES SOPORTE INCLUIDO, LO DEL CONTRATO MENSUAL SE HA SOLUCIONADO PERO RELATIVO, TRATA DE BUSCAR LA SOLUCIÓN.
b5j9xgbUVpgu	AP	Hombre	7	PORQUE ENTREGAN A TIEMPO LA RESPUESTA EN CUANTO A SOLICITUDES NUEVAS QUE UNO HAGA.
WjqSPO39MXKo	MP	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA Y FUNCIONA TODO BIEN EN CUANTO A VELOCIDAD,SERVICIO, LAS COMUNICACIONES ESTÁN EXPEDITAS, NO TENEMOS NINGÚN PROBLEMA
K2z41eSzOXDa	MV	Mujer	4	PORQUE GENERALMENTE SE CORTA LAS LÍNEAS NO HAY ASISTENCIAS O SE DEMORAN MUCHO PARA ATENDER LA SITUACIÓN
WPUiI29XNrzC	MasPrem	Mujer	5	PORQUE TENGO PROBLEMAS CAMBIAMOS DE CONTRATO PARA DATAR COSTOS Y NO ME LO QUIEREN HACER EFECTIVOS BAJAMOS LOS BENEFICIOS Y LOS COSTOS PERO ME ESTÁN TRAMITANDO CON LA FECHA DE INICIO Y ES MUCHA LA DEMORA EN LA RESPUESTA DEL PROBLEMA
EuB9IVB4alzv	AV	Hombre	6	POR LA VELOCIDAD NO CONCUERDA CON LO CONTRATADO
1Qs4YzGBJCnW	AV	Hombre	6	HEMOS TENIDO ALGUNOS PROBLEMITAS Y ESE ES EL MOTIVO.
Pes5Xdb21rXZ	MasPrem	Hombre	7	"POR QUE ME TRATAN BIEN Y TODO FUNCIONA ;ESO"
IwdVW0DJl41t	AV	Hombre	7	PORQUE TENGO BUEN EJECUTIVO COMERCIAL TENGO BUENA COMUNICACION CON LOS EJECUTIVOS DE SERVICOS O SOPORTE
XaArIOqRqKEf	MP	Hombre	7	POR LA VELOCIDAD,Y PORQUE NO SE HA CAÍDO NUNCA EL INTERNET DEL TELÉFONO, VELOCIDAD EN CUANTO AL INTERNET QUE ES DE 400 GIGAS.
Y4YMQMRiuIr6	MP	Mujer	7	"PORQUE NO HE TENIDO NINGÚN INCONVENIENTE HASTA LA FECHA CON EL SERVICIO Y EL PRODUCTO; POR LA BUENA ATENCIÓN DE LA BUENA ATENCIÓN, DEL ÁREA DE EMPRESAS, CON LA EJECUTIVA"
3NDGJGsoy7Hp	AV	Mujer	7	PORQUE NO ACABAMOS DE CAMBIAR Y EMPEZANDO ESTA BIEN  TODO
r4nQwcH1vist	AV	Hombre	6	"PORQUE HEMOS TENIDO ALGUNOS TEMAS COMERCIALES NO CLAROS; HEMOS TENIDO QUE NEGOCIAR ALGUNOS CONTRATOS Y NADIE DA ALGÚN FLUJO DE INFORMACIÓN MUY CLARO."
QPXKzsfyG2OJ	MasPrem	Mujer	5	POR QUE TENGO PÉSIMO, NO ES MUY BUENA LA SEÑAL DEL INTERNET ADEMÁS DE LA GESTIÓN DE LOS EJECUTIVOS.
AODVAA5v0AtK	MV	Hombre	7	PORQUE ES UN SERVICIO NUEVO PORQUE LO CONTRATE HACE POCO Y ESTA FUNCIONANDO BIEN EN CUANTO A QUE TIENE BUENA VELOCIDAD.
ni8GD13OUlbI	AP	Hombre	6	PORQUE ES BUENO EL SERVICIO, PERO NO ESTA PERFECTO, BUENO POR LA COBERTURA (NO DA MAS INFORMACIÓN)
tep8vlmIxtC8	Mas	Hombre	2	PORQUE EL SERVICIO ES PÉSIMO TENGO UNA PLANTA CON TECNOLOGÍA IP PERO EL SERVICIO ES PÉSIMO, APARTE LA INCAPACIDAD PARA RESOLVER LOS PROBLEMAS DE CONECTIVIDAD DE LA RED Y ASISTIR AL CLIENTE CUANDO NECESITA QUE LE ACTUALICEN UN EQUIPO Y TODO ES HORRIBLE.
MV5ni8F1aUHO	AP	Hombre	5	SE PASA CAYENDO EL INTERNET CADA CIERTO TIEMPO NO TODOS LOS DÍAS PERO CADA 2 MESES, SE CAE EL SERVICIO Y TIENEN QUE VENIR A REPARARLO
63iQXqyIXIUs	AV	Hombre	6	"PORQUE TENEMOS PROBLEMAS CON LA TELEFONÍA; CON NUEVAS INSTALACIONES, TODAVÍA NO LAS HAN PODIDO HACER, LLEVA MESES."
rCavXozLULhG	MV	Hombre	7	NUNCA SE HA CAIDO NO HE TENIDO INCONVENIENTES
qWt37fqxk8NC	AP	Mujer	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA
6tyGpbw0Bdbz	AP	Hombre	6	PORQUE  HAY PROBLEMAS DE COBERTURA
N7Pasm2gJfrE	MV	Hombre	5	PORQUE A VECES SE DEMORAN EN LAS RESPUESTAS, NORMALMENTE CUANDO TENGO PROBLEMAS CON INTERNET SE TARDAN MUCHO EN LA SOLUCIÓN
YH0hq0JKID5d	MP	Mujer	6	PORQUE NO HEMOS TENIDO MAYOR PROBLEMA EN ALGUNAS OCASIONES HEMOS TENIDO PROBLEMAS EN CUANTO A LAS REDES POR INTERNET PERO LO HAN LOGRADO SOLUCIONAR A CORTO PLAZO, ADEMAS ES UNA ATENCIÓN BASTANTE RÁPIDA QUE ES ANTES DE 24 HORAS.
4ZXLEIcJW04i	MP	Hombre	6	PORQUE A VECES SE PONE MEDIO LENTO EL INTERNET SOBRETODO EN CUANTO A LA TRANSMISIÓN DE DATOS O EN LAS DESCARGAS Y LO OTRO ES QUE HAY POCOS CENTROS DE PAGOS EN LA CIUDAD.
CXodokyJfcol	MP	Mujer	5	PORQUE A VECES SE CAE EL INTERNET, MAS QUE NADA POR LAS CAÍDAS.
8TrnF70DXiW5	MV	Mujer	7	PORQUE NO HEMOS TENIDO NUNCA NINGÚN PROBLEMA, TIENE MUY BUENA SEÑAL EN EL SERVICIO (NO DA MAS INFORMACIÓN)
CXP7ufZT2dWA	AV	Hombre	5	PORQUE HAN HABIDO UN PAR DE FALLAS, DE HECHO HABÍA QUERIDO CAMBIAR Y MODIFICAR LA RED PORQUE NOS VAMOS A MUDAR Y NO TIENEN IP FIJO A DONDE NOS VAMOS A MUDAR.
gAXkcz9IMHnc	AV	Hombre	7	PORQUE EL SERVICIO ES MUY BUENO, NO DA PROBLEMAS Y TENGO BUENA ATENCIÓN. ME REFIERO A QUE NO TIENE INTERRUPCIONES, MANTIENE LA VELOCIDAD QUE HEMOS CONTRATADO, SIEMPRE SE MANTIENE ESTABLE, NO TENGO MAYORES PROBLEMAS. ESTOY SATISFECHO CON EL SERVICIO. EN CASO DE QUE TENGAMOS PROBLEMAS TENEMOS UNA PRONTA SOLUCIÓN Y UN BUEN SOPORTE POST VENTAS.
WhtZCyib2Fpm	AV	Hombre	6	"BÁSICAMENTE PORQUE LA ATENCIÓN A LOS REQUERIMIENTOS ES LENTA; A REQUERIMIENTOS COMERCIALES Y TÉCNICOS."
NHnqR7FOq6zq	MasPrem	Hombre	4	PORQUE DONDE ESTÁ MI EMPRESA EN EL CAMPO TENGO UNA MUY MALA SEÑAL DE TELEFONÍA.
kBoyovM0i0wn	MP	Hombre	7	POR QUE NO SE CAE Y FUNCIONA BIEN EL INTERNET
odBXwim4Spt4	MV	Mujer	7	CADA VEZ QUE HEMOS TENIDO INCONVENIENTES LO SOLUCIONAN EN FORMA RAPIDA Y EFICIENTE
IBP1cb0506sF	MasPrem	Hombre	6	POR QUE NUNCA E TENIDO PROBLEMAS CON EL SERVICIO ,NO
w0vZEERNldPx	AP	Hombre	7	POR QUE NO HE TENIDO FALLAS CON EL SERVICIO POR QUE LA VELOCIDAD DE BANDA ANCHA ES LA CORRECTA, ADEMAS EL MPLS TRABAJA EXCELENTE SI VAN A HACER ALGÚN CORTE DE MANTENCION O ALGÚN TRABAJO NOTIFICAN POR CORREO ELECTRÓNICO Y SOBRE TODO SON ATENTOS POR QUE SI YO LES DIGO OYE NO PUEDO EN ESTE HORARIO POR QUE LA QUÍMICA LA TENGO EN PRODUCCIÓN, ELLOS SIN NINGÚN PROBLEMA CAMBIAN EL HORARIO DE MANTENCION Y SERVICIOS OPERATIVOS.
igdIijl2yfvw	Mas	Hombre	5	POR LA MALA ENTREGA DE LA FACTURACIÓN, EN CUANTO A LA  INFORMACIÓN, AL  ENVIÓ DE LA BOLETA, O VÍA MAIL, O VÍA CORREO, MUY MALA ENTREGA, POR ESO LE PONGO UN CINCO.
pUlf7IGkGsxN	MV	Hombre	7	HA FUNCIONADO TODO LO QUE EXCELENTEMENTE CON ELLOS SON OPORTUNOS EN EL TEMA DEL SERVICIO
ZftykGj9M4s2	AV	Hombre	2	"POR ALGUNOS PROBLEMAS MAS QUE NADA EN POST VENTA; PROBLEMAS BÁSICAMENTE CON TRATO DE INCIDENCIAS Y OTROS TIPOS DE ATENCIONES CORRESPONDIENTES AL SERVICIO DE POST VENTA, EN ALGUNAS SITUACIONES QUE SE DEMORA MAS EL TIEMPO DICHOS PARA RESOLVER ALGUNOS DE LOS CASOS LEVANTADOS."
AmoFY7ROKO2G	AP	Mujer	4	PORQUE TIENE MAL SERVICIO POST VENTA EN CUANTO LOS SERVICIOS Y LOS CAMBIOS DE EQUIPO
ZX4Gx4tTL6d6	MP	Mujer	5	PORQUE PODRÍA SER MEJOR EN EL SERVICIOS LA FACTURACIÓN, EN TODO
noe6IrNRWBxS	AP	Mujer	4	PORQUE AMBOS SERVICIOS SE CAEN, NOS QUEDAMOS SIN INTERNET, SIN LÍNEA TELEFÓNICA MÁS O MENOS UN MES INTERMEDIO, ES TODO, SIN TELÉFONO NI INTERNET UNA EMPRESA ES DE LOCOS, UNO NO HACE NADA
otusGqPOwtbx	MV	Hombre	6	PORQUE HEMOS TENIDO DETALLES QUE NO HAN SOLUCIONADO A LA BREVEDAD PERO TODO EL RESTO HA ESTADO BIEN, A QUE NO HEMOS TENIDO DESCONEXIONES, QUE LA VELOCIDAD ES BUENA, LO QUE SE PIDE EN SERVICIO.
3bIZ7YpiDCPI	Mas	Hombre	6	PORQUE ES MUY BUENA FUNCIONA CON EL MISMO BANDA ANCHA QUE NOS PROMETIERON.
HvWc3yPTFwmx	AP	Hombre	4	PORQUE TIENEN UNA MALA COBERTURA HOY EN DÍA Y TIENEN UNA MALA ATENCIÓN HACÍA EL CLIENTE EN TEMAS COMERCIALES Y POST VENTA.
di0HsysYnrxa	MasPrem	Hombre	7	LOS SERVICIOS SON REALMENTE BUENOS, NO TENGO MAYORES PROBLEMAS, PUES EN COMPARACIÓN A OTRAS COMPAÑÍAS.
nNeMVNHdHOOA	MV	Mujer	5	PORQUE SE CAE MUY SEGUIDO EL INTERNET, DE HECHO ME CAMBIE A VTR EN TELEFONÍA FIJA, POR ESO PORQUE NO ME SERVÍA.
ncsLbpbCHMEt	MP	Mujer	7	PORQUE NO HEMOS TENIDO PROBLEMAS
FLLe5e8DPvT2	MP	Hombre	6	ALGUNA VEZ TUVE UN PROBLEMA PERO LO GENERAL ANDA BIEN, POR QUE CUMPLEN CON LO QUE LES PIDO.
3x7lzpOldemA	AP	Hombre	6	PORQUE FUNCIONA BIEN Y RESPONDE RÁPIDO.
owASvfBBT3cd	MasPrem	Hombre	6	TENEMOS ENTEL EN UN LOCAL QUE NO PODEMOS SUBIRLE LAS MEGAS, TENEMOS 4 MEGAS Y ESO ES INSUFICIENTE, LAMENTABLEMENTE NO HAY FACILIDAD PARA HACER CAMBIOS ENTONCES ESO NO NOS DA SATISFACCIÓN RESPECTO AL SERVICIO.
lmTithDDu3HT	AP	Hombre	4	PORQUE AL PARECER NO ES BANDA ANCHA LO QUE NECESITAMOS, LO QUE NECESITAMOS ES FIBRA ÓPTICA.
XRXui6gQdcFQ	MV	Hombre	5	PORQUE EL SERVICIO NO ES MALO PERO DE REPENTE SE PRESENTAN ALGUNAS FALLAS, LOS SUPERAN PERO NO DEBERÍAN ESTAR
ZAmj5LNSMGQP	AV	Mujer	7	POR QUE EL SERVICIO QUE PRESTA ES EFICIENTE, LO QUE ME VENDEN ES LO QUE REALMENTE LO QUE ME ENTREGAN, LO QUE OFRECE EL VENDEDOR ES LO QUE VERDADERAMENTE ES. LA FACTURACIÓN NO TENGO PROBLEMA, ES CORRECTA Y ES UN PRECIO RAZONABLE, NO ES MUCHA LA COMPETENCIA TAMPOCO USTED SABE QUE CLARO NO FUNCIONA CON SERVICIOS PARA EMPRESA, DENTRO DEL MERCADO ESTÁ BIEN.
AQDJBLZxATZX	MV	Mujer	7	PORQUE JAMAS HE TENIDO PROBLEMAS CON ENTEL
yuJQsCAJMItD	AP	Hombre	5	PORQUE HEMOS TENIDO PROBLEMAS EN LAS LINEAS TELEFÓNICAS EN LOS ÚLTIMOS MESES.
K2zyK79LMueC	AV	Hombre	4	POR EL SERVICIO YO CREO, EL SERVICIO DE ATENCIÓN DE LA EJECUTIVA QUE ES MUY LENTA. SÉ QUE ES UNA EJECUTIVA EXCLUSIVA PERO ES MUY LENTA. NO DA RESPUESTA INMEDIATA, CADA VEZ LE ENVÍO ALGO SE DEMORA MUCHO TIEMPO. TODAVÍA ESTOY ESPERANDO ALGO QUE ME ENVIÓ HACE UNA SEMANA PARA HACER UN CAMBIO Y NADA QUE LLEGA ACÁ.
YEFN4Ytcvdpo	MV	Hombre	6	PORQUE EL SIETE ES UNA EXCELENCIA EN SERVICIO Y TODAS TIENE ALGUNA FALLA.DENTRO DE TODAS ES LA QUE TIENE MEJOR SERVICIO TIEMPO DE RESPUESTA, INFORMACIÓN POS VENTA
Zlkwdk7tVV5I	MV	Mujer	7	PORQUE NUNCA HE TENIDO PROBLEMA
wUMisQj1xJLr	AV	Hombre	6	PORQUE EL SERVICIO EL ES BUENO EN LO QUE SOLICITAMOS RAPIDEZ AGILIDAD Y TIEMPO DE RESPUESTA
zlh6GdSVvYXu	MV	Hombre	7	PORQUE NO TENGO PROBLEMAS, SOLAMENTE ESO HA SIDO UN SOLO PROBLEMA Y FUE POR INVIERNO QUE LA SEÑAL ESTUVO UN SOLO DÍA MAL Y LA RESPUESTA FUE SÚPER RÁPIDA.
JDxspX50UpQy	MP	Mujer	6	"PORQUE NADA ES PERFECTO, LE PONGO 7 Y DESPUÉS VA A SEGUIR MAL, ES LA FUNCIÓN DE TODAS LAS PARTES, ES LO MISMO; PORQUE YO DIGO QUE TIENE QUE SER UN 6, NADA ES PERFECTO, ESTO INCENTIVA A QUE LA GENTE SEA MEJOR"
3CNv90RIUlRc	MP	Hombre	5	POR QUE LE FALTAN BASTANTES COSAS PERO DENTRO DEL MERCADO NO ES TAN MALA.
MMXUwn29T2RO	MV	Hombre	5	ES DIFÍCIL LA COMUNICACIÓN CON LA EMPRESA PARA REQUERIR INFORMACIÓN. MAS QUE NADA EN LO TÉCNICO. (NO DIO MAS INFORMACIÓN)
NEC49QmuxnA1	AV	Hombre	6	ES BUENO EL SERVICIO, PERO MUY DEMORADO EN INSTALACIÓN. ME REFIERO A LA DISPONIBILIDAD DEL SERVICIO ES OPTIMA, TIENE POCAS CAÍDAS, EN TÉRMINOS DE DISPONIBILIDAD ES EXCELENTE.
2sLHwP1vdyxf	Mas	Hombre	4	HAY PROBLEMAS DE CONEXIÓN MUY SEGUIDO EN CUANTO A QUE SE CAE EL SISTEMA, LOS COMPUTADORES SE QUEDAN SIN INTERNET
